D7,0,Sample 10,Acer,UNKNOWN,SYBR,None,20.533,20.172,0.511,,,,,,,,0,0.200,1,3,15,Amp,,0.992,N,Y,74.423,,,
D8,0,Sample 10,A,UNKNOWN,SYBR,None,23.439,23.389,0.070,,,,,,,,0,0.200,1,3,18,Amp,,0.990,N,N,85.460,,,
D9,0,Sample 18,Acer,UNKNOWN,SYBR,None,21.131,21.008,0.175,,,,,,,,0,0.200,1,3,16,Amp,,0.993,N,N,74.423,,,
D10,0,Sample 18,A,UNKNOWN,SYBR,None,24.212,24.094,0.167,,,,,,,,0,0.200,1,3,18,Amp,,0.992,N,N,85.313,,,
D11,0,Sample 18,Acer,UNKNOWN,SYBR,None,20.884,21.008,0.175,,,,,,,,0,0.200,1,3,15,Amp,,0.997,N,N,74.276,,,
D12,0,Sample 18,A,UNKNOWN,SYBR,None,23.976,24.094,0.167,,,,,,,,0,0.200,1,3,19,Amp,,0.992,N,N,85.313,,,
E1,0,Sample 4,Acer,UNKNOWN,SYBR,None,20.931,20.826,0.149,,,,,,,,0,0.200,1,3,16,Amp,,0.998,N,N,73.981,,,
E2,0,Sample 4,A,UNKNOWN,SYBR,None,24.384,24.500,0.165,,,,,,,,0,0.200,1,3,19,Amp,,0.995,N,N,85.019,,,
E3,0,Sample 4,Acer,UNKNOWN,SYBR,None,20.720,20.826,0.149,,,,,,,,0,0.200,1,3,16,Amp,,0.995,N,N,74.276,,,
E4,0,Sample 4,A,UNKNOWN,SYBR,None,24.617,24.500,0.165,,,,,,,,0,0.200,1,3,20,Amp,,0.991,N,N,85.166,,,
E5,0,Sample 11,Acer,UNKNOWN,SYBR,None,20.573,20.509,0.091,,,,,,,,0,0.200,1,3,16,Amp,,0.989,N,N,74.276,,,
E6,0,Sample 11,A,UNKNOWN,SYBR,None,23.008,23.125,0.165,,,,,,,,0,0.200,1,3,18,Amp,,0.982,N,N,85.166,,,
E7,0,Sample 11,Acer,UNKNOWN,SYBR,None,20.444,20.509,0.091,,,,,,,,0,0.200,1,3,16,Amp,,0.989,N,N,74.423,,,
E8,0,Sample 11,A,UNKNOWN,SYBR,None,23.241,23.125,0.165,,,,,,,,0,0.200,1,3,17,Amp,,0.984,N,N,85.313,,,
E9,0,Sample 19,Acer,UNKNOWN,SYBR,None,20.403,20.316,0.122,,,,,,,,0,0.200,1,3,15,Amp,,0.956,N,N,74.276,,,
E10,0,Sample 19,A,UNKNOWN,SYBR,None,25.965,25.032,1.320,,,,,,,,0,0.200,1,3,20,Amp,,0.971,Y,Y,85.019,76.042,,
E11,0,Sample 19,Acer,UNKNOWN,SYBR,None,20.230,20.316,0.122,,,,,,,,0,0.200,1,3,14,Amp,,0.991,N,N,74.276,,,
E12,0,Sample 19,A,UNKNOWN,SYBR,None,24.098,25.032,1.320,,,,,,,,0,0.200,1,3,19,Amp,,0.981,N,Y,85.313,,,
F1,0,Sample 5,Acer,UNKNOWN,SYBR,None,20.495,20.528,0.047,,,,,,,,0,0.200,1,3,14,Amp,,0.991,N,N,74.129,,,
F2,0,Sample 5,A,UNKNOWN,SYBR,None,23.765,23.857,0.130,,,,,,,,0,0.200,1,3,19,Amp,,0.991,N,N,85.019,,,
F3,0,Sample 5,Acer,UNKNOWN,SYBR,None,20.561,20.528,0.047,,,,,,,,0,0.200,1,3,15,Amp,,0.997,N,N,74.276,,,
F4,0,Sample 5,A,UNKNOWN,SYBR,None,23.949,23.857,0.130,,,,,,,,0,0.200,1,3,18,Amp,,0.989,N,N,85.166,,,
F5,0,Sample 12,Acer,UNKNOWN,SYBR,None,20.626,20.607,0.027,,,,,,,,0,0.200,1,3,16,Amp,,0.994,N,N,74.276,,,
F6,0,Sample 12,A,UNKNOWN,SYBR,None,26.059,25.951,0.152,,,,,,,,0,0.200,1,3,21,Amp,,0.982,N,N,85.313,,,
F7,0,Sample 12,Acer,UNKNOWN,SYBR,None,20.589,20.607,0.027,,,,,,,,0,0.200,1,3,15,Amp,,0.994,N,N,74.276,,,
F8,0,Sample 12,A,UNKNOWN,SYBR,None,25.843,25.951,0.152,,,,,,,,0,0.200,1,3,21,Amp,,0.990,N,N,85.460,,,
F9,0,Sample 20,Acer,UNKNOWN,SYBR,None,19.802,19.797,0.008,,,,,,,,0,0.200,1,3,15,Amp,,0.979,N,N,74.276,,,
F10,0,Sample 20,A,UNKNOWN,SYBR,None,22.981,23.046,0.093,,,,,,,,0,0.200,1,3,17,Amp,,0.986,N,N,85.166,,,
F11,0,Sample 20,Acer,UNKNOWN,SYBR,None,19.791,19.797,0.008,,,,,,,,0,0.200,1,3,14,Amp,,0.988,N,N,74.276,,,
F12,0,Sample 20,A,UNKNOWN,SYBR,None,23.112,23.046,0.093,,,,,,,,0,0.200,1,3,18,Amp,,0.975,N,N,85.166,,,
G1,0,Sample 6,Acer,UNKNOWN,SYBR,None,19.835,19.855,0.029,,,,,,,,0,0.200,1,3,15,Amp,,0.984,N,N,73.981,,,
G2,0,Sample 6,A,UNKNOWN,SYBR,None,24.214,24.211,0.005,,,,,,,,0,0.200,1,3,19,Amp,,0.895,N,N,85.019,,,
G3,0,Sample 6,Acer,UNKNOWN,SYBR,None,19.875,19.855,0.029,,,,,,,,0,0.200,1,3,14,Amp,,0.988,N,N,74.129,,,
G4,0,Sample 6,A,UNKNOWN,SYBR,None,24.207,24.211,0.005,,,,,,,,0,0.200,1,3,19,Amp,,0.921,N,N,85.313,,,
G5,0,Sample 13,Acer,UNKNOWN,SYBR,None,20.283,20.265,0.025,,,,,,,,0,0.200,1,3,16,Amp,,0.993,N,N,74.129,,,
G6,0,Sample 13,A,UNKNOWN,SYBR,None,23.295,23.059,0.334,,,,,,,,0,0.200,1,3,18,Amp,,0.990,N,N,85.166,,,
G7,0,Sample 13,Acer,UNKNOWN,SYBR,None,20.247,20.265,0.025,,,,,,,,0,0.200,1,3,14,Amp,,0.989,N,N,74.276,,,
G8,0,Sample 13,A,UNKNOWN,SYBR,None,22.823,23.059,0.334,,,,,,,,0,0.200,1,3,18,Amp,,0.990,N,N,85.313,,,
G9,0,Sample 21,Acer,UNKNOWN,SYBR,None,20.341,20.548,0.293,,,,,,,,0,0.200,1,3,15,Amp,,0.991,N,N,74.276,,,
G10,0,Sample 21,A,UNKNOWN,SYBR,None,23.687,23.662,0.035,,,,,,,,0,0.200,1,3,18,Amp,,0.993,N,N,85.019,,,
G11,0,Sample 21,Acer,UNKNOWN,SYBR,None,20.756,20.548,0.293,,,,,,,,0,0.200,1,3,15,Amp,,0.991,N,N,74.276,,,
G12,0,Sample 21,A,UNKNOWN,SYBR,None,23.638,23.662,0.035,,,,,,,,0,0.200,1,3,19,Amp,,0.987,N,N,85.166,,,
H1,0,+,Acer,UNKNOWN,SYBR,None,21.993,21.907,0.122,,,,,,,,0,0.200,1,3,16,Amp,,0.988,N,N,73.834,,,
H2,0,+,A,UNKNOWN,SYBR,None,21.723,21.768,0.065,,,,,,,,0,0.200,1,3,16,Amp,,0.993,N,N,84.872,,,
H3,0,+,Acer,UNKNOWN,SYBR,None,21.820,21.907,0.122,,,,,,,,0,0.200,1,3,16,Amp,,0.993,N,N,74.129,,,
H4,0,+,A,UNKNOWN,SYBR,None,21.814,21.768,0.065,,,,,,,,0,0.200,1,3,15,Amp,,0.993,N,N,85.313,,,
H5,0,Sample 14,Acer,UNKNOWN,SYBR,None,20.538,20.515,0.032,,,,,,,,0,0.200,1,3,15,Amp,,0.996,N,N,73.981,,,
H6,0,Sample 14,A,UNKNOWN,SYBR,None,23.964,23.859,0.148,,,,,,,,0,0.200,1,3,19,Amp,,0.984,N,N,85.166,,,
H7,0,Sample 14,Acer,UNKNOWN,SYBR,None,20.493,20.515,0.032,,,,,,,,0,0.200,1,3,15,Amp,,0.994,N,N,74.129,,,
H8,0,Sample 14,A,UNKNOWN,SYBR,None,23.755,23.859,0.148,,,,,,,,0,0.200,1,3,18,Amp,,0.981,N,N,85.313,,,
H9,0,Sample 22,Acer,UNKNOWN,SYBR,None,20.310,20.158,0.216,,,,,,,,0,0.200,1,3,15,Amp,,0.984,N,N,74.276,,,
H10,0,Sample 22,A,UNKNOWN,SYBR,None,23.830,23.636,0.274,,,,,,,,0,0.200,1,3,19,Amp,,0.993,N,N,85.166,,,
H11,0,Sample 22,Acer,UNKNOWN,SYBR,None,20.005,20.158,0.216,,,,,,,,0,0.200,1,3,15,Amp,,0.963,N,N,74.276,,,
H12,0,Sample 22,A,UNKNOWN,SYBR,None,23.442,23.636,0.274,,,,,,,,0,0.200,1,3,19,Amp,,0.980,Y,N,85.313,68.389,,
