B10,0,Sample 16,A,UNKNOWN,SYBR,None,23.932,23.993,0.085,,,,,,,,0,0.200,1,3,18,Amp,,0.989,N,N,N,N,N,84.760,,,
B11,0,Sample 16,Acer,UNKNOWN,SYBR,None,22.168,22.106,0.088,,,,,,,,0,0.200,1,3,17,Amp,,0.979,N,N,N,N,N,73.412,,,
B12,0,Sample 16,A,UNKNOWN,SYBR,None,24.053,23.993,0.085,,,,,,,,0,0.200,1,3,19,Amp,,0.946,N,N,N,N,N,84.760,,,
C1,0,Sample 2,Acer,UNKNOWN,SYBR,None,24.333,24.381,0.068,,,,,,,,0,0.200,1,3,19,Amp,,0.987,N,N,N,N,N,73.117,,,
C2,0,Sample 2,A,UNKNOWN,SYBR,None,27.253,27.352,0.140,,,,,,,,0,0.200,1,3,22,Amp,,0.988,N,Y,N,N,N,84.465,75.181,,
C3,0,Sample 2,Acer,UNKNOWN,SYBR,None,24.429,24.381,0.068,,,,,,,,0,0.200,1,3,19,Amp,,0.991,N,N,N,N,N,73.412,,,
C4,0,Sample 2,A,UNKNOWN,SYBR,None,27.451,27.352,0.140,,,,,,,,0,0.200,1,3,22,Amp,,0.985,N,Y,N,N,N,84.760,75.328,,
C5,0,Sample 9,Acer,UNKNOWN,SYBR,None,22.852,22.903,0.073,,,,,,,,0,0.200,1,3,18,Amp,,0.963,N,N,N,N,N,73.412,,,
C6,0,Sample 9,A,UNKNOWN,SYBR,None,23.144,23.195,0.072,,,,,,,,0,0.200,1,3,18,Amp,,0.974,N,N,N,N,N,84.760,,,
C7,0,Sample 9,Acer,UNKNOWN,SYBR,None,22.954,22.903,0.073,,,,,,,,0,0.200,1,3,18,Amp,,0.985,N,N,N,N,N,73.412,,,
C8,0,Sample 9,A,UNKNOWN,SYBR,None,23.245,23.195,0.072,,,,,,,,0,0.200,1,3,18,Amp,,0.971,N,N,N,N,N,84.760,,,
C9,0,Sample 17,Acer,UNKNOWN,SYBR,None,23.132,23.201,0.097,,,,,,,,0,0.200,1,3,18,Amp,,0.986,N,N,N,N,N,73.412,,,
C10,0,Sample 17,A,UNKNOWN,SYBR,None,25.125,25.176,0.073,,,,,,,,0,0.200,1,3,19,Amp,,0.985,N,N,N,N,N,84.760,,,
C11,0,Sample 17,Acer,UNKNOWN,SYBR,None,23.269,23.201,0.097,,,,,,,,0,0.200,1,3,18,Amp,,0.988,N,N,N,N,N,73.265,,,
C12,0,Sample 17,A,UNKNOWN,SYBR,None,25.228,25.176,0.073,,,,,,,,0,0.200,1,3,19,Amp,,0.985,N,N,N,N,N,84.613,,,
D1,0,Sample 3,Acer,UNKNOWN,SYBR,None,22.018,22.216,0.280,,,,,,,,0,0.200,1,3,17,Amp,,0.963,N,N,N,N,N,73.117,,,
D2,0,Sample 3,A,UNKNOWN,SYBR,None,22.971,23.028,0.080,,,,,,,,0,0.200,1,3,17,Amp,,0.952,N,N,N,N,N,84.465,,,
D3,0,Sample 3,Acer,UNKNOWN,SYBR,None,22.414,22.216,0.280,,,,,,,,0,0.200,1,3,17,Amp,,0.957,N,N,N,N,N,73.412,,,
D4,0,Sample 3,A,UNKNOWN,SYBR,None,23.085,23.028,0.080,,,,,,,,0,0.200,1,3,17,Amp,,0.969,N,N,N,N,N,84.613,,,
D5,0,Sample 10,Acer,UNKNOWN,SYBR,None,22.997,23.021,0.034,,,,,,,,0,0.200,1,3,17,Amp,,0.984,N,N,N,N,N,73.412,,,
D6,0,Sample 10,A,UNKNOWN,SYBR,None,23.780,23.842,0.087,,,,,,,,0,0.200,1,3,18,Amp,,0.989,N,N,N,N,N,84.760,,,
D7,0,Sample 10,Acer,UNKNOWN,SYBR,None,23.045,23.021,0.034,,,,,,,,0,0.200,1,3,17,Amp,,0.976,N,N,N,N,N,73.412,,,
D8,0,Sample 10,A,UNKNOWN,SYBR,None,23.903,23.842,0.087,,,,,,,,0,0.200,1,3,19,Amp,,0.965,N,N,N,N,N,84.760,,,
D9,0,Sample 18,Acer,UNKNOWN,SYBR,None,23.836,23.847,0.015,,,,,,,,0,0.200,1,3,18,Amp,,0.987,N,N,N,N,N,73.265,,,
D10,0,Sample 18,A,UNKNOWN,SYBR,None,24.374,24.601,0.321,,,,,,,,0,0.200,1,3,18,Amp,,0.984,N,N,N,N,N,84.760,,,
D11,0,Sample 18,Acer,UNKNOWN,SYBR,None,23.857,23.847,0.015,,,,,,,,0,0.200,1,3,19,Amp,,0.984,N,N,N,N,N,73.117,,,
D12,0,Sample 18,A,UNKNOWN,SYBR,None,24.827,24.601,0.321,,,,,,,,0,0.200,1,3,18,Amp,,0.988,N,N,N,N,N,84.613,,,
E1,0,Sample 4,Acer,UNKNOWN,SYBR,None,22.190,22.428,0.337,,,,,,,,0,0.200,1,3,17,Amp,,0.982,N,N,N,N,N,73.117,,,
E2,0,Sample 4,A,UNKNOWN,SYBR,None,23.462,23.491,0.041,,,,,,,,0,0.200,1,3,18,Amp,,0.975,N,N,N,N,N,84.465,,,
E3,0,Sample 4,Acer,UNKNOWN,SYBR,None,22.667,22.428,0.337,,,,,,,,0,0.200,1,3,17,Amp,,0.976,N,N,N,N,N,73.265,,,
E4,0,Sample 4,A,UNKNOWN,SYBR,None,23.520,23.491,0.041,,,,,,,,0,0.200,1,3,18,Amp,,0.971,N,N,N,N,N,84.613,,,
E5,0,Sample 11,Acer,UNKNOWN,SYBR,None,22.568,22.770,0.285,,,,,,,,0,0.200,1,3,17,Amp,,0.979,N,N,N,N,N,73.412,,,
E6,0,Sample 11,A,UNKNOWN,SYBR,None,23.867,23.798,0.097,,,,,,,,0,0.200,1,3,18,Amp,,0.981,N,N,N,N,N,84.613,,,
E7,0,Sample 11,Acer,UNKNOWN,SYBR,None,22.972,22.770,0.285,,,,,,,,0,0.200,1,3,18,Amp,,0.984,N,N,N,N,N,73.412,,,
E8,0,Sample 11,A,UNKNOWN,SYBR,None,23.729,23.798,0.097,,,,,,,,0,0.200,1,3,18,Amp,,0.988,N,N,N,N,N,84.760,,,
E9,0,Sample 19,Acer,UNKNOWN,SYBR,None,22.351,22.588,0.334,,,,,,,,0,0.200,1,3,17,Amp,,0.977,N,N,N,N,N,73.412,,,
E10,0,Sample 19,A,UNKNOWN,SYBR,None,24.533,25.550,1.438,,,,,,,,0,0.200,1,3,19,Amp,,0.984,N,N,N,Y,N,84.613,,,
E11,0,Sample 19,Acer,UNKNOWN,SYBR,None,22.824,22.588,0.334,,,,,,,,0,0.200,1,3,18,Amp,,0.986,N,N,N,N,N,73.265,,,
E12,0,Sample 19,A,UNKNOWN,SYBR,None,26.566,25.550,1.438,,,,,,,,0,0.200,1,3,21,Amp,,0.991,N,N,N,Y,N,84.318,,,
F1,0,Sample 5,Acer,UNKNOWN,SYBR,None,22.455,22.578,0.175,,,,,,,,0,0.200,1,3,17,Amp,,0.898,N,N,N,N,N,73.117,,,
F2,0,Sample 5,A,UNKNOWN,SYBR,None,23.082,23.086,0.007,,,,,,,,0,0.200,1,3,17,Amp,,0.950,N,N,N,N,N,84.318,,,
F3,0,Sample 5,Acer,UNKNOWN,SYBR,None,22.702,22.578,0.175,,,,,,,,0,0.200,1,3,17,Amp,,0.983,N,N,N,N,N,73.265,,,
F4,0,Sample 5,A,UNKNOWN,SYBR,None,23.091,23.086,0.007,,,,,,,,0,0.200,1,3,18,Amp,,0.942,N,N,N,N,N,84.613,,,
F5,0,Sample 12,Acer,UNKNOWN,SYBR,None,22.673,22.596,0.109,,,,,,,,0,0.200,1,3,17,Amp,,0.892,N,N,N,N,N,73.265,,,
F6,0,Sample 12,A,UNKNOWN,SYBR,None,22.800,22.922,0.173,,,,,,,,0,0.200,1,3,17,Amp,,0.921,N,N,N,N,N,84.613,,,
F7,0,Sample 12,Acer,UNKNOWN,SYBR,None,22.520,22.596,0.109,,,,,,,,0,0.200,1,3,17,Amp,,0.966,N,N,N,N,N,73.412,,,
F8,0,Sample 12,A,UNKNOWN,SYBR,None,23.045,22.922,0.173,,,,,,,,0,0.200,1,3,18,Amp,,0.983,N,N,N,N,N,84.760,,,
F9,0,Sample 20,Acer,UNKNOWN,SYBR,None,22.270,22.316,0.066,,,,,,,,0,0.200,1,3,17,Amp,,0.980,N,N,N,N,N,73.412,,,
F10,0,Sample 20,A,UNKNOWN,SYBR,None,27.234,27.250,0.023,,,,,,,,0,0.200,1,3,22,Amp,,0.969,N,Y,N,N,N,75.328,82.402,84.465,
F11,0,Sample 20,Acer,UNKNOWN,SYBR,None,22.363,22.316,0.066,,,,,,,,0,0.200,1,3,17,Amp,,0.956,N,N,N,N,N,73.265,,,
F12,0,Sample 20,A,UNKNOWN,SYBR,None,27.266,27.250,0.023,,,,,,,,0,0.200,1,3,22,Amp,,0.977,N,Y,N,N,N,75.328,82.402,84.465,
G1,0,Sample 6,Acer,UNKNOWN,SYBR,None,22.812,22.784,0.040,,,,,,,,0,0.200,1,3,17,Amp,,0.979,N,N,N,N,N,72.970,,,
G2,0,Sample 6,A,UNKNOWN,SYBR,None,22.935,22.933,0.002,,,,,,,,0,0.200,1,3,16,Amp,,0.948,N,N,N,N,N,84.318,,,
G3,0,Sample 6,Acer,UNKNOWN,SYBR,None,22.756,22.784,0.040,,,,,,,,0,0.200,1,3,17,Amp,,0.892,N,N,N,N,N,73.265,,,
G4,0,Sample 6,A,UNKNOWN,SYBR,None,22.931,22.933,0.002,,,,,,,,0,0.200,1,3,18,Amp,,0.960,N,N,N,N,N,84.613,,,
G5,0,Sample 13,Acer,UNKNOWN,SYBR,None,23.187,23.085,0.144,,,,,,,,0,0.200,1,3,18,Amp,,0.981,N,N,N,N,N,73.265,,,
G6,0,Sample 13,A,UNKNOWN,SYBR,None,25.461,25.458,0.004,,,,,,,,0,0.200,1,3,20,Amp,,0.984,N,N,N,N,N,84.613,,,
G7,0,Sample 13,Acer,UNKNOWN,SYBR,None,22.983,23.085,0.144,,,,,,,,0,0.200,1,3,17,Amp,,0.990,N,N,N,N,N,73.412,,,
G8,0,Sample 13,A,UNKNOWN,SYBR,None,25.454,25.458,0.004,,,,,,,,0,0.200,1,3,20,Amp,,0.989,N,N,N,N,N,84.760,,,
G9,0,Sample 21,Acer,UNKNOWN,SYBR,None,23.077,23.119,0.059,,,,,,,,0,0.200,1,3,18,Amp,,0.977,N,N,N,N,N,73.265,,,
G10,0,Sample 21,A,UNKNOWN,SYBR,None,26.565,26.652,0.123,,,,,,,,0,0.200,1,3,21,Amp,,0.984,N,Y,N,N,N,84.613,75.475,,
G11,0,Sample 21,Acer,UNKNOWN,SYBR,None,23.161,23.119,0.059,,,,,,,,0,0.200,1,3,17,Amp,,0.977,N,N,N,N,N,73.265,,,
G12,0,Sample 21,A,UNKNOWN,SYBR,None,26.739,26.652,0.123,,,,,,,,0,0.200,1,3,21,Amp,,0.979,N,Y,N,N,N,84.613,74.886,,
H1,0,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,39,No Amp,,0.000,Y,N,Y,N,Y,60.001,,,
H2,0,+,A,UNKNOWN,SYBR,None,25.240,25.053,0.264,,,,,,,,0,0.200,1,3,19,Amp,,0.983,N,N,N,N,N,84.170,,,
H3,0,Sample 14,Acer,UNKNOWN,SYBR,None,22.781,22.899,0.167,,,,,,,,0,0.200,1,3,17,Amp,,0.989,N,N,N,N,N,73.117,,,
H4,0,Sample 14,A,UNKNOWN,SYBR,None,25.104,25.214,0.155,,,,,,,,0,0.200,1,3,20,Amp,,0.987,N,N,N,N,N,84.613,,,
H5,0,Sample 14,Acer,UNKNOWN,SYBR,None,23.017,22.899,0.167,,,,,,,,0,0.200,1,3,17,Amp,,0.988,N,N,N,N,N,73.117,,,
H6,0,Sample 14,A,UNKNOWN,SYBR,None,25.323,25.214,0.155,,,,,,,,0,0.200,1,3,20,Amp,,0.971,N,N,N,N,N,84.465,,,
H7,0,Sample 22,Acer,UNKNOWN,SYBR,None,23.182,23.285,0.145,,,,,,,,0,0.200,1,3,17,Amp,,0.989,N,N,N,N,N,73.265,,,
H8,0,Sample 22,A,UNKNOWN,SYBR,None,26.042,26.039,0.004,,,,,,,,0,0.200,1,3,21,Amp,,0.983,N,N,N,N,N,84.613,,,
H9,0,Sample 22,Acer,UNKNOWN,SYBR,None,23.387,23.285,0.145,,,,,,,,0,0.200,1,3,17,Amp,,0.992,N,N,N,N,N,73.117,,,
H10,0,Sample 22,A,UNKNOWN,SYBR,None,26.037,26.039,0.004,,,,,,,,0,0.200,1,3,21,Amp,,0.970,N,N,N,N,N,84.465,,,
H11,0,+,Acer,UNKNOWN,SYBR,None,23.004,24.520,2.145,,,,,,,,0,0.200,1,3,17,Amp,,0.985,N,N,N,Y,N,73.117,,,
H12,0,NTC,A,UNKNOWN,SYBR,None,38.645,31.344,10.325,,,,,,,,0,0.200,1,3,31,Inconclusive,,0.442,Y,N,N,Y,N,75.033,,,
