D:\Users\INSTR-ADMIN\experiments\Ana\Nutrients\Acer_Nutrients_Plate9.eds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer_Nutrients_Plate9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25 09:54:00 AM PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard Curve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      172310454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172310454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuantStudio™ 3 System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stage2, Step2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well,Omit,Sample Name,Target Name,Task,Reporter,Quencher,C_,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD,Y-Intercept,R(superscript 2),Slope,Efficiency,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Amp Status,Comments,Cq Conf,CQCONF,MTP,EXPFAIL,HIGHSD,NOAMP,Tm1,Tm2,Tm3,Tm4
A1,0,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,39,No Amp,,0.000,Y,Y,Y,N,Y,80.350,89.197,84.331,94.063
A2,0,NTC,A,UNKNOWN,SYBR,None,36.063,35.869,0.274,,,,,,,,0,0.200,1,3,31,Amp,,0.973,N,N,N,N,N,78.286,,,
A3,0,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,39,No Amp,,0.000,Y,Y,Y,N,Y,86.543,73.272,77.843,89.492
A4,0,NTC,A,UNKNOWN,SYBR,None,35.676,35.869,0.274,,,,,,,,0,0.200,1,3,30,Amp,,0.974,N,N,N,N,N,76.074,,,
A5,0,Sample 7,Acer,UNKNOWN,SYBR,None,20.270,20.237,0.048,,,,,,,,0,0.200,1,3,16,Amp,,0.990,N,N,N,N,N,74.304,,,
A6,0,Sample 7,A,UNKNOWN,SYBR,None,23.431,23.294,0.193,,,,,,,,0,0.200,1,3,18,Amp,,0.981,N,N,N,N,N,85.364,,,
A7,0,Sample 7,Acer,UNKNOWN,SYBR,None,20.203,20.237,0.048,,,,,,,,0,0.200,1,3,15,Amp,,0.989,N,N,N,N,N,74.304,,,
A8,0,Sample 7,A,UNKNOWN,SYBR,None,23.158,23.294,0.193,,,,,,,,0,0.200,1,3,18,Amp,,0.993,N,N,N,N,N,85.364,,,
A9,0,Sample 15,Acer,UNKNOWN,SYBR,None,21.015,20.942,0.103,,,,,,,,0,0.200,1,3,15,Amp,,0.998,N,N,N,N,N,74.304,,,
A10,0,Sample 15,A,UNKNOWN,SYBR,None,24.169,24.536,0.519,,,,,,,,0,0.200,1,3,18,Amp,,0.994,N,Y,N,Y,N,85.364,83.004,76.074,
A11,0,Sample 15,Acer,UNKNOWN,SYBR,None,20.869,20.942,0.103,,,,,,,,0,0.200,1,3,15,Amp,,0.998,N,N,N,N,N,74.157,,,
A12,0,Sample 15,A,UNKNOWN,SYBR,None,24.903,24.536,0.519,,,,,,,,0,0.200,1,3,19,Amp,,0.994,N,Y,N,Y,N,85.216,82.857,76.221,
B1,0,Sample 1,Acer,UNKNOWN,SYBR,None,19.639,19.584,0.077,,,,,,,,0,0.200,1,3,15,Amp,,0.986,N,N,N,N,N,74.157,,,
B2,0,Sample 1,A,UNKNOWN,SYBR,None,22.984,22.887,0.137,,,,,,,,0,0.200,1,3,18,Amp,,0.985,N,Y,N,N,N,85.069,75.779,,
B3,0,Sample 1,Acer,UNKNOWN,SYBR,None,19.530,19.584,0.077,,,,,,,,0,0.200,1,3,14,Amp,,0.989,N,N,N,N,N,74.304,,,
B4,0,Sample 1,A,UNKNOWN,SYBR,None,22.790,22.887,0.137,,,,,,,,0,0.200,1,3,18,Amp,,0.989,N,Y,N,N,N,85.511,76.074,,
B5,0,Sample 8,Acer,UNKNOWN,SYBR,None,20.369,20.458,0.126,,,,,,,,0,0.200,1,3,16,Amp,,0.990,N,N,N,N,N,74.304,,,
B6,0,Sample 8,A,UNKNOWN,SYBR,None,23.606,23.438,0.239,,,,,,,,0,0.200,1,3,18,Amp,,0.985,N,N,N,N,N,85.364,,,
B7,0,Sample 8,Acer,UNKNOWN,SYBR,None,20.547,20.458,0.126,,,,,,,,0,0.200,1,3,16,Amp,,0.990,N,N,N,N,N,74.157,,,
