C10,0,Sample 17,A,UNKNOWN,SYBR,None,22.593,22.455,0.195,,,,,,,,0,0.200,1,3,17,Amp,,0.996,N,N,N,N,85.209,,,
C11,0,Sample 17,Acer,UNKNOWN,SYBR,None,23.509,23.469,0.058,,,,,,,,0,0.200,1,3,18,Amp,,0.997,N,N,N,N,74.005,,,
C12,0,Sample 17,A,UNKNOWN,SYBR,None,22.317,22.455,0.195,,,,,,,,0,0.200,1,3,17,Amp,,0.995,N,N,N,N,85.062,,,
D1,0,Sample 3,Acer,UNKNOWN,SYBR,None,21.542,21.414,0.182,,,,,,,,0,0.200,1,3,16,Amp,,0.996,N,N,N,N,73.858,,,
D2,0,Sample 3,A,UNKNOWN,SYBR,None,23.288,23.135,0.216,,,,,,,,0,0.200,1,3,18,Amp,,0.995,N,N,N,N,84.914,,,
D3,0,Sample 3,Acer,UNKNOWN,SYBR,None,21.285,21.414,0.182,,,,,,,,0,0.200,1,3,17,Amp,,0.995,N,N,N,N,74.152,,,
D4,0,Sample 3,A,UNKNOWN,SYBR,None,22.983,23.135,0.216,,,,,,,,0,0.200,1,3,17,Amp,,0.993,N,N,N,N,85.209,,,
D5,0,Sample 10,Acer,UNKNOWN,SYBR,None,22.300,22.140,0.227,,,,,,,,0,0.200,1,3,17,Amp,,0.995,N,N,N,N,74.152,,,
D6,0,Sample 10,A,UNKNOWN,SYBR,None,23.118,23.095,0.033,,,,,,,,0,0.200,1,3,18,Amp,,0.997,N,N,N,N,85.062,,,
D7,0,Sample 10,Acer,UNKNOWN,SYBR,None,21.979,22.140,0.227,,,,,,,,0,0.200,1,3,16,Amp,,0.998,N,N,N,N,74.152,,,
D8,0,Sample 10,A,UNKNOWN,SYBR,None,23.072,23.095,0.033,,,,,,,,0,0.200,1,3,17,Amp,,0.997,N,N,N,N,85.209,,,
D9,0,Sample 18,Acer,UNKNOWN,SYBR,None,22.507,22.212,0.418,,,,,,,,0,0.200,1,3,16,Amp,,0.997,N,N,N,N,74.005,,,
D10,0,Sample 18,A,UNKNOWN,SYBR,None,22.085,22.130,0.064,,,,,,,,0,0.200,1,3,17,Amp,,0.990,N,N,N,N,85.209,,,
D11,0,Sample 18,Acer,UNKNOWN,SYBR,None,21.916,22.212,0.418,,,,,,,,0,0.200,1,3,15,Amp,,0.998,N,N,N,N,74.152,,,
D12,0,Sample 18,A,UNKNOWN,SYBR,None,22.176,22.130,0.064,,,,,,,,0,0.200,1,3,17,Amp,,0.991,N,N,N,N,85.062,,,
E1,0,Sample 4,Acer,UNKNOWN,SYBR,None,22.842,22.990,0.210,,,,,,,,0,0.200,1,3,17,Amp,,0.998,N,N,N,N,73.858,,,
E2,0,Sample 4,A,UNKNOWN,SYBR,None,22.481,22.624,0.203,,,,,,,,0,0.200,1,3,17,Amp,,0.963,N,N,N,N,84.914,,,
E3,0,Sample 4,Acer,UNKNOWN,SYBR,None,23.139,22.990,0.210,,,,,,,,0,0.200,1,3,17,Amp,,0.997,N,N,N,N,74.152,,,
E4,0,Sample 4,A,UNKNOWN,SYBR,None,22.767,22.624,0.203,,,,,,,,0,0.200,1,3,17,Amp,,0.988,N,N,N,N,84.914,,,
E5,0,Sample 11,Acer,UNKNOWN,SYBR,None,22.984,23.161,0.252,,,,,,,,0,0.200,1,3,17,Amp,,0.997,N,N,N,N,74.152,,,
E6,0,Sample 11,A,UNKNOWN,SYBR,None,23.205,22.926,0.394,,,,,,,,0,0.200,1,3,18,Amp,,0.997,N,N,N,N,85.062,,,
E7,0,Sample 11,Acer,UNKNOWN,SYBR,None,23.339,23.161,0.252,,,,,,,,0,0.200,1,3,17,Amp,,0.998,N,N,N,N,74.152,,,
E8,0,Sample 11,A,UNKNOWN,SYBR,None,22.648,22.926,0.394,,,,,,,,0,0.200,1,3,16,Amp,,0.972,N,N,N,N,85.504,,,
E9,0,Sample 19,Acer,UNKNOWN,SYBR,None,22.295,22.560,0.374,,,,,,,,0,0.200,1,3,17,Amp,,0.998,N,N,N,N,74.152,,,
E10,0,Sample 19,A,UNKNOWN,SYBR,None,22.358,22.391,0.046,,,,,,,,0,0.200,1,3,16,Amp,,0.995,N,N,N,N,85.209,,,
E11,0,Sample 19,Acer,UNKNOWN,SYBR,None,22.824,22.560,0.374,,,,,,,,0,0.200,1,3,18,Amp,,0.999,N,N,N,N,74.005,,,
E12,0,Sample 19,A,UNKNOWN,SYBR,None,22.424,22.391,0.046,,,,,,,,0,0.200,1,3,17,Amp,,0.979,N,N,N,N,85.062,,,
F1,0,Sample 5,Acer,UNKNOWN,SYBR,None,22.586,22.702,0.164,,,,,,,,0,0.200,1,3,17,Amp,,0.998,N,N,N,N,73.858,,,
F2,0,Sample 5,A,UNKNOWN,SYBR,None,22.810,22.944,0.190,,,,,,,,0,0.200,1,3,16,Amp,,0.958,N,N,N,N,84.914,,,
F3,0,Sample 5,Acer,UNKNOWN,SYBR,None,22.818,22.702,0.164,,,,,,,,0,0.200,1,3,18,Amp,,0.997,N,N,N,N,74.152,,,
F4,0,Sample 5,A,UNKNOWN,SYBR,None,23.079,22.944,0.190,,,,,,,,0,0.200,1,3,18,Amp,,0.997,N,N,N,N,84.914,,,
F5,0,Sample 12,Acer,UNKNOWN,SYBR,None,23.012,23.063,0.072,,,,,,,,0,0.200,1,3,18,Amp,,0.998,N,N,N,N,74.152,,,
F6,0,Sample 12,A,UNKNOWN,SYBR,None,22.974,22.657,0.448,,,,,,,,0,0.200,1,3,17,Amp,,0.997,N,N,N,N,85.062,,,
F7,0,Sample 12,Acer,UNKNOWN,SYBR,None,23.114,23.063,0.072,,,,,,,,0,0.200,1,3,18,Amp,,0.998,N,N,N,N,74.300,,,
F8,0,Sample 12,A,UNKNOWN,SYBR,None,22.340,22.657,0.448,,,,,,,,0,0.200,1,3,17,Amp,,0.993,N,N,N,N,85.651,,,
F9,0,Sample 20,Acer,UNKNOWN,SYBR,None,22.489,22.573,0.119,,,,,,,,0,0.200,1,3,17,Amp,,0.997,N,N,N,N,74.152,,,
F10,0,Sample 20,A,UNKNOWN,SYBR,None,21.749,21.919,0.241,,,,,,,,0,0.200,1,3,15,Amp,,0.946,N,N,N,N,85.209,,,
F11,0,Sample 20,Acer,UNKNOWN,SYBR,None,22.657,22.573,0.119,,,,,,,,0,0.200,1,3,17,Amp,,0.998,N,N,N,N,74.005,,,
F12,0,Sample 20,A,UNKNOWN,SYBR,None,22.090,21.919,0.241,,,,,,,,0,0.200,1,3,17,Amp,,0.983,N,N,N,N,85.062,,,
G1,0,Sample 6,Acer,UNKNOWN,SYBR,None,22.016,22.081,0.092,,,,,,,,0,0.200,1,3,17,Amp,,0.997,N,N,N,N,73.858,,,
G2,0,Sample 6,A,UNKNOWN,SYBR,None,23.130,23.168,0.053,,,,,,,,0,0.200,1,3,18,Amp,,0.996,N,N,N,N,84.914,,,
G3,0,Sample 6,Acer,UNKNOWN,SYBR,None,22.146,22.081,0.092,,,,,,,,0,0.200,1,3,17,Amp,,0.996,N,N,N,N,74.152,,,
G4,0,Sample 6,A,UNKNOWN,SYBR,None,23.206,23.168,0.053,,,,,,,,0,0.200,1,3,17,Amp,,0.996,N,N,N,N,85.062,,,
G5,0,Sample 13,Acer,UNKNOWN,SYBR,None,22.334,22.381,0.066,,,,,,,,0,0.200,1,3,16,Amp,,0.998,N,N,N,N,74.005,,,
G6,0,Sample 13,A,UNKNOWN,SYBR,None,23.072,23.015,0.081,,,,,,,,0,0.200,1,3,17,Amp,,0.994,N,N,N,N,85.062,,,
G7,0,Sample 13,Acer,UNKNOWN,SYBR,None,22.428,22.381,0.066,,,,,,,,0,0.200,1,3,16,Amp,,0.998,N,N,N,N,74.152,,,
G8,0,Sample 13,A,UNKNOWN,SYBR,None,22.958,23.015,0.081,,,,,,,,0,0.200,1,3,18,Amp,,0.995,N,N,N,N,85.209,,,
G9,0,Sample 21,Acer,UNKNOWN,SYBR,None,21.234,21.440,0.292,,,,,,,,0,0.200,1,3,15,Amp,,0.991,N,N,N,N,74.152,,,
G10,0,Sample 21,A,UNKNOWN,SYBR,None,22.826,22.783,0.061,,,,,,,,0,0.200,1,3,18,Amp,,0.984,N,N,N,N,85.062,,,
G11,0,Sample 21,Acer,UNKNOWN,SYBR,None,21.646,21.440,0.292,,,,,,,,0,0.200,1,3,17,Amp,,0.995,N,N,N,N,74.152,,,
G12,0,Sample 21,A,UNKNOWN,SYBR,None,22.740,22.783,0.061,,,,,,,,0,0.200,1,3,18,Amp,,0.987,N,N,N,N,85.209,,,
H1,0,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,39,No Amp,,0.000,Y,N,Y,N,60.000,,,
H2,0,+,A,UNKNOWN,SYBR,None,22.859,22.846,0.019,,,,,,,,0,0.200,1,3,18,Amp,,0.990,N,N,N,N,84.767,,,
H3,0,Sample 14,Acer,UNKNOWN,SYBR,None,20.930,20.932,0.002,,,,,,,,0,0.200,1,3,16,Amp,,0.996,N,N,N,N,74.005,,,
H4,0,Sample 14,A,UNKNOWN,SYBR,None,23.157,23.317,0.228,,,,,,,,0,0.200,1,3,17,Amp,,0.992,N,N,N,N,85.062,,,
H5,0,Sample 14,Acer,UNKNOWN,SYBR,None,20.934,20.932,0.002,,,,,,,,0,0.200,1,3,16,Amp,,0.993,N,N,N,N,74.005,,,
H6,0,Sample 14,A,UNKNOWN,SYBR,None,23.478,23.317,0.228,,,,,,,,0,0.200,1,3,18,Amp,,0.993,N,N,N,N,84.914,,,
H7,0,Sample 22,Acer,UNKNOWN,SYBR,None,21.841,21.895,0.075,,,,,,,,0,0.200,1,3,16,Amp,,0.997,N,N,N,N,74.005,,,
H8,0,Sample 22,A,UNKNOWN,SYBR,None,22.370,22.366,0.005,,,,,,,,0,0.200,1,3,17,Amp,,0.996,N,N,N,N,85.209,,,
H9,0,Sample 22,Acer,UNKNOWN,SYBR,None,21.948,21.895,0.075,,,,,,,,0,0.200,1,3,17,Amp,,0.996,N,N,N,N,74.005,,,
H10,0,Sample 22,A,UNKNOWN,SYBR,None,22.363,22.366,0.005,,,,,,,,0,0.200,1,3,17,Amp,,0.994,N,N,N,N,85.062,,,
H11,0,+,Acer,UNKNOWN,SYBR,None,20.956,20.928,0.040,,,,,,,,0,0.200,1,3,16,Amp,,0.994,N,N,N,N,74.300,,,
H12,0,NTC,A,UNKNOWN,SYBR,None,35.899,35.899,,,,,,,,,0,0.200,1,3,29,Inconclusive,,0.972,N,N,N,N,76.216,,,
