Spp,Colony,Core,Treatment,Rep,Date,ProK,1st  EtOH,2nd EtOH,DNA,qPCR,Targets,Plate,Sample,Sample.Plate
S.sid,20,20-26,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 15,Sample 15_Plate23.csv
S.sid,20,20-32,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 16,Sample 16_Plate23.csv
S.sid,20,20-38,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 17,Sample 17_Plate23.csv
S.sid,22,22-32,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 18,Sample 18_Plate23.csv
S.sid,22,22-35,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 2,Sample 2_Plate23.csv
S.sid,23,23-68,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 20,Sample 20_Plate23.csv
S.sid,23,23-72,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 21,Sample 21_Plate23.csv
S.sid,23,23-75,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 22,Sample 22_Plate23.csv
S.sid,24,24-16,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 1,Sample 1_Plate24.csv
S.sid,24,24-19,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 2,Sample 2_Plate24.csv
S.sid,27,27-57,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 3,Sample 3_Plate24.csv
S.sid,27,27-73,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 4,Sample 4_Plate24.csv
S.sid,27,27-85,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 5,Sample 5_Plate24.csv
S.sid,28,28-11,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 6,Sample 6_Plate24.csv
S.sid,28,28-15,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 7,Sample 7_Plate24.csv
S.sid,28,28-29,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 8,Sample 8_Plate24.csv
S.sid,30,30-15,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 9,Sample 9_Plate24.csv
S.sid,30,30-20,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 10,Sample 10_Plate24.csv
S.sid,30,30-26,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 11,Sample 11_Plate24.csv
S.sid,20,20-29,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 12,Sample 12_Plate24.csv
S.sid,20,20-33,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 13,Sample 13_Plate24.csv
S.sid,20,20-46,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 14,Sample 14_Plate24.csv
S.sid,22,22-27,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 15,Sample 15_Plate24.csv
S.sid,22,22-33,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 16,Sample 16_Plate24.csv
S.sid,22,22-41,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 17,Sample 17_Plate24.csv
S.sid,23,23-73,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 18,Sample 18_Plate24.csv
S.sid,23,23-76,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 19,Sample 19_Plate24.csv
S.sid,23,23-80,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 20,Sample 20_Plate24.csv
S.sid,30,30-9,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 21,Sample 21_Plate24.csv
S.sid,24,24-21,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/12,"C, D, Ssid",Plate24,Sample 22,Sample 22_Plate24.csv
S.sid,24,24-24,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 1,Sample 1_Plate25.csv
S.sid,27,27-67,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 2,Sample 2_Plate25.csv
S.sid,27,27-75,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 3,Sample 3_Plate25.csv
S.sid,27,27-86,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 4,Sample 4_Plate25.csv
S.sid,28,28-13,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 5,Sample 5_Plate25.csv
S.sid,28,28-18,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 6,Sample 6_Plate25.csv
S.sid,28,28-21,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 7,Sample 7_Plate25.csv
S.sid,30,30-16,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 8,Sample 8_Plate25.csv
S.sid,30,30-21,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 9,Sample 9_Plate25.csv
S.sid,30,30-27,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 10,Sample 10_Plate25.csv
S.sid,20,20-30,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 11,Sample 11_Plate25.csv
S.sid,20,20-41,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 12,Sample 12_Plate25.csv
S.sid,20,20-48,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 13,Sample 13_Plate25.csv
S.sid,22,22-31,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 14,Sample 14_Plate25.csv
S.sid,22,22-34,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 15,Sample 15_Plate25.csv
S.sid,22,22-38,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 16,Sample 16_Plate25.csv
S.sid,23,23-74,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 17,Sample 17_Plate25.csv
S.sid,23,23-78,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 18,Sample 18_Plate25.csv
S.sid,23,23-81,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 19,Sample 19_Plate25.csv
S.sid,24,24-18,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 20,Sample 20_Plate25.csv
S.sid,24,24-22,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 21,Sample 21_Plate25.csv
S.sid,24,24-25,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/13,"C, D, Ssid",Plate25,Sample 22,Sample 22_Plate25.csv
S.sid,27,27-68,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/16,"C, D, Ssid",Plate26,Sample 1,Sample 1_Plate26.csv
S.sid,27,27-87,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/16,"C, D, Ssid",Plate26,Sample 2,Sample 2_Plate26.csv
S.sid,27,27-98,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/16,"C, D, Ssid",Plate26,Sample 3,Sample 3_Plate26.csv
S.sid,28,28-14,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/16,"C, D, Ssid",Plate26,Sample 4,Sample 4_Plate26.csv
S.sid,28,28-23,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/16,"C, D, Ssid",Plate26,Sample 5,Sample 5_Plate26.csv
S.sid,30,30-18,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/16,"C, D, Ssid",Plate26,Sample 6,Sample 6_Plate26.csv
S.sid,24,24-25,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/16,"C, D, Ssid",Plate26,Sample 8,Sample 8_Plate26.csv
S.sid,27,27-68,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/16,"C, D, Ssid",Plate26,Sample 9,Sample 9_Plate26.csv
S.sid,27,27-87,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/16,"C, D, Ssid",Plate26,Sample 10,Sample 10_Plate26.csv
S.sid,27,27-98,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/16,"C, D, Ssid",Plate26,Sample 11,Sample 11_Plate26.csv
S.sid,28,28-14,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/16,"C, D, Ssid",Plate26,Sample 12,Sample 12_Plate26.csv
S.sid,28,28-23,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/16,"C, D, Ssid",Plate26,Sample 13,Sample 13_Plate26.csv
S.sid,30,30-18,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/16,"C, D, Ssid",Plate26,Sample 14,Sample 14_Plate26.csv
S.sid,30,30-22,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/16,"C, D, Ssid",Plate26,Sample 15,Sample 15_Plate26.csv
S.sid,30,30-28,NP,R2,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/16,"C, D, Ssid",Plate26,Sample 28,Sample 28_Plate26.csv
S.sid,28,28-19,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/16,"C, D, Ssid",Plate26,Sample 7,Sample 7_Plate26.csv
S.sid,20,20-4,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 1,Sample 1_Plate27.csv
S.sid,20,20-13,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 2,Sample 2_Plate27.csv
S.sid,20,20-19,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 3,Sample 3_Plate27.csv
S.sid,22,22-2,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 4,Sample 4_Plate27.csv
S.sid,22,22-16,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 5,Sample 5_Plate27.csv
S.sid,22,22-21,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 6,Sample 6_Plate27.csv
S.sid,23,23-57,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 7,Sample 7_Plate27.csv
S.sid,23,23-60,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 8,Sample 8_Plate27.csv
S.sid,23,23-65,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 9,Sample 9_Plate27.csv
S.sid,24,24-2,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 10,Sample 10_Plate27.csv
S.sid,24,24-6,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 11,Sample 11_Plate27.csv
S.sid,24,24-9,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 12,Sample 12_Plate27.csv
S.sid,27,27-3,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 13,Sample 13_Plate27.csv
S.sid,27,27-9,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 14,Sample 14_Plate27.csv
S.sid,27,27-28,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 15,Sample 15_Plate27.csv
S.sid,28,28-2,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 16,Sample 16_Plate27.csv
S.sid,28,28-5,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 17,Sample 17_Plate27.csv
S.sid,30,30-4,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 18,Sample 18_Plate27.csv
S.sid,30,30-8,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 19,Sample 19_Plate27.csv
S.sid,30,30-12,Control,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 20,Sample 20_Plate27.csv
S.sid,20,20-8,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 21,Sample 21_Plate27.csv
S.sid,20,20-15,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate27,Sample 22,Sample 22_Plate27.csv
S.sid,20,20-22,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 1,Sample 1_Plate28.csv
S.sid,22,22-11,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 3,Sample 3_Plate28.csv
S.sid,22,22-17,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 4,Sample 4_Plate28.csv
S.sid,23,23-58,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 5,Sample 5_Plate28.csv
S.sid,23,23-61,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 6,Sample 6_Plate28.csv
S.sid,23,23-66,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 7,Sample 7_Plate28.csv
S.sid,24,24-3,N,R1,2018/03/06,2018/03/07,,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 8,Sample 8_Plate28.csv
S.sid,24,24-7,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 9,Sample 9_Plate28.csv
S.sid,24,24-10,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 10,Sample 10_Plate28.csv
S.sid,27,27-5,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 11,Sample 11_Plate28.csv
S.sid,27,27-21,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 12,Sample 12_Plate28.csv
S.sid,27,27-45,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 13,Sample 13_Plate28.csv
S.sid,28,28-3,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 14,Sample 14_Plate28.csv
S.sid,28,28-9,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 15,Sample 15_Plate28.csv
S.sid,30,30-5,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 16,Sample 16_Plate28.csv
S.sid,30,30-13,N,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 18,Sample 18_Plate28.csv
S.sid,20,20-3,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 19,Sample 19_Plate28.csv
S.sid,20,20-11,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 20,Sample 20_Plate28.csv
S.sid,20,20-17,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 21,Sample 21_Plate28.csv
S.sid,22,22-12,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/18,"C, D, Ssid",Plate28,Sample 22,Sample 22_Plate28.csv
S.sid,22,22-18,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate29,Sample 1,Sample 1_Plate29.csv
S.sid,22,22-25,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate29,Sample 2,Sample 2_Plate29.csv
S.sid,23,23-56,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate29,Sample 3,Sample 3_Plate29.csv
S.sid,23,23-63,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate29,Sample 4,Sample 4_Plate29.csv
S.sid,23,23-67,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/13,2018/04/13,"C, D, Ssid",Plate29,Sample 5,Sample 5_Plate29.csv
S.sid,24,24-5,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 6,Sample 6_Plate29.csv
S.sid,24,24-15,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 7,Sample 7_Plate29.csv
S.sid,27,27-6,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 8,Sample 8_Plate29.csv
S.sid,27,27-18,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 9,Sample 9_Plate29.csv
S.sid,27,27-46,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 10,Sample 10_Plate29.csv
S.sid,28,28-7,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 11,Sample 11_Plate29.csv
S.sid,28,28-10,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 12,Sample 12_Plate29.csv
S.sid,30,30-3,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 13,Sample 13_Plate29.csv
S.sid,30,30-7,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 14,Sample 14_Plate29.csv
S.sid,30,30-14,NP,R1,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 15,Sample 15_Plate29.csv
S.sid,20,20-26,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 16,Sample 16_Plate29.csv
S.sid,20,20-32,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 17,Sample 17_Plate29.csv
S.sid,20,20-38,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 18,Sample 18_Plate29.csv
S.sid,22,22-32,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 19,Sample 19_Plate29.csv
S.sid,22,22-35,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 20,Sample 20_Plate29.csv
S.sid,23,23-68,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 21,Sample 21_Plate29.csv
S.sid,23,23-72,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate29,Sample 22,Sample 22_Plate29.csv
S.sid,23,23-75,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 1,Sample 1_Plate30.csv
S.sid,24,24-16,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 2,Sample 2_Plate30.csv
S.sid,24,24-19,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 3,Sample 3_Plate30.csv
S.sid,27,27-57,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 4,Sample 4_Plate30.csv
S.sid,27,27-73,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 5,Sample 5_Plate30.csv
S.sid,27,27-85,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 6,Sample 6_Plate30.csv
S.sid,28,28-11,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 7,Sample 7_Plate30.csv
S.sid,28,28-15,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 8,Sample 8_Plate30.csv
S.sid,28,28-29,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 9,Sample 9_Plate30.csv
S.sid,30,30-15,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 10,Sample 10_Plate30.csv
S.sid,30,30-20,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 11,Sample 11_Plate30.csv
S.sid,30,30-26,Control,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 12,Sample 12_Plate30.csv
S.sid,20,20-29,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 13,Sample 13_Plate30.csv
S.sid,20,20-33,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 14,Sample 14_Plate30.csv
S.sid,20,20-46,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 15,Sample 15_Plate30.csv
S.sid,22,22-27,N,R2,2018/03/06,2018/03/07,2018/03/09,2018/03/10,2018/03/12,2018/04/13,"C, D, Ssid",Plate30,Sample 16,Sample 16_Plate30.csv
