"","Sample","Treatment","Replicate","Colony","Core","Date","C.Ssid","D.Ssid","TotalSH","logC.SH","logD.SH","logSH","D.Prp","Community"
"157","28-23_2018-02-01","NP","R2","28","28-23",2018-02-01,2.89397675062372e-05,0.00154724831005986,0.0015761880775661,-4.53850496219984,-2.8104399829813,-2.8023919618619,0.981639394487157,"D"
"158","30-18_2018-02-01","NP","R2","30","30-18",2018-02-01,0.000115262064902452,0,0.000115262064902452,-3.93831360436504,NA,-3.93831360436504,0,"C"
"159","30-22_2018-02-01","NP","R2","30","30-22",2018-02-01,0.00013674972662391,0,0.00013674972662391,-3.86407353319085,NA,-3.86407353319085,0,"C"
"160","30-25_2018-02-01","NP","R2","30","30-25",2018-02-01,4.87468424284175e-05,0,4.87468424284175e-05,-4.31205351043369,NA,-4.31205351043369,0,"C"
"161","27-73_2017-12-14","Control","R2","27","27-73",2017-12-14,9.86338713954999e-08,0.000711730292432007,0.000711828926303403,-7.00597392041277,-3.14768454947996,-3.14762436772484,0.999861435988689,"D"
"162","20-1_2018-02-05","Control","R1","20","20-1",2018-02-05,8.55416579221039e-05,0,8.55416579221039e-05,-4.0678223367371,NA,-4.0678223367371,0,"C"
"163","22-8_2018-02-05","Control","R1","22","22-8",2018-02-05,0,0.000562308912347901,0.000562308912347901,NA,-3.25002503306033,-3.25002503306033,1,"D"
"164","23-54_2018-02-05","Control","R1","23","23-54",2018-02-05,2.11647174480987e-06,0.00174523266793789,0.0017473491396827,-5.67438752504259,-2.75814666631759,-2.75762030950592,0.998788752804609,"D"
"165","24-18_2018-02-01","NP","R2","24","24-18",2018-02-01,0.000281411515645691,0,0.000281411515645691,-3.55065813476534,NA,-3.55065813476534,0,"C"
"166","24-12_2018-02-05","Control","R1","24","24-12",2018-02-05,0.000269367675692224,0,0.000269367675692224,-3.56965452112516,NA,-3.56965452112516,0,"C"
"167","27-19_2018-02-05","Control","R1","27","27-19",2018-02-05,9.29399009628037e-06,0.000725910707671793,0.000735204697768073,-5.03179779464315,-3.13911679741338,-3.13359172658354,0.98735863613971,"D"
"168","28-8_2018-02-05","Control","R1","28","28-8",2018-02-05,6.35025593315309e-05,3.740942488723e-05,0.000100911984218761,-4.19720877106767,-4.42701896836481,-3.9960572542684,0.370713401156917,"C"
"169","24-22_2018-02-01","NP","R2","24","24-22",2018-02-01,0.000229923602546791,9.6138305920656e-05,0.000326061908467447,-3.63841644443456,-4.01710353496162,-3.48669993381795,0.294846786527517,"C"
"170","24-25_2018-02-01","NP","R2","24","24-25",2018-02-01,0.000167893795894113,5.25738959663026e-05,0.000220467691860416,-3.77496535185917,-4.27922983858034,-3.65665504463055,0.238465307649651,"C"
"171","24-28_2018-02-01","NP","R2","24","24-28",2018-02-01,9.29564243521737e-05,0.000359606881676648,0.000452563306028822,-4.03172059013862,-3.44417200591101,-3.34432066168317,0.794600173911904,"D"
"172","27-68_2018-02-01","NP","R2","27","27-68",2018-02-01,0,0.00137208572852381,0.00137208572852381,NA,-2.86261875287002,-2.86261875287002,1,"D"
"173","27-77_2018-02-01","NP","R2","27","27-77",2018-02-01,0,0.00157146109547284,0.00157146109547284,NA,-2.80369636630444,-2.80369636630444,1,"D"
"174","27-87_2018-02-01","NP","R2","27","27-87",2018-02-01,0,0.00144252773384773,0.00144252773384773,NA,-2.8408758284036,-2.8408758284036,1,"D"
"175","27-98_2018-02-01","NP","R2","27","27-98",2018-02-01,0,0.00137097329192956,0.00137097329192956,NA,-2.86297100566315,-2.86297100566315,1,"D"
"176","28-18_2017-12-14","N","R2","28","28-18",2017-12-14,2.8516876276152e-05,0.000663501634425915,0.000692018510702068,-4.5448980486073,-3.17815800298601,-3.15988228850821,0.958791743522552,"D"
"177","30-2_2018-02-05","N","R1","30","30-2",2018-02-05,0.000547960847807929,0,0.000547960847807929,-3.26125047105653,NA,-3.26125047105653,0,"C"
"178","20-23_2018-02-05","NP","R1","20","20-23",2018-02-05,0.000226476176636705,0,0.000226476176636705,-3.64497747532609,NA,-3.64497747532609,0,"C"
"179","22-6_2018-02-05","NP","R1","22","22-6",2018-02-05,0,0.00309495690884081,0.00309495690884081,NA,-2.50934539329425,-2.50934539329425,1,"D"
"180","23-59_2018-02-05","NP","R1","23","23-59",2018-02-05,8.5166346903918e-07,0.00285094944225638,0.00285180110572542,-6.06973198083356,-2.54501048424921,-2.54488076693309,0.999701359443571,"D"
"181","24-11_2018-02-05","NP","R1","24","24-11",2018-02-05,0.000103387393373963,2.74949916054408e-05,0.000130882384979404,-3.98553241406517,-4.56074640857753,-3.88311879975193,0.210074041741885,"C"
"182","27-27_2018-02-05","NP","R1","27","27-27",2018-02-05,2.91788268316749e-06,0.00055570301869819,0.000558620901381358,-5.53493217340118,-3.25515724402728,-3.25288281875179,0.99477663174444,"D"
"183","28-4_2018-02-05","NP","R1","28","28-4",2018-02-05,7.27359184131885e-05,5.81849489729691e-05,0.000130920867386158,-4.13825107309659,-4.23518934221163,-3.88299112603609,0.44442837978876,"C"
"184","30-10_2018-02-05","NP","R1","30","30-10",2018-02-05,0.000357481020065819,0,0.000357481020065819,-3.44674701148388,NA,-3.44674701148388,0,"C"
"185","20-45_2018-02-05","Control","R2","20","20-45",2018-02-05,0.000106848214352822,0,0.000106848214352822,-3.97123273136791,NA,-3.97123273136791,0,"C"
"186","22-39_2018-02-05","Control","R2","22","22-39",2018-02-05,9.93171120333291e-07,0.00121049800709151,0.00121149117821185,-6.00297591745239,-2.91703592122421,-2.9166797439432,0.999180207715751,"D"
"187","24-25_2017-12-14","NP","R2","24","24-25",2017-12-14,0.000127441425125109,4.34926274419104e-05,0.000170934052567019,-3.89468938064297,-4.36158435529039,-3.76717141083821,0.254440977609525,"C"
"188","23-79_2018-02-05","Control","R2","23","23-79",2018-02-05,5.28680908820317e-07,0.000415929670929213,0.000416458351838033,-6.27680637210612,-3.38098009752109,-3.38042842396025,0.99873053114078,"D"
"189","24-23_2018-02-05","Control","R2","24","24-23",2018-02-05,0.000149512573525942,1.41027354488467e-06,0.000150922847070827,-3.82532228303642,-5.85069664088239,-3.82124501068356,0.00934433435530699,"C"
"190","27-94_2018-02-05","Control","R2","27","27-94",2018-02-05,1.13236752028588e-06,0.000579978588222352,0.000581110955742638,-5.94601259600325,-3.23658803952073,-3.23574093668699,0.998051374683104,"D"
"191","30-1_2018-02-05","Control","R1","30","30-1",2018-02-05,0.000370929643821973,0,0.000370929643821973,-3.4307084574941,NA,-3.4307084574941,0,"C"
"192","20-2_2018-02-05","N","R1","20","20-2",2018-02-05,0.000517027503793353,0,0.000517027503793353,-3.28648635356375,NA,-3.28648635356375,0,"C"
"193","22-24_2018-02-05","N","R1","22","22-24",2018-02-05,0,0.00176613547509132,0.00176613547509132,NA,-2.75297598602008,-2.75297598602008,1,"D"
"194","23-55_2018-02-05","N","R1","23","23-55",2018-02-05,0,0.00493612637047564,0.00493612637047564,NA,-2.30661373039748,-2.30661373039748,1,"D"
"195","24-14_2018-02-05","N","R1","24","24-14",2018-02-05,0.000522616797269869,5.34877656327141e-05,0.000576104562902583,-3.28181663585557,-4.27174554369501,-3.23949868503113,0.0928438500178285,"C"
"196","27-12_2018-02-05","N","R1","27","27-12",2018-02-05,0,0.00147766134120929,0.00147766134120929,NA,-2.8304250886048,-2.8304250886048,1,"D"
"197","28-6_2018-02-05","N","R1","28","28-6",2018-02-05,9.75394528944122e-05,0.000168003872731611,0.000265543325626023,-4.01081968472563,-3.77468070704448,-3.5758646100054,0.632679704283807,"D"
"198","28-20_2018-02-05","Control","R2","28","28-20",2018-02-05,0.000172434649871037,0,0.000172434649871037,-3.76337546046169,NA,-3.76337546046169,0,"C"
"199","20-36_2018-02-05","NP","R2","20","20-36",2018-02-05,2.93113300370324e-07,0.000384811835838309,0.000385104949138679,-6.53296447447735,-3.41475157862951,-3.41442090004824,0.99923887423149,"D"
"200","22-42_2018-02-05","NP","R2","22","22-42",2018-02-05,0,0.00168015859073483,0.00168015859073483,NA,-2.77464972313703,-2.77464972313703,1,"D"
"201","23-71_2018-02-05","NP","R2","23","23-71",2018-02-05,0,0.00110798183629358,0.00110798183629358,NA,-2.95546735915824,-2.95546735915824,1,"D"
"202","24-28_2018-02-05","NP","R2","24","24-28",2018-02-05,0.000350895096585029,0.00046911936668617,0.0008200144632712,-3.45482270058181,-3.32871663767463,-3.08617848753887,0.57208669809891,"D"
"203","27-77_2018-02-05","NP","R2","27","27-77",2018-02-05,4.00421719878488e-07,0.00142659931777488,0.00142699973949476,-6.39748237333173,-2.84569798800262,-2.84557610616776,0.999719396080605,"D"
"204","30-25_2018-02-05","NP","R2","30","30-25",2018-02-05,0.000268192013131855,0,0.000268192013131855,-3.57155415975963,NA,-3.57155415975963,0,"C"
"205","30-23_2018-02-05","Control","R2","30","30-23",2018-02-05,0.000329403990537905,0,0.000329403990537905,-3.48227114390915,NA,-3.48227114390915,0,"C"
"206","20-39_2018-02-05","N","R2","20","20-39",2018-02-05,0.000657827973198796,0,0.000657827973198796,-3.18188766270564,NA,-3.18188766270564,0,"C"
"207","22-36_2018-02-05","N","R2","22","22-36",2018-02-05,0.000127987647511723,0.000471565629650676,0.000599553277162399,-3.89283194344874,-3.32645785624238,-3.22217221882106,0.786528316353352,"D"
"208","23-70_2018-02-05","N","R2","23","23-70",2018-02-05,5.11060723038491e-07,0.00108172300046442,0.00108223406118746,-6.29152749494598,-2.96588393587562,-2.96567880162412,0.999527772464971,"D"
"209","24-27_2018-02-05","N","R2","24","24-27",2018-02-05,0.000790779393142946,0,0.000790779393142946,-3.10194465645613,NA,-3.10194465645613,0,"C"
"210","27-97_2018-02-05","N","R2","27","27-97",2018-02-05,1.24565952720557e-06,0.00150891532820794,0.00151016098773515,-5.904600646009,-2.82133512969013,-2.82097675313182,0.999175147856869,"D"
"211","28-30_2018-02-05","N","R2","28","28-30",2018-02-05,0.000214383211682149,1.87042920543655e-05,0.000233087503736514,-3.66880922718485,-4.7280587249264,-3.6324810092068,0.0802457950534709,"C"
"212","30-24_2018-02-05","N","R2","30","30-24",2018-02-05,0.000675860347471472,0,0.000675860347471472,-3.17014303273907,NA,-3.17014303273907,0,"C"
"213","20-4_2018-02-23","Control","R1","20","20-4",2018-02-23,1.27206104193398e-05,0,1.27206104193398e-05,-4.89549204785505,NA,-4.89549204785505,0,"C"
"214","24-2_2018-02-23","Control","R1","24","24-2",2018-02-23,0.000102368466555328,0,0.000102368466555328,-3.98983380224753,NA,-3.98983380224753,0,"C"
"215","24-6_2018-02-23","Control","R1","24","24-6",2018-02-23,0.000116546997875435,0,0.000116546997875435,-3.93349890895528,NA,-3.93349890895528,0,"C"
"216","24-9_2018-02-23","Control","R1","24","24-9",2018-02-23,0.000158628620453688,0,0.000158628620453688,-3.79961845268217,NA,-3.79961845268217,0,"C"
"217","27-3_2018-02-23","Control","R1","27","27-3",2018-02-23,1.20849498258911e-06,0.000620975816444489,0.000622184311427078,-5.91775514834974,-3.20692531284954,-3.20608094396108,0.998057657577676,"D"
"218","27-9_2018-02-23","Control","R1","27","27-9",2018-02-23,0,0.000360782151032665,0.000360782151032665,NA,-3.44275495643987,-3.44275495643987,1,"D"
"219","27-28_2018-02-23","Control","R1","27","27-28",2018-02-23,5.98700237939653e-06,0.000506845960701149,0.000512832963080545,-5.22279056925392,-3.29512401025691,-3.29002406768601,0.988325628790643,"D"
"220","28-2_2018-02-23","Control","R1","28","28-2",2018-02-23,3.39061302964798e-06,0.000415940393899213,0.000419331006928861,-5.46972177338277,-3.38096890123721,-3.37744302302399,0.991914232495039,"D"
"221","28-5_2018-02-23","Control","R1","28","28-5",2018-02-23,7.812101231204e-06,5.75646119526623e-05,6.53767131838663e-05,-5.10723213764885,-4.2398444186035,-4.18457691737437,0.880506363034294,"D"
"222","30-4_2018-02-23","Control","R1","30","30-4",2018-02-23,1.47608432475759e-05,0,1.47608432475759e-05,-4.83088883171973,NA,-4.83088883171973,0,"C"
"223","30-8_2018-02-23","Control","R1","30","30-8",2018-02-23,7.94715490479946e-06,0,7.94715490479946e-06,-5.09978832169508,NA,-5.09978832169508,0,"C"
"224","30-12_2018-02-23","Control","R1","30","30-12",2018-02-23,2.36516121530535e-05,0,2.36516121530535e-05,-4.62613925131887,NA,-4.62613925131887,0,"C"
"225","20-8_2018-02-23","N","R1","20","20-8",2018-02-23,1.59315576870968e-05,0,1.59315576870968e-05,-4.79774175955117,NA,-4.79774175955117,0,"C"
"226","20-19_2018-02-23","Control","R1","20","20-19",2018-02-23,2.32306278658845e-05,0,2.32306278658845e-05,-4.63393905214535,NA,-4.63393905214535,0,"C"
"227","22-2_2018-02-23","Control","R1","22","22-2",2018-02-23,0,0.0008027283020637,0.0008027283020637,NA,-3.09543142468561,-3.09543142468561,1,"D"
"228","22-16_2018-02-23","Control","R1","22","22-16",2018-02-23,0,0.00141142326127069,0.00141142326127069,NA,-2.85034272935742,-2.85034272935742,1,"D"
"229","22-21_2018-02-23","Control","R1","22","22-21",2018-02-23,0,0.000565627601257102,0.000565627601257102,NA,-3.24746940617513,-3.24746940617513,1,"D"
"230","23-57_2018-02-23","Control","R1","23","23-57",2018-02-23,0,0.00125003322572767,0.00125003322572767,NA,-2.90307844334521,-2.90307844334521,1,"D"
"231","23-60_2018-02-23","Control","R1","23","23-60",2018-02-23,0,0.00108428450799361,0.00108428450799361,NA,-2.96485674728137,-2.96485674728137,1,"D"
"232","23-65_2018-02-23","Control","R1","23","23-65",2018-02-23,0,0.00283793041267157,0.00283793041267157,NA,-2.54699825784375,-2.54699825784375,1,"D"
"233","20-22_2018-02-23","N","R1","20","20-22",2018-02-23,3.94075920176904e-05,0,3.94075920176904e-05,-4.40442010168298,NA,-4.40442010168298,0,"C"
"234","24-10_2018-02-23","N","R1","24","24-10",2018-02-23,0.000421246011149186,4.81748270647722e-05,0.000469420838213959,-3.37546419851016,-4.3171798356751,-3.32843763540112,0.102626093992901,"C"
"235","27-5_2018-02-23","N","R1","27","27-5",2018-02-23,0,0.00182155163162918,0.00182155163162918,NA,-2.73955851423055,-2.73955851423055,1,"D"
"236","27-21_2018-02-23","N","R1","27","27-21",2018-02-23,2.6842561194445e-05,0.000688558036714109,0.000715400597908554,-4.57117604813244,-3.16205944834471,-3.14545070121769,0.962478978529067,"D"
"237","27-45_2018-02-23","N","R1","27","27-45",2018-02-23,2.89421220385697e-06,0.00208042786729595,0.0020833220794998,-5.53846962954542,-2.68184733749103,-2.68124358337127,0.998610770637754,"D"
"238","28-3_2018-02-23","N","R1","28","28-3",2018-02-23,1.84235454537634e-05,0.000498147014440174,0.000516570559893937,-4.73462678983744,-3.30264246820861,-3.28687034853037,0.964334890750363,"D"
"239","28-9_2018-02-23","N","R1","28","28-9",2018-02-23,9.2216792835329e-06,0.00130933760111757,0.0013185592804011,-5.03518998597846,-2.88294836002014,-2.87990034021841,0.993006245968154,"D"
"240","30-5_2018-02-23","N","R1","30","30-5",2018-02-23,1.9673952463663e-05,0,1.9673952463663e-05,-4.70610838229099,NA,-4.70610838229099,0,"C"
"241","30-13_2018-02-23","N","R1","30","30-13",2018-02-23,4.24956033423463e-05,0,4.24956033423463e-05,-4.3716560003716,NA,-4.3716560003716,0,"C"
"242","20-3_2018-02-23","NP","R1","20","20-3",2018-02-23,3.38025588809669e-05,0,3.38025588809669e-05,-4.47105042203539,NA,-4.47105042203539,0,"C"
"243","20-11_2018-02-23","NP","R1","20","20-11",2018-02-23,4.02866410389678e-05,0,4.02866410389678e-05,-4.39483894107659,NA,-4.39483894107659,0,"C"
"244","22-3_2018-02-23","N","R1","22","22-3",2018-02-23,0,0.0015226645782552,0.0015226645782552,NA,-2.81739575513831,-2.81739575513831,1,"D"
"245","20-17_2018-02-23","NP","R1","20","20-17",2018-02-23,2.30020602549591e-05,0,2.30020602549591e-05,-4.63823326323076,NA,-4.63823326323076,0,"C"
"246","22-12_2018-02-23","NP","R1","22","22-12",2018-02-23,1.02881677071707e-06,0.00083163886538261,0.000832667682153327,-5.9876619649384,-3.08006522277156,-3.07952829103385,0.998764432927123,"D"
"247","22-18_2018-02-23","NP","R1","22","22-18",2018-02-23,1.37436938262764e-06,0.000961358863063323,0.00096273323244595,-5.86189652835566,-3.01711446544726,-3.01649403657915,0.998572429686326,"D"
"248","22-11_2018-02-23","N","R1","22","22-11",2018-02-23,0,0.00209756893912564,0.00209756893912564,NA,-2.67828375665428,-2.67828375665428,1,"D"
"249","22-17_2018-02-23","N","R1","22","22-17",2018-02-23,0,0.00125003239943122,0.00125003239943122,NA,-2.90307873042247,-2.90307873042247,1,"D"
"250","23-58_2018-02-23","N","R1","23","23-58",2018-02-23,0,0.00235708001843196,0.00235708001843196,NA,-2.62762567374485,-2.62762567374485,1,"D"
"251","23-61_2018-02-23","N","R1","23","23-61",2018-02-23,0,0.00318884923976383,0.00318884923976383,NA,-2.49636601254956,-2.49636601254956,1,"D"
"252","23-66_2018-02-23","N","R1","23","23-66",2018-02-23,0,0.00398769007566921,0.00398769007566921,NA,-2.39927860253116,-2.39927860253116,1,"D"
"253","30-28_2018-02-23","NP","R2","30","30-28",2018-02-23,4.70419442281301e-05,0,4.70419442281301e-05,-4.32751473731246,NA,-4.32751473731246,0,"C"
"254","24-7_2018-02-23","N","R1","24","24-7",2018-02-23,0.000379986458391755,2.37927978722488e-05,0.000403779256264004,-3.4202318800951,-4.62355448486344,-3.39385599624301,0.0589252605307001,"C"
"255","24-17_2018-02-23","N","R2","24","24-17",2018-02-23,0,0.001023492792041,0.001023492792041,NA,-2.98991521151427,-2.98991521151427,1,"D"
"256","30-22_2018-02-23","NP","R2","30","30-22",2018-02-23,2.7178030643343e-05,0,2.7178030643343e-05,-4.56578201602573,NA,-4.56578201602573,0,"C"
"257","22-36_2017-12-14","N","R2","22","22-36",2017-12-14,0,0.000538756541760372,0.000538756541760372,NA,-3.26860744345175,-3.26860744345175,1,"D"
"258","22-25_2018-02-23","NP","R1","22","22-25",2018-02-23,0,0.00318297138563448,0.00318297138563448,NA,-2.49716726559417,-2.49716726559417,1,"D"
"259","28-7_2018-02-23","NP","R1","28","28-7",2018-02-23,1.43124342748246e-05,8.51131254636064e-05,9.9425559738431e-05,-4.84428649466689,-4.07000346133885,-4.00250195537716,0.856048743276097,"D"
"260","28-10_2018-02-23","NP","R1","28","28-10",2018-02-23,2.9982381102901e-05,7.96054873530548e-05,0.000109587868455956,-4.52313387986708,-4.09905699451091,-3.96023752025173,0.726407844907111,"D"
"261","30-3_2018-02-23","NP","R1","30","30-3",2018-02-23,8.68522760242286e-06,0,8.68522760242286e-06,-5.06121879607916,NA,-5.06121879607916,0,"C"
"262","30-7_2018-02-23","NP","R1","30","30-7",2018-02-23,7.46581639953591e-06,0,7.46581639953591e-06,-5.1269226945127,NA,-5.1269226945127,0,"C"
"263","30-14_2018-02-23","NP","R1","30","30-14",2018-02-23,2.51659871857655e-05,0,2.51659871857655e-05,-4.5991860288702,NA,-4.5991860288702,0,"C"
"264","20-26_2018-02-23","Control","R2","20","20-26",2018-02-23,9.75234686443589e-06,0,9.75234686443589e-06,-5.01089086044223,NA,-5.01089086044223,0,"C"
"265","20-32_2018-02-23","Control","R2","20","20-32",2018-02-23,1.19770525205398e-05,0,1.19770525205398e-05,-4.92165004601694,NA,-4.92165004601694,0,"C"
"266","20-38_2018-02-23","Control","R2","20","20-38",2018-02-23,8.23941270828969e-06,0,8.23941270828969e-06,-5.08410374299207,NA,-5.08410374299207,0,"C"
"267","22-32_2018-02-23","Control","R2","22","22-32",2018-02-23,5.18181327607161e-07,0.000596450351020433,0.00059696853234804,-6.28551824064251,-3.22442570149115,-3.22404856097748,0.999131978823793,"D"
"268","23-56_2018-02-23","NP","R1","23","23-56",2018-02-23,0,0.0015466163562298,0.0015466163562298,NA,-2.81061740125561,-2.81061740125561,1,"D"
"269","22-35_2018-02-23","Control","R2","22","22-35",2018-02-23,0,0.00093164683710722,0.00093164683710722,NA,-3.03074868610355,-3.03074868610355,1,"D"
"270","23-68_2018-02-23","Control","R2","23","23-68",2018-02-23,4.87476527912534e-07,0.00118609998300787,0.00118658745953578,-6.31204629082386,-2.92587870031543,-2.9257002458209,0.999589177751716,"D"
"271","23-72_2018-02-23","Control","R2","23","23-72",2018-02-23,4.23622997736186e-07,0.000382065532317218,0.000382489155314954,-6.37302047085254,-3.41786214001279,-3.41738087385322,0.998892457493632,"D"
"272","23-75_2018-02-23","Control","R2","23","23-75",2018-02-23,1.44101876569251e-06,0.000862796649769408,0.000864237668535101,-5.84133036354157,-3.06409154992726,-3.06336680851725,0.998332612870097,"D"
"273","23-63_2018-02-23","NP","R1","23","23-63",2018-02-23,0,0.00308758825159922,0.00308758825159922,NA,-2.51038062024732,-2.51038062024732,1,"D"
"274","23-67_2018-02-23","NP","R1","23","23-67",2018-02-23,0,0.00267694381025204,0.00267694381025204,NA,-2.57236074467171,-2.57236074467171,1,"D"
"275","24-5_2018-02-23","NP","R1","24","24-5",2018-02-23,5.34067701805555e-05,1.37403457223994e-05,6.71471159029548e-05,-4.27240368556159,-4.86200233980621,-4.17297263637324,0.204630467558097,"C"
"276","24-15_2018-02-23","NP","R1","24","24-15",2018-02-23,0.000171612046243566,0,0.000171612046243566,-3.76545223027817,NA,-3.76545223027817,0,"C"
"277","27-6_2018-02-23","NP","R1","27","27-6",2018-02-23,3.72379930467879e-07,0.000711360591328758,0.000711732971259226,-6.42901373349609,-3.1479101979674,-3.14768291487524,0.999476798257907,"D"
"278","27-18_2018-02-23","NP","R1","27","27-18",2018-02-23,5.25131674851107e-06,0.00194231642068048,0.00194756773742899,-5.27973178518244,-2.71168001821718,-2.71050742840249,0.997303653861383,"D"
"279","27-46_2018-02-23","NP","R1","27","27-46",2018-02-23,0,0.000725882876702177,0.000725882876702177,NA,-3.13913344831563,-3.13913344831563,1,"D"
"280","24-16_2018-02-23","Control","R2","24","24-16",2018-02-23,6.91081321331246e-05,1.29152555253479e-05,8.20233876584725e-05,-4.16047084506083,-4.88889699698964,-4.08606229782592,0.157458206665692,"C"
"281","30-20_2018-02-23","Control","R2","30","30-20",2018-02-23,2.41138197850354e-05,0,2.41138197850354e-05,-4.61773398911799,NA,-4.61773398911799,0,"C"
"282","30-26_2018-02-23","Control","R2","30","30-26",2018-02-23,1.48071563479669e-05,0,1.48071563479669e-05,-4.82952833789779,NA,-4.82952833789779,0,"C"
"283","20-29_2018-02-23","N","R2","20","20-29",2018-02-23,5.84774766837912e-05,0,5.84774766837912e-05,-4.23301137555,NA,-4.23301137555,0,"C"
"284","20-33_2018-02-23","N","R2","20","20-33",2018-02-23,3.32978874768413e-05,0,3.32978874768413e-05,-4.47758331863342,NA,-4.47758331863342,0,"C"
"285","20-46_2018-02-23","N","R2","20","20-46",2018-02-23,8.0103502232242e-05,0,8.0103502232242e-05,-4.09634849556512,NA,-4.09634849556512,0,"C"
"286","22-27_2018-02-23","N","R2","22","22-27",2018-02-23,2.6847034347045e-06,0.0025322603877311,0.0025349450911658,-5.57110368157889,-2.59649163864662,-2.59603144337679,0.998940922450723,"D"
"287","22-33_2018-02-23","N","R2","22","22-33",2018-02-23,3.0549885189309e-06,0.00189646963546033,0.00189952462397926,-5.51499041755705,-2.72205410643211,-2.72135507221245,0.998391708914765,"D"
"288","22-41_2018-02-23","N","R2","22","22-41",2018-02-23,0,0.00212037212260857,0.00212037212260857,NA,-2.6735879142536,-2.6735879142536,1,"D"
"289","23-73_2018-02-23","N","R2","23","23-73",2018-02-23,1.1888054261654e-05,0.00823133550619281,0.00824322356045446,-4.92488922129185,-2.08452969626819,-2.08390292170729,0.99855783915425,"D"
"290","23-76_2018-02-23","N","R2","23","23-76",2018-02-23,1.61921801401405e-06,0.00151605394260736,0.00151767316062137,-5.79069467323,-2.81928534582802,-2.8188217461097,0.998933091751223,"D"
"291","24-19_2018-02-23","Control","R2","24","24-19",2018-02-23,8.17438245006631e-05,1.71923792250913e-05,9.89362037257543e-05,-4.08754504706634,-4.76466401785467,-4.00464475793573,0.173772376315828,"C"
"292","23-80_2018-02-23","N","R2","23","23-80",2018-02-23,0.000209191461581321,1.91845086884914e-05,0.000228375970269813,-3.67945604573111,-4.71704931851984,-3.6413495945078,0.0840040599097445,"C"
"293","30-9_2018-02-23","N","R1","30","30-9",2018-02-23,1.50448981497998e-05,0,1.50448981497998e-05,-4.82261074797904,NA,-4.82261074797904,0,"C"
"294","24-21_2018-02-23","N","R2","24","24-21",2018-02-23,1.88852279323591e-05,0.000172243659010856,0.000191128886943215,-4.72387776915425,-3.76385675727105,-3.71867366934509,0.901191137381709,"D"
"295","27-57_2018-02-23","Control","R2","27","27-57",2018-02-23,1.16141167717492e-06,0.000578292606711771,0.000579454018388946,-5.93501381175617,-3.23785235997862,-3.23698102105026,0.997995679311356,"D"
"296","27-73_2018-02-23","Control","R2","27","27-73",2018-02-23,3.504086130984e-07,0.000940702957904012,0.000941053366517111,-6.45542522734661,-3.02654749039691,-3.02638574732012,0.999627642144892,"D"
"297","27-85_2018-02-23","Control","R2","27","27-85",2018-02-23,9.5422707213838e-07,0.00118650384039094,0.00118745806746308,-6.02034826634183,-2.92573085175099,-2.92538171761125,0.999196411984318,"D"
"298","28-11_2018-02-23","Control","R2","28","28-11",2018-02-23,1.83333406117112e-05,0.000301501133784324,0.000319834474396036,-4.73675839280949,-3.52071105037176,-3.49507472622758,0.942678660121517,"D"
"299","28-15_2018-02-23","Control","R2","28","28-15",2018-02-23,3.47589196477759e-05,0.000402281069086984,0.00043703998873476,-4.45893373044837,-3.39547040437755,-3.35947882368794,0.920467415925935,"D"
"300","28-29_2018-02-23","Control","R2","28","28-29",2018-02-23,2.65517811221989e-05,4.92983009597224e-05,7.58500820819214e-05,-4.57590634066171,-4.30716804819807,-4.1200439449009,0.649943936863221,"D"
"301","30-15_2018-02-23","Control","R2","30","30-15",2018-02-23,7.55912170255641e-06,0,7.55912170255641e-06,-5.12152866242104,NA,-5.12152866242104,0,"C"
"302","24-24_2018-02-23","N","R2","24","24-24",2018-02-23,0.000431021636676356,0,0.000431021636676356,-3.3655009283235,NA,-3.3655009283235,0,"C"
"303","30-27_2018-02-23","N","R2","30","30-27",2018-02-23,2.86251334602914e-05,0,2.86251334602914e-05,-4.54325247981597,NA,-4.54325247981597,0,"C"
"304","20-30_2018-02-23","NP","R2","20","20-30",2018-02-23,4.1792630518702e-05,0,4.1792630518702e-05,-4.37890029256054,NA,-4.37890029256054,0,"C"
"305","20-41_2018-02-23","NP","R2","20","20-41",2018-02-23,1.72086897346593e-05,0,1.72086897346593e-05,-4.76425219548709,NA,-4.76425219548709,0,"C"
"306","20-48_2018-02-23","NP","R2","20","20-48",2018-02-23,2.48040943074935e-05,0,2.48040943074935e-05,-4.60547662609359,NA,-4.60547662609359,0,"C"
"307","22-31_2018-02-23","NP","R2","22","22-31",2018-02-23,0,0.00103354349939317,0.00103354349939317,NA,-2.98567124022792,-2.98567124022792,1,"D"
"308","22-34_2018-02-23","NP","R2","22","22-34",2018-02-23,0,0.0019833537415539,0.0019833537415539,NA,-2.70259982018507,-2.70259982018507,1,"D"
"309","22-38_2018-02-23","NP","R2","22","22-38",2018-02-23,5.93450669605706e-07,0.00180096414433922,0.00180155759500883,-6.2266153757969,-2.74449493352729,-2.74435184911472,0.999670590231892,"D"
"310","23-74_2018-02-23","NP","R2","23","23-74",2018-02-23,0,0.00147594026643675,0.00147594026643675,NA,-2.83093121872019,-2.83093121872019,1,"D"
"311","27-67_2018-02-23","N","R2","27","27-67",2018-02-23,0,0.00763832560456538,0.00763832560456538,NA,-2.11700183257542,-2.11700183257542,1,"D"
