Treatment,Replicate,Date,Temperature,Lux,Day,Period,Treatment.Replicate
N+P,R2,2/18/18,31.88,678.1,95,Bleaching,
Ambient,R1,2/18/18,31.778,NA,95,Bleaching,
Ambient,R2,2/18/18,31.472,0,95,Bleaching,
N,R2,2/18/18,31.676,NA,95,Bleaching,
N+P,R1,2/18/18,31.778,NA,95,Bleaching,
N+P,R2,2/18/18,31.472,0,95,Bleaching,
Ambient,R2,2/18/18,31.88,3788.9,95,Bleaching,
N,R2,2/18/18,31.983,NA,95,Bleaching,
N+P,R2,2/18/18,31.88,667.4,95,Bleaching,
Ambient,R1,2/18/18,31.778,NA,95,Bleaching,
Ambient,R2,2/18/18,31.472,0,95,Bleaching,
N,R2,2/18/18,31.676,NA,95,Bleaching,
N+P,R1,2/18/18,31.778,NA,95,Bleaching,
N+P,R2,2/18/18,31.472,0,95,Bleaching,
Ambient,R2,2/18/18,31.88,3788.9,95,Bleaching,
N,R2,2/18/18,31.983,NA,95,Bleaching,
N+P,R2,2/18/18,31.88,667.4,95,Bleaching,
Ambient,R1,2/18/18,31.778,NA,95,Bleaching,
Ambient,R2,2/18/18,31.472,0,95,Bleaching,
N,R2,2/18/18,31.574,NA,95,Bleaching,
N+P,R1,2/18/18,31.778,NA,95,Bleaching,
N+P,R2,2/18/18,31.37,0,95,Bleaching,
Ambient,R2,2/18/18,31.88,4305.6,95,Bleaching,
N,R2,2/18/18,31.983,NA,95,Bleaching,
N+P,R2,2/18/18,31.88,742.7,95,Bleaching,
Ambient,R1,2/19/18,30.963,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.963,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R1,2/19/18,31.064,NA,96,Bleaching,
Ambient,R2,2/19/18,30.963,1463.9,96,Bleaching,
N,R2,2/19/18,31.166,NA,96,Bleaching,
N+P,R1,2/19/18,31.064,NA,96,Bleaching,
N+P,R2,2/19/18,31.166,1377.8,96,Bleaching,
Ambient,R1,2/19/18,30.963,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.676,NA,96,Bleaching,
N+P,R1,2/19/18,30.862,NA,96,Bleaching,
N+P,R2,2/19/18,31.472,0,96,Bleaching,
Ambient,R1,2/19/18,31.064,NA,96,Bleaching,
Ambient,R2,2/19/18,30.963,1463.9,96,Bleaching,
N,R2,2/19/18,31.166,NA,96,Bleaching,
N+P,R1,2/19/18,31.064,NA,96,Bleaching,
N+P,R2,2/19/18,31.166,1463.9,96,Bleaching,
Ambient,R1,2/19/18,30.862,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.862,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R1,2/19/18,31.064,NA,96,Bleaching,
Ambient,R2,2/19/18,30.963,1463.9,96,Bleaching,
N,R2,2/19/18,31.166,NA,96,Bleaching,
N+P,R1,2/19/18,30.963,NA,96,Bleaching,
N+P,R2,2/19/18,31.064,1463.9,96,Bleaching,
Ambient,R1,2/19/18,30.862,NA,96,Bleaching,
Ambient,R2,2/19/18,31.37,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.862,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R1,2/19/18,31.064,NA,96,Bleaching,
Ambient,R2,2/19/18,30.963,1550,96,Bleaching,
N,R2,2/19/18,31.166,NA,96,Bleaching,
N+P,R1,2/19/18,30.963,NA,96,Bleaching,
N+P,R2,2/19/18,31.064,1636.1,96,Bleaching,
Ambient,R1,2/19/18,30.862,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.862,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R1,2/19/18,30.963,NA,96,Bleaching,
Ambient,R2,2/19/18,30.862,1377.8,96,Bleaching,
N,R2,2/19/18,31.064,NA,96,Bleaching,
N+P,R1,2/19/18,30.963,NA,96,Bleaching,
N+P,R2,2/19/18,31.064,1894.5,96,Bleaching,
Ambient,R1,2/19/18,30.76,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.76,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R1,2/19/18,30.862,NA,96,Bleaching,
Ambient,R2,2/19/18,30.76,10.8,96,Bleaching,
N,R2,2/19/18,30.862,NA,96,Bleaching,
N+P,R1,2/19/18,30.76,NA,96,Bleaching,
N+P,R2,2/19/18,30.659,0,96,Bleaching,
Ambient,R1,2/19/18,30.76,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.76,NA,96,Bleaching,
N+P,R2,2/19/18,31.472,0,96,Bleaching,
Ambient,R1,2/19/18,30.659,NA,96,Bleaching,
Ambient,R2,2/19/18,30.558,10.8,96,Bleaching,
N,R2,2/19/18,30.659,NA,96,Bleaching,
N+P,R1,2/19/18,30.659,NA,96,Bleaching,
N+P,R2,2/19/18,30.558,0,96,Bleaching,
Ambient,R1,2/19/18,30.76,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.76,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R1,2/19/18,31.778,NA,96,Bleaching,
Ambient,R2,2/19/18,31.166,1636.1,96,Bleaching,
N,R2,2/19/18,31.676,NA,96,Bleaching,
N+P,R1,2/19/18,31.064,NA,96,Bleaching,
N+P,R2,2/19/18,31.064,1550,96,Bleaching,
Ambient,R1,2/19/18,30.76,NA,96,Bleaching,
Ambient,R2,2/19/18,31.37,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.76,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R1,2/19/18,31.88,NA,96,Bleaching,
Ambient,R2,2/19/18,31.166,4305.6,96,Bleaching,
N,R2,2/19/18,31.166,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.166,1550,96,Bleaching,
Ambient,R1,2/19/18,30.76,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.76,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R1,2/19/18,31.88,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,4305.6,96,Bleaching,
N,R2,2/19/18,31.472,NA,96,Bleaching,
N+P,R1,2/19/18,31.88,NA,96,Bleaching,
N+P,R2,2/19/18,31.472,1550,96,Bleaching,
Ambient,R1,2/19/18,30.862,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.676,NA,96,Bleaching,
N+P,R1,2/19/18,30.76,NA,96,Bleaching,
N+P,R2,2/19/18,31.472,0,96,Bleaching,
Ambient,R1,2/19/18,31.983,NA,96,Bleaching,
Ambient,R2,2/19/18,31.574,1291.7,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.88,NA,96,Bleaching,
N+P,R2,2/19/18,31.778,1636.1,96,Bleaching,
Ambient,R1,2/19/18,30.862,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.862,NA,96,Bleaching,
N+P,R2,2/19/18,31.472,0,96,Bleaching,
Ambient,R2,2/19/18,31.778,1377.8,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.983,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,925.7,96,Bleaching,
Ambient,R1,2/19/18,30.862,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.862,NA,96,Bleaching,
N+P,R2,2/19/18,31.472,0,96,Bleaching,
Ambient,R1,2/19/18,31.983,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,1636.1,96,Bleaching,
N+P,R1,2/19/18,31.983,NA,96,Bleaching,
N+P,R2,2/19/18,31.983,1087.2,96,Bleaching,
Ambient,R1,2/19/18,30.862,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.676,NA,96,Bleaching,
N+P,R1,2/19/18,30.862,NA,96,Bleaching,
N+P,R2,2/19/18,31.472,0,96,Bleaching,
Ambient,R1,2/19/18,31.983,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,1722.2,96,Bleaching,
N+P,R1,2/19/18,31.983,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,1808.3,96,Bleaching,
Ambient,R1,2/19/18,30.76,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.862,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R2,2/19/18,31.778,1722.2,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.983,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,1722.2,96,Bleaching,
Ambient,R1,2/19/18,30.76,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.76,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R2,2/19/18,31.778,1722.2,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,1808.3,96,Bleaching,
Ambient,R1,2/19/18,30.76,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.76,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R1,2/19/18,31.983,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,1808.3,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.983,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,1808.3,96,Bleaching,
Ambient,R1,2/19/18,30.862,NA,96,Bleaching,
Ambient,R2,2/19/18,31.574,968.8,96,Bleaching,
N,R2,2/19/18,31.676,NA,96,Bleaching,
N+P,R1,2/19/18,30.862,NA,96,Bleaching,
N+P,R2,2/19/18,31.472,215.3,96,Bleaching,
Ambient,R1,2/19/18,31.983,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,1377.8,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.983,NA,96,Bleaching,
N+P,R2,2/19/18,31.778,1377.8,96,Bleaching,
Ambient,R1,2/19/18,30.862,NA,96,Bleaching,
Ambient,R2,2/19/18,31.676,2325,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,30.862,NA,96,Bleaching,
N+P,R2,2/19/18,31.574,355.2,96,Bleaching,
Ambient,R1,2/19/18,31.983,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,990.3,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.983,NA,96,Bleaching,
N+P,R2,2/19/18,31.778,904.2,96,Bleaching,
Ambient,R1,2/19/18,30.963,NA,96,Bleaching,
Ambient,R2,2/19/18,31.676,2755.6,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,30.963,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,538.2,96,Bleaching,
Ambient,R1,2/19/18,31.778,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,538.2,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.778,NA,96,Bleaching,
N+P,R2,2/19/18,31.778,484.4,96,Bleaching,
Ambient,R1,2/19/18,31.064,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,3444.5,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.064,NA,96,Bleaching,
N+P,R2,2/19/18,31.778,678.1,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.166,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3616.7,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.064,NA,96,Bleaching,
N+P,R2,2/19/18,31.778,645.8,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.166,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3444.5,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.064,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,721.2,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.166,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,2927.8,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.166,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,764.2,96,Bleaching,
Ambient,R1,2/19/18,31.778,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.166,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3788.9,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.166,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,731.9,96,Bleaching,
Ambient,R1,2/19/18,31.778,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.268,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3272.2,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.166,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,753.5,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.268,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3616.7,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.268,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,721.2,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.268,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3961.1,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.268,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,731.9,96,Bleaching,
Ambient,R1,2/19/18,31.574,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.37,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3100,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.268,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,785.8,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.37,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3444.5,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.268,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,688.9,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.37,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,4994.5,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.37,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,818.1,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.472,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3788.9,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.37,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,742.7,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.472,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,4133.4,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.37,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,764.2,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.472,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3444.5,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.37,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,731.9,96,Bleaching,
Ambient,R1,2/19/18,31.778,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.472,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,2755.6,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.472,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,775,96,Bleaching,
Ambient,R1,2/19/18,31.778,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.574,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,2755.6,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.472,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,742.7,96,Bleaching,
Ambient,R1,2/19/18,31.778,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.574,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3272.2,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.472,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,699.7,96,Bleaching,
Ambient,R1,2/19/18,31.778,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.574,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,4822.3,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,796.5,96,Bleaching,
Ambient,R1,2/19/18,31.778,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.574,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3444.5,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,753.5,96,Bleaching,
Ambient,R1,2/19/18,31.778,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.574,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3788.9,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,871.9,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,4133.4,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,861.1,96,Bleaching,
Ambient,R1,2/19/18,31.574,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.472,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,4133.4,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,828.8,96,Bleaching,
Ambient,R1,2/19/18,31.574,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.778,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.676,0,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3788.9,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,882.6,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.778,0,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.574,NA,96,Bleaching,
N+P,R2,2/19/18,31.778,0,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,3444.5,96,Bleaching,
N,R2,2/19/18,31.983,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.88,990.3,96,Bleaching,
Ambient,R1,2/19/18,31.676,NA,96,Bleaching,
Ambient,R2,2/19/18,31.88,0,96,Bleaching,
N,R2,2/19/18,31.88,NA,96,Bleaching,
N+P,R1,2/19/18,31.676,NA,96,Bleaching,
N+P,R2,2/19/18,31.778,0,96,Bleaching,
Ambient,R1,2/19/18,31.064,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.963,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,0,96,Bleaching,
Ambient,R1,2/19/18,31.268,NA,96,Bleaching,
Ambient,R2,2/19/18,31.268,1377.8,96,Bleaching,
N+P,R1,2/19/18,31.268,NA,96,Bleaching,
N+P,R2,2/19/18,31.37,1291.7,96,Bleaching,
Ambient,R1,2/19/18,31.064,NA,96,Bleaching,
Ambient,R2,2/19/18,31.472,0,96,Bleaching,
N,R2,2/19/18,31.574,NA,96,Bleaching,
N+P,R1,2/19/18,30.963,NA,96,Bleaching,
N+P,R2,2/19/18,31.472,0,96,Bleaching,
Ambient,R1,2/19/18,31.166,NA,96,Bleaching,
Ambient,R2,2/19/18,31.166,1463.9,96,Bleaching,
N,R2,2/19/18,31.472,NA,96,Bleaching,
N+P,R1,2/19/18,31.166,NA,96,Bleaching,
N+P,R2,2/19/18,31.166,1205.6,96,Bleaching,
Ambient,R1,2/19/18,31.064,NA,96,Bleaching,
