"Treatment","DaysF","emmean","SE","df","lower.CL","upper.CL",".group"
"A","82",3.81625000000001,0.6342770075202,5.29361992526015,2.21261839107569,5.41988160892433,"  2 "
"N","82",5.69250000000001,0.634277007520201,5.29361992526015,4.08886839107569,7.29613160892433,"   3"
"N+P","82",5.90125000000001,0.634277007520201,5.29361992526015,4.29761839107569,7.50488160892433,"   3"
"A","113",2.28980889022127,0.678762918758565,6.68560757627971,0.669361696072515,3.91025608437002," 12 "
"N","113",1.5231422235546,0.678762918758564,6.6856075762797,-0.0973049705941513,3.14358941770335," 1  "
"N+P","113",2.76664947035982,0.70565678382758,7.69974522671347,1.12829032580492,4.40500861491473," 12 "
