"DaysF","Community","emmean","SE","df","lower.CL","upper.CL",".group"
"82","C1",1.06216619168501,0.0690137557244425,22.2012137973738,0.919115594356502,1.20521678901353,"   3"
"82","D",1.0783024581911,0.045538681489188,11.8013226341935,0.978896615931408,1.17770830045078,"   3"
"82","C3",1.31808717181462,0.0632548451477795,10.9005408202302,1.17870905439626,1.45746528923298,"   3"
"113","C3",0.400394019723236,0.0666053900414393,12.6441662443233,0.256089099665415,0.544698939781058," 1  "
"113","C1",0.598411563517533,0.0674814757145338,19.3484353787921,0.457343167105402,0.739479959929663," 12 "
"113","D",0.732277437636083,0.0432084797308649,11.6237456315422,0.637795153542958,0.826759721729207,"  2 "
