Spp,Fragment_ID,Date,Nutrient_Treatment,Replicate_Tank,YII,Genotype,Days_in_Experiment,Time_Point,Sample_ID,Phase,Symbiodiniaceae_genus
Ac,Ac_232,2017-11-29,NH4,R2,0.607,G_08,14,T7,Ac_232_T7,Nutrients,Symbiodinium
Ac,Ac_234,2017-11-29,NH4,R2,0.615,G_08,14,T7,Ac_234_T7,Nutrients,Symbiodinium
Ac,Ac_150,2017-11-29,NH4,R1,0.62,G_31,14,T7,Ac_150_T7,Nutrients,Symbiodinium
Ac,Ac_154,2017-11-29,NH4,R2,0.618,G_31,14,T7,Ac_154_T7,Nutrients,Symbiodinium
Ac,Ac_158,2017-11-29,NH4,R1,0.638,G_31,14,T7,Ac_158_T7,Nutrients,Symbiodinium
Ac,Ac_246,2017-11-29,NH4,R2,0.622,G_31,14,T7,Ac_246_T7,Nutrients,Symbiodinium
Ac,Ac_249,2017-11-29,NH4,R1,0.613,G_31,14,T7,Ac_249_T7,Nutrients,Symbiodinium
Ac,Ac_299,2017-11-29,NH4,R2,0.603,G_31,14,T7,Ac_299_T7,Nutrients,Symbiodinium
Ac,Ac_177,2017-11-29,NH4,R1,0.636,G_48,14,T7,Ac_177_T7,Nutrients,Symbiodinium
Ac,Ac_180,2017-11-29,NH4,R2,0.628,G_48,14,T7,Ac_180_T7,Nutrients,Symbiodinium
Ac,Ac_183,2017-11-29,NH4,R1,0.631,G_48,14,T7,Ac_183_T7,Nutrients,Symbiodinium
Ac,Ac_187,2017-11-29,NH4,R2,0.621,G_48,14,T7,Ac_187_T7,Nutrients,Symbiodinium
Ac,Ac_190,2017-11-29,NH4,R1,0.635,G_48,14,T7,Ac_190_T7,Nutrients,Symbiodinium
Ac,Ac_278,2017-11-29,NH4,R2,0.637,G_48,14,T7,Ac_278_T7,Nutrients,Symbiodinium
Ac,Ac_282,2017-11-29,NH4,R1,0.631,G_48,14,T7,Ac_282_T7,Nutrients,Symbiodinium
Ac,Ac_285,2017-11-29,NH4,R2,0.63,G_48,14,T7,Ac_285_T7,Nutrients,Symbiodinium
Ac,Ac_288,2017-11-29,NH4,R1,0.621,G_48,14,T7,Ac_288_T7,Nutrients,Symbiodinium
Ac,Ac_103,2017-11-29,NH4,R2,0.607,G_50,14,T7,Ac_103_T7,Nutrients,Symbiodinium
Ac,Ac_106,2017-11-29,NH4,R1,0.625,G_50,14,T7,Ac_106_T7,Nutrients,Symbiodinium
Ac,Ac_109,2017-11-29,NH4,R2,0.608,G_50,14,T7,Ac_109_T7,Nutrients,Symbiodinium
Ac,Ac_206,2017-11-29,NH4,R1,0.627,G_50,14,T7,Ac_206_T7,Nutrients,Symbiodinium
Ac,Ac_117,2017-11-29,NH4,R1,0.62,G_62,14,T7,Ac_117_T7,Nutrients,Symbiodinium
Ac,Ac_120,2017-11-29,NH4,R2,0.639,G_62,14,T7,Ac_120_T7,Nutrients,Symbiodinium
Ac,Ac_123,2017-11-29,NH4,R1,0.623,G_62,14,T7,Ac_123_T7,Nutrients,Symbiodinium
Ac,Ac_126,2017-11-29,NH4,R2,0.621,G_62,14,T7,Ac_126_T7,Nutrients,Symbiodinium
Ac,Ac_130,2017-11-29,NH4,R1,0.61,G_62,14,T7,Ac_130_T7,Nutrients,Symbiodinium
Ac,Ac_218,2017-11-29,NH4,R2,0.638,G_62,14,T7,Ac_218_T7,Nutrients,Symbiodinium
Ac,Ac_221,2017-11-29,NH4,R1,0.629,G_62,14,T7,Ac_221_T7,Nutrients,Symbiodinium
Ac,Ac_224,2017-11-29,NH4,R2,0.62,G_62,14,T7,Ac_224_T7,Nutrients,Symbiodinium
Ac,Ac_227,2017-11-29,NH4,R1,0.633,G_62,14,T7,Ac_227_T7,Nutrients,Symbiodinium
Ac,Ac_230,2017-11-29,NH4,R2,0.621,G_62,14,T7,Ac_230_T7,Nutrients,Symbiodinium
Ac,Ac_165,2017-11-29,NH4+PO4,R1,0.593,G_07,14,T7,Ac_165_T7,Nutrients,Symbiodinium
Ac,Ac_168,2017-11-29,NH4+PO4,R2,0.617,G_07,14,T7,Ac_168_T7,Nutrients,Symbiodinium
Ac,Ac_171,2017-11-29,NH4+PO4,R1,0.583,G_07,14,T7,Ac_171_T7,Nutrients,Symbiodinium
Ac,Ac_175,2017-11-29,NH4+PO4,R2,0.631,G_07,14,T7,Ac_175_T7,Nutrients,Symbiodinium
Ac,Ac_263,2017-11-29,NH4+PO4,R1,0.582,G_07,14,T7,Ac_263_T7,Nutrients,Symbiodinium
Ac,Ac_266,2017-11-29,NH4+PO4,R2,0.65,G_07,14,T7,Ac_266_T7,Nutrients,Symbiodinium
Ac,Ac_269,2017-11-29,NH4+PO4,R1,0.585,G_07,14,T7,Ac_269_T7,Nutrients,Symbiodinium
Ac,Ac_272,2017-11-29,NH4+PO4,R2,0.642,G_07,14,T7,Ac_272_T7,Nutrients,Symbiodinium
Ac,Ac_145,2017-11-29,NH4+PO4,R1,0.6,G_08,14,T7,Ac_145_T7,Nutrients,Symbiodinium
Ac,Ac_233,2017-11-29,NH4+PO4,R2,0.641,G_08,14,T7,Ac_233_T7,Nutrients,Symbiodinium
Ac,Ac_235,2017-11-29,NH4+PO4,R2,0.602,G_08,14,T7,Ac_235_T7,Nutrients,Symbiodinium
Ac,Ac_151,2017-11-29,NH4+PO4,R1,0.622,G_31,14,T7,Ac_151_T7,Nutrients,Symbiodinium
Ac,Ac_155,2017-11-29,NH4+PO4,R2,0.651,G_31,14,T7,Ac_155_T7,Nutrients,Symbiodinium
Ac,Ac_159,2017-11-29,NH4+PO4,R1,0.638,G_31,14,T7,Ac_159_T7,Nutrients,Symbiodinium
Ac,Ac_247,2017-11-29,NH4+PO4,R2,0.649,G_31,14,T7,Ac_247_T7,Nutrients,Symbiodinium
Ac,Ac_250,2017-11-29,NH4+PO4,R1,0.632,G_31,14,T7,Ac_250_T7,Nutrients,Symbiodinium
Ac,Ac_178,2017-11-29,NH4+PO4,R1,0.635,G_48,14,T7,Ac_178_T7,Nutrients,Symbiodinium
Ac,Ac_181,2017-11-29,NH4+PO4,R2,0.651,G_48,14,T7,Ac_181_T7,Nutrients,Symbiodinium
Ac,Ac_184,2017-11-29,NH4+PO4,R1,0.642,G_48,14,T7,Ac_184_T7,Nutrients,Symbiodinium
Ac,Ac_188,2017-11-29,NH4+PO4,R2,0.659,G_48,14,T7,Ac_188_T7,Nutrients,Symbiodinium
Ac,Ac_276,2017-11-29,NH4+PO4,R1,0.641,G_48,14,T7,Ac_276_T7,Nutrients,Symbiodinium
Ac,Ac_280,2017-11-29,NH4+PO4,R2,0.645,G_48,14,T7,Ac_280_T7,Nutrients,Symbiodinium
Ac,Ac_283,2017-11-29,NH4+PO4,R1,0.638,G_48,14,T7,Ac_283_T7,Nutrients,Symbiodinium
Ac,Ac_286,2017-11-29,NH4+PO4,R2,0.641,G_48,14,T7,Ac_286_T7,Nutrients,Symbiodinium
Ac,Ac_289,2017-11-29,NH4+PO4,R1,0.648,G_48,14,T7,Ac_289_T7,Nutrients,Symbiodinium
Ac,Ac_101,2017-11-29,NH4+PO4,R1,0.606,G_50,14,T7,Ac_101_T7,Nutrients,Symbiodinium
Ac,Ac_104,2017-11-29,NH4+PO4,R2,0.651,G_50,14,T7,Ac_104_T7,Nutrients,Symbiodinium
Ac,Ac_107,2017-11-29,NH4+PO4,R1,0.618,G_50,14,T7,Ac_107_T7,Nutrients,Symbiodinium
Ac,Ac_110,2017-11-29,NH4+PO4,R2,0.643,G_50,14,T7,Ac_110_T7,Nutrients,Symbiodinium
Ac,Ac_300,2017-11-29,NH4+PO4,R1,0.594,G_50,14,T7,Ac_300_T7,Nutrients,Symbiodinium
Ac,Ac_118,2017-11-29,NH4+PO4,R1,0.645,G_62,14,T7,Ac_118_T7,Nutrients,Symbiodinium
Ac,Ac_121,2017-11-29,NH4+PO4,R2,0.638,G_62,14,T7,Ac_121_T7,Nutrients,Symbiodinium
Ac,Ac_124,2017-11-29,NH4+PO4,R1,0.63,G_62,14,T7,Ac_124_T7,Nutrients,Symbiodinium
Ac,Ac_128,2017-11-29,NH4+PO4,R2,0.633,G_62,14,T7,Ac_128_T7,Nutrients,Symbiodinium
Ac,Ac_216,2017-11-29,NH4+PO4,R1,0.617,G_62,14,T7,Ac_216_T7,Nutrients,Symbiodinium
Ac,Ac_219,2017-11-29,NH4+PO4,R2,0.651,G_62,14,T7,Ac_219_T7,Nutrients,Symbiodinium
Ac,Ac_222,2017-11-29,NH4+PO4,R1,0.636,G_62,14,T7,Ac_222_T7,Nutrients,Symbiodinium
Ac,Ac_225,2017-11-29,NH4+PO4,R2,0.628,G_62,14,T7,Ac_225_T7,Nutrients,Symbiodinium
Ac,Ac_228,2017-11-29,NH4+PO4,R1,0.625,G_62,14,T7,Ac_228_T7,Nutrients,Symbiodinium
Ac,Ac_229,2017-11-29,NH4+PO4,R2,0.634,G_62,14,T7,Ac_229_T7,Nutrients,Symbiodinium
Ac,Ac_162,2017-12-06,Ambient,R1,0.578,G_07,21,T8,Ac_162_T8,Nutrients,Symbiodinium
Ac,Ac_166,2017-12-06,Ambient,R2,0.581,G_07,21,T8,Ac_166_T8,Nutrients,Symbiodinium
Ac,Ac_169,2017-12-06,Ambient,R1,0.566,G_07,21,T8,Ac_169_T8,Nutrients,Symbiodinium
Ac,Ac_173,2017-12-06,Ambient,R2,0.569,G_07,21,T8,Ac_173_T8,Nutrients,Symbiodinium
Ac,Ac_261,2017-12-06,Ambient,R1,0.563,G_07,21,T8,Ac_261_T8,Nutrients,Symbiodinium
Ac,Ac_264,2017-12-06,Ambient,R2,0.584,G_07,21,T8,Ac_264_T8,Nutrients,Symbiodinium
Ac,Ac_267,2017-12-06,Ambient,R1,0.573,G_07,21,T8,Ac_267_T8,Nutrients,Symbiodinium
Ac,Ac_270,2017-12-06,Ambient,R2,0.565,G_07,21,T8,Ac_270_T8,Nutrients,Symbiodinium
Ac,Ac_273,2017-12-06,Ambient,R1,0.574,G_07,21,T8,Ac_273_T8,Nutrients,Symbiodinium
Ac,Ac_143,2017-12-06,Ambient,R1,0.611,G_08,21,T8,Ac_143_T8,Nutrients,Symbiodinium
Ac,Ac_231,2017-12-06,Ambient,R2,0.599,G_08,21,T8,Ac_231_T8,Nutrients,Symbiodinium
Ac,Ac_149,2017-12-06,Ambient,R1,0.592,G_31,21,T8,Ac_149_T8,Nutrients,Symbiodinium
Ac,Ac_152,2017-12-06,Ambient,R2,0.617,G_31,21,T8,Ac_152_T8,Nutrients,Symbiodinium
Ac,Ac_157,2017-12-06,Ambient,R1,0.61,G_31,21,T8,Ac_157_T8,Nutrients,Symbiodinium
Ac,Ac_160,2017-12-06,Ambient,R2,0.604,G_31,21,T8,Ac_160_T8,Nutrients,Symbiodinium
Ac,Ac_248,2017-12-06,Ambient,R1,0.614,G_31,21,T8,Ac_248_T8,Nutrients,Symbiodinium
Ac,Ac_176,2017-12-06,Ambient,R1,0.619,G_48,21,T8,Ac_176_T8,Nutrients,Symbiodinium
Ac,Ac_179,2017-12-06,Ambient,R2,0.629,G_48,21,T8,Ac_179_T8,Nutrients,Symbiodinium
Ac,Ac_182,2017-12-06,Ambient,R1,0.638,G_48,21,T8,Ac_182_T8,Nutrients,Symbiodinium
Ac,Ac_186,2017-12-06,Ambient,R2,0.622,G_48,21,T8,Ac_186_T8,Nutrients,Symbiodinium
Ac,Ac_189,2017-12-06,Ambient,R1,0.639,G_48,21,T8,Ac_189_T8,Nutrients,Symbiodinium
Ac,Ac_277,2017-12-06,Ambient,R2,0.614,G_48,21,T8,Ac_277_T8,Nutrients,Symbiodinium
Ac,Ac_281,2017-12-06,Ambient,R1,0.634,G_48,21,T8,Ac_281_T8,Nutrients,Symbiodinium
Ac,Ac_284,2017-12-06,Ambient,R2,0.627,G_48,21,T8,Ac_284_T8,Nutrients,Symbiodinium
Ac,Ac_287,2017-12-06,Ambient,R1,0.611,G_48,21,T8,Ac_287_T8,Nutrients,Symbiodinium
Ac,Ac_290,2017-12-06,Ambient,R2,0.621,G_48,21,T8,Ac_290_T8,Nutrients,Symbiodinium
Ac,Ac_102,2017-12-06,Ambient,R2,0.611,G_50,21,T8,Ac_102_T8,Nutrients,Symbiodinium
Ac,Ac_105,2017-12-06,Ambient,R1,0.614,G_50,21,T8,Ac_105_T8,Nutrients,Symbiodinium
Ac,Ac_108,2017-12-06,Ambient,R2,0.609,G_50,21,T8,Ac_108_T8,Nutrients,Symbiodinium
Ac,Ac_204,2017-12-06,Ambient,R1,0.629,G_50,21,T8,Ac_204_T8,Nutrients,Symbiodinium
Ac,Ac_116,2017-12-06,Ambient,R1,0.633,G_62,21,T8,Ac_116_T8,Nutrients,Symbiodinium
Ac,Ac_119,2017-12-06,Ambient,R2,0.62,G_62,21,T8,Ac_119_T8,Nutrients,Symbiodinium
Ac,Ac_122,2017-12-06,Ambient,R1,0.631,G_62,21,T8,Ac_122_T8,Nutrients,Symbiodinium
Ac,Ac_125,2017-12-06,Ambient,R2,0.602,G_62,21,T8,Ac_125_T8,Nutrients,Symbiodinium
Ac,Ac_129,2017-12-06,Ambient,R1,0.637,G_62,21,T8,Ac_129_T8,Nutrients,Symbiodinium
Ac,Ac_217,2017-12-06,Ambient,R2,0.614,G_62,21,T8,Ac_217_T8,Nutrients,Symbiodinium
Ac,Ac_220,2017-12-06,Ambient,R1,0.609,G_62,21,T8,Ac_220_T8,Nutrients,Symbiodinium
Ac,Ac_223,2017-12-06,Ambient,R2,0.625,G_62,21,T8,Ac_223_T8,Nutrients,Symbiodinium
Ac,Ac_226,2017-12-06,Ambient,R1,0.61,G_62,21,T8,Ac_226_T8,Nutrients,Symbiodinium
Ac,Ac_164,2017-12-06,NH4,R1,0.622,G_07,21,T8,Ac_164_T8,Nutrients,Symbiodinium
Ac,Ac_167,2017-12-06,NH4,R2,0.625,G_07,21,T8,Ac_167_T8,Nutrients,Symbiodinium
Ac,Ac_170,2017-12-06,NH4,R1,0.64,G_07,21,T8,Ac_170_T8,Nutrients,Symbiodinium
Ac,Ac_174,2017-12-06,NH4,R2,0.612,G_07,21,T8,Ac_174_T8,Nutrients,Symbiodinium
Ac,Ac_262,2017-12-06,NH4,R1,0.636,G_07,21,T8,Ac_262_T8,Nutrients,Symbiodinium
Ac,Ac_265,2017-12-06,NH4,R2,0.605,G_07,21,T8,Ac_265_T8,Nutrients,Symbiodinium
Ac,Ac_268,2017-12-06,NH4,R1,0.646,G_07,21,T8,Ac_268_T8,Nutrients,Symbiodinium
Ac,Ac_271,2017-12-06,NH4,R2,0.628,G_07,21,T8,Ac_271_T8,Nutrients,Symbiodinium
Ac,Ac_274,2017-12-06,NH4,R1,0.623,G_07,21,T8,Ac_274_T8,Nutrients,Symbiodinium
Ac,Ac_144,2017-12-06,NH4,R1,0.629,G_08,21,T8,Ac_144_T8,Nutrients,Symbiodinium
Ac,Ac_232,2017-12-06,NH4,R2,0.62,G_08,21,T8,Ac_232_T8,Nutrients,Symbiodinium
Ac,Ac_234,2017-12-06,NH4,R2,0.633,G_08,21,T8,Ac_234_T8,Nutrients,Symbiodinium
Ac,Ac_150,2017-12-06,NH4,R1,0.658,G_31,21,T8,Ac_150_T8,Nutrients,Symbiodinium
Ac,Ac_154,2017-12-06,NH4,R2,0.651,G_31,21,T8,Ac_154_T8,Nutrients,Symbiodinium
Ac,Ac_158,2017-12-06,NH4,R1,0.658,G_31,21,T8,Ac_158_T8,Nutrients,Symbiodinium
Ac,Ac_246,2017-12-06,NH4,R2,0.643,G_31,21,T8,Ac_246_T8,Nutrients,Symbiodinium
Ac,Ac_249,2017-12-06,NH4,R1,0.631,G_31,21,T8,Ac_249_T8,Nutrients,Symbiodinium
Ac,Ac_299,2017-12-06,NH4,R2,0.624,G_31,21,T8,Ac_299_T8,Nutrients,Symbiodinium
Ac,Ac_177,2017-12-06,NH4,R1,0.658,G_48,21,T8,Ac_177_T8,Nutrients,Symbiodinium
Ac,Ac_180,2017-12-06,NH4,R2,0.652,G_48,21,T8,Ac_180_T8,Nutrients,Symbiodinium
Ac,Ac_183,2017-12-06,NH4,R1,0.668,G_48,21,T8,Ac_183_T8,Nutrients,Symbiodinium
Ac,Ac_187,2017-12-06,NH4,R2,0.634,G_48,21,T8,Ac_187_T8,Nutrients,Symbiodinium
Ac,Ac_190,2017-12-06,NH4,R1,0.668,G_48,21,T8,Ac_190_T8,Nutrients,Symbiodinium
Ac,Ac_278,2017-12-06,NH4,R2,0.658,G_48,21,T8,Ac_278_T8,Nutrients,Symbiodinium
Ac,Ac_282,2017-12-06,NH4,R1,0.633,G_48,21,T8,Ac_282_T8,Nutrients,Symbiodinium
Ac,Ac_285,2017-12-06,NH4,R2,0.648,G_48,21,T8,Ac_285_T8,Nutrients,Symbiodinium
Ac,Ac_288,2017-12-06,NH4,R1,0.656,G_48,21,T8,Ac_288_T8,Nutrients,Symbiodinium
Ac,Ac_103,2017-12-06,NH4,R2,0.619,G_50,21,T8,Ac_103_T8,Nutrients,Symbiodinium
Ac,Ac_106,2017-12-06,NH4,R1,0.599,G_50,21,T8,Ac_106_T8,Nutrients,Symbiodinium
Ac,Ac_109,2017-12-06,NH4,R2,0.618,G_50,21,T8,Ac_109_T8,Nutrients,Symbiodinium
Ac,Ac_206,2017-12-06,NH4,R1,0.613,G_50,21,T8,Ac_206_T8,Nutrients,Symbiodinium
Ac,Ac_117,2017-12-06,NH4,R1,0.665,G_62,21,T8,Ac_117_T8,Nutrients,Symbiodinium
Ac,Ac_120,2017-12-06,NH4,R2,0.655,G_62,21,T8,Ac_120_T8,Nutrients,Symbiodinium
Ac,Ac_123,2017-12-06,NH4,R1,0.67,G_62,21,T8,Ac_123_T8,Nutrients,Symbiodinium
Ac,Ac_126,2017-12-06,NH4,R2,0.647,G_62,21,T8,Ac_126_T8,Nutrients,Symbiodinium
Ac,Ac_130,2017-12-06,NH4,R1,0.654,G_62,21,T8,Ac_130_T8,Nutrients,Symbiodinium
Ac,Ac_218,2017-12-06,NH4,R2,0.652,G_62,21,T8,Ac_218_T8,Nutrients,Symbiodinium
Ac,Ac_221,2017-12-06,NH4,R1,0.657,G_62,21,T8,Ac_221_T8,Nutrients,Symbiodinium
Ac,Ac_224,2017-12-06,NH4,R2,0.649,G_62,21,T8,Ac_224_T8,Nutrients,Symbiodinium
Ac,Ac_227,2017-12-06,NH4,R1,0.659,G_62,21,T8,Ac_227_T8,Nutrients,Symbiodinium
Ac,Ac_230,2017-12-06,NH4,R2,0.643,G_62,21,T8,Ac_230_T8,Nutrients,Symbiodinium
Ac,Ac_165,2017-12-06,NH4+PO4,R1,0.603,G_07,21,T8,Ac_165_T8,Nutrients,Symbiodinium
Ac,Ac_168,2017-12-06,NH4+PO4,R2,0.613,G_07,21,T8,Ac_168_T8,Nutrients,Symbiodinium
Ac,Ac_171,2017-12-06,NH4+PO4,R1,0.594,G_07,21,T8,Ac_171_T8,Nutrients,Symbiodinium
Ac,Ac_175,2017-12-06,NH4+PO4,R2,0.628,G_07,21,T8,Ac_175_T8,Nutrients,Symbiodinium
Ac,Ac_263,2017-12-06,NH4+PO4,R1,0.589,G_07,21,T8,Ac_263_T8,Nutrients,Symbiodinium
Ac,Ac_266,2017-12-06,NH4+PO4,R2,0.609,G_07,21,T8,Ac_266_T8,Nutrients,Symbiodinium
Ac,Ac_269,2017-12-06,NH4+PO4,R1,0.586,G_07,21,T8,Ac_269_T8,Nutrients,Symbiodinium
Ac,Ac_272,2017-12-06,NH4+PO4,R2,0.624,G_07,21,T8,Ac_272_T8,Nutrients,Symbiodinium
Ac,Ac_145,2017-12-06,NH4+PO4,R1,0.609,G_08,21,T8,Ac_145_T8,Nutrients,Symbiodinium
Ac,Ac_233,2017-12-06,NH4+PO4,R2,0.622,G_08,21,T8,Ac_233_T8,Nutrients,Symbiodinium
Ac,Ac_235,2017-12-06,NH4+PO4,R2,0.631,G_08,21,T8,Ac_235_T8,Nutrients,Symbiodinium
Ac,Ac_151,2017-12-06,NH4+PO4,R1,0.599,G_31,21,T8,Ac_151_T8,Nutrients,Symbiodinium
Ac,Ac_155,2017-12-06,NH4+PO4,R2,0.661,G_31,21,T8,Ac_155_T8,Nutrients,Symbiodinium
Ac,Ac_159,2017-12-06,NH4+PO4,R1,0.642,G_31,21,T8,Ac_159_T8,Nutrients,Symbiodinium
Ac,Ac_247,2017-12-06,NH4+PO4,R2,0.656,G_31,21,T8,Ac_247_T8,Nutrients,Symbiodinium
Ac,Ac_250,2017-12-06,NH4+PO4,R1,0.63,G_31,21,T8,Ac_250_T8,Nutrients,Symbiodinium
Ac,Ac_178,2017-12-06,NH4+PO4,R1,0.648,G_48,21,T8,Ac_178_T8,Nutrients,Symbiodinium
Ac,Ac_181,2017-12-06,NH4+PO4,R2,0.647,G_48,21,T8,Ac_181_T8,Nutrients,Symbiodinium
Ac,Ac_184,2017-12-06,NH4+PO4,R1,0.644,G_48,21,T8,Ac_184_T8,Nutrients,Symbiodinium
Ac,Ac_188,2017-12-06,NH4+PO4,R2,0.653,G_48,21,T8,Ac_188_T8,Nutrients,Symbiodinium
Ac,Ac_276,2017-12-06,NH4+PO4,R1,0.652,G_48,21,T8,Ac_276_T8,Nutrients,Symbiodinium
Ac,Ac_280,2017-12-06,NH4+PO4,R2,0.647,G_48,21,T8,Ac_280_T8,Nutrients,Symbiodinium
Ac,Ac_283,2017-12-06,NH4+PO4,R1,0.645,G_48,21,T8,Ac_283_T8,Nutrients,Symbiodinium
Ac,Ac_286,2017-12-06,NH4+PO4,R2,0.631,G_48,21,T8,Ac_286_T8,Nutrients,Symbiodinium
Ac,Ac_289,2017-12-06,NH4+PO4,R1,0.642,G_48,21,T8,Ac_289_T8,Nutrients,Symbiodinium
Ac,Ac_101,2017-12-06,NH4+PO4,R1,0.605,G_50,21,T8,Ac_101_T8,Nutrients,Symbiodinium
Ac,Ac_104,2017-12-06,NH4+PO4,R2,0.629,G_50,21,T8,Ac_104_T8,Nutrients,Symbiodinium
Ac,Ac_107,2017-12-06,NH4+PO4,R1,0.616,G_50,21,T8,Ac_107_T8,Nutrients,Symbiodinium
Ac,Ac_110,2017-12-06,NH4+PO4,R2,0.625,G_50,21,T8,Ac_110_T8,Nutrients,Symbiodinium
Ac,Ac_300,2017-12-06,NH4+PO4,R1,0.602,G_50,21,T8,Ac_300_T8,Nutrients,Symbiodinium
Ac,Ac_118,2017-12-06,NH4+PO4,R1,0.655,G_62,21,T8,Ac_118_T8,Nutrients,Symbiodinium
Ac,Ac_121,2017-12-06,NH4+PO4,R2,0.636,G_62,21,T8,Ac_121_T8,Nutrients,Symbiodinium
Ac,Ac_124,2017-12-06,NH4+PO4,R1,0.651,G_62,21,T8,Ac_124_T8,Nutrients,Symbiodinium
Ac,Ac_128,2017-12-06,NH4+PO4,R2,0.639,G_62,21,T8,Ac_128_T8,Nutrients,Symbiodinium
Ac,Ac_216,2017-12-06,NH4+PO4,R1,0.629,G_62,21,T8,Ac_216_T8,Nutrients,Symbiodinium
Ac,Ac_219,2017-12-06,NH4+PO4,R2,0.627,G_62,21,T8,Ac_219_T8,Nutrients,Symbiodinium
Ac,Ac_222,2017-12-06,NH4+PO4,R1,0.624,G_62,21,T8,Ac_222_T8,Nutrients,Symbiodinium
Ac,Ac_225,2017-12-06,NH4+PO4,R2,0.619,G_62,21,T8,Ac_225_T8,Nutrients,Symbiodinium
Ac,Ac_228,2017-12-06,NH4+PO4,R1,0.631,G_62,21,T8,Ac_228_T8,Nutrients,Symbiodinium
Ac,Ac_229,2017-12-06,NH4+PO4,R2,0.632,G_62,21,T8,Ac_229_T8,Nutrients,Symbiodinium
Ac,Ac_162,2017-12-13,Ambient,R1,0.57,G_07,28,T9,Ac_162_T9,Nutrients,Symbiodinium
Ac,Ac_166,2017-12-13,Ambient,R2,0.532,G_07,28,T9,Ac_166_T9,Nutrients,Symbiodinium
Ac,Ac_169,2017-12-13,Ambient,R1,0.572,G_07,28,T9,Ac_169_T9,Nutrients,Symbiodinium
Ac,Ac_173,2017-12-13,Ambient,R2,0.549,G_07,28,T9,Ac_173_T9,Nutrients,Symbiodinium
Ac,Ac_261,2017-12-13,Ambient,R1,0.579,G_07,28,T9,Ac_261_T9,Nutrients,Symbiodinium
Ac,Ac_264,2017-12-13,Ambient,R2,0.545,G_07,28,T9,Ac_264_T9,Nutrients,Symbiodinium
Ac,Ac_267,2017-12-13,Ambient,R1,0.571,G_07,28,T9,Ac_267_T9,Nutrients,Symbiodinium
Ac,Ac_270,2017-12-13,Ambient,R2,0.55,G_07,28,T9,Ac_270_T9,Nutrients,Symbiodinium
Ac,Ac_273,2017-12-13,Ambient,R1,0.591,G_07,28,T9,Ac_273_T9,Nutrients,Symbiodinium
Ac,Ac_143,2017-12-13,Ambient,R1,0.612,G_08,28,T9,Ac_143_T9,Nutrients,Symbiodinium
Ac,Ac_231,2017-12-13,Ambient,R2,0.611,G_08,28,T9,Ac_231_T9,Nutrients,Symbiodinium
Ac,Ac_149,2017-12-13,Ambient,R1,0.6,G_31,28,T9,Ac_149_T9,Nutrients,Symbiodinium
Ac,Ac_152,2017-12-13,Ambient,R2,0.603,G_31,28,T9,Ac_152_T9,Nutrients,Symbiodinium
Ac,Ac_157,2017-12-13,Ambient,R1,0.618,G_31,28,T9,Ac_157_T9,Nutrients,Symbiodinium
Ac,Ac_160,2017-12-13,Ambient,R2,0.618,G_31,28,T9,Ac_160_T9,Nutrients,Symbiodinium
Ac,Ac_248,2017-12-13,Ambient,R1,0.627,G_31,28,T9,Ac_248_T9,Nutrients,Symbiodinium
Ac,Ac_176,2017-12-13,Ambient,R1,0.618,G_48,28,T9,Ac_176_T9,Nutrients,Symbiodinium
Ac,Ac_179,2017-12-13,Ambient,R2,0.629,G_48,28,T9,Ac_179_T9,Nutrients,Symbiodinium
Ac,Ac_182,2017-12-13,Ambient,R1,0.62,G_48,28,T9,Ac_182_T9,Nutrients,Symbiodinium
Ac,Ac_186,2017-12-13,Ambient,R2,0.625,G_48,28,T9,Ac_186_T9,Nutrients,Symbiodinium
Ac,Ac_189,2017-12-13,Ambient,R1,0.633,G_48,28,T9,Ac_189_T9,Nutrients,Symbiodinium
Ac,Ac_277,2017-12-13,Ambient,R2,0.611,G_48,28,T9,Ac_277_T9,Nutrients,Symbiodinium
Ac,Ac_281,2017-12-13,Ambient,R1,0.63,G_48,28,T9,Ac_281_T9,Nutrients,Symbiodinium
Ac,Ac_284,2017-12-13,Ambient,R2,0.617,G_48,28,T9,Ac_284_T9,Nutrients,Symbiodinium
Ac,Ac_287,2017-12-13,Ambient,R1,0.612,G_48,28,T9,Ac_287_T9,Nutrients,Symbiodinium
Ac,Ac_290,2017-12-13,Ambient,R2,0.619,G_48,28,T9,Ac_290_T9,Nutrients,Symbiodinium
Ac,Ac_102,2017-12-13,Ambient,R2,0.604,G_50,28,T9,Ac_102_T9,Nutrients,Symbiodinium
Ac,Ac_105,2017-12-13,Ambient,R1,0.614,G_50,28,T9,Ac_105_T9,Nutrients,Symbiodinium
Ac,Ac_108,2017-12-13,Ambient,R2,0.584,G_50,28,T9,Ac_108_T9,Nutrients,Symbiodinium
Ac,Ac_204,2017-12-13,Ambient,R1,0.613,G_50,28,T9,Ac_204_T9,Nutrients,Symbiodinium
Ac,Ac_116,2017-12-13,Ambient,R1,0.63,G_62,28,T9,Ac_116_T9,Nutrients,Symbiodinium
Ac,Ac_119,2017-12-13,Ambient,R2,0.607,G_62,28,T9,Ac_119_T9,Nutrients,Symbiodinium
Ac,Ac_122,2017-12-13,Ambient,R1,0.629,G_62,28,T9,Ac_122_T9,Nutrients,Symbiodinium
Ac,Ac_125,2017-12-13,Ambient,R2,0.606,G_62,28,T9,Ac_125_T9,Nutrients,Symbiodinium
