Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ssid\Ssid_Plate6_CD.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-01-25 11:01:20 AM EST,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,NOAMP,EXPFAIL
B6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,33.108833313,33.8353042603,1.0273877382,,,,0,0.02,1,3,32,,N,Y,N,N
B6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,26.0293083191,25.9091148376,0.1699792445,,,,0,0.02,1,3,24,,N,Y,N,N
B7,Sample 8,Ssid,UNKNOWN,SYBR,None,19.389043808,19.6168746948,0.3222015202,,,,0,0.02,1,3,18,,N,N,N,N
B8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,34.5617790222,33.8353042603,1.0273877382,,,,0,0.02,1,3,34,,N,Y,N,N
B8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,25.7889213562,25.9091148376,0.1699792445,,,,0,0.02,1,3,24,,N,Y,N,N
B9,Sample 16,Ssid,UNKNOWN,SYBR,None,18.8019752502,19.5120620728,1.004214406,,,,0,0.02,1,3,17,,N,Y,N,N
B10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,27.7050037384,27.9962844849,0.4119331837,,,,0,0.02,1,3,26,,N,N,Y,Y
B10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
B11,Sample 16,Ssid,UNKNOWN,SYBR,None,20.2221488953,19.5120620728,1.004214406,,,,0,0.02,1,3,19,,N,Y,N,N
B12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,28.2875652313,27.9962844849,0.4119331837,,,,0,0.02,1,3,26,,N,N,N,Y
B12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C1,Sample 2,Ssid,UNKNOWN,SYBR,None,19.7223186493,20.0006427765,0.3936097622,,,,0,0.02,1,3,18,,N,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,25.9612541199,25.9598121643,0.0020378844,,,,0,0.02,1,3,24,,N,N,N,N
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,31.028295517,30.7909698486,0.3356278241,,,,0,0.02,1,3,29,,N,N,N,N
C3,Sample 2,Ssid,UNKNOWN,SYBR,None,20.2789669037,20.0006427765,0.3936097622,,,,0,0.02,1,3,19,,N,N,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,25.9583721161,25.9598121643,0.0020378844,,,,0,0.02,1,3,24,,N,N,N,N
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,30.5536460876,30.7909698486,0.3356278241,,,,0,0.02,1,3,28,,N,N,N,N
C5,Sample 9,Ssid,UNKNOWN,SYBR,None,20.3129062653,20.3216247559,0.0123311561,,,,0,0.02,1,3,19,,N,N,N,N
C6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,28.3994884491,28.2644004822,0.1910432279,,,,0,0.02,1,3,27,,N,N,N,N
C6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,28.9439697266,29.1880607605,0.3451982141,,,,0,0.02,1,3,27,,N,N,N,N
C7,Sample 9,Ssid,UNKNOWN,SYBR,None,20.3303451538,20.3216247559,0.0123311561,,,,0,0.02,1,3,18,,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,28.1293125153,28.2644004822,0.1910432279,,,,0,0.02,1,3,26,,N,N,N,N
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,29.4321537018,29.1880607605,0.3451982141,,,,0,0.02,1,3,27,,N,N,N,N
C9,Sample 17,Ssid,UNKNOWN,SYBR,None,20.5654220581,20.4169483185,0.2099735737,,,,0,0.02,1,3,19,,N,N,N,N
C10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,28.1770401001,28.5082702637,0.4684288502,,,,0,0.02,1,3,26,,N,N,Y,Y
C10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C11,Sample 17,Ssid,UNKNOWN,SYBR,None,20.2684745789,20.4169483185,0.2099735737,,,,0,0.02,1,3,19,,N,N,N,N
C12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,28.8394985199,28.5082702637,0.4684288502,,,,0,0.02,1,3,27,,N,N,N,Y
C12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D1,Sample 3,Ssid,UNKNOWN,SYBR,None,20.0152645111,20.2484321594,0.329747498,,,,0,0.02,1,3,18,,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,26.1385803223,26.1150245667,0.0333128683,,,,0,0.02,1,3,24,,N,N,N,N
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,29.7580528259,29.6280975342,0.1837845296,,,,0,0.02,1,3,28,,N,N,N,N
D3,Sample 3,Ssid,UNKNOWN,SYBR,None,20.4815979004,20.2484321594,0.329747498,,,,0,0.02,1,3,19,,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,26.091468811,26.1150245667,0.0333128683,,,,0,0.02,1,3,24,,N,N,N,N
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,29.4981422424,29.6280975342,0.1837845296,,,,0,0.02,1,3,28,,N,N,N,N
D5,Sample 10,Ssid,UNKNOWN,SYBR,None,20.0541858673,19.8498420715,0.2889844179,,,,0,0.02,1,3,18,,N,N,N,N
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,28.2838821411,28.0145530701,0.3808874786,,,,0,0.02,1,3,27,,N,N,N,N
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,28.3690567017,28.1160678864,0.3577802181,,,,0,0.02,1,3,26,,N,N,N,N
D7,Sample 10,Ssid,UNKNOWN,SYBR,None,19.6455001831,19.8498420715,0.2889844179,,,,0,0.02,1,3,18,,N,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,27.7452259064,28.0145530701,0.3808874786,,,,0,0.02,1,3,26,,N,N,N,N
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,27.863079071,28.1160678864,0.3577802181,,,,0,0.02,1,3,26,,N,N,N,N
D9,Sample 18,Ssid,UNKNOWN,SYBR,None,19.8253650665,19.3458690643,0.6781097651,,,,0,0.02,1,3,18,,N,Y,N,N
D10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,29.3150653839,29.1991119385,0.1639829278,,,,0,0.02,1,3,27,,N,N,Y,Y
D10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
D11,Sample 18,Ssid,UNKNOWN,SYBR,None,18.8663730621,19.3458690643,0.6781097651,,,,0,0.02,1,3,18,,N,Y,N,N
D12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,29.083158493,29.1991119385,0.1639829278,,,,0,0.02,1,3,27,,N,N,N,Y
D12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E1,Sample 4,Ssid,UNKNOWN,SYBR,None,19.9566230774,20.11460495,0.2234214544,,,,0,0.02,1,3,18,,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,25.3859100342,24.9695625305,0.5888043046,,,,0,0.02,1,3,24,,N,Y,N,N
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,34.2725753784,34.5330429077,0.3683594167,,,,0,0.02,1,3,33,,N,Y,N,N
E3,Sample 4,Ssid,UNKNOWN,SYBR,None,20.2725887299,20.11460495,0.2234214544,,,,0,0.02,1,3,19,,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,24.5532150269,24.9695625305,0.5888043046,,,,0,0.02,1,3,22,,N,Y,N,N
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,34.7935142517,34.5330429077,0.3683594167,,,,0,0.02,1,3,33,,N,Y,N,N
E5,Sample 11,Ssid,UNKNOWN,SYBR,None,19.56407547,19.538312912,0.0364337601,,,,0,0.02,1,3,18,,N,N,N,N
E6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,27.8828678131,27.7747764587,0.1528629065,,,,0,0.02,1,3,26,,N,N,N,N
E6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,26.9355354309,26.9380588531,0.0035686579,,,,0,0.02,1,3,25,,N,N,N,N
E7,Sample 11,Ssid,UNKNOWN,SYBR,None,19.512550354,19.538312912,0.0364337601,,,,0,0.02,1,3,18,,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,27.6666870117,27.7747764587,0.1528629065,,,,0,0.02,1,3,26,,N,N,N,N
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,26.9405822754,26.9380588531,0.0035686579,,,,0,0.02,1,3,25,,N,N,N,N
E9,Sample 19,Ssid,UNKNOWN,SYBR,None,19.795501709,19.5465736389,0.3520361185,,,,0,0.02,1,3,18,,N,N,N,N
E10,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,28.1534366608,28.3227519989,0.2394480407,,,,0,0.02,1,3,26,,N,N,Y,Y
E10,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
E11,Sample 19,Ssid,UNKNOWN,SYBR,None,19.2976474762,19.5465736389,0.3520361185,,,,0,0.02,1,3,18,,N,N,N,N
E12,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,28.492067337,28.3227519989,0.2394480407,,,,0,0.02,1,3,27,,N,N,N,Y
E12,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F1,Sample 5,Ssid,UNKNOWN,SYBR,None,19.3905353546,19.4074211121,0.0238787178,,,,0,0.02,1,3,18,,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,34.8636741638,34.2822380066,0.8222749233,,,,0,0.02,1,3,35,,N,Y,N,N
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,25.8587646484,25.6750564575,0.2598039508,,,,0,0.02,1,3,24,,N,Y,N,N
F3,Sample 5,Ssid,UNKNOWN,SYBR,None,19.4243049622,19.4074211121,0.0238787178,,,,0,0.02,1,3,17,,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,33.7008018494,34.2822380066,0.8222749233,,,,0,0.02,1,3,33,,N,Y,N,N
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,25.4913463593,25.6750564575,0.2598039508,,,,0,0.02,1,3,23,,N,Y,N,N
F5,Sample 12,Ssid,UNKNOWN,SYBR,None,19.1839027405,19.0714874268,0.1589779109,,,,0,0.02,1,3,18,,N,N,N,N
F6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,25.8672218323,25.8898448944,0.0319938399,,,,0,0.02,1,3,24,,N,N,N,Y
F6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F7,Sample 12,Ssid,UNKNOWN,SYBR,None,18.9590740204,19.0714874268,0.1589779109,,,,0,0.02,1,3,18,,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,25.9124679565,25.8898448944,0.0319938399,,,,0,0.02,1,3,24,,N,N,Y,Y
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
F9,Sample 20,Ssid,UNKNOWN,SYBR,None,20.5656490326,20.0850543976,0.6796634793,,,,0,0.02,1,3,19,,N,Y,N,N
F10,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.1750411987,,,,,0,0.02,1,3,39,,N,N,Y,Y
F10,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,27.2467441559,27.3624610901,0.1636484563,,,,0,0.02,1,3,25,,N,N,Y,Y
F11,Sample 20,Ssid,UNKNOWN,SYBR,None,19.6044597626,20.0850543976,0.6796634793,,,,0,0.02,1,3,18,,N,Y,N,N
F12,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,34.1750411987,34.1750411987,,,,,0,0.02,1,3,30,,N,N,N,N
F12,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,27.4781780243,27.3624610901,0.1636484563,,,,0,0.02,1,3,25,,N,N,N,N
G1,Sample 6,Ssid,UNKNOWN,SYBR,None,20.663476944,20.860118866,0.2780950069,,,,0,0.02,1,3,19,,N,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,32.1342773438,32.5842895508,0.6364106536,,,,0,0.02,1,3,30,,N,Y,N,N
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,26.8025226593,27.1213417053,0.4508768618,,,,0,0.02,1,3,25,,N,Y,N,N
G3,Sample 6,Ssid,UNKNOWN,SYBR,None,21.0567626953,20.860118866,0.2780950069,,,,0,0.02,1,3,20,,N,N,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,33.0342979431,32.5842895508,0.6364106536,,,,0,0.02,1,3,31,,N,Y,N,N
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,27.440158844,27.1213417053,0.4508768618,,,,0,0.02,1,3,26,,N,Y,N,N
G5,Sample 13,Ssid,UNKNOWN,SYBR,None,19.8391494751,19.3810005188,0.6479204893,,,,0,0.02,1,3,19,,N,Y,N,N
G6,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,26.4066524506,26.3582687378,0.0684262514,,,,0,0.02,1,3,25,,N,N,N,Y
G6,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G7,Sample 13,Ssid,UNKNOWN,SYBR,None,18.9228515625,19.3810005188,0.6479204893,,,,0,0.02,1,3,17,,N,Y,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,26.3098831177,26.3582687378,0.0684262514,,,,0,0.02,1,3,24,,N,N,Y,Y
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
G9,Sample 21,Ssid,UNKNOWN,SYBR,None,20.1708507538,20.2169303894,0.0651677921,,,,0,0.02,1,3,19,,N,N,N,N
G10,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,33.6849212646,34.3138046265,0.8893780708,,,,0,0.02,1,3,30,,N,Y,N,N
G10,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,27.400976181,27.6717262268,0.3828970492,,,,0,0.02,1,3,25,,N,Y,N,N
G11,Sample 21,Ssid,UNKNOWN,SYBR,None,20.2630119324,20.2169303894,0.0651677921,,,,0,0.02,1,3,18,,N,N,N,N
G12,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,34.942691803,34.3138046265,0.8893780708,,,,0,0.02,1,3,31,,N,Y,N,N
G12,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,27.9424743652,27.6717262268,0.3828970492,,,,0,0.02,1,3,26,,N,Y,N,N
H1,+,Ssid,UNKNOWN,SYBR,None,21.1844749451,20.7297515869,0.643075943,,,,0,0.02,1,3,20,,N,Y,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,28.6590633392,29.6743850708,1.4358804226,,,,0,0.02,1,3,27,,N,Y,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,27.5623512268,28.6049671173,1.4744815826,,,,0,0.02,1,3,26,,N,Y,N,N
H3,Sample 14,Ssid,UNKNOWN,SYBR,None,18.7077445984,18.7370071411,0.0413821377,,,,0,0.02,1,3,17,,N,N,N,N
H4,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,25.3694858551,25.640914917,0.3838573098,,,,0,0.02,1,3,24,,N,N,N,Y
H4,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
H5,Sample 14,Ssid,UNKNOWN,SYBR,None,18.7662677765,18.7370071411,0.0413821377,,,,0,0.02,1,3,17,,N,N,N,N
H6,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,25.9123420715,25.640914917,0.3838573098,,,,0,0.02,1,3,24,,N,N,N,Y
H6,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
H7,Sample 22,Ssid,UNKNOWN,SYBR,None,21.6230716705,21.7368125916,0.1608553082,,,,0,0.02,1,3,20,,N,N,N,N
H8,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,34.7156982422,33.8903923035,1.1671588421,,,,0,0.02,1,3,30,,N,Y,N,N
H8,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,27.5227909088,27.5677185059,0.0635372177,,,,0,0.02,1,3,26,,N,Y,N,N
H9,Sample 22,Ssid,UNKNOWN,SYBR,None,21.8505554199,21.7368125916,0.1608553082,,,,0,0.02,1,3,20,,N,N,N,N
H10,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,33.0650863647,33.8903923035,1.1671588421,,,,0,0.02,1,3,30,,N,Y,N,N
H10,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,27.6126461029,27.5677185059,0.0635372177,,,,0,0.02,1,3,26,,N,Y,N,N
H11,+,Ssid,UNKNOWN,SYBR,None,20.2750282288,20.7297515869,0.643075943,,,,0,0.02,1,3,19,,N,Y,N,N
H12,+,C,UNKNOWN,VIC,NFQ-MGB,30.689704895,29.6743850708,1.4358804226,,,,0,0.02,1,3,29,,N,Y,N,N
H12,+,D,UNKNOWN,FAM,NFQ-MGB,29.6475830078,28.6049671173,1.4744815826,,,,0,0.02,1,3,28,,N,Y,N,N
