Block Type,96well,,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ssid\Ssid_Plate32_CD.eds,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-04-30 12:27:08 PM EDT,,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,NOAMP,NOISE,EXPFAIL
B6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,Y
B6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,27.7252960205,27.7398834229,0.0206283536,,,,0,0.02,1,3,26,,N,N,N,N,Y
B7,Sample 8,Ssid,UNKNOWN,SYBR,None,19.2517490387,19.082485199,0.2393765599,,,,0,0.02,1,3,18,,N,N,N,N,N
B8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
B8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,27.7544689178,27.7398834229,0.0206283536,,,,0,0.02,1,3,26,,N,N,Y,N,Y
B9,Sample 16,Ssid,UNKNOWN,SYBR,None,17.129491806,17.2237930298,0.1333607137,,,,0,0.02,1,3,16,,N,N,N,N,N
B10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,25.6820411682,26.1274757385,0.6299409866,,,,0,0.02,1,3,24,,N,Y,N,N,N
B10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,32.6479492188,33.0328140259,0.5442810059,,,,0,0.02,1,3,31,,N,Y,N,N,N
B11,Sample 16,Ssid,UNKNOWN,SYBR,None,17.3180923462,17.2237930298,0.1333607137,,,,0,0.02,1,3,16,,N,N,N,N,N
B12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,26.5729122162,26.1274757385,0.6299409866,,,,0,0.02,1,3,25,,N,Y,N,N,N
B12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,33.417678833,33.0328140259,0.5442810059,,,,0,0.02,1,3,32,,N,Y,N,N,N
C1,Sample 2,Ssid,UNKNOWN,SYBR,None,19.4334869385,19.3976726532,0.0506490469,,,,0,0.02,1,3,18,,N,N,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,28.4665317535,28.6769294739,0.2975459695,,,,0,0.02,1,3,27,,N,N,N,N,N
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,36.3839912415,36.3839912415,,,,,0,0.02,1,3,35,,N,N,N,N,N
C3,Sample 2,Ssid,UNKNOWN,SYBR,None,19.3618583679,19.3976726532,0.0506490469,,,,0,0.02,1,3,18,,N,N,N,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,28.8873252869,28.6769294739,0.2975459695,,,,0,0.02,1,3,27,,N,N,Y,N,Y
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,36.3839912415,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
C5,Sample 9,Ssid,UNKNOWN,SYBR,None,24.9059524536,24.8008766174,0.1485983282,,,,0,0.02,1,3,24,,N,N,N,N,N
C6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,Y
C6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,27.7916278839,28.0355491638,0.3449567854,,,,0,0.02,1,3,26,,N,N,N,N,Y
C7,Sample 9,Ssid,UNKNOWN,SYBR,None,24.6958026886,24.8008766174,0.1485983282,,,,0,0.02,1,3,24,,N,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,Y
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,28.2794704437,28.0355491638,0.3449567854,,,,0,0.02,1,3,26,,N,N,N,N,Y
C9,Sample 17,Ssid,UNKNOWN,SYBR,None,17.7226238251,17.5745201111,0.2094489336,,,,0,0.02,1,3,17,,N,N,N,N,N
C10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,N,Y
C10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,27.2468509674,27.7555389404,0.7193920612,,,,0,0.02,1,3,25,,N,Y,N,N,Y
C11,Sample 17,Ssid,UNKNOWN,SYBR,None,17.4264183044,17.5745201111,0.2094489336,,,,0,0.02,1,3,16,,N,N,N,N,N
C12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,N,Y
C12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,28.2642250061,27.7555389404,0.7193920612,,,,0,0.02,1,3,26,,N,Y,N,N,Y
D1,Sample 3,Ssid,UNKNOWN,SYBR,None,18.8707294464,18.7414779663,0.1827878505,,,,0,0.02,1,3,18,,N,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,30.1748046875,30.2957077026,0.1709840298,,,,0,0.02,1,3,29,,N,N,Y,N,Y
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
D3,Sample 3,Ssid,UNKNOWN,SYBR,None,18.6122283936,18.7414779663,0.1827878505,,,,0,0.02,1,3,17,,N,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,30.4166126251,30.2957077026,0.1709840298,,,,0,0.02,1,3,29,,N,N,Y,N,Y
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
D5,Sample 10,Ssid,UNKNOWN,SYBR,None,22.4109268188,22.9448394775,0.7550652027,,,,0,0.02,1,3,21,,N,Y,N,N,N
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.5408935547,,,,,0,0.02,1,3,39,,N,N,N,N,Y
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,27.7734680176,27.7688655853,0.0065088221,,,,0,0.02,1,3,26,,N,N,N,N,Y
D7,Sample 10,Ssid,UNKNOWN,SYBR,None,23.4787502289,22.9448394775,0.7550652027,,,,0,0.02,1,3,23,,N,Y,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,34.5408935547,34.5408935547,,,,,0,0.02,1,3,30,,N,N,N,N,N
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,27.7642631531,27.7688655853,0.0065088221,,,,0,0.02,1,3,26,,N,N,N,N,N
D9,Sample 18,Ssid,UNKNOWN,SYBR,None,19.3341598511,19.2017021179,0.1873248667,,,,0,0.02,1,3,18,,N,N,N,N,N
D10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,38.9536018372,37.4992828369,2.0567176342,,,,0,0.02,1,3,39,,N,Y,N,N,Y
D10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,29.2729930878,29.0404853821,0.3288155496,,,,0,0.02,1,3,27,,N,Y,N,N,Y
D11,Sample 18,Ssid,UNKNOWN,SYBR,None,19.0692424774,19.2017021179,0.1873248667,,,,0,0.02,1,3,18,,N,N,N,N,N
D12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,36.0449638367,37.4992828369,2.0567176342,,,,0,0.02,1,3,35,,N,Y,N,N,N
D12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,28.8079776764,29.0404853821,0.3288155496,,,,0,0.02,1,3,27,,N,Y,N,N,N
E1,Sample 4,Ssid,UNKNOWN,SYBR,None,19.3073997498,19.4171848297,0.1552595496,,,,0,0.02,1,3,18,,N,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,29.2728881836,29.57097435,0.4215574861,,,,0,0.02,1,3,27,,N,N,N,N,Y
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,Y
E3,Sample 4,Ssid,UNKNOWN,SYBR,None,19.5269699097,19.4171848297,0.1552595496,,,,0,0.02,1,3,18,,N,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,29.8690605164,29.57097435,0.4215574861,,,,0,0.02,1,3,28,,N,N,Y,N,Y
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
E5,Sample 11,Ssid,UNKNOWN,SYBR,None,20.457326889,20.5832710266,0.1781119108,,,,0,0.02,1,3,19,,N,N,N,N,N
E6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
E6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.3400344849,27.5878620148,0.3504810631,,,,0,0.02,1,3,25,,N,N,Y,N,Y
E7,Sample 11,Ssid,UNKNOWN,SYBR,None,20.7092151642,20.5832710266,0.1781119108,,,,0,0.02,1,3,20,,N,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,Y
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.8356895447,27.5878620148,0.3504810631,,,,0,0.02,1,3,26,,N,N,N,N,Y
E9,Sample 19,Ssid,UNKNOWN,SYBR,None,18.4468631744,18.2040615082,0.3433734179,,,,0,0.02,1,3,17,,N,N,N,N,N
E10,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,Y
E10,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,27.4010791779,27.6999855042,0.4227160215,,,,0,0.02,1,3,25,,N,N,N,N,Y
E11,Sample 19,Ssid,UNKNOWN,SYBR,None,17.9612598419,18.2040615082,0.3433734179,,,,0,0.02,1,3,17,,N,N,N,N,N
E12,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,Y
E12,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,27.9988899231,27.6999855042,0.4227160215,,,,0,0.02,1,3,26,,N,N,N,N,Y
F1,Sample 5,Ssid,UNKNOWN,SYBR,None,20.4070320129,20.3604927063,0.0658165216,,,,0,0.02,1,3,19,,N,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,Y
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,28.2812538147,28.5126514435,0.3272456527,,,,0,0.02,1,3,26,,N,N,N,N,Y
F3,Sample 5,Ssid,UNKNOWN,SYBR,None,20.3139533997,20.3604927063,0.0658165216,,,,0,0.02,1,3,19,,N,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,Y
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,28.7440490723,28.5126514435,0.3272456527,,,,0,0.02,1,3,27,,N,N,N,N,Y
F5,Sample 12,Ssid,UNKNOWN,SYBR,None,19.0576705933,19.2022724152,0.2044978589,,,,0,0.02,1,3,18,,N,N,N,N,N
F6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
F6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,26.9583873749,27.0611953735,0.1453911215,,,,0,0.02,1,3,25,,N,N,Y,N,Y
F7,Sample 12,Ssid,UNKNOWN,SYBR,None,19.3468742371,19.2022724152,0.2044978589,,,,0,0.02,1,3,18,,N,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,27.1640014648,27.0611953735,0.1453911215,,,,0,0.02,1,3,25,,N,N,Y,N,Y
F9,Sample 20,Ssid,UNKNOWN,SYBR,None,18.9545345306,18.7503089905,0.2888185382,,,,0,0.02,1,3,17,,N,N,N,N,N
F10,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,32.9545440674,32.6059532166,0.4929819107,,,,0,0.02,1,3,31,,N,N,N,N,N
F10,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,28.3057346344,28.3777389526,0.1018281356,,,,0,0.02,1,3,26,,N,N,N,N,N
F11,Sample 20,Ssid,UNKNOWN,SYBR,None,18.5460834503,18.7503089905,0.2888185382,,,,0,0.02,1,3,17,,N,N,N,N,N
F12,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,32.2573623657,32.6059532166,0.4929819107,,,,0,0.02,1,3,31,,N,N,N,N,N
F12,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,28.4497413635,28.3777389526,0.1018281356,,,,0,0.02,1,3,26,,N,N,N,N,N
G1,Sample 6,Ssid,UNKNOWN,SYBR,None,19.5190792084,19.147901535,0.5249245167,,,,0,0.02,1,3,18,,N,Y,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,Y
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,27.4358100891,27.5742607117,0.1958000958,,,,0,0.02,1,3,25,,N,N,N,N,Y
G3,Sample 6,Ssid,UNKNOWN,SYBR,None,18.7767238617,19.147901535,0.5249245167,,,,0,0.02,1,3,17,,N,Y,N,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,27.7127132416,27.5742607117,0.1958000958,,,,0,0.02,1,3,26,,N,N,Y,N,Y
G5,Sample 13,Ssid,UNKNOWN,SYBR,None,17.7978954315,17.8014335632,0.0050050225,,,,0,0.02,1,3,16,,N,N,N,N,N
G6,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,26.0835456848,26.127866745,0.0626794472,,,,0,0.02,1,3,24,,N,Y,N,N,N
G6,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,37.4215049744,36.9397010803,0.6813735962,,,,0,0.02,1,3,35,,N,Y,N,N,N
G7,Sample 13,Ssid,UNKNOWN,SYBR,None,17.8049736023,17.8014335632,0.0050050225,,,,0,0.02,1,3,17,,N,N,N,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,26.1721878052,26.127866745,0.0626794472,,,,0,0.02,1,3,25,,N,Y,N,N,N
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,36.4578971863,36.9397010803,0.6813735962,,,,0,0.02,1,3,35,,N,Y,N,N,N
G9,Sample 21,Ssid,UNKNOWN,SYBR,None,19.495464325,19.5392379761,0.0619039424,,,,0,0.02,1,3,18,,N,N,N,N,N
G10,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,32.5128707886,33.0112876892,0.704867959,,,,0,0.02,1,3,31,,N,Y,N,N,N
G10,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,27.3386154175,27.7521495819,0.584825635,,,,0,0.02,1,3,25,,N,Y,N,N,N
G11,Sample 21,Ssid,UNKNOWN,SYBR,None,19.5830097198,19.5392379761,0.0619039424,,,,0,0.02,1,3,18,,N,N,N,N,N
G12,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,33.5097045898,33.0112876892,0.704867959,,,,0,0.02,1,3,32,,N,Y,N,N,N
G12,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,28.1656837463,27.7521495819,0.584825635,,,,0,0.02,1,3,26,,N,Y,N,N,N
H1,NTC,Ssid,NTC,SYBR,None,11.862660408,,,,,,0,0.02,1,3,39,,Y,N,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,30.037771225,30.0308647156,0.0097659305,,,,0,0.02,1,3,28,,N,N,N,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,28.2891979218,28.1393318176,0.2119426727,,,,0,0.02,1,3,26,,N,N,N,N,N
H3,Sample 14,Ssid,UNKNOWN,SYBR,None,20.4257202148,19.4112625122,1.4346598387,,,,0,0.02,1,3,19,,N,Y,N,N,N
H4,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,26.5241641998,26.7577362061,0.330322057,,,,0,0.02,1,3,25,,N,Y,N,N,N
H4,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,34.371295929,35.5145530701,1.6168097258,,,,0,0.02,1,3,33,,N,Y,N,N,N
H5,Sample 14,Ssid,UNKNOWN,SYBR,None,18.3968048096,19.4112625122,1.4346598387,,,,0,0.02,1,3,17,,N,Y,N,N,N
H6,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,26.9913101196,26.7577362061,0.330322057,,,,0,0.02,1,3,25,,N,Y,N,N,N
H6,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,36.6578102112,35.5145530701,1.6168097258,,,,0,0.02,1,3,35,,N,Y,N,N,N
H7,Sample 22,Ssid,UNKNOWN,SYBR,None,18.4194335938,18.4781246185,0.0830016434,,,,0,0.02,1,3,17,,N,N,N,N,N
H8,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,29.7374153137,29.5586357117,0.252833873,,,,0,0.02,1,3,28,,N,N,N,N,N
H8,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,28.1635875702,27.9657402039,0.2797997892,,,,0,0.02,1,3,26,,N,N,N,N,N
H9,Sample 22,Ssid,UNKNOWN,SYBR,None,18.5368156433,18.4781246185,0.0830016434,,,,0,0.02,1,3,17,,N,N,N,N,N
H10,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,29.3798542023,29.5586357117,0.252833873,,,,0,0.02,1,3,28,,N,N,N,N,N
H10,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,27.7678909302,27.9657402039,0.2797997892,,,,0,0.02,1,3,26,,N,N,N,N,N
H11,+,Ssid,UNKNOWN,SYBR,None,18.0434131622,18.2177696228,0.2465759218,,,,0,0.02,1,3,16,,N,N,N,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,N
