Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ssid\Ssid_Plate35_CD.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-04-30 18:27:15 PM EDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,NOAMP,EXPFAIL
B5,Sample 8,Ssid,UNKNOWN,SYBR,None,16.6336269379,16.5987262726,0.0493569933,,,,0,0.02,1,3,15,,N,N,N,N
B6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,34.3949623108,34.3949623108,,,,,0,0.02,1,3,30,,N,N,N,N
B6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,27.305688858,27.2515201569,0.0766061097,,,,0,0.02,1,3,25,,N,N,N,N
B7,Sample 8,Ssid,UNKNOWN,SYBR,None,16.5638256073,16.5987262726,0.0493569933,,,,0,0.02,1,3,15,,N,N,N,N
B8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.3949623108,,,,,0,0.02,1,3,39,,N,N,N,Y
B8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,27.1973514557,27.2515201569,0.0766061097,,,,0,0.02,1,3,25,,N,N,N,Y
B9,Sample 16,Ssid,UNKNOWN,SYBR,None,19.7212982178,19.6576900482,0.0899555385,,,,0,0.02,1,3,18,,N,N,N,N
B10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,28.6590118408,29.1781730652,0.7342035174,,,,0,0.02,1,3,27,,N,Y,N,N
B10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,37.17552948,37.17552948,,,,,0,0.02,1,3,35,,N,Y,N,N
B11,Sample 16,Ssid,UNKNOWN,SYBR,None,19.5940818787,19.6576900482,0.0899555385,,,,0,0.02,1,3,18,,N,N,N,N
B12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,29.6973323822,29.1781730652,0.7342035174,,,,0,0.02,1,3,28,,N,Y,N,Y
B12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,37.17552948,,,,,0,0.02,1,3,39,,N,Y,N,Y
C1,Sample 2,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,21,,N,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C3,Sample 2,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C5,Sample 9,Ssid,UNKNOWN,SYBR,None,17.6563644409,17.5902385712,0.0935161039,,,,0,0.02,1,3,16,,N,N,N,N
C6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,28.8790397644,28.8210353851,0.0820305794,,,,0,0.02,1,3,27,,N,N,N,N
C6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,28.5016422272,28.6218662262,0.1700224131,,,,0,0.02,1,3,26,,N,N,N,N
C7,Sample 9,Ssid,UNKNOWN,SYBR,None,17.5241127014,17.5902385712,0.0935161039,,,,0,0.02,1,3,16,,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,28.7630310059,28.8210353851,0.0820305794,,,,0,0.02,1,3,27,,N,N,N,N
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,28.7420902252,28.6218662262,0.1700224131,,,,0,0.02,1,3,27,,N,N,N,N
C9,Sample 17,Ssid,UNKNOWN,SYBR,None,18.8698711395,18.6946163177,0.2478477508,,,,0,0.02,1,3,18,,N,N,N,N
C10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,27.760766983,28.2761497498,0.7288626432,,,,0,0.02,1,3,26,,N,Y,N,N
C10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,37.4047241211,37.4047241211,,,,,0,0.02,1,3,35,,N,Y,N,N
C11,Sample 17,Ssid,UNKNOWN,SYBR,None,18.519361496,18.6946163177,0.2478477508,,,,0,0.02,1,3,17,,N,N,N,N
C12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,28.7915344238,28.2761497498,0.7288626432,,,,0,0.02,1,3,27,,N,Y,N,Y
C12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,37.4047241211,,,,,0,0.02,1,3,39,,N,Y,N,Y
D1,Sample 3,Ssid,UNKNOWN,SYBR,None,17.6958904266,17.5351314545,0.227347523,,,,0,0.02,1,3,16,,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,25.3605365753,25.437669754,0.1090827882,,,,0,0.02,1,3,24,,N,N,N,N
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,29.8235836029,29.6553535461,0.23791188,,,,0,0.02,1,3,28,,N,N,N,N
D3,Sample 3,Ssid,UNKNOWN,SYBR,None,17.3743724823,17.5351314545,0.227347523,,,,0,0.02,1,3,16,,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,25.5148029327,25.437669754,0.1090827882,,,,0,0.02,1,3,24,,N,N,N,N
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,29.4871253967,29.6553535461,0.23791188,,,,0,0.02,1,3,27,,N,N,N,N
D5,Sample 10,Ssid,UNKNOWN,SYBR,None,17.041425705,17.0792312622,0.0534664802,,,,0,0.02,1,3,15,,N,N,N,N
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,28.5038108826,28.5236740112,0.0280907061,,,,0,0.02,1,3,27,,N,N,N,N
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,27.3919143677,27.4686737061,0.1085554436,,,,0,0.02,1,3,25,,N,N,N,N
D7,Sample 10,Ssid,UNKNOWN,SYBR,None,17.1170387268,17.0792312622,0.0534664802,,,,0,0.02,1,3,15,,N,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,28.5435371399,28.5236740112,0.0280907061,,,,0,0.02,1,3,27,,N,N,N,N
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,27.5454349518,27.4686737061,0.1085554436,,,,0,0.02,1,3,26,,N,N,N,N
D9,Sample 18,Ssid,UNKNOWN,SYBR,None,18.5065574646,18.3933792114,0.1600582153,,,,0,0.02,1,3,17,,N,N,N,N
D10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,27.8274478912,28.4102554321,0.8242143393,,,,0,0.02,1,3,26,,N,Y,Y,Y
D10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y,Y
D11,Sample 18,Ssid,UNKNOWN,SYBR,None,18.2802009583,18.3933792114,0.1600582153,,,,0,0.02,1,3,17,,N,N,N,N
D12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,28.993062973,28.4102554321,0.8242143393,,,,0,0.02,1,3,27,,N,Y,N,Y
D12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
E1,Sample 4,Ssid,UNKNOWN,SYBR,None,17.4600257874,16.9469089508,0.7256568074,,,,0,0.02,1,3,15,,N,Y,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,26.00207901,25.9835147858,0.0262537785,,,,0,0.02,1,3,24,,N,N,N,N
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,34.0299835205,33.7180938721,0.4410785735,,,,0,0.02,1,3,32,,N,N,N,N
E3,Sample 4,Ssid,UNKNOWN,SYBR,None,16.4337921143,16.9469089508,0.7256568074,,,,0,0.02,1,3,15,,N,Y,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,25.9649505615,25.9835147858,0.0262537785,,,,0,0.02,1,3,24,,N,N,N,N
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,33.4062042236,33.7180938721,0.4410785735,,,,0,0.02,1,3,32,,N,N,N,N
E5,Sample 11,Ssid,UNKNOWN,SYBR,None,18.1395969391,18.0531044006,0.1223175749,,,,0,0.02,1,3,17,,N,N,N,N
E6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,31.1948451996,31.2542724609,0.0840414912,,,,0,0.02,1,3,29,,N,N,N,N
E6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,29.105381012,28.9752731323,0.1840003282,,,,0,0.02,1,3,27,,N,N,N,N
E7,Sample 11,Ssid,UNKNOWN,SYBR,None,17.9666137695,18.0531044006,0.1223175749,,,,0,0.02,1,3,16,,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,31.3136978149,31.2542724609,0.0840414912,,,,0,0.02,1,3,30,,N,N,N,N
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,28.8451652527,28.9752731323,0.1840003282,,,,0,0.02,1,3,27,,N,N,N,N
E9,Sample 19,Ssid,UNKNOWN,SYBR,None,18.0326919556,18.0601844788,0.0388816483,,,,0,0.02,1,3,17,,N,N,N,N
E10,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,28.7850589752,29.2808074951,0.7010942698,,,,0,0.02,1,3,27,,N,Y,Y,Y
E10,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,35.5557670593,,,,,0,0.02,1,3,39,,N,Y,Y,Y
E11,Sample 19,Ssid,UNKNOWN,SYBR,None,18.0876789093,18.0601844788,0.0388816483,,,,0,0.02,1,3,17,,N,N,N,N
E12,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,29.776556015,29.2808074951,0.7010942698,,,,0,0.02,1,3,28,,N,Y,N,N
E12,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,35.5557670593,35.5557670593,,,,,0,0.02,1,3,34,,N,Y,N,N
F1,Sample 5,Ssid,UNKNOWN,SYBR,None,17.6569366455,17.366065979,0.4113546014,,,,0,0.02,1,3,16,,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,35.5322647095,35.0432167053,0.6916183233,,,,0,0.02,1,3,35,,N,Y,N,N
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,28.091917038,28.117975235,0.0368518569,,,,0,0.02,1,3,26,,N,Y,N,N
F3,Sample 5,Ssid,UNKNOWN,SYBR,None,17.0751934052,17.366065979,0.4113546014,,,,0,0.02,1,3,16,,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,34.5541687012,35.0432167053,0.6916183233,,,,0,0.02,1,3,33,,N,Y,N,N
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,28.144033432,28.117975235,0.0368518569,,,,0,0.02,1,3,26,,N,Y,N,N
F5,Sample 12,Ssid,UNKNOWN,SYBR,None,15.6313285828,15.5700750351,0.0866255984,,,,0,0.02,1,3,14,,N,N,N,N
F6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,26.6415653229,26.5838470459,0.0816273168,,,,0,0.02,1,3,25,,N,N,N,Y
F6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,38.3189353943,,,,,0,0.02,1,3,39,,N,N,N,Y
F7,Sample 12,Ssid,UNKNOWN,SYBR,None,15.5088214874,15.5700750351,0.0866255984,,,,0,0.02,1,3,14,,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,26.5261268616,26.5838470459,0.0816273168,,,,0,0.02,1,3,25,,N,N,N,N
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,38.3189353943,38.3189353943,,,,,0,0.02,1,3,35,,N,N,N,N
F9,Sample 20,Ssid,UNKNOWN,SYBR,None,19.9685401917,19.9571723938,0.0160778426,,,,0,0.02,1,3,18,,N,N,N,N
F10,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,37.0171813965,,,,,0,0.02,1,3,39,,N,Y,Y,Y
F10,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,29.0219402313,29.8663101196,1.1941180229,,,,0,0.02,1,3,27,,N,Y,Y,Y
F11,Sample 20,Ssid,UNKNOWN,SYBR,None,19.9458026886,19.9571723938,0.0160778426,,,,0,0.02,1,3,18,,N,N,N,N
F12,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,37.0171813965,37.0171813965,,,,,0,0.02,1,3,33,,N,Y,N,N
F12,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,30.7106781006,29.8663101196,1.1941180229,,,,0,0.02,1,3,28,,N,Y,N,N
G1,Sample 6,Ssid,UNKNOWN,SYBR,None,18.3491191864,17.7323207855,0.8722846508,,,,0,0.02,1,3,15,,N,Y,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,33.0083389282,33.1413650513,0.1881300509,,,,0,0.02,1,3,32,,N,N,N,N
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,27.9943790436,27.8407707214,0.2172349691,,,,0,0.02,1,3,26,,N,N,N,N
G3,Sample 6,Ssid,UNKNOWN,SYBR,None,17.1155223846,17.7323207855,0.8722846508,,,,0,0.02,1,3,16,,N,Y,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,33.274394989,33.1413650513,0.1881300509,,,,0,0.02,1,3,31,,N,N,N,N
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,27.6871623993,27.8407707214,0.2172349691,,,,0,0.02,1,3,26,,N,N,N,N
G5,Sample 13,Ssid,UNKNOWN,SYBR,None,15.7651500702,15.6872005463,0.1102372706,,,,0,0.02,1,3,14,,N,N,N,N
G6,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,26.9571475983,26.8310108185,0.1783843488,,,,0,0.02,1,3,25,,N,N,Y,Y
G6,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
G7,Sample 13,Ssid,UNKNOWN,SYBR,None,15.6092510223,15.6872005463,0.1102372706,,,,0,0.02,1,3,13,,N,N,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,26.7048740387,26.8310108185,0.1783843488,,,,0,0.02,1,3,25,,N,N,Y,Y
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
G9,Sample 21,Ssid,UNKNOWN,SYBR,None,18.8953704834,18.904548645,0.0129812295,,,,0,0.02,1,3,18,,N,N,N,N
G10,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,32.5823440552,33.0561752319,0.6700958014,,,,0,0.02,1,3,29,,N,Y,N,N
G10,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,26.3913002014,27.012172699,0.8780476451,,,,0,0.02,1,3,24,,N,Y,N,N
G11,Sample 21,Ssid,UNKNOWN,SYBR,None,18.913728714,18.904548645,0.0129812295,,,,0,0.02,1,3,18,,N,N,N,N
G12,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,33.530002594,33.0561752319,0.6700958014,,,,0,0.02,1,3,30,,N,Y,N,N
G12,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,27.6330471039,27.012172699,0.8780476451,,,,0,0.02,1,3,25,,N,Y,N,N
H1,NTC,Ssid,NTC,SYBR,None,10.5094347,,,,,,0,0.02,1,3,39,,Y,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,30.9477539063,31.0754051208,0.1805247366,,,,0,0.02,1,3,29,,N,N,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,28.9326610565,28.9348106384,0.0030386192,,,,0,0.02,1,3,27,,N,N,N,N
H3,Sample 14,Ssid,UNKNOWN,SYBR,None,17.2887039185,17.1546516418,0.1895798892,,,,0,0.02,1,3,13,,N,N,N,N
H4,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,28.7070732117,28.9746208191,0.3783681095,,,,0,0.02,1,3,27,,N,N,N,Y
H4,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
H5,Sample 14,Ssid,UNKNOWN,SYBR,None,17.0205974579,17.1546516418,0.1895798892,,,,0,0.02,1,3,14,,N,N,N,N
H6,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,29.2421665192,28.9746208191,0.3783681095,,,,0,0.02,1,3,27,,N,N,N,Y
H6,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
H7,Sample 22,Ssid,UNKNOWN,SYBR,None,20.2126274109,20.3522834778,0.1975021511,,,,0,0.02,1,3,18,,N,N,N,N
H8,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,34.3954963684,33.918346405,0.6747919321,,,,0,0.02,1,3,31,,N,Y,N,N
H8,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,28.1382656097,28.1240711212,0.0200740378,,,,0,0.02,1,3,26,,N,Y,N,N
H9,Sample 22,Ssid,UNKNOWN,SYBR,None,20.4919376373,20.3522834778,0.1975021511,,,,0,0.02,1,3,18,,N,N,N,N
H10,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,33.4411964417,33.918346405,0.6747919321,,,,0,0.02,1,3,31,,N,Y,N,N
H10,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,28.1098766327,28.1240711212,0.0200740378,,,,0,0.02,1,3,26,,N,Y,N,N
H11,+,Ssid,UNKNOWN,SYBR,None,18.5748195648,18.5368862152,0.0536458567,,,,0,0.02,1,3,15,,N,N,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N
