Block Type,96well,,,,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ssid\Ssid_Plate21_CD.eds,,,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-03-28 12:13:34 PM EDT,,,,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Comments,HIGHSD,NOAMP,EXPFAIL,MTP
B5,Sample 8,Ssid,UNKNOWN,SYBR,None,16.4913005829,16.3659439087,0.1772797555,,,,0,0.02,1,3,14,77.2175827026,,,,N,N,N,N
B6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,27.4925422668,27.4905433655,0.0028268734,,,,0,0.02,1,3,26,76.173828125,,,,N,N,Y,N
B6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.8934555054,,,,N,N,Y,N
B7,Sample 8,Ssid,UNKNOWN,SYBR,None,16.2405891418,16.3659439087,0.1772797555,,,,0,0.02,1,3,14,77.2138824463,,,,N,N,N,N
B8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,27.4885444641,27.4905433655,0.0028268734,,,,0,0.02,1,3,26,72.2926330566,,,,N,Y,Y,N
B8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.2926330566,,,,N,Y,Y,N
B9,Sample 16,Ssid,UNKNOWN,SYBR,None,16.5362300873,16.5252952576,0.0154655334,,,,0,0.02,1,3,14,77.2214050293,,,,N,N,N,N
B10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,28.5592861176,28.9075546265,0.4925247133,,,,0,0.02,1,3,27,76.3265686035,,,,N,Y,Y,N
B10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.8963851929,,,,N,Y,Y,N
B11,Sample 16,Ssid,UNKNOWN,SYBR,None,16.5143585205,16.5252952576,0.0154655334,,,,0,0.02,1,3,14,77.2178039551,,,,N,N,N,N
B12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,29.255821228,28.9075546265,0.4925247133,,,,0,0.02,1,3,27,79.6043395996,,,,N,N,Y,Y
B12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.3396759033,88.7030334473,,,N,N,Y,Y
C1,Sample 2,Ssid,UNKNOWN,SYBR,None,17.8432426453,17.96434021,0.1712578237,,,,0,0.02,1,3,16,77.2255477905,,,,N,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,64.5537261963,,,,N,N,Y,N
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,27.5311450958,27.595993042,0.0917101949,,,,0,0.02,1,3,25,72.7531433105,,,,N,N,Y,N
C3,Sample 2,Ssid,UNKNOWN,SYBR,None,18.0854377747,17.96434021,0.1712578237,,,,0,0.02,1,3,16,77.2177581787,,,,N,N,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.8863830566,,,,N,Y,Y,N
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,27.6608428955,27.595993042,0.0917101949,,,,0,0.02,1,3,26,70.2101974487,,,,N,Y,Y,N
C5,Sample 9,Ssid,UNKNOWN,SYBR,None,18.0322132111,18.0854759216,0.0753234997,,,,0,0.02,1,3,16,77.2175827026,,,,N,N,N,N
C6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,26.4034538269,26.196144104,0.2931788862,,,,0,0.02,1,3,24,93.0230026245,,,,Y,N,N,N
C6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,34.3001823425,33.7170562744,0.8246620893,,,,0,0.02,1,3,33,73.0425643921,,,,Y,N,N,N
C7,Sample 9,Ssid,UNKNOWN,SYBR,None,18.1387367249,18.0854759216,0.0753234997,,,,0,0.02,1,3,16,77.2138824463,,,,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,25.9888362885,26.196144104,0.2931788862,,,,0,0.02,1,3,24,61.8536148071,,,,Y,N,N,N
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,33.133934021,33.7170562744,0.8246620893,,,,0,0.02,1,3,32,75.2752075195,,,,Y,N,N,N
C9,Sample 17,Ssid,UNKNOWN,SYBR,None,17.2966461182,17.0160293579,0.3968506753,,,,0,0.02,1,3,14,77.072265625,,,,N,N,N,N
C10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,28.0679149628,28.2872619629,0.3102048635,,,,0,0.02,1,3,26,61.4127082825,,,,N,N,Y,N
C10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,74.686050415,,,,N,N,Y,N
C11,Sample 17,Ssid,UNKNOWN,SYBR,None,16.735414505,17.0160293579,0.3968506753,,,,0,0.02,1,3,14,77.0686416626,,,,N,N,N,N
C12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,28.5066108704,28.2872619629,0.3102048635,,,,0,0.02,1,3,27,73.9363098145,,,,N,N,Y,N
C12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.7430419922,,,,N,N,Y,N
D1,Sample 3,Ssid,UNKNOWN,SYBR,None,19.1606292725,19.1402015686,0.0288877878,,,,0,0.02,1,3,18,77.0764694214,,,,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.1039085388,,,,,0,0.02,1,3,39,61.2739601135,,,,N,N,Y,N
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,27.9860801697,28.3097362518,0.4577188194,,,,0,0.02,1,3,26,69.3242950439,,,,N,N,Y,N
D3,Sample 3,Ssid,UNKNOWN,SYBR,None,19.1197757721,19.1402015686,0.0288877878,,,,0,0.02,1,3,18,77.0686569214,,,,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,36.1039085388,36.1039085388,,,,,0,0.02,1,3,34,65.8863830566,,,,N,N,N,N
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,28.633392334,28.3097362518,0.4577188194,,,,0,0.02,1,3,26,73.0430450439,,,,N,N,N,N
D5,Sample 10,Ssid,UNKNOWN,SYBR,None,18.3678264618,18.1745929718,0.2732734084,,,,0,0.02,1,3,16,77.0684738159,,,,N,N,N,N
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,26.0802288055,26.1365470886,0.0796474293,,,,0,0.02,1,3,24,64.394317627,,,,N,N,N,N
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,32.8226776123,32.7884216309,0.0484452732,,,,0,0.02,1,3,31,74.5336456299,,,,N,N,N,N
D7,Sample 10,Ssid,UNKNOWN,SYBR,None,17.9813594818,18.1745929718,0.2732734084,,,,0,0.02,1,3,16,77.2138824463,,,,N,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,26.1928672791,26.1365470886,0.0796474293,,,,0,0.02,1,3,24,61.8536148071,,,,N,N,N,N
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,32.7541656494,32.7884216309,0.0484452732,,,,0,0.02,1,3,31,74.9769439697,,,,N,N,N,N
D9,Sample 18,Ssid,UNKNOWN,SYBR,None,17.0700435638,16.9964256287,0.1041114852,,,,0,0.02,1,3,15,77.072265625,,,,N,N,N,N
D10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,28.2883930206,28.5978393555,0.4376232028,,,,0,0.02,1,3,27,61.5618476868,,,,N,N,Y,Y
D10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.7912139893,87.3628311157,,,N,N,Y,Y
D11,Sample 18,Ssid,UNKNOWN,SYBR,None,16.9228076935,16.9964256287,0.1041114852,,,,0,0.02,1,3,16,77.0686416626,,,,N,N,N,N
D12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,28.9072856903,28.5978393555,0.4376232028,,,,0,0.02,1,3,27,74.0854644775,,,,N,N,Y,N
D12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.4447174072,,,,N,N,Y,N
E1,Sample 4,Ssid,UNKNOWN,SYBR,None,18.3869285583,18.4111652374,0.034275841,,,,0,0.02,1,3,16,77.2255477905,,,,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.1248817444,,,,N,Y,Y,N
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,28.109670639,28.3274517059,0.3079889417,,,,0,0.02,1,3,26,70.9641799927,,,,N,Y,Y,N
E3,Sample 4,Ssid,UNKNOWN,SYBR,None,18.4354019165,18.4111652374,0.034275841,,,,0,0.02,1,3,17,77.0686569214,,,,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,64.5445098877,,,,N,Y,Y,N
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,28.5452327728,28.3274517059,0.3079889417,,,,0,0.02,1,3,26,72.8939437866,,,,N,Y,Y,N
E5,Sample 11,Ssid,UNKNOWN,SYBR,None,17.6978206635,17.7933959961,0.1351652741,,,,0,0.02,1,3,16,77.0684738159,,,,N,N,N,N
E6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,33.8649635315,,,,,0,0.02,1,3,39,64.5434265137,,,,N,Y,Y,N
E6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.0048122406,27.1664810181,0.2286341786,,,,0,0.02,1,3,25,69.9113006592,,,,N,Y,Y,N
E7,Sample 11,Ssid,UNKNOWN,SYBR,None,17.8889732361,17.7933959961,0.1351652741,,,,0,0.02,1,3,16,77.2138824463,,,,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,33.8649635315,33.8649635315,,,,,0,0.02,1,3,33,65.2835769653,,,,N,N,N,N
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.3281497955,27.1664810181,0.2286341786,,,,0,0.02,1,3,26,70.0556945801,,,,N,N,N,N
E9,Sample 19,Ssid,UNKNOWN,SYBR,None,17.3700771332,17.2675094604,0.1450525969,,,,0,0.02,1,3,16,77.072265625,,,,N,N,N,N
E10,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,28.3233661652,28.6157531738,0.4134990275,,,,0,0.02,1,3,27,74.9843292236,,,,N,Y,Y,N
E10,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.4929351807,,,,N,Y,Y,N
E11,Sample 19,Ssid,UNKNOWN,SYBR,None,17.1649417877,17.2675094604,0.1450525969,,,,0,0.02,1,3,16,77.0686416626,,,,N,N,N,N
E12,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,28.9081420898,28.6157531738,0.4134990275,,,,0,0.02,1,3,27,72.7430419922,,,,N,N,Y,N
E12,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.7430419922,,,,N,N,Y,N
F1,Sample 5,Ssid,UNKNOWN,SYBR,None,17.329416275,17.106420517,0.3153636158,,,,0,0.02,1,3,15,77.2255477905,,,,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.7463684082,,,,N,N,Y,N
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,26.2203273773,26.1076717377,0.1593191326,,,,0,0.02,1,3,24,71.7095794678,,,,N,N,Y,N
F3,Sample 5,Ssid,UNKNOWN,SYBR,None,16.8834247589,17.106420517,0.3153636158,,,,0,0.02,1,3,15,77.3668518066,,,,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.1408996582,,,,N,Y,Y,N
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,25.995016098,26.1076717377,0.1593191326,,,,0,0.02,1,3,24,72.2975540161,,,,N,Y,Y,N
F5,Sample 12,Ssid,UNKNOWN,SYBR,None,17.4013214111,17.409696579,0.0118442755,,,,0,0.02,1,3,15,77.0684738159,,,,N,N,N,N
F6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,29.4757385254,29.3437194824,0.1867017746,,,,0,0.02,1,3,28,64.8416366577,,,,N,N,N,N
F6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,28.0185470581,28.1862983704,0.2372361869,,,,0,0.02,1,3,26,70.9550552368,,,,N,N,N,N
F7,Sample 12,Ssid,UNKNOWN,SYBR,None,17.4180717468,17.409696579,0.0118442755,,,,0,0.02,1,3,16,77.2138824463,,,,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,29.2117023468,29.3437194824,0.1867017746,,,,0,0.02,1,3,28,91.8284912109,,,,N,N,N,N
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,28.3540496826,28.1862983704,0.2372361869,,,,0,0.02,1,3,26,72.7400131226,,,,N,N,N,N
F9,Sample 20,Ssid,UNKNOWN,SYBR,None,16.816324234,16.6963806152,0.1696258932,,,,0,0.02,1,3,16,77.2214050293,,,,N,N,N,N
F10,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,28.6977233887,28.8531646729,0.2198258191,,,,0,0.02,1,3,27,72.7472457886,,,,N,N,Y,Y
F10,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.8963851929,67.3782577515,,,N,N,Y,Y
F11,Sample 20,Ssid,UNKNOWN,SYBR,None,16.5764369965,16.6963806152,0.1696258932,,,,0,0.02,1,3,15,76.9194869995,,,,N,N,N,N
F12,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,29.0086040497,28.8531646729,0.2198258191,,,,0,0.02,1,3,27,76.9194869995,,,,N,N,Y,Y
F12,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.0413589478,78.1127548218,92.581161499,,N,N,Y,Y
G1,Sample 6,Ssid,UNKNOWN,SYBR,None,17.7470607758,17.5531959534,0.2741675973,,,,0,0.02,1,3,15,77.3746337891,,,,N,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,60.9757995605,,,,N,N,Y,N
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,25.836473465,26.1184120178,0.3987199664,,,,0,0.02,1,3,24,69.3242950439,,,,N,N,Y,N
G3,Sample 6,Ssid,UNKNOWN,SYBR,None,17.3593292236,17.5531959534,0.2741675973,,,,0,0.02,1,3,16,77.0686569214,,,,N,N,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,64.9918060303,,,,N,Y,Y,N
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,26.4003486633,26.1184120178,0.3987199664,,,,0,0.02,1,3,24,68.8683242798,,,,N,Y,Y,N
G5,Sample 13,Ssid,UNKNOWN,SYBR,None,17.5195865631,17.4963111877,0.0329150036,,,,0,0.02,1,3,16,77.0684738159,,,,N,N,N,N
G6,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,31.7803955078,32.6436157227,1.22077775,,,,0,0.02,1,3,30,63.6487770081,,,,Y,N,N,N
G6,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,26.4829006195,26.6776847839,0.2754650712,,,,0,0.02,1,3,24,72.8934555054,,,,Y,N,N,N
G7,Sample 13,Ssid,UNKNOWN,SYBR,None,17.4730377197,17.4963111877,0.0329150036,,,,0,0.02,1,3,16,77.2138824463,,,,N,N,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,33.5068359375,32.6436157227,1.22077775,,,,0,0.02,1,3,32,65.7309646606,,,,Y,N,N,N
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,26.872467041,26.6776847839,0.2754650712,,,,0,0.02,1,3,25,73.3365325928,,,,Y,N,N,N
G9,Sample 21,Ssid,UNKNOWN,SYBR,None,18.2491416931,17.861907959,0.5476312041,,,,0,0.02,1,3,17,77.3705444336,,,,Y,N,N,N
G10,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,34.3899917603,34.5013961792,0.1575496346,,,,0,0.02,1,3,30,66.0360107422,,,,Y,N,N,N
G10,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,27.9058094025,28.3661308289,0.6509928107,,,,0,0.02,1,3,26,73.4929351807,,,,Y,N,N,N
G11,Sample 21,Ssid,UNKNOWN,SYBR,None,17.4746742249,17.861907959,0.5476312041,,,,0,0.02,1,3,16,77.3669586182,,,,Y,N,N,N
G12,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,34.6128005981,34.5013961792,0.1575496346,,,,0,0.02,1,3,31,68.2682800293,,,,Y,N,N,N
G12,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,28.8264522552,28.3661308289,0.6509928107,,,,0,0.02,1,3,27,71.698928833,,,,Y,N,N,N
H1,NTC,Ssid,NTC,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,61.4230422974,,,,N,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,29.6582870483,29.3798770905,0.3937311471,,,,0,0.02,1,3,28,65.7463684082,,,,N,N,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,28.2369632721,27.9220237732,0.4453917146,,,,0,0.02,1,3,26,71.8586578369,,,,N,N,N,N
H3,Sample 14,Ssid,UNKNOWN,SYBR,None,17.5744247437,17.5291786194,0.0639876798,,,,0,0.02,1,3,16,77.2177581787,,,,N,N,N,N
H4,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,29.7977523804,30.0061740875,0.2947528064,,,,0,0.02,1,3,28,91.3819732666,,,,N,N,N,N
H4,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,28.5685977936,28.7727870941,0.2887672782,,,,0,0.02,1,3,26,70.508392334,,,,N,N,N,N
H5,Sample 14,Ssid,UNKNOWN,SYBR,None,17.4839324951,17.5291786194,0.0639876798,,,,0,0.02,1,3,16,77.2175827026,,,,N,N,N,N
H6,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,30.2145957947,30.0061740875,0.2947528064,,,,0,0.02,1,3,28,93.1721115112,,,,N,N,N,N
H6,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,28.9769763947,28.7727870941,0.2887672782,,,,0,0.02,1,3,27,70.8059463501,,,,N,N,N,N
H7,Sample 22,Ssid,UNKNOWN,SYBR,None,17.9205513,18.2211399078,0.425096482,,,,0,0.02,1,3,16,77.3630065918,,,,N,N,N,N
H8,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,34.8962898254,34.4428443909,0.6412686706,,,,0,0.02,1,3,31,66.178352356,,,,Y,N,N,N
H8,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,28.5077171326,28.5162448883,0.0120600676,,,,0,0.02,1,3,26,72.7400131226,,,,Y,N,N,N
H9,Sample 22,Ssid,UNKNOWN,SYBR,None,18.5217285156,18.2211399078,0.425096482,,,,0,0.02,1,3,17,77.3705444336,,,,N,N,N,N
H10,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,33.9893989563,34.4428443909,0.6412686706,,,,0,0.02,1,3,31,67.825668335,,,,Y,N,N,N
H10,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,28.524772644,28.5162448883,0.0120600676,,,,0,0.02,1,3,26,69.7644729614,,,,Y,N,N,N
H11,+,Ssid,UNKNOWN,SYBR,None,17.9969005585,18.1572380066,0.2267513871,,,,0,0.02,1,3,16,77.2178039551,,,,N,N,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.4069709778,,,,N,N,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,74.23462677,,,,N,N,N,N
