Block Type,96well,,,,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ssid\Ssid_Plate22_CD.eds,,,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-04-04 12:39:50 PM EDT,,,,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Comments,HIGHSD,NOAMP,EXPFAIL,MTP
A8,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,34.6232681274,34.3918457031,0.327283442,,,,0,0.02,1,3,33,67.37159729,,,,N,N,N,N
A8,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,29.3952198029,29.5555686951,0.2267689258,,,,0,0.02,1,3,27,71.3910522461,,,,N,N,N,N
A9,Sample 15,Ssid,UNKNOWN,SYBR,None,17.9968223572,17.8691902161,0.1804991066,,,,0,0.02,1,3,16,77.0538482666,,,,N,N,N,N
A10,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,34.1604194641,34.3918457031,0.327283442,,,,0,0.02,1,3,32,61.5740966797,,,,N,N,N,N
A10,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,29.7159194946,29.5555686951,0.2267689258,,,,0,0.02,1,3,28,70.6535644531,,,,N,N,N,N
A11,+,Ssid,UNKNOWN,SYBR,None,18.387544632,18.1161804199,0.3837669492,,,,0,0.02,1,3,16,77.0481719971,,,,N,N,N,N
A12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.4217834473,,,,N,N,N,N
A12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,71.392906189,,,,N,N,N,N
B1,Sample 1,Ssid,UNKNOWN,SYBR,None,16.7808036804,16.645740509,0.1910081655,,,,0,0.02,1,3,15,77.0559692383,,,,N,N,N,N
B2,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,31.5620574951,31.756149292,0.2744885981,,,,0,0.02,1,3,29,61.5784034729,,,,N,N,N,N
B2,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,28.9716587067,29.1408615112,0.2392875552,,,,0,0.02,1,3,27,71.5495300293,,,,N,N,N,N
B3,Sample 1,Ssid,UNKNOWN,SYBR,None,16.5106773376,16.645740509,0.1910081655,,,,0,0.02,1,3,15,77.0544281006,,,,N,N,N,N
B4,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,31.9502429962,31.756149292,0.2744885981,,,,0,0.02,1,3,31,61.8746337891,,,,N,N,N,N
B4,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,29.3100624084,29.1408615112,0.2392875552,,,,0,0.02,1,3,28,71.6968536377,,,,N,N,N,N
B5,Sample 8,Ssid,UNKNOWN,SYBR,None,17.4668693542,17.5103664398,0.061514169,,,,0,0.02,1,3,16,77.2006378174,,,,N,N,N,N
B6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.4231567383,,,,Y,N,Y,N
B6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,27.6951713562,28.0888633728,0.5567646027,,,,0,0.02,1,3,26,71.8422470093,,,,Y,N,Y,N
B7,Sample 8,Ssid,UNKNOWN,SYBR,None,17.5538635254,17.5103664398,0.061514169,,,,0,0.02,1,3,16,77.1969299316,,,,N,N,N,N
B8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,66.6272506714,,,,Y,N,Y,N
B8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,28.4825553894,28.0888633728,0.5567646027,,,,0,0.02,1,3,26,71.0933151245,,,,Y,N,Y,N
B9,Sample 16,Ssid,UNKNOWN,SYBR,None,17.8407688141,17.7963790894,0.0627752021,,,,0,0.02,1,3,16,77.2026901245,,,,N,N,N,N
B10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,31.373884201,31.9614639282,0.8309645653,,,,0,0.02,1,3,30,91.9382247925,,,,Y,N,N,N
B10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,27.6960811615,28.1953907013,0.7061303258,,,,0,0.02,1,3,26,72.1420059204,,,,Y,N,N,N
B11,Sample 16,Ssid,UNKNOWN,SYBR,None,17.751991272,17.7963790894,0.0627752021,,,,0,0.02,1,3,16,77.0481719971,,,,N,N,N,N
B12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,32.5490455627,31.9614639282,0.8309645653,,,,0,0.02,1,3,31,92.8233795166,,,,Y,N,N,N
B12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,28.6947002411,28.1953907013,0.7061303258,,,,0,0.02,1,3,27,70.7976150513,,,,Y,N,N,N
C1,Sample 2,Ssid,UNKNOWN,SYBR,None,16.8119850159,16.8113746643,0.0008618188,,,,0,0.02,1,3,15,77.0559692383,,,,N,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,30.9659042358,31.0878143311,0.1724069118,,,,0,0.02,1,3,29,60.5366439819,,,,N,N,N,N
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,29.6411819458,29.7008132935,0.0843328089,,,,0,0.02,1,3,27,75.567741394,,,,N,N,N,N
C3,Sample 2,Ssid,UNKNOWN,SYBR,None,16.8107662201,16.8113746643,0.0008618188,,,,0,0.02,1,3,15,77.0544281006,,,,N,N,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,31.2097244263,31.0878143311,0.1724069118,,,,0,0.02,1,3,29,64.85105896,,,,N,N,N,N
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,29.7604465485,29.7008132935,0.0843328089,,,,0,0.02,1,3,28,71.3992080688,,,,N,N,N,N
C5,Sample 9,Ssid,UNKNOWN,SYBR,None,19.5856571198,19.6945915222,0.1540551633,,,,0,0.02,1,3,18,77.2006378174,,,,N,N,N,N
C6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,35.6455001831,36.1377868652,0.6962012053,,,,0,0.02,1,3,34,65.2931060791,,,,Y,N,N,N
C6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,29.2669887543,29.6797676086,0.5837560892,,,,0,0.02,1,3,27,73.0330047607,,,,Y,N,N,N
C7,Sample 9,Ssid,UNKNOWN,SYBR,None,19.8035240173,19.6945915222,0.1540551633,,,,0,0.02,1,3,18,77.0480575562,,,,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,36.6300773621,36.1377868652,0.6962012053,,,,0,0.02,1,3,34,65.1385650635,,,,Y,N,N,N
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,30.0925445557,29.6797676086,0.5837560892,,,,0,0.02,1,3,28,74.6661605835,,,,Y,N,N,N
C9,Sample 17,Ssid,UNKNOWN,SYBR,None,20.3080062866,20.2434501648,0.0912947953,,,,0,0.02,1,3,19,77.0538482666,,,,N,N,N,N
C10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,32.8186721802,32.8810157776,0.0881671607,,,,0,0.02,1,3,31,68.1232223511,,,,N,N,N,N
C10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,28.6880474091,28.996887207,0.4367640913,,,,0,0.02,1,3,27,71.8443145752,,,,N,N,N,N
C11,Sample 17,Ssid,UNKNOWN,SYBR,None,20.1788959503,20.2434501648,0.0912947953,,,,0,0.02,1,3,19,77.0481719971,,,,N,N,N,N
C12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,32.943359375,32.8810157776,0.0881671607,,,,0,0.02,1,3,31,67.5235137939,,,,N,N,N,N
C12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,29.3057250977,28.996887207,0.4367640913,,,,0,0.02,1,3,27,71.2440795898,,,,N,N,N,N
D1,Sample 3,Ssid,UNKNOWN,SYBR,None,18.8970413208,19.1015663147,0.2892406583,,,,0,0.02,1,3,18,77.0559692383,,,,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,29.0689563751,29.3998603821,0.4679675996,,,,0,0.02,1,3,28,66.3407287598,,,,N,N,N,N
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,30.6908340454,30.8634757996,0.2441509664,,,,0,0.02,1,3,29,72.2936401367,,,,N,N,N,N
D3,Sample 3,Ssid,UNKNOWN,SYBR,None,19.3060894012,19.1015663147,0.2892406583,,,,0,0.02,1,3,17,77.0544281006,,,,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,29.7307624817,29.3998603821,0.4679675996,,,,0,0.02,1,3,28,66.9345626831,,,,N,N,N,N
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,31.0361156464,30.8634757996,0.2441509664,,,,0,0.02,1,3,29,70.8039245605,,,,N,N,N,N
D5,Sample 10,Ssid,UNKNOWN,SYBR,None,16.5217971802,16.562412262,0.0574370511,,,,0,0.02,1,3,15,77.2006378174,,,,N,N,N,N
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,26.7481021881,26.7680053711,0.0281460024,,,,0,0.02,1,3,25,69.758430481,,,,Y,N,N,N
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,33.4616279602,32.9002685547,0.7938793898,,,,0,0.02,1,3,32,74.6702880859,,,,Y,N,N,N
D7,Sample 10,Ssid,UNKNOWN,SYBR,None,16.6030254364,16.562412262,0.0574370511,,,,0,0.02,1,3,15,77.0480575562,,,,N,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,26.7879066467,26.7680053711,0.0281460024,,,,0,0.02,1,3,25,67.37159729,,,,Y,N,N,N
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,32.3389129639,32.9002685547,0.7938793898,,,,0,0.02,1,3,30,74.6661605835,,,,Y,N,N,N
D9,Sample 18,Ssid,UNKNOWN,SYBR,None,17.3569946289,17.2012004852,0.2203261852,,,,0,0.02,1,3,16,77.0538482666,,,,N,N,N,N
D10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,29.7909793854,30.2230625153,0.6110578179,,,,0,0.02,1,3,28,66.337097168,,,,Y,N,N,N
D10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,28.7789287567,29.2351341248,0.6451718211,,,,0,0.02,1,3,27,73.0350646973,,,,Y,N,N,N
D11,Sample 18,Ssid,UNKNOWN,SYBR,None,17.0454063416,17.2012004852,0.2203261852,,,,0,0.02,1,3,16,77.0481719971,,,,N,N,N,N
D12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,30.6551456451,30.2230625153,0.6110578179,,,,0,0.02,1,3,29,68.4164505005,,,,Y,N,N,N
D12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,29.6913394928,29.2351341248,0.6451718211,,,,0,0.02,1,3,28,71.392906189,,,,Y,N,N,N
E1,Sample 4,Ssid,UNKNOWN,SYBR,None,17.2461986542,17.2007522583,0.0642722547,,,,0,0.02,1,3,15,76.9071502686,,,,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.1319351196,,,,N,Y,Y,N
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,28.4196472168,28.3312988281,0.1249448359,,,,0,0.02,1,3,26,70.8054122925,,,,N,Y,Y,N
E3,Sample 4,Ssid,UNKNOWN,SYBR,None,17.1553039551,17.2007522583,0.0642722547,,,,0,0.02,1,3,16,77.0544281006,,,,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,66.7857437134,,,,N,Y,Y,N
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,28.2429485321,28.3312988281,0.1249448359,,,,0,0.02,1,3,26,70.2086334229,,,,N,Y,Y,N
E5,Sample 11,Ssid,UNKNOWN,SYBR,None,17.8740329742,18.1270847321,0.3578692377,,,,0,0.02,1,3,16,77.0517959595,,,,N,N,N,N
E6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,28.6338920593,28.5631103516,0.1000991017,,,,0,0.02,1,3,27,73.7772216797,,,,N,N,Y,N
E6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.6283798218,,,,N,N,Y,N
E7,Sample 11,Ssid,UNKNOWN,SYBR,None,18.3801364899,18.1270847321,0.3578692377,,,,0,0.02,1,3,17,77.0480575562,,,,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,28.4923305511,28.5631103516,0.1000991017,,,,0,0.02,1,3,27,81.8118591309,,,,N,Y,Y,N
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.7729492188,,,,N,Y,Y,N
E9,Sample 19,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,63.5090637207,82.858757019,87.6217575073,,N,N,Y,Y
E10,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.7229385376,,,,N,Y,Y,N
E10,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,69.0162811279,,,,N,Y,Y,N
E11,Sample 19,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,64.5470581055,77.9411087036,,,N,N,Y,Y
E12,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.570602417,,,,N,Y,Y,N
E12,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,70.6487884521,,,,N,Y,Y,N
F1,Sample 5,Ssid,UNKNOWN,SYBR,None,18.3999729156,18.3653640747,0.0489456393,,,,0,0.02,1,3,17,77.0559692383,,,,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.5784034729,,,,N,N,Y,N
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,29.5158576965,29.4578590393,0.0820238367,,,,0,0.02,1,3,27,69.3171844482,,,,N,N,Y,N
F3,Sample 5,Ssid,UNKNOWN,SYBR,None,18.3307533264,18.3653640747,0.0489456393,,,,0,0.02,1,3,17,77.0544281006,,,,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.4281692505,,,,N,N,Y,N
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,29.3998584747,29.4578590393,0.0820238367,,,,0,0.02,1,3,27,74.9709243774,,,,N,N,Y,N
F5,Sample 12,Ssid,UNKNOWN,SYBR,None,17.6400241852,17.6046104431,0.0500812456,,,,0,0.02,1,3,16,77.0517959595,,,,N,N,N,N
F6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.1442565918,,,,N,Y,Y,N
F6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,27.7544212341,27.8093624115,0.0776985586,,,,0,0.02,1,3,26,71.6934051514,,,,N,Y,Y,N
F7,Sample 12,Ssid,UNKNOWN,SYBR,None,17.5691986084,17.6046104431,0.0500812456,,,,0,0.02,1,3,16,77.0480575562,,,,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.2874298096,,,,N,N,Y,N
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,27.8643035889,27.8093624115,0.0776985586,,,,0,0.02,1,3,26,72.4331283569,,,,N,N,Y,N
F9,Sample 20,Ssid,UNKNOWN,SYBR,None,15.5907735825,15.4978961945,0.1313477904,,,,0,0.02,1,3,14,77.2026901245,,,,N,N,N,N
F10,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,25.7698459625,26.1626930237,0.5555710196,,,,0,0.02,1,3,24,61.5740966797,,,,Y,Y,Y,Y
F10,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.4815979004,87.9194488525,,,Y,Y,Y,Y
F11,Sample 20,Ssid,UNKNOWN,SYBR,None,15.4050197601,15.4978961945,0.1313477904,,,,0,0.02,1,3,14,77.0481719971,,,,N,N,N,N
F12,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,26.5555419922,26.1626930237,0.5555710196,,,,0,0.02,1,3,25,79.4293365479,,,,Y,N,Y,Y
F12,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,62.4635391235,92.6745605469,85.9775314331,,Y,N,Y,Y
G1,Sample 6,Ssid,UNKNOWN,SYBR,None,20.606546402,20.5432548523,0.0895091146,,,,0,0.02,1,3,19,77.0559692383,,,,N,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,36.969581604,36.969581604,,,,,0,0.02,1,3,35,61.4295806885,,,,Y,N,N,N
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,32.3714752197,32.7885284424,0.5897996426,,,,0,0.02,1,3,30,73.6330490112,,,,Y,N,N,N
G3,Sample 6,Ssid,UNKNOWN,SYBR,None,20.4799613953,20.5432548523,0.0895091146,,,,0,0.02,1,3,19,76.9056015015,,,,N,N,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.969581604,,,,,0,0.02,1,3,39,61.4281692505,,,,Y,Y,Y,N
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,33.2055778503,32.7885284424,0.5897996426,,,,0,0.02,1,3,31,72.1433105469,,,,Y,Y,Y,N
G5,Sample 13,Ssid,UNKNOWN,SYBR,None,16.7802829742,16.6651382446,0.1628378928,,,,0,0.02,1,3,15,77.0517959595,,,,N,N,N,N
G6,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,34.3846664429,35.075843811,0.9774696827,,,,0,0.02,1,3,33,64.846572876,,,,Y,N,N,N
G6,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,27.9381504059,28.160369873,0.3142657876,,,,0,0.02,1,3,26,73.3306884766,,,,Y,N,N,N
G7,Sample 13,Ssid,UNKNOWN,SYBR,None,16.5499954224,16.6651382446,0.1628378928,,,,0,0.02,1,3,15,77.0480575562,,,,N,N,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,35.7670173645,35.075843811,0.9774696827,,,,0,0.02,1,3,35,65.7340393066,,,,Y,N,N,N
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,28.3825893402,28.160369873,0.3142657876,,,,0,0.02,1,3,26,70.497833252,,,,Y,N,N,N
G9,Sample 21,Ssid,UNKNOWN,SYBR,None,18.7373523712,18.8350410461,0.138152644,,,,0,0.02,1,3,17,77.3515319824,,,,N,N,N,N
G10,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,28.3490371704,28.9937744141,0.9117975235,,,,0,0.02,1,3,27,61.5740966797,,,,Y,Y,Y,N
G10,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,74.5235061646,,,,Y,Y,Y,N
G11,Sample 21,Ssid,UNKNOWN,SYBR,None,18.9327297211,18.8350410461,0.138152644,,,,0,0.02,1,3,17,77.1969909668,,,,N,N,N,N
G12,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,29.6385135651,28.9937744141,0.9117975235,,,,0,0.02,1,3,28,74.9646530151,,,,Y,N,Y,N
G12,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.7740707397,,,,Y,N,Y,N
H1,NTC,Ssid,NTC,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,,,,N,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,31.100194931,31.2143325806,0.1614163667,,,,0,0.02,1,3,29,65.5966186523,,,,N,N,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,29.3695335388,29.6314506531,0.3704067469,,,,0,0.02,1,3,27,72.2936401367,,,,N,N,N,N
H3,Sample 14,Ssid,UNKNOWN,SYBR,None,17.6571159363,17.6561698914,0.0013365608,,,,0,0.02,1,3,16,77.2032470703,,,,N,N,N,N
H4,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,34.0330085754,35.3524475098,1.8659684658,,,,0,0.02,1,3,34,68.7204208374,,,,Y,N,N,N
H4,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,27.1285305023,27.4639797211,0.4743968248,,,,0,0.02,1,3,25,69.9109954834,,,,Y,N,N,N
H5,Sample 14,Ssid,UNKNOWN,SYBR,None,17.6552257538,17.6561698914,0.0013365608,,,,0,0.02,1,3,16,77.2006378174,,,,N,N,N,N
H6,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,36.6718864441,35.3524475098,1.8659684658,,,,0,0.02,1,3,35,66.4838562012,,,,Y,N,N,N
H6,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,27.7994289398,27.4639797211,0.4743968248,,,,0,0.02,1,3,26,71.3957138062,,,,Y,N,N,N
H7,Sample 22,Ssid,UNKNOWN,SYBR,None,16.9758014679,17.2388038635,0.3719415665,,,,0,0.02,1,3,15,77.1969299316,,,,N,N,N,N
H8,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,29.0438213348,29.1549091339,0.1571018696,,,,0,0.02,1,3,27,76.0059814453,,,,N,N,Y,N
H8,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.7308654785,,,,N,N,Y,N
H9,Sample 22,Ssid,UNKNOWN,SYBR,None,17.5018062592,17.2388038635,0.3719415665,,,,0,0.02,1,3,15,77.3515319824,,,,N,N,N,N
H10,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,29.265996933,29.1549091339,0.1571018696,,,,0,0.02,1,3,28,74.9700317383,,,,N,N,Y,Y
H10,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.0350646973,77.0538482666,,,N,N,Y,Y
H11,+,Ssid,UNKNOWN,SYBR,None,17.8448162079,18.1161804199,0.3837669492,,,,0,0.02,1,3,16,77.1969909668,,,,N,N,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.2729606628,,,,N,N,N,Y
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.0299530029,62.7611846924,,,N,N,N,Y
