Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ssid\Ssid_Plate33_CD.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-04-30 14:40:15 PM EDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,NOAMP,EXPFAIL
A8,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,33.211894989,,,,,0,0.02,1,3,39,,N,N,N,Y
A8,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,27.6066150665,27.7538070679,0.2081609219,,,,0,0.02,1,3,26,,N,N,N,Y
A9,Sample 15,Ssid,UNKNOWN,SYBR,None,19.5079536438,19.3327064514,0.2478369623,,,,0,0.02,1,3,17,,N,N,N,N
A10,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,33.211894989,33.211894989,,,,,0,0.02,1,3,32,,N,N,N,N
A10,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,27.9009990692,27.7538070679,0.2081609219,,,,0,0.02,1,3,26,,N,N,N,N
A11,+,Ssid,UNKNOWN,SYBR,None,18.5862083435,18.6378383636,0.0730158761,,,,0,0.02,1,3,16,,N,N,N,N
A12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N
A12,NTC,D,NTC,FAM,NFQ-MGB,38.6432685852,,,,,,0,0.02,1,3,35,,N,N,N,N
B1,Sample 1,Ssid,UNKNOWN,SYBR,None,20.4386825562,20.1132354736,0.4602503181,,,,0,0.02,1,3,18,,N,N,N,N
B2,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,32.3006477356,32.0501098633,0.3543167412,,,,0,0.02,1,3,31,,N,N,N,N
B2,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,29.9280109406,29.8617515564,0.093703568,,,,0,0.02,1,3,28,,N,N,N,N
B3,Sample 1,Ssid,UNKNOWN,SYBR,None,19.7877902985,20.1132354736,0.4602503181,,,,0,0.02,1,3,18,,N,N,N,N
B4,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,31.7995681763,32.0501098633,0.3543167412,,,,0,0.02,1,3,30,,N,N,N,N
B4,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,29.7954940796,29.8617515564,0.093703568,,,,0,0.02,1,3,28,,N,N,N,N
B5,Sample 8,Ssid,UNKNOWN,SYBR,None,17.146156311,17.4071655273,0.3691227734,,,,0,0.02,1,3,15,,N,N,N,N
B6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,28.611082077,28.5638217926,0.0668361336,,,,0,0.02,1,3,27,,N,N,N,N
B6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,34.3310813904,34.1833648682,0.2089000046,,,,0,0.02,1,3,32,,N,N,N,N
B7,Sample 8,Ssid,UNKNOWN,SYBR,None,17.6681747437,17.4071655273,0.3691227734,,,,0,0.02,1,3,16,,N,N,N,N
B8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,28.5165615082,28.5638217926,0.0668361336,,,,0,0.02,1,3,27,,N,N,N,N
B8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,34.0356521606,34.1833648682,0.2089000046,,,,0,0.02,1,3,32,,N,N,N,N
B9,Sample 16,Ssid,UNKNOWN,SYBR,None,17.9848709106,18.2357902527,0.3548548818,,,,0,0.02,1,3,16,,N,N,N,N
B10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,33.3244972229,33.2640457153,0.0854913443,,,,0,0.02,1,3,29,,N,Y,N,N
B10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,26.8204898834,27.3115348816,0.6944411397,,,,0,0.02,1,3,25,,N,Y,N,N
B11,Sample 16,Ssid,UNKNOWN,SYBR,None,18.4867115021,18.2357902527,0.3548548818,,,,0,0.02,1,3,17,,N,N,N,N
B12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,33.2035942078,33.2640457153,0.0854913443,,,,0,0.02,1,3,30,,N,Y,N,N
B12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,27.8025779724,27.3115348816,0.6944411397,,,,0,0.02,1,3,26,,N,Y,N,N
C1,Sample 2,Ssid,UNKNOWN,SYBR,None,18.3159236908,17.7200050354,0.8427575827,,,,0,0.02,1,3,15,,N,Y,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,27.689245224,27.4004688263,0.4083915055,,,,0,0.02,1,3,26,,N,N,N,Y
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C3,Sample 2,Ssid,UNKNOWN,SYBR,None,17.1240844727,17.7200050354,0.8427575827,,,,0,0.02,1,3,15,,N,Y,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,27.1116924286,27.4004688263,0.4083915055,,,,0,0.02,1,3,25,,N,N,N,Y
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C5,Sample 9,Ssid,UNKNOWN,SYBR,None,18.800611496,18.8252792358,0.0348854512,,,,0,0.02,1,3,17,,N,N,N,N
C6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,30.8333187103,31.1590423584,0.4606428146,,,,0,0.02,1,3,29,,N,N,N,Y
C6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C7,Sample 9,Ssid,UNKNOWN,SYBR,None,18.8499469757,18.8252792358,0.0348854512,,,,0,0.02,1,3,17,,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,31.4847660065,31.1590423584,0.4606428146,,,,0,0.02,1,3,30,,N,N,N,Y
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C9,Sample 17,Ssid,UNKNOWN,SYBR,None,17.8058490753,17.7024230957,0.1462664157,,,,0,0.02,1,3,16,,N,N,N,N
C10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.7873344421,,,,,0,0.02,1,3,39,,N,N,N,Y
C10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,27.1185798645,27.318397522,0.2825835049,,,,0,0.02,1,3,25,,N,N,N,Y
C11,Sample 17,Ssid,UNKNOWN,SYBR,None,17.5989971161,17.7024230957,0.1462664157,,,,0,0.02,1,3,16,,N,N,N,N
C12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,34.7873344421,34.7873344421,,,,,0,0.02,1,3,29,,N,N,N,N
C12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,27.5182132721,27.318397522,0.2825835049,,,,0,0.02,1,3,25,,N,N,N,N
D1,Sample 3,Ssid,UNKNOWN,SYBR,None,17.0184020996,16.883813858,0.1903365105,,,,0,0.02,1,3,14,,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,26.8997344971,27.0548553467,0.2193740159,,,,0,0.02,1,3,25,,N,N,Y,Y
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
D3,Sample 3,Ssid,UNKNOWN,SYBR,None,16.7492256165,16.883813858,0.1903365105,,,,0,0.02,1,3,14,,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,27.2099761963,27.0548553467,0.2193740159,,,,0,0.02,1,3,25,,N,N,N,Y
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D5,Sample 10,Ssid,UNKNOWN,SYBR,None,18.4953975677,18.6479625702,0.2157595009,,,,0,0.02,1,3,17,,N,N,N,N
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.6879692078,,,,,0,0.02,1,3,39,,N,N,N,Y
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,27.1833896637,27.2451782227,0.0873835683,,,,0,0.02,1,3,25,,N,N,N,Y
D7,Sample 10,Ssid,UNKNOWN,SYBR,None,18.8005275726,18.6479625702,0.2157595009,,,,0,0.02,1,3,17,,N,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,34.6879692078,34.6879692078,,,,,0,0.02,1,3,29,,N,N,N,N
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,27.306968689,27.2451782227,0.0873835683,,,,0,0.02,1,3,25,,N,N,N,N
D9,Sample 18,Ssid,UNKNOWN,SYBR,None,16.9225597382,17.0547885895,0.1869998276,,,,0,0.02,1,3,15,,N,N,N,N
D10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,26.3350143433,26.7505187988,0.587610662,,,,0,0.02,1,3,24,,N,Y,N,N
D10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,32.2187232971,32.8121490479,0.839233458,,,,0,0.02,1,3,30,,N,Y,N,N
D11,Sample 18,Ssid,UNKNOWN,SYBR,None,17.1870174408,17.0547885895,0.1869998276,,,,0,0.02,1,3,16,,N,N,N,N
D12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,27.166021347,26.7505187988,0.587610662,,,,0,0.02,1,3,26,,N,Y,N,N
D12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,33.4055786133,32.8121490479,0.839233458,,,,0,0.02,1,3,31,,N,Y,N,N
E1,Sample 4,Ssid,UNKNOWN,SYBR,None,17.6336784363,17.1771011353,0.6456964612,,,,0,0.02,1,3,14,,N,Y,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,26.8907413483,26.9907798767,0.1414758414,,,,0,0.02,1,3,25,,N,N,N,Y
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E3,Sample 4,Ssid,UNKNOWN,SYBR,None,16.7205257416,17.1771011353,0.6456964612,,,,0,0.02,1,3,14,,N,Y,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,27.0908184052,26.9907798767,0.1414758414,,,,0,0.02,1,3,25,,N,N,N,Y
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E5,Sample 11,Ssid,UNKNOWN,SYBR,None,18.6034431458,18.6642341614,0.0859714821,,,,0,0.02,1,3,17,,N,N,N,N
E6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.7611732483,,,,,0,0.02,1,3,39,,N,N,Y,Y
E6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.3555526733,27.4849815369,0.1830400527,,,,0,0.02,1,3,25,,N,N,Y,Y
E7,Sample 11,Ssid,UNKNOWN,SYBR,None,18.725025177,18.6642341614,0.0859714821,,,,0,0.02,1,3,17,,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,34.7611732483,34.7611732483,,,,,0,0.02,1,3,30,,N,N,N,N
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.6144104004,27.4849815369,0.1830400527,,,,0,0.02,1,3,26,,N,N,N,N
E9,Sample 19,Ssid,UNKNOWN,SYBR,None,17.1365871429,17.2898139954,0.2166954875,,,,0,0.02,1,3,16,,N,N,N,N
E10,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,26.6411781311,27.1485328674,0.7175079584,,,,0,0.02,1,3,24,,N,Y,N,N
E10,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,30.513502121,31.3594169617,1.1963028908,,,,0,0.02,1,3,28,,N,Y,N,N
E11,Sample 19,Ssid,UNKNOWN,SYBR,None,17.4430408478,17.2898139954,0.2166954875,,,,0,0.02,1,3,16,,N,N,N,N
E12,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,27.6558876038,27.1485328674,0.7175079584,,,,0,0.02,1,3,26,,N,Y,N,N
E12,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,32.205329895,31.3594169617,1.1963028908,,,,0,0.02,1,3,30,,N,Y,N,N
F1,Sample 5,Ssid,UNKNOWN,SYBR,None,17.5113239288,17.1273345947,0.5430428982,,,,0,0.02,1,3,14,,N,Y,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,27.8829879761,27.7340087891,0.2106870413,,,,0,0.02,1,3,26,,N,N,N,Y
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F3,Sample 5,Ssid,UNKNOWN,SYBR,None,16.7433452606,17.1273345947,0.5430428982,,,,0,0.02,1,3,14,,N,Y,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,27.5850315094,27.7340087891,0.2106870413,,,,0,0.02,1,3,26,,N,N,N,Y
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F5,Sample 12,Ssid,UNKNOWN,SYBR,None,18.8778686523,19.0800170898,0.2858797014,,,,0,0.02,1,3,17,,N,N,N,N
F6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
F6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,28.7605381012,28.7891387939,0.0404474884,,,,0,0.02,1,3,27,,N,N,Y,Y
F7,Sample 12,Ssid,UNKNOWN,SYBR,None,19.28216362,19.0800170898,0.2858797014,,,,0,0.02,1,3,18,,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,28.8177394867,28.7891387939,0.0404474884,,,,0,0.02,1,3,27,,N,N,N,Y
F9,Sample 20,Ssid,UNKNOWN,SYBR,None,16.6026554108,16.8598976135,0.3637967706,,,,0,0.02,1,3,15,,N,N,N,N
F10,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,26.1625328064,26.3850574493,0.314697355,,,,0,0.02,1,3,25,,N,N,N,N
F10,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,29.2402687073,29.3789539337,0.196130529,,,,0,0.02,1,3,27,,N,N,N,N
F11,Sample 20,Ssid,UNKNOWN,SYBR,None,17.1171417236,16.8598976135,0.3637967706,,,,0,0.02,1,3,16,,N,N,N,N
F12,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,26.6075820923,26.3850574493,0.314697355,,,,0,0.02,1,3,25,,N,N,N,N
F12,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,29.5176391602,29.3789539337,0.196130529,,,,0,0.02,1,3,28,,N,N,N,N
G1,Sample 6,Ssid,UNKNOWN,SYBR,None,21.2867794037,20.9205627441,0.5179072022,,,,0,0.02,1,3,19,,N,Y,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,28.3385734558,28.440486908,0.1441287398,,,,0,0.02,1,3,26,,N,N,N,Y
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G3,Sample 6,Ssid,UNKNOWN,SYBR,None,20.5543479919,20.9205627441,0.5179072022,,,,0,0.02,1,3,19,,N,Y,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,28.5424022675,28.440486908,0.1441287398,,,,0,0.02,1,3,27,,N,N,N,Y
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G5,Sample 13,Ssid,UNKNOWN,SYBR,None,18.4429225922,18.4744796753,0.0446284562,,,,0,0.02,1,3,17,,N,N,N,N
G6,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G6,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,27.5241012573,27.712688446,0.2667012215,,,,0,0.02,1,3,25,,N,N,N,Y
G7,Sample 13,Ssid,UNKNOWN,SYBR,None,18.5060367584,18.4744796753,0.0446284562,,,,0,0.02,1,3,17,,N,N,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,27.9012737274,27.712688446,0.2667012215,,,,0,0.02,1,3,26,,N,N,Y,Y
G9,Sample 21,Ssid,UNKNOWN,SYBR,None,17.2610702515,17.3113861084,0.0711587146,,,,0,0.02,1,3,15,,N,N,N,N
G10,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,26.9967594147,27.4233589172,0.6033041477,,,,0,0.02,1,3,25,,N,Y,N,N
G10,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,31.1236171722,32.1243591309,1.4152642488,,,,0,0.02,1,3,29,,N,Y,N,N
G11,Sample 21,Ssid,UNKNOWN,SYBR,None,17.3617038727,17.3113861084,0.0711587146,,,,0,0.02,1,3,16,,N,N,N,N
G12,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,27.8499603271,27.4233589172,0.6033041477,,,,0,0.02,1,3,26,,N,Y,N,N
G12,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,33.1251029968,32.1243591309,1.4152642488,,,,0,0.02,1,3,31,,N,Y,N,N
H1,NTC,Ssid,NTC,SYBR,None,10.5396585464,,,,,,0,0.02,1,3,39,,Y,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,31.2643814087,31.0201339722,0.3454193771,,,,0,0.02,1,3,29,,N,Y,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,29.6490535736,29.290140152,0.5075802207,,,,0,0.02,1,3,27,,N,Y,N,N
H3,Sample 14,Ssid,UNKNOWN,SYBR,None,19.0242652893,18.989200592,0.0495903194,,,,0,0.02,1,3,17,,N,N,N,N
H4,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,34.6334533691,34.6334533691,,,,,0,0.02,1,3,30,,N,Y,N,N
H4,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,27.7220001221,28.1455841064,0.5990395546,,,,0,0.02,1,3,26,,N,Y,N,N
H5,Sample 14,Ssid,UNKNOWN,SYBR,None,18.9541339874,18.989200592,0.0495903194,,,,0,0.02,1,3,17,,N,N,N,N
H6,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.6334533691,,,,,0,0.02,1,3,39,,N,Y,Y,Y
H6,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,28.5691699982,28.1455841064,0.5990395546,,,,0,0.02,1,3,26,,N,Y,Y,Y
H7,Sample 22,Ssid,UNKNOWN,SYBR,None,17.3832588196,17.6453342438,0.3706306219,,,,0,0.02,1,3,15,,N,N,N,N
H8,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,33.6029319763,33.4770202637,0.1780687422,,,,0,0.02,1,3,30,,N,N,N,N
H8,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,27.4678859711,27.6694831848,0.285102874,,,,0,0.02,1,3,25,,N,N,N,N
H9,Sample 22,Ssid,UNKNOWN,SYBR,None,17.907409668,17.6453342438,0.3706306219,,,,0,0.02,1,3,16,,N,N,N,N
H10,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,33.3511047363,33.4770202637,0.1780687422,,,,0,0.02,1,3,30,,N,N,N,N
H10,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,27.8710823059,27.6694831848,0.285102874,,,,0,0.02,1,3,26,,N,N,N,N
H11,+,Ssid,UNKNOWN,SYBR,None,18.6894683838,18.6378383636,0.0730158761,,,,0,0.02,1,3,16,,N,N,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N
