Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ssid\Ssid_Plate31_CD.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-04-13 15:44:54 PM EDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,NOAMP,EXPFAIL
A1,NTC,Ssid,NTC,SYBR,None,13.9516353607,,,,,,0,0.02,1,3,39,,Y,N,N,N
A2,+,C,UNKNOWN,VIC,NFQ-MGB,30.159954071,30.3386516571,0.2527165413,,,,0,0.02,1,3,29,,N,N,N,N
A2,+,D,UNKNOWN,FAM,NFQ-MGB,28.1580352783,28.492565155,0.4730953276,,,,0,0.02,1,3,26,,N,N,N,N
A3,Sample 7,Ssid,UNKNOWN,SYBR,None,19.4324588776,19.479549408,0.066597417,,,,0,0.02,1,3,16,,N,N,N,N
A4,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,30.5006809235,30.5547065735,0.0764038041,,,,0,0.02,1,3,29,,N,N,N,N
A4,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,32.6130561829,32.4356460571,0.2508957982,,,,0,0.02,1,3,30,,N,N,N,N
A5,Sample 7,Ssid,UNKNOWN,SYBR,None,19.5266418457,19.479549408,0.066597417,,,,0,0.02,1,3,17,,N,N,N,N
A6,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,30.6087322235,30.5547065735,0.0764038041,,,,0,0.02,1,3,29,,N,N,N,N
A6,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,32.2582359314,32.4356460571,0.2508957982,,,,0,0.02,1,3,30,,N,N,N,N
A7,Sample 15,Ssid,UNKNOWN,SYBR,None,19.2992725372,19.2779693604,0.0301258937,,,,0,0.02,1,3,17,,N,N,N,N
A8,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,37.4563102722,35.9208145142,2.17151618,,,,0,0.02,1,3,32,,N,Y,N,N
A8,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,29.6480941772,29.4137496948,0.3314144909,,,,0,0.02,1,3,28,,N,Y,N,N
A9,Sample 15,Ssid,UNKNOWN,SYBR,None,19.2566680908,19.2779693604,0.0301258937,,,,0,0.02,1,3,17,,N,N,N,N
A10,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,34.3853225708,35.9208145142,2.17151618,,,,0,0.02,1,3,32,,N,Y,N,N
A10,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,29.1794033051,29.4137496948,0.3314144909,,,,0,0.02,1,3,27,,N,Y,N,N
A11,+,Ssid,UNKNOWN,SYBR,None,18.5083503723,18.4444103241,0.0904248804,,,,0,0.02,1,3,15,,N,N,N,N
A12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N
A12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N
B1,Sample 1,Ssid,UNKNOWN,SYBR,None,19.5560207367,19.0781822205,0.6757656932,,,,0,0.02,1,3,17,,N,Y,N,N
B2,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,36.8737983704,37.1337432861,0.3676203191,,,,0,0.02,1,3,35,,N,Y,N,N
B2,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,32.6536064148,33.0794372559,0.6022130251,,,,0,0.02,1,3,31,,N,Y,N,N
B3,Sample 1,Ssid,UNKNOWN,SYBR,None,18.6003437042,19.0781822205,0.6757656932,,,,0,0.02,1,3,17,,N,Y,N,N
B4,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,37.3936920166,37.1337432861,0.3676203191,,,,0,0.02,1,3,35,,N,Y,N,N
B4,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,33.5052642822,33.0794372559,0.6022130251,,,,0,0.02,1,3,31,,N,Y,N,N
B5,Sample 8,Ssid,UNKNOWN,SYBR,None,19.5398197174,19.5061798096,0.0475726649,,,,0,0.02,1,3,18,,N,N,N,N
B6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,33.8752632141,33.8715744019,0.0052140709,,,,0,0.02,1,3,32,,N,N,N,N
B6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,29.6983585358,29.7007637024,0.0034027679,,,,0,0.02,1,3,28,,N,N,N,N
