Block Type,96well,,,,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate3.eds,,,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-01-30 21:33:53 PM EST,,,,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Comments,HIGHSD,NOAMP,EXPFAIL,MTP
A9,-,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,90.0620880127,87.2272796631,,,N,N,Y,Y
A10,-,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.7140045166,,,,N,Y,Y,N
A10,-,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.1580352783,,,,N,Y,Y,N
A11,,,,,,,,,,,,,,,,,,,,,N,N,N,N
A12,,,,,,,,,,,,,,,,,,,,,N,N,N,N
B1,Sample 1,Ofav,UNKNOWN,SYBR,None,20.8423652649,20.8150062561,0.0386901312,,,,0,0.02,1,3,19,74.5472869873,,,,N,N,N,N
B2,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.8946609497,,,,Y,N,Y,N
B2,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,27.6701202393,28.0892772675,0.5927775502,,,,0,0.02,1,3,26,71.7128067017,,,,Y,N,Y,N
B3,Sample 1,Ofav,UNKNOWN,SYBR,None,20.7876491547,20.8150062561,0.0386901312,,,,0,0.02,1,3,19,74.5387878418,,,,N,N,N,N
B4,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.7372283936,,,,Y,Y,Y,N
B4,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,28.5084342957,28.0892772675,0.5927775502,,,,0,0.02,1,3,26,71.4060287476,,,,Y,Y,Y,N
B5,Sample 7,Ofav,UNKNOWN,SYBR,None,20.9248161316,20.6685237885,0.3624521196,,,,0,0.02,1,3,19,74.6940917969,,,,N,N,N,N
B6,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,38.9656410217,38.9656410217,,,,,0,0.02,1,3,39,65.1454315186,,,,N,N,Y,N
B6,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,27.9066371918,28.0358734131,0.1827676147,,,,0,0.02,1,3,26,74.5448913574,,,,N,N,Y,N
B7,Sample 7,Ofav,UNKNOWN,SYBR,None,20.4122314453,20.6685237885,0.3624521196,,,,0,0.02,1,3,19,74.6877288818,,,,N,N,N,N
B8,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,38.9656410217,,,,,0,0.02,1,3,39,66.4822235107,,,,N,N,Y,N
B8,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,28.1651096344,28.0358734131,0.1827676147,,,,0,0.02,1,3,26,71.2563323975,,,,N,N,Y,N
B9,Sample 13,Ofav,UNKNOWN,SYBR,None,20.0030460358,19.8793067932,0.1749923676,,,,0,0.02,1,3,18,74.694442749,,,,N,N,N,N
B10,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,39.5559692383,36.9187927246,3.7295334339,,,,0,0.02,1,3,39,67.3836212158,,,,Y,N,Y,N
B10,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,27.7379989624,28.1909618378,0.640586257,,,,0,0.02,1,3,25,70.8152313232,,,,Y,N,Y,N
B11,Sample 13,Ofav,UNKNOWN,SYBR,None,19.755569458,19.8793067932,0.1749923676,,,,0,0.02,1,3,18,74.6908874512,,,,N,N,N,N
B12,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,34.2816123962,36.9187927246,3.7295334339,,,,0,0.02,1,3,31,67.5292434692,,,,Y,N,N,N
B12,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,28.6439247131,28.1909618378,0.640586257,,,,0,0.02,1,3,27,75.5860900879,,,,Y,N,N,N
C1,Sample 2,Ofav,UNKNOWN,SYBR,None,19.9094009399,19.758026123,0.2140776664,,,,0,0.02,1,3,17,74.696472168,,,,N,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.2979278564,,,,N,N,Y,N
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,28.3253078461,28.0143508911,0.4397595525,,,,0,0.02,1,3,26,70.9668960571,,,,N,N,Y,N
C3,Sample 2,Ofav,UNKNOWN,SYBR,None,19.6066493988,19.758026123,0.2140776664,,,,0,0.02,1,3,18,74.6879653931,,,,N,N,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.7372283936,,,,N,Y,Y,N
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,27.7033939362,28.0143508911,0.4397595525,,,,0,0.02,1,3,26,70.5109558105,,,,N,Y,Y,N
C5,Sample 8,Ofav,UNKNOWN,SYBR,None,21.2193908691,21.3667144775,0.2083456963,,,,0,0.02,1,3,20,74.6940917969,,,,N,N,N,N
C6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,34.7099304199,34.4790878296,0.3264607191,,,,0,0.02,1,3,29,66.6374053955,,,,N,N,N,N
C6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,27.4396915436,27.1894989014,0.3538271785,,,,0,0.02,1,3,25,74.5448913574,,,,N,N,N,N
C7,Sample 8,Ofav,UNKNOWN,SYBR,None,21.5140361786,21.3667144775,0.2083456963,,,,0,0.02,1,3,20,74.6877288818,,,,N,N,N,N
C8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,34.2482452393,34.4790878296,0.3264607191,,,,0,0.02,1,3,30,64.8411178589,,,,N,N,N,N
C8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,26.9393043518,27.1894989014,0.3538271785,,,,0,0.02,1,3,25,72.4498596191,,,,N,N,N,N
C9,Sample 14,Ofav,UNKNOWN,SYBR,None,20.1253395081,19.9465637207,0.2528257966,,,,0,0.02,1,3,17,74.694442749,,,,N,N,N,N
C10,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.7424163818,,,,N,N,Y,N
C10,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,27.9510993958,28.0079631805,0.0804175362,,,,0,0.02,1,3,26,71.1136322021,,,,N,N,Y,N
C11,Sample 14,Ofav,UNKNOWN,SYBR,None,19.7677898407,19.9465637207,0.2528257966,,,,0,0.02,1,3,18,74.6908874512,,,,N,N,N,N
C12,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,67.6784439087,,,,N,N,Y,N
C12,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,28.0648269653,28.0079631805,0.0804175362,,,,0,0.02,1,3,26,72.0052719116,,,,N,N,Y,N
D1,Sample 3,Ofav,UNKNOWN,SYBR,None,20.6570701599,20.6895923615,0.0459933393,,,,0,0.02,1,3,19,74.696472168,,,,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,66.491394043,,,,N,N,Y,N
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,27.0965423584,27.2442703247,0.2089175433,,,,0,0.02,1,3,25,71.7128067017,,,,N,N,Y,N
D3,Sample 3,Ofav,UNKNOWN,SYBR,None,20.722114563,20.6895923615,0.0459933393,,,,0,0.02,1,3,18,74.6879653931,,,,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.8864059448,,,,N,N,Y,N
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,27.3919963837,27.2442703247,0.2089175433,,,,0,0.02,1,3,25,70.5109558105,,,,N,N,Y,N
D5,Sample 9,Ofav,UNKNOWN,SYBR,None,21.9466495514,21.7777175903,0.2389058769,,,,0,0.02,1,3,20,74.6940917969,,,,N,N,N,N
D6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.9238433838,,,,,0,0.02,1,3,39,64.5486373901,,,,N,N,Y,N
D6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,28.4799766541,28.5638790131,0.118655853,,,,0,0.02,1,3,26,71.5609359741,,,,N,N,Y,N
D7,Sample 9,Ofav,UNKNOWN,SYBR,None,21.6087856293,21.7777175903,0.2389058769,,,,0,0.02,1,3,20,74.8369140625,,,,N,N,N,N
D8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,34.9238433838,34.9238433838,,,,,0,0.02,1,3,31,64.6919326782,,,,N,N,N,N
D8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,28.6477813721,28.5638790131,0.118655853,,,,0,0.02,1,3,27,71.4055252075,,,,N,N,N,N
D9,Sample 15,Ofav,UNKNOWN,SYBR,None,22.8899002075,22.6079978943,0.3986714184,,,,0,0.02,1,3,21,74.5452423096,,,,N,N,N,N
D10,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,39.326374054,39.326374054,,,,,0,0.02,1,3,39,67.3836212158,,,,Y,N,Y,N
D10,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,27.4438686371,28.0760574341,0.8940499425,,,,0,0.02,1,3,25,70.8152313232,,,,Y,N,Y,N
D11,Sample 15,Ofav,UNKNOWN,SYBR,None,22.3260936737,22.6079978943,0.3986714184,,,,0,0.02,1,3,20,74.5416870117,,,,N,N,N,N
D12,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.326374054,,,,,0,0.02,1,3,39,67.2308425903,,,,Y,N,Y,N
D12,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,28.7082462311,28.0760574341,0.8940499425,,,,0,0.02,1,3,27,72.0052719116,,,,Y,N,Y,N
E1,Sample 4,Ofav,UNKNOWN,SYBR,None,21.4693927765,21.3182792664,0.2137067765,,,,0,0.02,1,3,20,74.696472168,,,,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.1208000183,,,,Y,Y,Y,N
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,25.6134757996,26.0239601135,0.5805111527,,,,0,0.02,1,3,23,69.0275115967,,,,Y,Y,Y,N
E3,Sample 4,Ofav,UNKNOWN,SYBR,None,21.1671657562,21.3182792664,0.2137067765,,,,0,0.02,1,3,19,74.6879653931,,,,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,66.4831237793,,,,Y,Y,Y,N
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,26.4344425201,26.0239601135,0.5805111527,,,,0,0.02,1,3,24,71.4060287476,,,,Y,Y,Y,N
E5,Sample 10,Ofav,UNKNOWN,SYBR,None,23.9744358063,23.5808639526,0.5565932989,,,,0,0.02,1,3,22,74.5448913574,,,,Y,N,N,N
E6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.3372573853,,,,,0,0.02,1,3,39,66.4882049561,,,,N,Y,Y,N
E6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,26.162946701,26.381362915,0.3088858128,,,,0,0.02,1,3,24,71.4117355347,,,,N,Y,Y,N
E7,Sample 10,Ofav,UNKNOWN,SYBR,None,23.1872940063,23.5808639526,0.5565932989,,,,0,0.02,1,3,21,74.5385360718,,,,Y,N,N,N
E8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,34.3372573853,34.3372573853,,,,,0,0.02,1,3,29,66.9297943115,,,,N,N,N,N
E8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,26.5997772217,26.381362915,0.3088858128,,,,0,0.02,1,3,25,74.8369140625,,,,N,N,N,N
E9,Sample 16,Ofav,UNKNOWN,SYBR,None,21.0180721283,22.1269607544,1.5682039261,,,,0,0.02,1,3,19,74.694442749,,,,Y,N,N,N
E10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.8916168213,,,,Y,N,Y,N
E10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,26.1789798737,26.6567611694,0.6756848097,,,,0,0.02,1,3,24,70.5168304443,,,,Y,N,Y,N
E11,Sample 16,Ofav,UNKNOWN,SYBR,None,23.2358474731,22.1269607544,1.5682039261,,,,0,0.02,1,3,22,74.8400878906,,,,Y,N,N,N
E12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,66.9324417114,,,,Y,N,Y,N
E12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,27.1345424652,26.6567611694,0.6756848097,,,,0,0.02,1,3,25,71.259262085,,,,Y,N,Y,N
F1,Sample 5,Ofav,UNKNOWN,SYBR,None,20.7875976563,20.9576263428,0.2404555231,,,,0,0.02,1,3,19,74.8456573486,,,,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.4191665649,,,,Y,N,Y,N
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,26.7844409943,27.233745575,0.6354140043,,,,0,0.02,1,3,25,71.4144439697,,,,Y,N,Y,N
F3,Sample 5,Ofav,UNKNOWN,SYBR,None,21.1276531219,20.9576263428,0.2404555231,,,,0,0.02,1,3,19,74.6879653931,,,,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.8864059448,,,,Y,N,Y,N
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,27.683052063,27.233745575,0.6354140043,,,,0,0.02,1,3,26,71.8535614014,,,,Y,N,Y,N
F5,Sample 11,Ofav,UNKNOWN,SYBR,None,20.9454898834,20.9161090851,0.041550722,,,,0,0.02,1,3,19,74.6940917969,,,,N,N,N,N
F6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,64.1010437012,,,,N,Y,Y,N
F6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.5957565308,27.5667762756,0.0409829207,,,,0,0.02,1,3,26,73.50050354,,,,N,Y,Y,N
F7,Sample 11,Ofav,UNKNOWN,SYBR,None,20.8867282867,20.9161090851,0.041550722,,,,0,0.02,1,3,19,74.6877288818,,,,N,N,N,N
F8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,66.3330307007,,,,N,N,Y,N
F8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.5377979279,27.5667762756,0.0409829207,,,,0,0.02,1,3,26,73.19581604,,,,N,N,Y,N
F9,Sample 17,Ofav,UNKNOWN,SYBR,None,21.3679885864,21.1752243042,0.2726112008,,,,0,0.02,1,3,20,74.694442749,,,,N,N,N,N
F10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,33.8243675232,,,,,0,0.02,1,3,39,66.4884185791,,,,N,Y,Y,N
F10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,26.745010376,27.0053710938,0.3682070076,,,,0,0.02,1,3,25,71.2628326416,,,,N,Y,Y,N
F11,Sample 17,Ofav,UNKNOWN,SYBR,None,20.9824581146,21.1752243042,0.2726112008,,,,0,0.02,1,3,19,74.6908874512,,,,N,N,N,N
F12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,33.8243675232,33.8243675232,,,,,0,0.02,1,3,29,67.5292434692,,,,N,N,N,N
F12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,27.2657337189,27.0053710938,0.3682070076,,,,0,0.02,1,3,25,70.9608612061,,,,N,N,N,N
G1,Sample 6,Ofav,UNKNOWN,SYBR,None,21.0434894562,20.6566905975,0.5470162034,,,,0,0.02,1,3,19,74.8456573486,,,,Y,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,38.0152282715,38.0152282715,,,,,0,0.02,1,3,39,66.0438461304,,,,N,N,Y,N
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,28.3668556213,28.3110160828,0.0789703801,,,,0,0.02,1,3,26,70.5193405151,,,,N,N,Y,N
G3,Sample 6,Ofav,UNKNOWN,SYBR,None,20.2698917389,20.6566905975,0.5470162034,,,,0,0.02,1,3,18,74.6879653931,,,,Y,N,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,38.0152282715,,,,,0,0.02,1,3,39,66.1847610474,,,,N,Y,Y,N
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,28.2551746368,28.3110160828,0.0789703801,,,,0,0.02,1,3,26,74.8371429443,,,,N,Y,Y,N
G5,Sample 12,Ofav,UNKNOWN,SYBR,None,20.1662044525,20.0845165253,0.1155241728,,,,0,0.02,1,3,18,74.6940917969,,,,N,N,N,N
G6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,33.3970947266,33.3970947266,,,,,0,0.02,1,3,28,65.891418457,,,,N,N,N,N
G6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,25.867773056,25.8820724487,0.0202210471,,,,0,0.02,1,3,24,74.8432922363,,,,N,N,N,N
G7,Sample 12,Ofav,UNKNOWN,SYBR,None,20.002828598,20.0845165253,0.1155241728,,,,0,0.02,1,3,18,74.6877288818,,,,N,N,N,N
G8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,33.3970947266,,,,,0,0.02,1,3,39,66.4822235107,,,,N,N,Y,N
G8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,25.8963699341,25.8820724487,0.0202210471,,,,0,0.02,1,3,24,71.2563323975,,,,N,N,Y,N
G9,Sample 18,Ofav,UNKNOWN,SYBR,None,20.018327713,20.0350074768,0.0235900972,,,,0,0.02,1,3,18,74.8436431885,,,,N,N,N,N
G10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,33.2074699402,33.6030349731,0.5594134331,,,,0,0.02,1,3,29,67.2344207764,,,,Y,N,N,N
G10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,26.7311401367,27.0243301392,0.414631933,,,,0,0.02,1,3,25,72.1580352783,,,,Y,N,N,N
G11,Sample 18,Ofav,UNKNOWN,SYBR,None,20.0516891479,20.0350074768,0.0235900972,,,,0,0.02,1,3,17,74.6908874512,,,,N,N,N,N
G12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,33.9986000061,33.6030349731,0.5594134331,,,,0,0.02,1,3,30,68.1260452271,,,,Y,N,N,N
G12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,27.3175182343,27.0243301392,0.414631933,,,,0,0.02,1,3,25,71.5576629639,,,,Y,N,N,N
H1,,,,,,,,,,,,,,,,,,,,,N,N,N,N
H2,,,,,,,,,,,,,,,,,,,,,N,N,N,N
H3,,,,,,,,,,,,,,,,,,,,,N,N,N,N
H4,,,,,,,,,,,,,,,,,,,,,N,N,N,N
H5,+,Ofav,UNKNOWN,SYBR,None,23.453868866,23.3844528198,0.0981691107,,,,0,0.02,1,3,22,74.6940917969,,,,N,N,N,N
H6,+,C,UNKNOWN,VIC,NFQ-MGB,29.4574680328,29.4699707031,0.0176800974,,,,0,0.02,1,3,28,92.448638916,,,,N,N,N,N
H6,+,D,UNKNOWN,FAM,NFQ-MGB,28.656993866,28.7955703735,0.19597812,,,,0,0.02,1,3,27,71.8593292236,,,,N,N,N,N
H7,+,Ofav,UNKNOWN,SYBR,None,23.3150367737,23.3844528198,0.0981691107,,,,0,0.02,1,3,21,74.8369140625,,,,N,N,N,N
H8,+,C,UNKNOWN,VIC,NFQ-MGB,29.4824714661,29.4699707031,0.0176800974,,,,0,0.02,1,3,28,69.615234375,,,,N,N,N,N
H8,+,D,UNKNOWN,FAM,NFQ-MGB,28.9341487885,28.7955703735,0.19597812,,,,0,0.02,1,3,27,72.151473999,,,,N,N,N,N
H9,,,,,,,,,,,,,,,,,,,,,N,N,N,N
H10,,,,,,,,,,,,,,,,,,,,,N,N,N,N
H11,,,,,,,,,,,,,,,,,,,,,N,N,N,N
H12,,,,,,,,,,,,,,,,,,,,,N,N,N,N
