Block Type,96well,,,,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate2.eds,,,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-01-30 18:48:45 PM EST,,,,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Comments,HIGHSD,NOAMP,EXPFAIL,MTP
C6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,33.824016571,,,,,0,0.02,1,3,39,65.6193466187,,,,N,N,Y,N
C6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,26.652677536,26.8778591156,0.3184548318,,,,0,0.02,1,3,25,71.7307891846,,,,N,N,Y,N
C7,Sample 8,Ofav,UNKNOWN,SYBR,None,19.8280735016,19.7786426544,0.0699057728,,,,0,0.02,1,3,18,75.0089874268,,,,N,N,N,N
C8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,33.824016571,33.824016571,,,,,0,0.02,1,3,29,65.7670516968,,,,N,N,N,N
C8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,27.1030406952,26.8778591156,0.3184548318,,,,0,0.02,1,3,25,71.2824020386,,,,N,N,N,N
C9,Sample 14,Ofav,UNKNOWN,SYBR,None,20.8456020355,20.8747711182,0.0412513129,,,,0,0.02,1,3,19,74.8623046875,,,,N,N,N,N
C10,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.8712081909,,,,,0,0.02,1,3,39,67.2615356445,,,,Y,N,Y,N
C10,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,26.7807579041,27.1967544556,0.5883066058,,,,0,0.02,1,3,25,68.7518844604,,,,Y,N,Y,N
C11,Sample 14,Ofav,UNKNOWN,SYBR,None,20.9039402008,20.8747711182,0.0412513129,,,,0,0.02,1,3,19,74.8615646362,,,,N,N,N,N
C12,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,39.8712081909,39.8712081909,,,,,0,0.02,1,3,39,68.4527359009,,,,Y,N,Y,N
C12,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,27.6127490997,27.1967544556,0.5883066058,,,,0,0.02,1,3,26,70.6883773804,,,,Y,N,Y,N
D1,Sample 3,Ofav,UNKNOWN,SYBR,None,20.7512359619,20.6235961914,0.1805085391,,,,0,0.02,1,3,19,74.7125930786,,,,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.2998123169,,,,N,N,Y,N
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,27.1035308838,27.1255207062,0.0310983043,,,,0,0.02,1,3,25,70.2416687012,,,,N,N,Y,N
D3,Sample 3,Ofav,UNKNOWN,SYBR,None,20.4959583282,20.6235961914,0.1805085391,,,,0,0.02,1,3,18,74.8605957031,,,,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,66.2152786255,,,,N,Y,Y,N
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,27.1475105286,27.1255207062,0.0310983043,,,,0,0.02,1,3,25,71.7303924561,,,,N,Y,Y,N
D5,Sample 9,Ofav,UNKNOWN,SYBR,None,21.1335144043,21.030960083,0.1450350583,,,,0,0.02,1,3,20,74.8610458374,,,,N,N,N,N
D6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,39.0005226135,38.8018341064,0.28099069,,,,0,0.02,1,3,39,66.8118286133,,,,N,N,Y,N
D6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,26.3180027008,26.5866222382,0.3798854053,,,,0,0.02,1,3,24,70.0911407471,,,,N,N,Y,N
D7,Sample 9,Ofav,UNKNOWN,SYBR,None,20.9284038544,21.030960083,0.1450350583,,,,0,0.02,1,3,19,74.8599243164,,,,N,N,N,N
D8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,38.6031417847,38.8018341064,0.28099069,,,,0,0.02,1,3,39,65.9161148071,,,,N,N,Y,N
D8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,26.8552417755,26.5866222382,0.3798854053,,,,0,0.02,1,3,25,69.6427001953,,,,N,N,Y,N
D9,Sample 15,Ofav,UNKNOWN,SYBR,None,20.4627742767,20.1488056183,0.4440187216,,,,0,0.02,1,3,19,74.8623046875,,,,N,N,N,N
D10,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.7756576538,,,,,0,0.02,1,3,39,66.9634628296,,,,N,N,Y,N
D10,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,26.4020557404,26.4500179291,0.0678287745,,,,0,0.02,1,3,24,73.6700286865,,,,N,N,Y,N
D11,Sample 15,Ofav,UNKNOWN,SYBR,None,19.8348369598,20.1488056183,0.4440187216,,,,0,0.02,1,3,18,75.0106048584,,,,N,N,N,N
D12,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,39.7756576538,39.7756576538,,,,,0,0.02,1,3,39,68.3036956787,,,,N,N,Y,N
D12,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,26.4979801178,26.4500179291,0.0678287745,,,,0,0.02,1,3,24,72.7749710083,,,,N,N,Y,N
E1,Sample 4,Ofav,UNKNOWN,SYBR,None,26.1772918701,26.3877849579,0.2976821661,,,,0,0.02,1,3,26,74.7125930786,,,,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.4488449097,,,,N,Y,Y,N
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,25.4151992798,25.6551971436,0.3394082487,,,,0,0.02,1,3,23,70.3907012939,,,,N,Y,Y,N
E3,Sample 4,Ofav,UNKNOWN,SYBR,None,26.5982780457,26.3877849579,0.2976821661,,,,0,0.02,1,3,26,74.7115325928,,,,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.9171676636,,,,N,Y,Y,N
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,25.8951950073,25.6551971436,0.3394082487,,,,0,0.02,1,3,24,74.5624771118,,,,N,Y,Y,N
E5,Sample 10,Ofav,UNKNOWN,SYBR,None,20.819568634,20.8484573364,0.0408534445,,,,0,0.02,1,3,19,75.0101013184,,,,N,N,N,N
E6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.9793930054,,,,,0,0.02,1,3,39,65.3212280273,,,,N,Y,Y,N
E6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,25.0784397125,25.2826118469,0.2887429893,,,,0,0.02,1,3,23,69.4948959351,,,,N,Y,Y,N
E7,Sample 10,Ofav,UNKNOWN,SYBR,None,20.8773441315,20.8484573364,0.0408534445,,,,0,0.02,1,3,19,75.0089874268,,,,N,N,N,N
E8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,39.9793930054,39.9793930054,,,,,0,0.02,1,3,39,67.7048797607,,,,N,N,Y,N
E8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,25.4867839813,25.2826118469,0.2887429893,,,,0,0.02,1,3,23,76.0524291992,,,,N,N,Y,N
E9,Sample 16,Ofav,UNKNOWN,SYBR,None,20.6749286652,20.8046073914,0.1833934188,,,,0,0.02,1,3,19,74.8623046875,,,,N,N,N,N
E10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,65.7711868286,,,,N,N,Y,N
E10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,25.4678134918,25.4989128113,0.043981079,,,,0,0.02,1,3,24,71.7325744629,,,,N,N,Y,N
E11,Sample 16,Ofav,UNKNOWN,SYBR,None,20.9342861176,20.8046073914,0.1833934188,,,,0,0.02,1,3,19,74.7125244141,,,,N,N,N,N
E12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,67.8565673828,,,,N,N,Y,N
E12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,25.5300121307,25.4989128113,0.043981079,,,,0,0.02,1,3,23,72.6259307861,,,,N,N,Y,N
F1,Sample 5,Ofav,UNKNOWN,SYBR,None,19.9037895203,19.9280815125,0.0343554132,,,,0,0.02,1,3,19,74.8616256714,,,,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.2998123169,,,,N,N,Y,N
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,24.8339176178,24.8887138367,0.0774935558,,,,0,0.02,1,3,23,69.3474807739,,,,N,N,Y,N
F3,Sample 5,Ofav,UNKNOWN,SYBR,None,19.952375412,19.9280815125,0.0343554132,,,,0,0.02,1,3,18,74.8605957031,,,,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,67.7058486938,,,,N,N,Y,N
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,24.9435100555,24.8887138367,0.0774935558,,,,0,0.02,1,3,23,69.9417114258,,,,N,N,Y,N
F5,Sample 11,Ofav,UNKNOWN,SYBR,None,20.4920291901,20.6433067322,0.2139387578,,,,0,0.02,1,3,19,75.0101013184,,,,N,N,N,N
F6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,66.6627655029,,,,N,N,Y,N
F6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,25.7358474731,25.7813682556,0.0643747598,,,,0,0.02,1,3,24,70.0911407471,,,,N,N,Y,N
F7,Sample 11,Ofav,UNKNOWN,SYBR,None,20.7945842743,20.6433067322,0.2139387578,,,,0,0.02,1,3,19,75.0089874268,,,,N,N,N,N
F8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,66.3633041382,,,,N,N,Y,N
F8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,25.8268871307,25.7813682556,0.0643747598,,,,0,0.02,1,3,24,69.0464477539,,,,N,N,Y,N
F9,Sample 17,Ofav,UNKNOWN,SYBR,None,21.9518661499,22.0196266174,0.0958291218,,,,0,0.02,1,3,21,74.7132720947,,,,N,N,N,N
F10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.4175186157,,,,,0,0.02,1,3,39,65.7711868286,,,,N,Y,Y,N
F10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,27.4946365356,27.8276157379,0.4709036946,,,,0,0.02,1,3,26,72.4777526855,,,,N,Y,Y,N
F11,Sample 17,Ofav,UNKNOWN,SYBR,None,22.0873889923,22.0196266174,0.0958291218,,,,0,0.02,1,3,20,74.7125244141,,,,N,N,N,N
F12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,34.4175186157,34.4175186157,,,,,0,0.02,1,3,31,67.8565673828,,,,N,N,N,N
F12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,28.1605949402,27.8276157379,0.4709036946,,,,0,0.02,1,3,26,73.5201797485,,,,N,N,N,N
G1,Sample 6,Ofav,UNKNOWN,SYBR,None,20.4388313293,20.4521598816,0.0188494194,,,,0,0.02,1,3,19,75.0106582642,,,,N,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,32.6163063049,32.6163063049,,,,,0,0.02,1,3,28,68.1552352905,,,,N,N,N,N
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,26.3504180908,26.1518249512,0.2808531225,,,,0,0.02,1,3,24,71.5829467773,,,,N,N,N,N
G3,Sample 6,Ofav,UNKNOWN,SYBR,None,20.4654884338,20.4521598816,0.0188494194,,,,0,0.02,1,3,19,75.0096511841,,,,N,N,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,32.6163063049,,,,,0,0.02,1,3,39,66.2152786255,,,,N,Y,Y,N
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,25.9532318115,26.1518249512,0.2808531225,,,,0,0.02,1,3,24,70.9851074219,,,,N,Y,Y,N
G5,Sample 12,Ofav,UNKNOWN,SYBR,None,20.8588562012,20.7496089935,0.15449889,,,,0,0.02,1,3,19,75.0101013184,,,,N,N,N,N
G6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.9883613586,,,,,0,0.02,1,3,39,65.91746521,,,,N,N,Y,N
G6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,25.4220161438,25.6695213318,0.3500238359,,,,0,0.02,1,3,23,67.7061843872,,,,N,N,Y,N
G7,Sample 12,Ofav,UNKNOWN,SYBR,None,20.6403617859,20.7496089935,0.15449889,,,,0,0.02,1,3,19,75.0089874268,,,,N,N,N,N
G8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,36.9883613586,36.9883613586,,,,,0,0.02,1,3,35,68.0030059814,,,,N,N,N,N
G8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,25.9170246124,25.6695213318,0.3500238359,,,,0,0.02,1,3,24,70.9842758179,,,,N,N,N,N
G9,Sample 18,Ofav,UNKNOWN,SYBR,None,21.8277664185,21.6908283234,0.1936597079,,,,0,0.02,1,3,20,74.8623046875,,,,N,N,N,N
G10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,38.4815788269,36.0563659668,3.4297661781,,,,0,0.02,1,3,39,67.1125030518,,,,Y,N,Y,N
G10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,26.6967430115,26.9735298157,0.3914369941,,,,0,0.02,1,3,25,73.5209960938,,,,Y,N,Y,N
G11,Sample 18,Ofav,UNKNOWN,SYBR,None,21.5538902283,21.6908283234,0.1936597079,,,,0,0.02,1,3,20,74.8615646362,,,,N,N,N,N
G12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,33.6311569214,36.0563659668,3.4297661781,,,,0,0.02,1,3,29,67.4094390869,,,,Y,N,N,N
G12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,27.2503185272,26.9735298157,0.3914369941,,,,0,0.02,1,3,25,72.9240112305,,,,Y,N,N,N
H1,,Ofav,UNKNOWN,SYBR,None,33.2081794739,33.1921577454,0.2164239287,,,,0,0.02,1,3,32,72.0300369263,,,,N,N,N,N
H2,,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.001750946,,,,N,Y,Y,N
H2,,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.0732574463,,,,N,Y,Y,N
H3,,Ofav,UNKNOWN,SYBR,None,Undetermined,33.1921577454,0.2164239287,,,,0,0.02,1,3,39,74.4134216309,,,,N,N,Y,N
H4,,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.5945129395,,,,N,Y,Y,N
H4,,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,71.5813369751,,,,N,Y,Y,N
H5,+,Ofav,UNKNOWN,SYBR,None,22.609292984,22.6167602539,0.0105603142,,,,0,0.02,1,3,21,75.0101013184,,,,N,N,N,N
H6,+,C,UNKNOWN,VIC,NFQ-MGB,28.7915115356,28.6775226593,0.1612046212,,,,0,0.02,1,3,27,93.1953887939,,,,N,N,N,N
H6,+,D,UNKNOWN,FAM,NFQ-MGB,28.1703166962,28.1360092163,0.0485167541,,,,0,0.02,1,3,26,72.3270339966,,,,N,N,N,N
H7,+,Ofav,UNKNOWN,SYBR,None,22.6242275238,22.6167602539,0.0105603142,,,,0,0.02,1,3,21,75.0089874268,,,,N,N,N,N
H8,+,C,UNKNOWN,VIC,NFQ-MGB,28.563533783,28.6775226593,0.1612046212,,,,0,0.02,1,3,27,67.2576828003,,,,N,N,N,N
H8,+,D,UNKNOWN,FAM,NFQ-MGB,28.1017036438,28.1360092163,0.0485167541,,,,0,0.02,1,3,26,72.6239700317,,,,N,N,N,N
H9,,Ofav,UNKNOWN,SYBR,None,32.9681663513,33.1921577454,0.2164239287,,,,0,0.02,1,3,32,73.2229232788,,,,N,N,N,N
H10,,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.449180603,,,,N,Y,Y,N
H10,,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,73.2229232788,,,,N,Y,Y,N
H11,,Ofav,UNKNOWN,SYBR,None,Undetermined,33.1921577454,0.2164239287,,,,0,0.02,1,3,39,84.8474121094,75.9048614502,79.481880188,,N,N,Y,Y
H12,,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,61.5967826843,,,,N,Y,Y,N
H12,,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,72.3278427124,,,,N,Y,Y,N
