"Treatment","Replicate","Fragment","Genotype","Date","Days","Time_Point","Phase","Sample","A.Acer","logA.SH"
"N+P","R1","Ac_250","Orange",2017-12-14,29,"T9","Nutrients","250_T9",0.0517084070252806,-1.28643884128008
"N+P","R1","Ac_263","Red and Orange",2017-12-14,29,"T9","Nutrients","263_T9",0.0460084502211373,-1.33716239554946
"N+P","R1","Ac_269","Red and Orange",2017-12-14,29,"T9","Nutrients","269_T9",0.0449212745098001,-1.34754793039987
"N+P","R1","Ac_276","Green",2017-12-14,29,"T9","Nutrients","276_T9",0.104461459491053,-0.981043910678972
"N+P","R1","Ac_283","Green",2017-12-14,29,"T9","Nutrients","283_T9",0.0673603138613933,-1.17159589793427
"N+P","R1","Ac_289","Green",2017-12-14,29,"T9","Nutrients","289_T9",0.0659054996958216,-1.18107834279769
"N+P","R1","Ac_300","Red and Yellow",2017-12-14,29,"T9","Nutrients","300_T9",0.0414076939858323,-1.38291895489039
"N+P","R2","Ac_104","Red and Yellow",2017-12-14,29,"T9","Nutrients","104_T9",0.0310028073712854,-1.5085989780801
"N+P","R2","Ac_110","Red and Yellow",2017-12-14,29,"T9","Nutrients","110_T9",0.024081059374601,-1.61832441149962
"N+P","R2","Ac_121","Green and Orange",2017-12-14,29,"T9","Nutrients","121_T9",0.0288565506919946,-1.53975558263132
"N+P","R2","Ac_128","Green and Orange",2017-12-14,29,"T9","Nutrients","128_T9",0.0437838512583899,-1.35868604023944
"N+P","R2","Ac_140","F",2017-12-14,29,"T9","Nutrients","140_T9",0.0210146999919518,-1.67747680564759
"N+P","R2","Ac_155","Orange",2017-12-14,29,"T9","Nutrients","155_T9",0.0167411526250012,-1.77621464422538
"N+P","R2","Ac_168","Red and Orange",2017-12-14,29,"T9","Nutrients","168_T9",0.0262787902167171,-1.58039463204596
"N+P","R2","Ac_175","Red and Orange",2017-12-14,29,"T9","Nutrients","175_T9",0.0315994371338486,-1.50032065319934
"N+P","R2","Ac_181","Green",2017-12-14,29,"T9","Nutrients","181_T9",0.013112100892536,-1.88232771769693
"N+P","R2","Ac_188","Green",2017-12-14,29,"T9","Nutrients","188_T9",0.0116910042400497,-1.93214818197932
"N+P","R2","Ac_219","Green and Orange",2017-12-14,29,"T9","Nutrients","219_T9",0.00661080956190715,-2.17974535341295
"N+P","R2","Ac_225","Green and Orange",2017-12-14,29,"T9","Nutrients","225_T9",0.0387017515432876,-1.41226937946763
"N+P","R2","Ac_229","Green and Orange",2017-12-14,29,"T9","Nutrients","229_T9",0.0264340753075188,-1.57783587708281
"N+P","R2","Ac_237","F",2017-12-14,29,"T9","Nutrients","237_T9",0.0267103496310223,-1.57332042714786
"N+P","R2","Ac_247","Orange",2017-12-14,29,"T9","Nutrients","247_T9",0.00415349827558353,-2.38158596550565
"N+P","R2","Ac_266","Red and Orange",2017-12-14,29,"T9","Nutrients","266_T9",0.0102200259577784,-1.99054800113813
"N+P","R2","Ac_272","Red and Orange",2017-12-14,29,"T9","Nutrients","272_T9",0.0282137583633712,-1.5495390574904
"N+P","R2","Ac_280","Green",2017-12-14,29,"T9","Nutrients","280_T9",0.0405555359659922,-1.39194985476031
"N+P","R2","Ac_286","Green",2017-12-14,29,"T9","Nutrients","286_T9",0.0349768134872892,-1.45621975883457
"A","R1","Ac_105","Red and Yellow",2018-01-29,75,"T13","Nutrients","105_T13",0.0455483521334621,-1.34152733048659
"A","R1","Ac_116","Green and Orange",2018-01-29,75,"T13","Nutrients","116_T13",0.21839968352229,-0.660747995292495
"A","R1","Ac_122","Green and Orange",2018-01-29,75,"T13","Nutrients","122_T13",0.401380565872757,-0.396443659099522
"A","R1","Ac_129","Green and Orange",2018-01-29,75,"T13","Nutrients","129_T13",0.394211746512861,-0.404270438986785
"A","R1","Ac_137","F",2018-01-29,75,"T13","Nutrients","137_T13",0.069086262261322,-1.16060830309254
"A","R1","Ac_143","Yellow",2018-01-29,75,"T13","Nutrients","143_T13",0.0554004947637961,-1.25648635671152
"A","R1","Ac_149","Orange",2018-01-29,75,"T13","Nutrients","149_T13",0.165745622246786,-0.78055793356676
"A","R1","Ac_157","Orange",2018-01-29,75,"T13","Nutrients","157_T13",0.139665023090281,-0.854912342495765
"A","R1","Ac_162","Red and Orange",2018-01-29,75,"T13","Nutrients","162_T13",0.209140253444475,-0.679562370021495
"A","R1","Ac_169","Red and Orange",2018-01-29,75,"T13","Nutrients","169_T13",0.219461940363553,-0.658640785322849
"A","R1","Ac_176","Green",2018-01-29,75,"T13","Nutrients","176_T13",0.240655728579043,-0.61860379589954
"A","R1","Ac_182","Green",2018-01-29,75,"T13","Nutrients","182_T13",0.232538688802757,-0.633504780684906
"A","R1","Ac_189","Green",2018-01-29,75,"T13","Nutrients","189_T13",0.345568272403161,-0.461466138162941
"A","R1","Ac_204","Red and Yellow",2018-01-29,75,"T13","Nutrients","204_T13",0.050908228389566,-1.29321201618252
"A","R1","Ac_220","Green and Orange",2018-01-29,75,"T13","Nutrients","220_T13",0.349906815489626,-0.456047598240989
"A","R1","Ac_226","Green and Orange",2018-01-29,75,"T13","Nutrients","226_T13",0.294133430272416,-0.531455612154816
"A","R1","Ac_248","Orange",2018-01-29,75,"T13","Nutrients","248_T13",0.146862978630319,-0.833087667810127
"A","R1","Ac_261","Red and Orange",2018-01-29,75,"T13","Nutrients","261_T13",0.280785953499047,-0.551624621864304
"A","R1","Ac_267","Red and Orange",2018-01-29,75,"T13","Nutrients","267_T13",0.360118262904026,-0.443554853420934
"A","R1","Ac_273","Red and Orange",2018-01-29,75,"T13","Nutrients","273_T13",0.147935753171273,-0.829926852855653
"A","R1","Ac_281","Green",2018-01-29,75,"T13","Nutrients","281_T13",0.359619378866788,-0.444156913412261
"A","R1","Ac_287","Green",2018-01-29,75,"T13","Nutrients","287_T13",0.383564916010866,-0.416161123815512
"A","R1","Ac_291","F",2018-01-29,75,"T13","Nutrients","291_T13",0.144289944810806,-0.840763932699558
"A","R2","Ac_102","Red and Yellow",2018-01-29,75,"T13","Nutrients","102_T13",0.155506056019127,-0.808252693167848
"A","R2","Ac_119","Green and Orange",2018-01-29,75,"T13","Nutrients","119_T13",0.355160408361289,-0.449575453334213
"A","R2","Ac_125","Green and Orange",2018-01-29,75,"T13","Nutrients","125_T13",0.377891158854564,-0.422633268722288
"A","R2","Ac_139","F",2018-01-29,75,"T13","Nutrients","139_T13",0.0778069409843635,-1.10898165883616
"A","R2","Ac_152","Orange",2018-01-29,75,"T13","Nutrients","152_T13",0.175317591647073,-0.756174503917979
"A","R2","Ac_160","Orange",2018-01-29,75,"T13","Nutrients","160_T13",0.159601118891987,-0.796964068330448
"A","R2","Ac_166","Red and Orange",2018-01-29,75,"T13","Nutrients","166_T13",0.368322815229547,-0.433771378561855
"A","R2","Ac_173","Red and Orange",2018-01-29,75,"T13","Nutrients","173_T13",0.335536744878686,-0.474259912978661
"A","R2","Ac_179","Green",2018-01-29,75,"T13","Nutrients","179_T13",0.263987709906732,-0.578416291478397
"A","R2","Ac_186","Green",2018-01-29,75,"T13","Nutrients","186_T13",0.298136035964386,-0.525585527239369
"A","R2","Ac_192","F",2018-01-29,75,"T13","Nutrients","192_T13",0.0545620882126736,-1.26310901661612
"A","R2","Ac_217","Green and Orange",2018-01-29,75,"T13","Nutrients","217_T13",0.465399856428275,-0.332173755025261
"A","R2","Ac_223","Green and Orange",2018-01-29,75,"T13","Nutrients","223_T13",0.311983723816534,-0.505868062523379
"A","R2","Ac_231","Yellow",2018-01-29,75,"T13","Nutrients","231_T13",0.0159593164438607,-1.79698571392619
"A","R2","Ac_241","F",2018-01-29,75,"T13","Nutrients","241_T13",0.0466345391514684,-1.33129231063401
"A","R2","Ac_264","Red and Orange",2018-01-29,75,"T13","Nutrients","264_T13",0.384363346688403,-0.41525803382852
"A","R2","Ac_270","Red and Orange",2018-01-29,75,"T13","Nutrients","270_T13",0.250094055371679,-0.601896631140187
"A","R2","Ac_277","Green",2018-01-29,75,"T13","Nutrients","277_T13",0.217568661398763,-0.662403660268648
"A","R2","Ac_284","Green",2018-01-29,75,"T13","Nutrients","284_T13",0.362748780872398,-0.440394038466463
"A","R2","Ac_290","Green",2018-01-29,75,"T13","Nutrients","290_T13",0.00117147564061744,-2.93126673758808
"N","R1","Ac_106","Red and Yellow",2018-01-29,75,"T13","Nutrients","106_T13",0.0503467572817589,-1.29802849611314
"N","R1","Ac_117","Green and Orange",2018-01-29,75,"T13","Nutrients","117_T13",0.234318484213026,-0.630193450732603
"N","R1","Ac_123","Green and Orange",2018-01-29,75,"T13","Nutrients","123_T13",0.299378530785363,-0.523779347265385
"N","R1","Ac_130","Green and Orange",2018-01-29,75,"T13","Nutrients","130_T13",0.360867886909357,-0.442651763433941
"N","R1","Ac_144","Yellow",2018-01-29,75,"T13","Nutrients","144_T13",0.0630457386721443,-1.20034426252018
"N","R1","Ac_146","F",2018-01-29,75,"T13","Nutrients","146_T13",0.0611307751373906,-1.21374009732723
"N","R1","Ac_150","Orange",2018-01-29,75,"T13","Nutrients","150_T13",0.140490323479436,-0.852353587532621
"N","R1","Ac_158","Orange",2018-01-29,75,"T13","Nutrients","158_T13",0.113246837747666,-0.94597391618412
"N","R1","Ac_164","Red and Orange",2018-01-29,75,"T13","Nutrients","164_T13",0.0305442085973994,-1.51507112298688
"N","R1","Ac_170","Red and Orange",2018-01-29,75,"T13","Nutrients","170_T13",0.16893529375178,-0.772279608686001
"N","R1","Ac_177","Green",2018-01-29,75,"T13","Nutrients","177_T13",0.191716002786886,-0.717341634477326
"N","R1","Ac_183","Green",2018-01-29,75,"T13","Nutrients","183_T13",0.299067422469478,-0.52423089225888
"N","R1","Ac_190","Green",2018-01-29,75,"T13","Nutrients","190_T13",0.213386775025801,-0.67083250014724
"N","R1","Ac_221","Green and Orange",2018-01-29,75,"T13","Nutrients","221_T13",0.265271698721803,-0.576309081508751
"N","R1","Ac_227","Green and Orange",2018-01-29,75,"T13","Nutrients","227_T13",0.126924516617725,-0.896454481897394
"N","R1","Ac_249","Orange",2018-01-29,75,"T13","Nutrients","249_T13",0.22949627953804,-0.639224350602522
"N","R1","Ac_262","Red and Orange",2018-01-29,75,"T13","Nutrients","262_T13",0.0822148418703288,-1.08504977418088
"N","R1","Ac_268","Red and Orange",2018-01-29,75,"T13","Nutrients","268_T13",0.127984647917792,-0.892842121949426
"N","R1","Ac_274","Red and Orange",2018-01-29,75,"T13","Nutrients","274_T13",0.0964578638470134,-1.01566236018033
"N","R1","Ac_282","Green",2018-01-29,75,"T13","Nutrients","282_T13",0.130176656547162,-0.885466887055659
"N","R1","Ac_288","Green",2018-01-29,75,"T13","Nutrients","288_T13",0.230293032904462,-0.637719200624202
"N","R2","Ac_120","Green and Orange",2018-01-29,75,"T13","Nutrients","120_T13",0.363126134451652,-0.439942493472966
"N","R2","Ac_126","Green and Orange",2018-01-29,75,"T13","Nutrients","126_T13",0.346888199996178,-0.459810473186789
"N","R2","Ac_154","Orange",2018-01-29,75,"T13","Nutrients","154_T13",0.173865388829147,-0.759786863865946
"N","R2","Ac_174","Red and Orange",2018-01-29,75,"T13","Nutrients","174_T13",0.00972923893607639,-2.01192113083028
"N","R2","Ac_180","Green",2018-01-29,75,"T13","Nutrients","180_T13",0.297413630067885,-0.526639132224193
"N","R2","Ac_187","Green",2018-01-29,75,"T13","Nutrients","187_T13",0.401798106609381,-0.395992114106026
"N","R2","Ac_218","Green and Orange",2018-01-29,75,"T13","Nutrients","218_T13",0.5245101770705,-0.280246080773224
"N","R2","Ac_224","Green and Orange",2018-01-29,75,"T13","Nutrients","224_T13",0.529257851141152,-0.276332690829592
"N","R2","Ac_230","Green and Orange",2018-01-29,75,"T13","Nutrients","230_T13",0.450170264928793,-0.346623194817133
"N","R2","Ac_232","Yellow",2018-01-29,75,"T13","Nutrients","232_T13",0.0889749280178542,-1.05073235467519
"N","R2","Ac_234","Yellow",2018-01-29,75,"T13","Nutrients","234_T13",0.0405555359659922,-1.39194985476031
"N","R2","Ac_236","F",2018-01-29,75,"T13","Nutrients","236_T13",0.0544110195047065,-1.26431313659878
"N","R2","Ac_242","F",2018-01-29,75,"T13","Nutrients","242_T13",0.0319518366116211,-1.49550417326872
"N","R2","Ac_246","Orange",2018-01-29,75,"T13","Nutrients","246_T13",0.117443817252945,-0.930169841411759
"N","R2","Ac_265","Red and Orange",2018-01-29,75,"T13","Nutrients","265_T13",0.186473518608773,-0.729382834303884
"N","R2","Ac_271","Red and Orange",2018-01-29,75,"T13","Nutrients","271_T13",0.0956588773883597,-1.0192747201283
"N","R2","Ac_278","Green",2018-01-29,75,"T13","Nutrients","278_T13",0.374241815538128,-0.426847688661584
"N","R2","Ac_285","Green",2018-01-29,75,"T13","Nutrients","285_T13",0.19311641049209,-0.714180819522854
"N","R2","Ac_299","Orange",2018-01-29,75,"T13","Nutrients","299_T13",0.219690238163775,-0.658189240329352
"N+P","R1","Ac_101","Red and Yellow",2018-01-29,75,"T13","Nutrients","101_T13",0.00878368888459959,-2.05632305519071
"N+P","R1","Ac_107","Red and Yellow",2018-01-29,75,"T13","Nutrients","107_T13",0.0231883290079791,-1.63473054626331
"N+P","R1","Ac_118","Green and Orange",2018-01-29,75,"T13","Nutrients","118_T13",0.242665794697125,-0.614991435951573
"N+P","R1","Ac_124","Green and Orange",2018-01-29,75,"T13","Nutrients","124_T13",0.219309873646747,-0.658941815318512
"N+P","R1","Ac_138","F",2018-01-29,75,"T13","Nutrients","138_T13",0.00606424043855032,-2.21722358787311
"N+P","R1","Ac_145","Yellow",2018-01-29,75,"T13","Nutrients","145_T13",0.0397622352420608,-1.40052920963673
"N+P","R1","Ac_151","Orange",2018-01-29,75,"T13","Nutrients","151_T13",0.0518340046924932,-1.28538523629526
"N+P","R1","Ac_159","Orange",2018-01-29,75,"T13","Nutrients","159_T13",0.053960318379345,-1.26792549654675
"N+P","R1","Ac_165","Red and Orange",2018-01-29,75,"T13","Nutrients","165_T13",0.0725712872585016,-1.13923517340039
"N+P","R1","Ac_171","Red and Orange",2018-01-29,75,"T13","Nutrients","171_T13",0.0682296521233224,-1.16602684301449
"N+P","R1","Ac_178","Green",2018-01-29,75,"T13","Nutrients","178_T13",0.152887532654383,-0.815627928061614
"N+P","R1","Ac_184","Green",2018-01-29,75,"T13","Nutrients","184_T13",0.114034531796386,-0.942963616227479
"N+P","R1","Ac_216","Green and Orange",2018-01-29,75,"T13","Nutrients","216_T13",0.151989405743777,-0.818186683024758
"N+P","R1","Ac_222","Green and Orange",2018-01-29,75,"T13","Nutrients","222_T13",0.131628397145928,-0.880650407125035
"N+P","R1","Ac_228","Green and Orange",2018-01-29,75,"T13","Nutrients","228_T13",0.214127600243944,-0.66932735016892
"N+P","R1","Ac_240","F",2018-01-29,75,"T13","Nutrients","240_T13",0.0342332641581927,-1.46555168870015
"N+P","R1","Ac_263","Red and Orange",2018-01-29,75,"T13","Nutrients","263_T13",0.159159223509847,-0.798168188313104
"N+P","R1","Ac_269","Red and Orange",2018-01-29,75,"T13","Nutrients","269_T13",0.0344474898830476,-1.46284241873918
"N+P","R1","Ac_276","Green",2018-01-29,75,"T13","Nutrients","276_T13",0.188749230875315,-0.724114809379765
"N+P","R1","Ac_283","Green",2018-01-29,75,"T13","Nutrients","283_T13",0.242077797340814,-0.616045040936396
"N+P","R1","Ac_289","Green",2018-01-29,75,"T13","Nutrients","289_T13",0.151148929966555,-0.82059492299007
"N+P","R2","Ac_104","Red and Yellow",2018-01-29,75,"T13","Nutrients","104_T13",0.0442108006219394,-1.35447162030014
"N+P","R2","Ac_110","Red and Yellow",2018-01-29,75,"T13","Nutrients","110_T13",0.0350739243679606,-1.45501563885191
"N+P","R2","Ac_121","Green and Orange",2018-01-29,75,"T13","Nutrients","121_T13",0.362371819431608,-0.440845583459958
"N+P","R2","Ac_128","Green and Orange",2018-01-29,75,"T13","Nutrients","128_T13",0.278653208602784,-0.554935951816607
"N+P","R2","Ac_140","F",2018-01-29,75,"T13","Nutrients","140_T13",0.116673002324505,-0.933029626370567
"N+P","R2","Ac_155","Orange",2018-01-29,75,"T13","Nutrients","155_T13",0.144389993649514,-0.840462902703894
"N+P","R2","Ac_168","Red and Orange",2018-01-29,75,"T13","Nutrients","168_T13",0.162616175009225,-0.788836258447521
"N+P","R2","Ac_175","Red and Orange",2018-01-29,75,"T13","Nutrients","175_T13",0.0406963345875343,-1.39044470478199
"N+P","R2","Ac_181","Green",2018-01-29,75,"T13","Nutrients","181_T13",0.376714291368148,-0.423987903702776
"N+P","R2","Ac_188","Green",2018-01-29,75,"T13","Nutrients","188_T13",0.410098584963427,-0.387111729233938
"N+P","R2","Ac_219","Green and Orange",2018-01-29,75,"T13","Nutrients","219_T13",0.282249449210364,-0.549366896896823
"N+P","R2","Ac_225","Green and Orange",2018-01-29,75,"T13","Nutrients","225_T13",0.522695509713728,-0.281751230751544
"N+P","R2","Ac_229","Green and Orange",2018-01-29,75,"T13","Nutrients","229_T13",0.172664412862467,-0.762797163822588
"N+P","R2","Ac_233","Yellow",2018-01-29,75,"T13","Nutrients","233_T13",0.147833247450938,-0.830227882851318
"N+P","R2","Ac_235","Yellow",2018-01-29,75,"T13","Nutrients","235_T13",0.157022441849457,-0.804038273228551
"N+P","R2","Ac_247","Orange",2018-01-29,75,"T13","Nutrients","247_T13",0.138989005526519,-0.857019552465412
"N+P","R2","Ac_266","Red and Orange",2018-01-29,75,"T13","Nutrients","266_T13",0.0278349764108581,-1.55540914240585
"N+P","R2","Ac_272","Red and Orange",2018-01-29,75,"T13","Nutrients","272_T13",0.132911944818673,-0.876435987185739
"N+P","R2","Ac_280","Green",2018-01-29,75,"T13","Nutrients","280_T13",0.513537904193643,-0.289427495640976
"N+P","R2","Ac_286","Green",2018-01-29,75,"T13","Nutrients","286_T13",0.341638547612676,-0.466433133091397
"A","R1","Ac_129","Green and Orange",2018-02-05,82,"T14","Nutrients","129_T14",0.0932044515048065,-1.0305633449657
"A","R1","Ac_149","Orange",2018-02-05,82,"T14","Nutrients","149_T14",0.0961907962669048,-1.01686648016299
"A","R1","Ac_267","Red and Orange",2018-02-05,82,"T14","Nutrients","267_T14",0.501750714387855,-0.299512000495718
"A","R2","Ac_223","Green and Orange",2018-02-05,82,"T14","Nutrients","223_T14",0.386366702278154,-0.41300030886104
"A","R2","Ac_270","Red and Orange",2018-02-05,82,"T14","Nutrients","270_T14",0.0790025302878709,-1.10235899893156
"A","R2","Ac_290","Green",2018-02-05,82,"T14","Nutrients","290_T14",0.736135203538197,-0.133042412893537
"N","R1","Ac_158","Orange",2018-02-05,82,"T14","Nutrients","158_T14",0.704925485945888,-0.151856787622537
"N","R1","Ac_183","Green",2018-02-05,82,"T14","Nutrients","183_T14",0.839174457122305,-0.0761477437130449
"N","R1","Ac_268","Red and Orange",2018-02-05,82,"T14","Nutrients","268_T14",0.0610037893396246,-1.21464318731422
"N","R2","Ac_180","Green",2018-02-05,82,"T14","Nutrients","180_T14",0.187835632091633,-0.726222019349413
"N","R2","Ac_218","Green and Orange",2018-02-05,82,"T14","Nutrients","218_T14",0.17931184159889,-0.7463910290589
"N","R2","Ac_234","Yellow",2018-02-05,82,"T14","Nutrients","234_T14",0.238166543692702,-0.623119245834499
"N","R2","Ac_246","Orange",2018-02-05,82,"T14","Nutrients","246_T14",0.0435870287341616,-1.36064273521125
"N","R2","Ac_265","Red and Orange",2018-02-05,82,"T14","Nutrients","265_T14",0.121965301401182,-0.913763706648073
"N+P","R1","Ac_159","Orange",2018-02-05,82,"T14","Nutrients","159_T14",0.127188723336246,-0.895551391910401
"N+P","R1","Ac_269","Red and Orange",2018-02-05,82,"T14","Nutrients","269_T14",0.711799424142834,-0.147642367683242
"N+P","R1","Ac_283","Green",2018-02-05,82,"T14","Nutrients","283_T14",0.147884491429661,-0.830077367853487
"N+P","R2","Ac_121","Green and Orange",2018-02-05,82,"T14","Nutrients","121_T14",0.607536364876639,-0.21642772169246
"N+P","R2","Ac_266","Red and Orange",2018-02-05,82,"T14","Nutrients","266_T14",0.242497649867004,-0.615292465947234
"A","R1","Ac_105","Red and Yellow",2018-02-23,100,"T19","Heat","105_T19",0.180183982196286,-0.74428381908925
"A","R1","Ac_116","Green and Orange",2018-02-23,100,"T19","Heat","116_T19",0.208416683135443,-0.681067519999816
"A","R1","Ac_122","Green and Orange",2018-02-23,100,"T19","Heat","122_T19",0.124054215950736,-0.906388471754305
"A","R1","Ac_143","Yellow",2018-02-23,100,"T19","Heat","143_T19",0.157567584277907,-0.80253312325023
"A","R1","Ac_157","Orange",2018-02-23,100,"T19","Heat","157_T19",0.041207269228152,-1.38502616486003
"A","R1","Ac_162","Red and Orange",2018-02-23,100,"T19","Heat","162_T19",0.0433009555016963,-1.36350252017006
"A","R1","Ac_169","Red and Orange",2018-02-23,100,"T19","Heat","169_T19",0.0490039777559511,-1.30976866594404
"A","R1","Ac_176","Green",2018-02-23,100,"T19","Heat","176_T19",0.192848879782188,-0.714782879514181
"A","R1","Ac_182","Green",2018-02-23,100,"T19","Heat","182_T19",0.17374491628251,-0.76008789386161
"A","R1","Ac_204","Red and Yellow",2018-02-23,100,"T19","Heat","204_T19",0.0830453195879906,-1.08068483924375
"A","R1","Ac_220","Green and Orange",2018-02-23,100,"T19","Heat","220_T19",0.177703336067825,-0.750304419002532
"A","R1","Ac_226","Green and Orange",2018-02-23,100,"T19","Heat","226_T19",0.200342814322483,-0.698226229752661
"A","R1","Ac_248","Orange",2018-02-23,100,"T19","Heat","248_T19",0.0908444803901539,-1.04170145480527
"A","R1","Ac_261","Red and Orange",2018-02-23,100,"T19","Heat","261_T19",0.160044241168331,-0.795759948347793
"A","R1","Ac_273","Red and Orange",2018-02-23,100,"T19","Heat","273_T19",0.265639698400911,-0.575707021517422
"A","R1","Ac_281","Green",2018-02-23,100,"T19","Heat","281_T19",0.199165914742997,-0.700784984715806
"A","R1","Ac_287","Green",2018-02-23,100,"T19","Heat","287_T19",0.207336018769972,-0.683325244967296
"A","R1","Ac_291","F",2018-02-23,100,"T19","Heat","291_T19",0.106103391076271,-0.974270735776533
"A","R2","Ac_102","Red and Yellow",2018-02-23,100,"T19","Heat","102_T19",0.145545553571668,-0.837001057753756
"A","R2","Ac_108","Red and Yellow",2018-02-23,100,"T19","Heat","108_T19",0.100484345838796,-0.997901590436156
"A","R2","Ac_119","Green and Orange",2018-02-23,100,"T19","Heat","119_T19",0.1717096077832,-0.765205403787898
"A","R2","Ac_125","Green and Orange",2018-02-23,100,"T19","Heat","125_T19",0.113286092912821,-0.945823401186287
"A","R2","Ac_139","F",2018-02-23,100,"T19","Heat","139_T19",0.013116645987978,-1.8821772026991
"A","R2","Ac_152","Orange",2018-02-23,100,"T19","Heat","152_T19",0.0357736880865453,-1.44643628397549
"A","R2","Ac_160","Orange",2018-02-23,100,"T19","Heat","160_T19",0.0291884754803845,-1.53478858770287
"A","R2","Ac_166","Red and Orange",2018-02-23,100,"T19","Heat","166_T19",0.118383725655819,-0.926707996461624
"A","R2","Ac_173","Red and Orange",2018-02-23,100,"T19","Heat","173_T19",0.157022441849457,-0.804038273228551
"A","R2","Ac_179","Green",2018-02-23,100,"T19","Heat","179_T19",0.130176656547162,-0.885466887055659
"A","R2","Ac_186","Green",2018-02-23,100,"T19","Heat","186_T19",0.128607142262266,-0.890734911979778
"A","R2","Ac_192","F",2018-02-23,100,"T19","Heat","192_T19",0.0330671535080793,-1.48060318848335
"A","R2","Ac_217","Green and Orange",2018-02-23,100,"T19","Heat","217_T19",0.236111901750945,-0.626882120780299
"A","R2","Ac_231","Yellow",2018-02-23,100,"T19","Heat","231_T19",0.144590299492864,-0.839860842712565
"A","R2","Ac_264","Red and Orange",2018-02-23,100,"T19","Heat","264_T19",0.26591603314349,-0.575255476523926
"A","R2","Ac_277","Green",2018-02-23,100,"T19","Heat","277_T19",0.143641314999992,-0.842720627671373
"A","R2","Ac_284","Green",2018-02-23,100,"T19","Heat","284_T19",0.115546276199099,-0.937244046309863
"N","R1","Ac_117","Green and Orange",2018-02-23,100,"T19","Heat","117_T19",0.267302024747508,-0.572997751556446
"N","R1","Ac_123","Green and Orange",2018-02-23,100,"T19","Heat","123_T19",0.233184317566738,-0.632300660702251
"N","R1","Ac_130","Green and Orange",2018-02-23,100,"T19","Heat","130_T19",0.174469005733669,-0.758281713887626
"N","R1","Ac_177","Green",2018-02-23,100,"T19","Heat","177_T19",0.144189965296639,-0.841064962695221
"N","R1","Ac_190","Green",2018-02-23,100,"T19","Heat","190_T19",0.164372706628767,-0.784170293514729
"N","R1","Ac_221","Green and Orange",2018-02-23,100,"T19","Heat","221_T19",0.146456351956806,-0.834291787792781
"N","R1","Ac_282","Green",2018-02-23,100,"T19","Heat","282_T19",0.118301696742496,-0.927009026457289
"N","R1","Ac_288","Green",2018-02-23,100,"T19","Heat","288_T19",0.10606662481456,-0.974421250774365
"N","R2","Ac_126","Green and Orange",2018-02-23,100,"T19","Heat","126_T19",0.074896529026294,-1.12553830859768
"N","R2","Ac_187","Green",2018-02-23,100,"T19","Heat","187_T19",0.104172231966326,-0.982248030661629
"N","R2","Ac_224","Green and Orange",2018-02-23,100,"T19","Heat","224_T19",0.103166227381205,-0.986462450600924
"N","R2","Ac_230","Green and Orange",2018-02-23,100,"T19","Heat","230_T19",0.103094742779104,-0.986763480596588
"N","R2","Ac_278","Green",2018-02-23,100,"T19","Heat","278_T19",0.136553923417362,-0.864695817354844
"N","R2","Ac_285","Green",2018-02-23,100,"T19","Heat","285_T19",0.0778339114886113,-1.10883114383833
"N+P","R1","Ac_118","Green and Orange",2018-02-23,100,"T19","Heat","118_T19",0.16199741202891,-0.790491923423674
"N+P","R1","Ac_124","Green and Orange",2018-02-23,100,"T19","Heat","124_T19",0.0527949105738145,-1.27740794141016
"N+P","R1","Ac_178","Green",2018-02-23,100,"T19","Heat","178_T19",0.0410647029070413,-1.38653131483836
"N+P","R1","Ac_184","Green",2018-02-23,100,"T19","Heat","184_T19",0.0569975086435116,-1.24414412688929
"N+P","R1","Ac_222","Green and Orange",2018-02-23,100,"T19","Heat","222_T19",0.103919814862903,-0.983301635646451
"N+P","R1","Ac_228","Green and Orange",2018-02-23,100,"T19","Heat","228_T19",0.0722951497464319,-1.14089083837655
"N+P","R1","Ac_250","Orange",2018-02-23,100,"T19","Heat","250_T19",0.0210949674371819,-1.67582114067144
"N+P","R1","Ac_276","Green",2018-02-23,100,"T19","Heat","276_T19",0.0791121269992225,-1.10175693894023
"N+P","R1","Ac_289","Green",2018-02-23,100,"T19","Heat","289_T19",0.0970614801339411,-1.01295309021935
"N+P","R2","Ac_128","Green and Orange",2018-02-23,100,"T19","Heat","128_T19",0.057953623229462,-1.23691940699336
"N+P","R2","Ac_155","Orange",2018-02-23,100,"T19","Heat","155_T19",0.0308848400812167,-1.51025464305625
"N+P","R2","Ac_188","Green",2018-02-23,100,"T19","Heat","188_T19",0.181563067225826,-0.740972489136948
"N+P","R2","Ac_225","Green and Orange",2018-02-23,100,"T19","Heat","225_T19",0.0346510449763476,-1.46028366377603
"N+P","R2","Ac_229","Green and Orange",2018-02-23,100,"T19","Heat","229_T19",0.0897802964876291,-1.04681896473155
"N+P","R2","Ac_280","Green",2018-02-23,100,"T19","Heat","280_T19",0.109578956149017,-0.960272840978157
"N+P","R2","Ac_286","Green",2018-02-23,100,"T19","Heat","286_T19",0.0612367985342126,-1.21298752233807
"N","R2","Ac_126","Green and Orange",2018-02-26,103,"T20","Heat","126_T20",0.0501030649710582,-1.30013570608279
"N","R2","Ac_285","Green",2018-02-26,103,"T20","Heat","285_T20",0.0310028073712854,-1.5085989780801
"N+P","R1","Ac_118","Green and Orange",2018-02-26,103,"T20","Heat","118_T20",0.055727864128554,-1.25392760174837
