"","Sample","Treatment","Replicate","Genotype","Fragment","Date","Days","A.Acer","logA.SH","Colony","DaysF","Colony_Day","Control.A.H","Control_A.Acer"
"195","284_2018-02-23","Control","R2","Green",284,2018-02-23,100,0.115546276199099,-0.937244046309863,"Green","100","Green_100",0.161383389948273,-0.0458371137491746
"196","123_2018-02-23","N","R1","Green and Orange",123,2018-02-23,100,0.233184317566738,-0.632300660702251,"Green and Orange","100","Green and Orange_100",0.175946378846208,0.0572379387205301
"197","119_2018-02-23","Control","R2","Green and Orange",119,2018-02-23,100,0.1717096077832,-0.765205403787898,"Green and Orange","100","Green and Orange_100",0.175946378846208,-0.00423677106300782
"198","125_2018-02-23","Control","R2","Green and Orange",125,2018-02-23,100,0.113286092912821,-0.945823401186287,"Green and Orange","100","Green and Orange_100",0.175946378846208,-0.0626602859333862
"199","273_2018-02-23","Control","R1","Red and Orange",273,2018-02-23,100,0.265639698400911,-0.575707021517422,"Red and Orange","100","Red and Orange_100",0.151330153353665,0.114309545047246
"200","130_2018-02-23","N","R1","Green and Orange",130,2018-02-23,100,0.174469005733669,-0.758281713887626,"Green and Orange","100","Green and Orange_100",0.175946378846208,-0.00147737311253893
"201","221_2018-02-23","N","R1","Green and Orange",221,2018-02-23,100,0.146456351956806,-0.834291787792781,"Green and Orange","100","Green and Orange_100",0.175946378846208,-0.029490026889402
"202","178_2018-02-23","NP","R1","Green",178,2018-02-23,100,0.0410647029070413,-1.38653131483836,"Green","100","Green_100",0.161383389948273,-0.120318687041232
"203","276_2018-02-23","NP","R1","Green",276,2018-02-23,100,0.0791121269992225,-1.10175693894023,"Green","100","Green_100",0.161383389948273,-0.0822712629490508
"204","289_2018-02-23","NP","R1","Green",289,2018-02-23,100,0.0970614801339411,-1.01295309021935,"Green","100","Green_100",0.161383389948273,-0.0643219098143322
"205","118_2018-02-23","NP","R1","Green and Orange",118,2018-02-23,100,0.16199741202891,-0.790491923423674,"Green and Orange","100","Green and Orange_100",0.175946378846208,-0.0139489668172977
"206","278_2018-02-23","N","R2","Green",278,2018-02-23,100,0.136553923417362,-0.864695817354844,"Green","100","Green_100",0.161383389948273,-0.0248294665309114
"207","285_2018-02-23","N","R2","Green",285,2018-02-23,100,0.0778339114886113,-1.10883114383833,"Green","100","Green_100",0.161383389948273,-0.083549478459662
"208","126_2018-02-23","N","R2","Green and Orange",126,2018-02-23,100,0.074896529026294,-1.12553830859768,"Green and Orange","100","Green and Orange_100",0.175946378846208,-0.101049849819914
"209","224_2018-02-23","N","R2","Green and Orange",224,2018-02-23,100,0.103166227381205,-0.986462450600924,"Green and Orange","100","Green and Orange_100",0.175946378846208,-0.072780151465003
"210","230_2018-02-23","N","R2","Green and Orange",230,2018-02-23,100,0.103094742779104,-0.986763480596588,"Green and Orange","100","Green and Orange_100",0.175946378846208,-0.0728516360671039
"211","188_2018-02-23","NP","R2","Green",188,2018-02-23,100,0.181563067225826,-0.740972489136948,"Green","100","Green_100",0.161383389948273,0.0201796772775527
"212","280_2018-02-23","NP","R2","Green",280,2018-02-23,100,0.109578956149017,-0.960272840978157,"Green","100","Green_100",0.161383389948273,-0.0518044337992561
"213","286_2018-02-23","NP","R2","Green",286,2018-02-23,100,0.0612367985342126,-1.21298752233807,"Green","100","Green_100",0.161383389948273,-0.100146591414061
"214","128_2018-02-23","NP","R2","Green and Orange",128,2018-02-23,100,0.057953623229462,-1.23691940699336,"Green and Orange","100","Green and Orange_100",0.175946378846208,-0.117992755616746
"215","225_2018-02-23","NP","R2","Green and Orange",225,2018-02-23,100,0.0346510449763476,-1.46028366377603,"Green and Orange","100","Green and Orange_100",0.175946378846208,-0.14129533386986
"216","229_2018-02-23","NP","R2","Green and Orange",229,2018-02-23,100,0.0897802964876291,-1.04681896473155,"Green and Orange","100","Green and Orange_100",0.175946378846208,-0.0861660823585786
"217","155_2018-02-23","NP","R2","Orange",155,2018-02-23,100,0.0308848400812167,-1.51025464305625,"Orange","100","Orange_100",0.0492534782963089,-0.0183686382150922
"218","217_2018-02-23","Control","R2","Green and Orange",217,2018-02-23,100,0.236111901750945,-0.626882120780299,"Green and Orange","100","Green and Orange_100",0.175946378846208,0.0601655229047368
"219","166_2018-02-23","Control","R2","Red and Orange",166,2018-02-23,100,0.118383725655819,-0.926707996461624,"Red and Orange","100","Red and Orange_100",0.151330153353665,-0.0329464276978462
"220","173_2018-02-23","Control","R2","Red and Orange",173,2018-02-23,100,0.157022441849457,-0.804038273228551,"Red and Orange","100","Red and Orange_100",0.151330153353665,0.00569228849579201
"221","264_2018-02-23","Control","R2","Red and Orange",264,2018-02-23,100,0.26591603314349,-0.575255476523926,"Red and Orange","100","Red and Orange_100",0.151330153353665,0.114585879789825
"222","102_2018-02-23","Control","R2","Red and Yellow",102,2018-02-23,100,0.145545553571668,-0.837001057753756,"Red and Yellow","100","Red and Yellow_100",0.127314800298685,0.0182307532729826
"223","108_2018-02-23","Control","R2","Red and Yellow",108,2018-02-23,100,0.100484345838796,-0.997901590436156,"Red and Yellow","100","Red and Yellow_100",0.127314800298685,-0.026830454459889
"224","231_2018-02-23","Control","R2","Yellow",231,2018-02-23,100,0.144590299492864,-0.839860842712565,"Yellow","100","Yellow_100",0.151078941885385,-0.00648864239252125
"225","187_2018-02-23","N","R2","Green",187,2018-02-23,100,0.104172231966326,-0.982248030661629,"Green","100","Green_100",0.161383389948273,-0.0572111579819472
"244","288_2018-03-01","N","R1","Green",288,2018-03-01,106,0.0775646266117816,-1.11033629381665,"Green","106","Green_106",NA,NA
"245","124_2018-03-01","NP","R1","Green and Orange",124,2018-03-01,106,0.0343521134420093,-1.46404653872183,"Green and Orange","106","Green and Orange_106",NA,NA
"246","222_2018-03-01","NP","R1","Green and Orange",222,2018-03-01,106,0.205547349070204,-0.687088119913094,"Green and Orange","106","Green and Orange_106",NA,NA
"247","228_2018-03-01","NP","R1","Green and Orange",228,2018-03-01,106,0.0230121991491725,-1.63804187621561,"Green and Orange","106","Green and Orange_106",NA,NA
"248","282_2018-03-02","N","R1","Green",282,2018-03-02,107,0.0576931030128899,-1.23887610196517,"Green","107","Green_107",NA,NA
"249","288_2018-03-02","N","R1","Green",288,2018-03-02,107,0.0518699457414822,-1.28508420629959,"Green","107","Green_107",NA,NA
"250","123_2018-03-02","N","R1","Green and Orange",123,2018-03-02,107,0.0433459998172261,-1.36305097517656,"Green and Orange","107","Green and Orange_107",NA,NA
"251","221_2018-03-02","N","R1","Green and Orange",221,2018-03-02,107,0.0527035031866235,-1.27816051639932,"Green and Orange","107","Green and Orange_107",NA,NA
"252","178_2018-03-02","NP","R1","Green",178,2018-03-02,107,0.168409178096872,-0.773634243666489,"Green","107","Green_107",NA,NA
"253","190_2018-03-03","N","R1","Green",190,2018-03-03,108,0.038314722599927,-1.41663431440475,"Green","108","Green_108",NA,NA
"254","117_2018-03-03","N","R1","Green and Orange",117,2018-03-03,108,0.0384477416810053,-1.41512916442643,"Green and Orange","108","Green and Orange_108",NA,NA
"257","276_2018-02-26","NP","R1","Green",276,2018-02-26,103,0.0457223279628381,-1.33987166551044,"Green","103","Green_103",NA,NA
"258","289_2018-02-26","NP","R1","Green",289,2018-02-26,103,0.0749224906838109,-1.12538779359985,"Green","103","Green_103",NA,NA
"259","118_2018-02-26","NP","R1","Green and Orange",118,2018-02-26,103,0.055727864128554,-1.25392760174837,"Green and Orange","103","Green and Orange_103",NA,NA
"260","139_2018-03-01","Control","R2","F",139,2018-03-01,106,0.0214637009729,-1.66829539077984,"F","106","F_106",0.0214637009729,0
"261","287_2018-03-06","Control","R1","Green",287,2018-03-06,111,0.0681823753191072,-1.16632787301015,"Green","111","Green_111",0.0561225350199899,0.0120598402991173
"262","116_2018-03-06","Control","R1","Green and Orange",116,2018-03-06,111,0.0471219375418447,-1.32677686069906,"Green and Orange","111","Green and Orange_111",0.0555698576690593,-0.0084479201272146
"263","122_2018-03-06","Control","R1","Green and Orange",122,2018-03-06,111,0.0616413671793973,-1.21012773737926,"Green and Orange","111","Green and Orange_111",0.0555698576690593,0.006071509510338
"264","220_2018-03-06","Control","R1","Green and Orange",220,2018-03-06,111,0.0383545799294992,-1.41618276941126,"Green and Orange","111","Green and Orange_111",0.0555698576690593,-0.0172152777395602
"265","231_2018-03-06","Control","R2","Yellow",231,2018-03-06,111,0.0624152626691557,-1.20470919745731,"Yellow","111","Yellow_111",0.0641261373291231,-0.00171087465996744
"266","188_2018-03-06","NP","R2","Green",188,2018-03-06,111,0.0247066406349066,-1.60718630166005,"Green","111","Green_111",0.0561225350199899,-0.0314158943850833
"267","248_2018-03-06","Control","R1","Orange",248,2018-03-06,111,0.0224217496397152,-1.64933050105301,"Orange","111","Orange_111",0.0212378629417547,0.00118388669796049
"268","162_2018-03-06","Control","R1","Red and Orange",162,2018-03-06,111,0.0594385474756403,-1.22593181215162,"Red and Orange","111","Red and Orange_111",0.0558914913500854,0.00354705612555483
"269","169_2018-03-06","Control","R1","Red and Orange",169,2018-03-06,111,0.0435870287341618,-1.36064273521125,"Red and Orange","111","Red and Orange_111",0.0558914913500854,-0.0123044626159236
"270","261_2018-03-06","Control","R1","Red and Orange",261,2018-03-06,111,0.0710039291114669,-1.14871761826381,"Red and Orange","111","Red and Orange_111",0.0558914913500854,0.0151124377613815
"271","139_2018-03-03","Control","R2","F",139,2018-03-03,108,0.0109725501235864,-1.95969242658258,"F","108","F_108",0.0109725501235864,0
"272","273_2018-03-06","Control","R1","Red and Orange",273,2018-03-06,111,0.0382483857381775,-1.41738688939391,"Red and Orange","111","Red and Orange_111",0.0558914913500854,-0.017643105611908
"273","108_2018-03-06","Control","R2","Red and Yellow",108,2018-03-06,111,0.0410789373150541,-1.38638079984052,"Red and Yellow","111","Red and Yellow_111",0.0416078651160763,-0.000528927801022254
"274","204_2018-03-06","Control","R1","Red and Yellow",204,2018-03-06,111,0.0312509242993839,-1.50513713312996,"Red and Yellow","111","Red and Yellow_111",0.0416078651160763,-0.0103569408166924
"275","285_2018-02-26","N","R2","Green",285,2018-02-26,103,0.0310028073712854,-1.5085989780801,"Green","103","Green_103",NA,NA
"276","126_2018-02-26","N","R2","Green and Orange",126,2018-02-26,103,0.0501030649710582,-1.30013570608279,"Green and Orange","103","Green and Orange_103",NA,NA
"277","155_2018-03-01","NP","R2","Orange",155,2018-03-01,106,0.0121705879125082,-1.91468844223081,"Orange","106","Orange_106",NA,NA
"278","291_2018-03-06","Control","R1","F",291,2018-03-06,111,0.0275184433099352,-1.5603761373343,"F","111","F_111",0.0275184433099352,0
"279","176_2018-03-06","Control","R1","Green",176,2018-03-06,111,0.0578933989572837,-1.23737095198685,"Green","111","Green_111",0.0561225350199899,0.00177086393729378
"280","182_2018-03-06","Control","R1","Green",182,2018-03-06,111,0.0395012651439354,-1.40338899459554,"Green","111","Green_111",0.0561225350199899,-0.0166212698760545
"281","281_2018-03-06","Control","R1","Green",281,2018-03-06,111,0.0355142707314262,-1.44959709892996,"Green","111","Green_111",0.0561225350199899,-0.0206082642885638
"282","143_2018-03-06","Control","R1","Yellow",143,2018-03-06,111,0.0658370119890906,-1.18152988779118,"Yellow","111","Yellow_111",0.0641261373291231,0.00171087465996743
"283","166_2018-03-06","Control","R2","Red and Orange",166,2018-03-06,111,0.0766560075444357,-1.11545380374294,"Red and Orange","111","Red and Orange_111",0.0558914913500854,0.0207645161943502
"284","173_2018-03-06","Control","R2","Red and Orange",173,2018-03-06,111,0.0227820703625944,-1.64240681115274,"Red and Orange","111","Red and Orange_111",0.0558914913500854,-0.0331094209874911
"285","264_2018-03-06","Control","R2","Red and Orange",264,2018-03-06,111,0.0795244704841215,-1.09949921397275,"Red and Orange","111","Red and Orange_111",0.0558914913500854,0.0236329791340361
"286","102_2018-03-06","Control","R2","Red and Yellow",102,2018-03-06,111,0.0475155213997089,-1.32316450075109,"Red and Yellow","111","Red and Yellow_111",0.0416078651160763,0.00590765628363262
"287","226_2018-03-06","Control","R1","Green and Orange",226,2018-03-06,111,0.0364368656180297,-1.43845898909039,"Green and Orange","111","Green and Orange_111",0.0555698576690593,-0.0191329920510297
"288","286_2018-03-06","NP","R2","Green",286,2018-03-06,111,0.0318302582160696,-1.49715983824487,"Green","111","Green_111",0.0561225350199899,-0.0242922768039203
"289","128_2018-03-06","NP","R2","Green and Orange",128,2018-03-06,111,0.0194247880978606,-1.71164371015545,"Green and Orange","111","Green and Orange_111",0.0555698576690593,-0.0361450695711987
"290","225_2018-03-06","NP","R2","Green and Orange",225,2018-03-06,111,0.0276906488711025,-1.55766686737333,"Green and Orange","111","Green and Orange_111",0.0555698576690593,-0.0278792087979568
"291","155_2018-03-06","NP","R2","Orange",155,2018-03-06,111,0.0156092244749276,-1.80661867378744,"Orange","111","Orange_111",0.0212378629417547,-0.00562863846682708
"292","179_2018-03-06","Control","R2","Green",179,2018-03-06,111,0.0486486193073333,-1.31292948089851,"Green","111","Green_111",0.0561225350199899,-0.00747391571265663
"293","105_2018-03-06","Control","R1","Red and Yellow",105,2018-03-06,111,0.0465860774501583,-1.33174385562751,"Red and Yellow","111","Red and Yellow_111",0.0416078651160763,0.00497821233408201
"294","186_2018-03-06","Control","R2","Green",186,2018-03-06,111,0.0689188610846632,-1.16166190807736,"Green","111","Green_111",0.0561225350199899,0.0127963260646733
"295","277_2018-03-06","Control","R2","Green",277,2018-03-06,111,0.0741989545961804,-1.12960221353915,"Green","111","Green_111",0.0561225350199899,0.0180764195761905
"296","119_2018-03-06","Control","R2","Green and Orange",119,2018-03-06,111,0.0758105620273241,-1.12027028367356,"Green and Orange","111","Green and Orange_111",0.0555698576690593,0.0202407043582647
"297","125_2018-03-06","Control","R2","Green and Orange",125,2018-03-06,111,0.0463766580159584,-1.33370055059933,"Green and Orange","111","Green and Orange_111",0.0555698576690593,-0.00919319965310094
"298","217_2018-03-06","Control","R2","Green and Orange",217,2018-03-06,111,0.083247033371362,-1.07963123425893,"Green and Orange","111","Green and Orange_111",0.0555698576690593,0.0276771757023027
"299","129_2017-11-15","Control","R1","Green and Orange",129,2017-11-15,0,0.303662922649904,-0.517608232354274,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.0118784262293639
"300","220_2017-11-15","Control","R1","Green and Orange",220,2017-11-15,0,0.232861279426904,-0.632902720693579,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.082680069452363
"301","226_2017-11-15","Control","R1","Green and Orange",226,2017-11-15,0,0.201806237389838,-0.695065414798191,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.113735111489429
"302","149_2017-11-15","Control","R1","Orange",149,2017-11-15,0,0.255260581193829,-0.5930162462681,"Orange","0","Orange_0",0.260114431436809,-0.00485385024298013
"303","248_2017-11-15","Control","R1","Orange",248,2017-11-15,0,0.300001718655779,-0.522876257278394,"Orange","0","Orange_0",0.260114431436809,0.0398872872189703
"304","162_2017-11-15","Control","R1","Red and Orange",162,2017-11-15,0,0.11344324969223,-0.945221341194959,"Red and Orange","0","Red and Orange_0",0.176523296020753,-0.0630800463285229
"305","169_2017-11-15","Control","R1","Red and Orange",169,2017-11-15,0,0.175743431114947,-0.755120898933154,"Red and Orange","0","Red and Orange_0",0.176523296020753,-0.000779864905806116
"306","261_2017-11-15","Control","R1","Red and Orange",261,2017-11-15,0,0.114867507837329,-0.939802801273008,"Red and Orange","0","Red and Orange_0",0.176523296020753,-0.0616557881834233
"307","267_2017-11-15","Control","R1","Red and Orange",267,2017-11-15,0,0.102773674535102,-0.988118115577077,"Red and Orange","0","Red and Orange_0",0.176523296020753,-0.0737496214856506
"308","291_2017-11-15","Control","R1","F",291,2017-11-15,0,0.0774840229683132,-1.11078783881015,"F","0","F_0",0.116338008556995,-0.0388539855886822
"309","273_2017-11-15","Control","R1","Red and Orange",273,2017-11-15,0,0.0949651951237375,-1.02243553508277,"Red and Orange","0","Red and Orange_0",0.176523296020753,-0.0815581008970152
"310","105_2017-11-15","Control","R1","Red and Yellow",105,2017-11-15,0,0.114430431012182,-0.941458466249159,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,-0.0754099242579968
"311","204_2017-11-15","Control","R1","Red and Yellow",204,2017-11-15,0,0.0763114140820397,-1.11741049871476,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,-0.113528941188139
"312","176_2017-11-15","Control","R1","Green",176,2017-11-15,0,0.310366052486853,-0.508125787490859,"Green","0","Green_0",0.425121799724343,-0.114755747237491
"313","182_2017-11-15","Control","R1","Green",182,2017-11-15,0,0.425149654558215,-0.371458169459411,"Green","0","Green_0",0.425121799724343,2.78548338713547e-05
"314","189_2017-11-15","Control","R1","Green",189,2017-11-15,0,0.427069469480569,-0.369501474487594,"Green","0","Green_0",0.425121799724343,0.00194766975622584
"315","281_2017-11-15","Control","R1","Green",281,2017-11-15,0,0.173925656424154,-0.759636348868115,"Green","0","Green_0",0.425121799724343,-0.25119614330019
"316","287_2017-11-15","Control","R1","Green",287,2017-11-15,0,0.560405364345022,-0.251497716187313,"Green","0","Green_0",0.425121799724343,0.135283564620679
"317","116_2017-11-15","Control","R1","Green and Orange",116,2017-11-15,0,0.406983629770169,-0.390423059186241,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.0914422808909021
"318","122_2017-11-15","Control","R1","Green and Orange",122,2017-11-15,0,0.46669200929802,-0.330969635042605,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.151150660418752
"319","143_2017-11-15","Control","R1","Yellow",143,2017-11-15,0,0.226965145880749,-0.644040830533146,"Yellow","0","Yellow_0",0.188249428557744,0.0387157173230052
"320","123_2017-11-15","N","R1","Green and Orange",123,2017-11-15,0,0.138412166836429,-0.858825732439396,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.177129182042839
"321","130_2017-11-15","N","R1","Green and Orange",130,2017-11-15,0,0.315900619365541,-0.500449522601426,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.000359270486273711
"322","221_2017-11-15","N","R1","Green and Orange",221,2017-11-15,0,0.355653106666228,-0.448973393342885,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.0401117577869607
"323","227_2017-11-15","N","R1","Green and Orange",227,2017-11-15,0,0.172963876880728,-0.762044588833426,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.14257747199854
"324","150_2017-11-15","N","R1","Orange",150,2017-11-15,0,0.0513690310326297,-1.28929862623889,"Orange","0","Orange_0",0.260114431436809,-0.208745400404179
"325","158_2017-11-15","N","R1","Orange",158,2017-11-15,0,0.200899053304691,-0.697022109770006,"Orange","0","Orange_0",0.260114431436809,-0.059215378132118
"326","249_2017-11-15","N","R1","Orange",249,2017-11-15,0,0.0568791088017051,-1.24504721687628,"Orange","0","Orange_0",0.260114431436809,-0.203235322635104
"327","164_2017-11-15","N","R1","Red and Orange",164,2017-11-15,0,0.541879010418286,-0.266097670977017,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.365355714397534
"328","170_2017-11-15","N","R1","Red and Orange",170,2017-11-15,0,0.28391730115438,-0.546808141933679,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.107394005133627
"329","262_2017-11-15","N","R1","Red and Orange",262,2017-11-15,0,0.301669902332044,-0.520468017313081,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.125146606311291
"330","146_2017-11-15","N","R1","F",146,2017-11-15,0,0.0807184717803625,-1.09302706906597,"F","0","F_0",0.116338008556995,-0.035619536776633
"331","268_2017-11-15","N","R1","Red and Orange",268,2017-11-15,0,0.422212931379412,-0.37446846941605,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.245689635358659
"332","274_2017-11-15","N","R1","Red and Orange",274,2017-11-15,0,0.105809617455687,-0.975474855759189,"Red and Orange","0","Red and Orange_0",0.176523296020753,-0.0707136785650651
"333","106_2017-11-15","N","R1","Red and Yellow",106,2017-11-15,0,0.193518402593131,-0.713277729535862,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,0.00367804732295252
"334","239_2017-11-15","N","R1","F",239,2017-11-15,0,0.0813644655130945,-1.08956522411584,"F","0","F_0",0.116338008556995,-0.0349735430439009
"335","177_2017-11-15","N","R1","Green",177,2017-11-15,0,0.346047663962707,-0.460864078171615,"Green","0","Green_0",0.425121799724343,-0.079074135761636
"336","183_2017-11-15","N","R1","Green",183,2017-11-15,0,0.22688649938446,-0.644191345530978,"Green","0","Green_0",0.425121799724343,-0.198235300339884
"337","190_2017-11-15","N","R1","Green",190,2017-11-15,0,0.126353950004027,-0.89841117686921,"Green","0","Green_0",0.425121799724343,-0.298767849720316
"338","282_2017-11-15","N","R1","Green",282,2017-11-15,0,0.206475523099665,-0.685131424941279,"Green","0","Green_0",0.425121799724343,-0.218646276624678
"339","288_2017-11-15","N","R1","Green",288,2017-11-15,0,0.193250314989944,-0.71387978952719,"Green","0","Green_0",0.425121799724343,-0.2318714847344
"340","117_2017-11-15","N","R1","Green and Orange",117,2017-11-15,0,0.0722200220402959,-1.14134238337004,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.243321326838972
"341","206_2017-11-15","N","R1","Red and Yellow",206,2017-11-15,0,0.122898794596501,-0.910452376695769,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,-0.0669415606736771
"342","289_2017-11-15","NP","R1","Green",289,2017-11-15,0,0.281858439480406,-0.549968956888152,"Green","0","Green_0",0.425121799724343,-0.143263360243937
"343","118_2017-11-15","NP","R1","Green and Orange",118,2017-11-15,0,0.316229238607539,-0.49999797760793,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.000687889728271385
"344","124_2017-11-15","NP","R1","Green and Orange",124,2017-11-15,0,0.370370903856221,-0.431363138596543,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.0548295549769539
"345","216_2017-11-15","NP","R1","Green and Orange",216,2017-11-15,0,0.160766940385272,-0.793803253375976,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.154774408493996
"346","222_2017-11-15","NP","R1","Green and Orange",222,2017-11-15,0,0.272068657312248,-0.565321486667014,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.0434726915670192
"347","228_2017-11-15","NP","R1","Green and Orange",228,2017-11-15,0,0.356146488469704,-0.448371333351559,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.0406051395904363
"348","151_2017-11-15","NP","R1","Orange",151,2017-11-15,0,0.137694483903386,-0.861083457406875,"Orange","0","Orange_0",0.260114431436809,-0.122419947533423
"349","159_2017-11-15","NP","R1","Orange",159,2017-11-15,0,0.125307326213863,-0.902023536817179,"Orange","0","Orange_0",0.260114431436809,-0.134807105222946
"350","250_2017-11-15","NP","R1","Orange",250,2017-11-15,0,0.12003630088158,-0.920687396548345,"Orange","0","Orange_0",0.260114431436809,-0.140078130555229
"351","165_2017-11-15","NP","R1","Red and Orange",165,2017-11-15,0,0.290385771635873,-0.537024667074601,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.11386247561512
"352","144_2017-11-15","N","R1","Yellow",144,2017-11-15,0,0.217719520780827,-0.662102630272984,"Yellow","0","Yellow_0",0.188249428557744,0.0294700922230832
"353","171_2017-11-15","NP","R1","Red and Orange",171,2017-11-15,0,0.0929463918057216,-1.03176746494835,"Red and Orange","0","Red and Orange_0",0.176523296020753,-0.083576904215031
"354","263_2017-11-15","NP","R1","Red and Orange",263,2017-11-15,0,0.428106804262091,-0.368447869502771,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.251583508241339
"355","269_2017-11-15","NP","R1","Red and Orange",269,2017-11-15,0,0.278267180866849,-0.555538011807935,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.101743884846096
"356","138_2017-11-15","NP","R1","F",138,2017-11-15,0,0.102951922137126,-0.987365540587916,"F","0","F_0",0.116338008556995,-0.0133860864198694
"357","240_2017-11-15","NP","R1","F",240,2017-11-15,0,0.113207596184958,-0.946124431181951,"F","0","F_0",0.116338008556995,-0.00313041237203732
"358","178_2017-11-15","NP","R1","Green",178,2017-11-15,0,0.117362439608742,-0.930470871407424,"Green","0","Green_0",0.425121799724343,-0.307759360115601
"359","276_2017-11-15","NP","R1","Green",276,2017-11-15,0,0.242413621147763,-0.615442980945067,"Green","0","Green_0",0.425121799724343,-0.18270817857658
"360","283_2017-11-15","NP","R1","Green",283,2017-11-15,0,0.250614652427727,-0.600993541153195,"Green","0","Green_0",0.425121799724343,-0.174507147296616
"361","101_2017-11-15","NP","R1","Red and Yellow",101,2017-11-15,0,0.126222645449595,-0.898862721862706,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,-0.0636177098205836
"362","277_2017-11-15","Control","R2","Green",277,2017-11-15,0,0.712292976939409,-0.147341337687576,"Green","0","Green_0",0.425121799724343,0.287171177215066
"363","284_2017-11-15","Control","R2","Green",284,2017-11-15,0,0.499668325038112,-0.301318180469703,"Green","0","Green_0",0.425121799724343,0.0745465253137692
"364","290_2017-11-15","Control","R2","Green",290,2017-11-15,0,0.321756828332264,-0.492472227716332,"Green","0","Green_0",0.425121799724343,-0.103364971392079
"365","119_2017-11-15","Control","R2","Green and Orange",119,2017-11-15,0,0.319091629886396,-0.496084587664299,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.00355028100712879
"366","125_2017-11-15","Control","R2","Green and Orange",125,2017-11-15,0,0.169404331766311,-0.771075488703346,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.146137017112957
"367","217_2017-11-15","Control","R2","Green and Orange",217,2017-11-15,0,0.394758619009687,-0.403668378995457,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.0792172701304194
"368","223_2017-11-15","Control","R2","Green and Orange",223,2017-11-15,0,0.344611480716178,-0.462670258145596,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.0290701318369103
"369","166_2017-11-15","Control","R2","Red and Orange",166,2017-11-15,0,0.272729501276429,-0.564267881682191,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.0962062052556762
"370","107_2017-11-15","NP","R1","Red and Yellow",107,2017-11-15,0,0.225788305612171,-0.646298555500626,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,0.0359479503419924
"371","173_2017-11-15","Control","R2","Red and Orange",173,2017-11-15,0,0.11482770469049,-0.939953316270839,"Red and Orange","0","Red and Orange_0",0.176523296020753,-0.0616955913302625
"372","264_2017-11-15","Control","R2","Red and Orange",264,2017-11-15,0,0.359619378866786,-0.444156913412263,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.183096082846034
"373","270_2017-11-15","Control","R2","Red and Orange",270,2017-11-15,0,0.239740021049723,-0.62025946087569,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.0632167250289707
"374","300_2017-11-15","NP","R1","Red and Yellow",300,2017-11-15,0,0.0267937936169603,-1.57196579216737,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,-0.163046561653218
"375","145_2017-11-15","NP","R1","Yellow",145,2017-11-15,0,0.0447658587065591,-1.34905308037819,"Yellow","0","Yellow_0",0.188249428557744,-0.143483569851185
"376","139_2017-11-15","Control","R2","F",139,2017-11-15,0,0.241407544766733,-0.617249160919051,"F","0","F_0",0.116338008556995,0.125069536209738
"377","192_2017-11-15","Control","R2","F",192,2017-11-15,0,0.0308741380659296,-1.51040515805408,"F","0","F_0",0.116338008556995,-0.0854638704910658
"378","241_2017-11-15","Control","R2","F",241,2017-11-15,0,0.115586328427006,-0.937093531312031,"F","0","F_0",0.116338008556995,-0.000751680129989718
"379","179_2017-11-15","Control","R2","Green",179,2017-11-15,0,0.243423890395612,-0.613636800971083,"Green","0","Green_0",0.425121799724343,-0.181697909328731
"380","186_2017-11-15","Control","R2","Green",186,2017-11-15,0,0.577159779243223,-0.238703941371596,"Green","0","Green_0",0.425121799724343,0.15203797951888
