"","Sample","Treatment","Replicate","Genotype","Fragment","Date","Days","A.Acer","logA.SH","Colony","DaysF","Colony_Day","Control.A.H","Control_A.Acer"
"381","102_2017-11-15","Control","R2","Red and Yellow",102,2017-11-15,0,0.193988451107999,-0.712224124551037,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,0.00414809583782028
"382","120_2017-11-15","N","R2","Green and Orange",120,2017-11-15,0,0.518365882064884,-0.285363590699512,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.202824533185617
"383","126_2017-11-15","N","R2","Green and Orange",126,2017-11-15,0,0.244099741224086,-0.612432680988428,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.0714416076551811
"384","218_2017-11-15","N","R2","Green and Orange",218,2017-11-15,0,0.0899983692624289,-1.04576535974673,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.225542979616839
"385","224_2017-11-15","N","R2","Green and Orange",224,2017-11-15,0,0.263621998783286,-0.579018351469726,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.0519193500959817
"386","246_2017-11-15","N","R2","Orange",246,2017-11-15,0,0.270095717554961,-0.568482301621485,"Orange","0","Orange_0",0.260114431436809,0.00998128611815191
"387","299_2017-11-15","N","R2","Orange",299,2017-11-15,0,0.0250254994227658,-1.60161724674027,"Orange","0","Orange_0",0.260114431436809,-0.235088932014043
"388","167_2017-11-15","N","R2","Red and Orange",167,2017-11-15,0,0.557499598365273,-0.253755441154795,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.38097630234452
"389","174_2017-11-15","N","R2","Red and Orange",174,2017-11-15,0,0.644629747596269,-0.19068965706319,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.468106451575516
"390","108_2017-11-15","Control","R2","Red and Yellow",108,2017-11-15,0,0.374631124878494,-0.426396143668087,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,0.184790769608315
"391","271_2017-11-15","N","R2","Red and Orange",271,2017-11-15,0,0.731303752913466,-0.135902197852346,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.554780456892713
"392","103_2017-11-15","N","R2","Red and Yellow",103,2017-11-15,0,0.337051901819096,-0.472303218006844,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,0.147211546548917
"393","231_2017-11-15","Control","R2","Yellow",231,2017-11-15,0,0.149533711234739,-0.825260887922863,"Yellow","0","Yellow_0",0.188249428557744,-0.0387157173230052
"394","236_2017-11-15","N","R2","F",236,2017-11-15,0,0.139907253949157,-0.854159767506604,"F","0","F_0",0.116338008556995,0.0235692453921617
"395","242_2017-11-15","N","R2","F",242,2017-11-15,0,0.093430841416163,-1.02950973998087,"F","0","F_0",0.116338008556995,-0.0229071671408325
"396","180_2017-11-15","N","R2","Green",180,2017-11-15,0,0.226179906128767,-0.645545980511466,"Green","0","Green_0",0.425121799724343,-0.198941893595576
"397","187_2017-11-15","N","R2","Green",187,2017-11-15,0,0.563912282202302,-0.248788446226338,"Green","0","Green_0",0.425121799724343,0.138790482477959
"398","278_2017-11-15","N","R2","Green",278,2017-11-15,0,0.542630735170341,-0.265495610985689,"Green","0","Green_0",0.425121799724343,0.117508935445998
"399","285_2017-11-15","N","R2","Green",285,2017-11-15,0,0.537763100489531,-0.26940900092932,"Green","0","Green_0",0.425121799724343,0.112641300765188
"400","109_2017-11-15","N","R2","Red and Yellow",109,2017-11-15,0,0.112737756709208,-0.947930611155935,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,-0.0771025985609708
"401","121_2017-11-15","NP","R2","Green and Orange",121,2017-11-15,0,0.193652585827268,-0.712976699540197,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.121888763052
"402","128_2017-11-15","NP","R2","Green and Orange",128,2017-11-15,0,0.143990214049822,-0.84166702268655,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.171551134829445
"403","219_2017-11-15","NP","R2","Green and Orange",219,2017-11-15,0,0.0979400451125364,-1.00903970027572,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.217601303766731
"404","225_2017-11-15","NP","R2","Green and Orange",225,2017-11-15,0,0.21228034016481,-0.67309022511472,"Green and Orange","0","Green and Orange_0",0.315541348879267,-0.103261008714458
"405","229_2017-11-15","NP","R2","Green and Orange",229,2017-11-15,0,0.369729655746411,-0.432115713585702,"Green and Orange","0","Green and Orange_0",0.315541348879267,0.0541883068671435
"406","155_2017-11-15","NP","R2","Orange",155,2017-11-15,0,0.0611731624504488,-1.21343906733157,"Orange","0","Orange_0",0.260114431436809,-0.19894126898636
"407","247_2017-11-15","NP","R2","Orange",247,2017-11-15,0,0.171531170515976,-0.765656948781394,"Orange","0","Orange_0",0.260114431436809,-0.088583260920833
"408","168_2017-11-15","NP","R2","Red and Orange",168,2017-11-15,0,0.484491302100918,-0.314714015276751,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.307968006080165
"409","175_2017-11-15","NP","R2","Red and Orange",175,2017-11-15,0,0.196287835215884,-0.707106614624749,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.0197645391951317
"410","266_2017-11-15","NP","R2","Red and Orange",266,2017-11-15,0,0.199442208795728,-0.700182924724477,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.0229189127749756
"411","232_2017-11-15","N","R2","Yellow",232,2017-11-15,0,0.186796932729007,-0.728630259314723,"Yellow","0","Yellow_0",0.188249428557744,-0.00145249582873686
"412","272_2017-11-15","NP","R2","Red and Orange",272,2017-11-15,0,0.241826234826807,-0.616496585929892,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.0653029388060546
"413","104_2017-11-15","NP","R2","Red and Yellow",104,2017-11-15,0,0.152517074736628,-0.816681533046438,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,-0.0373232805335503
"414","110_2017-11-15","NP","R2","Red and Yellow",110,2017-11-15,0,0.176414698191657,-0.753465233957002,"Red and Yellow","0","Red and Yellow_0",0.189840355270178,-0.0134256570785214
"415","234_2017-11-15","N","R2","Yellow",234,2017-11-15,0,0.11949669901789,-0.92264409152016,"Yellow","0","Yellow_0",0.188249428557744,-0.0687527295398538
"416","140_2017-11-15","NP","R2","F",140,2017-11-15,0,0.0414220472860959,-1.38276843989256,"F","0","F_0",0.116338008556995,-0.0749159612708996
"417","237_2017-11-15","NP","R2","F",237,2017-11-15,0,0.168759739497455,-0.772731153679497,"F","0","F_0",0.116338008556995,0.0524217309404595
"418","181_2017-11-15","NP","R2","Green",181,2017-11-15,0,0.627219653351456,-0.202580341891916,"Green","0","Green_0",0.425121799724343,0.202097853627113
"419","188_2017-11-15","NP","R2","Green",188,2017-11-15,0,0.528891124666238,-0.276633720825257,"Green","0","Green_0",0.425121799724343,0.103769324941895
"420","280_2017-11-15","NP","R2","Green",280,2017-11-15,0,0.26472065486196,-0.577212171495742,"Green","0","Green_0",0.425121799724343,-0.160401144862384
"421","286_2017-11-15","NP","R2","Green",286,2017-11-15,0,0.32164533523447,-0.492622742714163,"Green","0","Green_0",0.425121799724343,-0.103476464489873
"422","184_2017-11-15","NP","R1","Green",184,2017-11-15,0,0.157676839665354,-0.802232093254567,"Green","0","Green_0",0.425121799724343,-0.267444960058989
"423","265_2017-11-15","N","R2","Red and Orange",265,2017-11-15,0,0.894741396124479,-0.0483024691141273,"Red and Orange","0","Red and Orange_0",0.176523296020753,0.718218100103726
"424","265_2017-12-14","N","R2","Red and Orange",265,2017-12-14,29,0.0364368656180297,-1.43845898909039,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0355516569878597
"425","265_2018-01-29","N","R2","Red and Orange",265,2018-01-29,75,0.186473518608773,-0.729382834303884,"Red and Orange","75","Red and Orange_75",0.283973236172299,-0.0974997175635259
"427","160_2017-11-15","Control","R2","Orange",160,2017-11-15,0,0.11789240396475,-0.928514176435607,"Orange","0","Orange_0",0.260114431436809,-0.142222027472059
"428","160_2017-12-14","Control","R2","Orange",160,2017-12-14,29,0.0921126220781962,-1.03568085489198,"Orange","29","Orange_29",0.0752477451956641,0.0168648768825321
"429","160_2018-01-29","Control","R2","Orange",160,2018-01-29,75,0.159601118891987,-0.796964068330448,"Orange","75","Orange_75",0.157438466901289,0.00216265199069807
"430","160_2018-02-23","Control","R2","Orange",160,2018-02-23,100,0.0291884754803845,-1.53478858770287,"Orange","100","Orange_100",0.0492534782963089,-0.0200650028159245
"431","160_2018-03-06","Control","R2","Orange",160,2018-03-06,111,0.0127535498040942,-1.89436891752349,"Orange","111","Orange_111",0.0212378629417547,-0.00848431313766046
"432","184_2017-12-14","NP","R1","Green",184,2017-12-14,29,0.110302903365251,-0.95741305601935,"Green","29","Green_29",0.098239578397409,0.0120633249678422
"433","184_2018-01-29","NP","R1","Green",184,2018-01-29,75,0.114034531796386,-0.942963616227479,"Green","75","Green_75",0.270555964844551,-0.156521433048165
"434","184_2018-02-23","NP","R1","Green",184,2018-02-23,100,0.0569975086435116,-1.24414412688929,"Green","100","Green_100",0.161383389948273,-0.104385881304762
"435","152_2017-11-15","Control","R2","Orange",152,2017-11-15,0,0.367303021932878,-0.434975498544511,"Orange","0","Orange_0",0.260114431436809,0.107188590496069
"436","152_2017-12-14","Control","R2","Orange",152,2017-12-14,29,0.0490379564997435,-1.30946763594838,"Orange","29","Orange_29",0.0752477451956641,-0.0262097886959206
"437","152_2018-01-29","Control","R2","Orange",152,2018-01-29,75,0.175317591647073,-0.756174503917979,"Orange","75","Orange_75",0.157438466901289,0.0178791247457841
"438","152_2018-02-23","Control","R2","Orange",152,2018-02-23,100,0.0357736880865453,-1.44643628397549,"Orange","100","Orange_100",0.0492534782963089,-0.0134797902097636
"439","152_2018-03-06","Control","R2","Orange",152,2018-03-06,111,0.0285382893814546,-1.54457206256195,"Orange","111","Orange_111",0.0212378629417547,0.00730042643969997
"440","137_2017-12-14","Control","R1","F",137,2017-12-14,29,0.131902395486051,-0.879747317138043,"F","29","F_29",0.0809820559993821,0.0509203394866689
"441","129_2017-12-14","Control","R1","Green and Orange",129,2017-12-14,29,0.0778069409843635,-1.10898165883616,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0183575842717393
"442","220_2017-12-14","Control","R1","Green and Orange",220,2017-12-14,29,0.135188343861283,-0.86906075229197,"Green and Orange","29","Green and Orange_29",0.0961645252561028,0.0390238186051803
"443","226_2017-12-14","Control","R1","Green and Orange",226,2017-12-14,29,0.0856170935194069,-1.06743951943453,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0105474317366959
"444","149_2017-12-14","Control","R1","Orange",149,2017-12-14,29,0.107659136990316,-0.967949105867589,"Orange","29","Orange_29",0.0752477451956641,0.032411391794652
"445","157_2017-12-14","Control","R1","Orange",157,2017-12-14,29,0.0444412335061267,-1.35221389533266,"Orange","29","Orange_29",0.0752477451956641,-0.0308065116895374
"446","248_2017-12-14","Control","R1","Orange",248,2017-12-14,29,0.0829877769039381,-1.08098586923941,"Orange","29","Orange_29",0.0752477451956641,0.00774003170827398
"447","162_2017-12-14","Control","R1","Red and Orange",162,2017-12-14,29,0.105882984517852,-0.975173825763526,"Red and Orange","29","Red and Orange_29",0.0719885226058894,0.0338944619119622
"448","169_2017-12-14","Control","R1","Red and Orange",169,2017-12-14,29,0.0647284007968856,-1.18890512268495,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.00726012180900376
"449","261_2017-12-14","Control","R1","Red and Orange",261,2017-12-14,29,0.0538482276351703,-1.26882858653374,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0181402949707191
"450","267_2017-12-14","Control","R1","Red and Orange",267,2017-12-14,29,0.0732281759784028,-1.13532178345676,"Red and Orange","29","Red and Orange_29",0.0719885226058894,0.00123965337251346
"451","291_2017-12-14","Control","R1","F",291,2017-12-14,29,0.0521222318429602,-1.28297699632995,"F","29","F_29",0.0809820559993821,-0.0288598241564219
"452","273_2017-12-14","Control","R1","Red and Orange",273,2017-12-14,29,0.0973647033000655,-1.01159845523887,"Red and Orange","29","Red and Orange_29",0.0719885226058894,0.0253761806941761
"453","105_2017-12-14","Control","R1","Red and Yellow",105,2017-12-14,29,0.0686566212436252,-1.16331757305351,"Red and Yellow","29","Red and Yellow_29",0.0876554263317874,-0.0189988050881623
"454","204_2017-12-14","Control","R1","Red and Yellow",204,2017-12-14,29,0.188422436609711,-0.724867384368925,"Red and Yellow","29","Red and Yellow_29",0.0876554263317874,0.100767010277923
"455","176_2017-12-14","Control","R1","Green",176,2017-12-14,29,0.0692300725757779,-1.15970521310555,"Green","29","Green_29",0.098239578397409,-0.0290095058216311
"456","182_2017-12-14","Control","R1","Green",182,2017-12-14,29,0.0704401929286492,-1.15217946321395,"Green","29","Green_29",0.098239578397409,-0.0277993854687598
"457","189_2017-12-14","Control","R1","Green",189,2017-12-14,29,0.078185379973035,-1.10687444886652,"Green","29","Green_29",0.098239578397409,-0.020054198424374
"458","281_2017-12-14","Control","R1","Green",281,2017-12-14,29,0.0790299152236073,-1.10220848393373,"Green","29","Green_29",0.098239578397409,-0.0192096631738017
"459","287_2017-12-14","Control","R1","Green",287,2017-12-14,29,0.0863920681007903,-1.0635261294909,"Green","29","Green_29",0.098239578397409,-0.0118475102966187
"460","116_2017-12-14","Control","R1","Green and Orange",116,2017-12-14,29,0.119331156189926,-0.923246151511488,"Green and Orange","29","Green and Orange_29",0.0961645252561028,0.0231666309338229
"461","122_2017-12-14","Control","R1","Green and Orange",122,2017-12-14,29,0.111494362563435,-0.952747091086559,"Green and Orange","29","Green and Orange_29",0.0961645252561028,0.0153298373073327
"462","143_2017-12-14","Control","R1","Yellow",143,2017-12-14,29,0.266654331964582,-0.57405135654127,"Yellow","29","Yellow_29",0.21663192180289,0.0500224101616925
"463","119_2017-12-14","Control","R2","Green and Orange",119,2017-12-14,29,0.0828728111233927,-1.08158792923074,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.01329171413271
"464","125_2017-12-14","Control","R2","Green and Orange",125,2017-12-14,29,0.12036957397678,-0.919483276565687,"Green and Orange","29","Green and Orange_29",0.0961645252561028,0.0242050487206774
"465","217_2017-12-14","Control","R2","Green and Orange",217,2017-12-14,29,0.0692060834182143,-1.15985572810338,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0269584418378884
"466","223_2017-12-14","Control","R2","Green and Orange",223,2017-12-14,29,0.063594361668123,-1.19658138757438,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0325701635879797
"467","166_2017-12-14","Control","R2","Red and Orange",166,2017-12-14,29,0.0529965652533735,-1.27575227643401,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0189919573525159
"468","173_2017-12-14","Control","R2","Red and Orange",173,2017-12-14,29,0.0481454299229118,-1.31744493083347,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0238430926829776
"469","264_2017-12-14","Control","R2","Red and Orange",264,2017-12-14,29,0.0619841289574698,-1.20771949741395,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0100043936484195
"470","270_2017-12-14","Control","R2","Red and Orange",270,2017-12-14,29,0.0897180870908734,-1.04711999472722,"Red and Orange","29","Red and Orange_29",0.0719885226058894,0.0177295644849841
"471","139_2017-12-14","Control","R2","F",139,2017-12-14,29,0.122601001632286,-0.911505981680592,"F","29","F_29",0.0809820559993821,0.0416189456329036
"472","102_2017-12-14","Control","R2","Red and Yellow",102,2017-12-14,29,0.0539042438714916,-1.26837704154024,"Red and Yellow","29","Red and Yellow_29",0.0876554263317874,-0.0337511824602959
"473","108_2017-12-14","Control","R2","Red and Yellow",108,2017-12-14,29,0.0396384036023223,-1.40188384461722,"Red and Yellow","29","Red and Yellow_29",0.0876554263317874,-0.0480170227294651
"474","231_2017-12-14","Control","R2","Yellow",231,2017-12-14,29,0.166609511641197,-0.778300208599282,"Yellow","29","Yellow_29",0.21663192180289,-0.0500224101616925
"475","192_2017-12-14","Control","R2","F",192,2017-12-14,29,0.0472527685809644,-1.3255727407164,"F","29","F_29",0.0809820559993821,-0.0337292874184177
"476","241_2017-12-14","Control","R2","F",241,2017-12-14,29,0.0510318824546492,-1.2921584111977,"F","29","F_29",0.0809820559993821,-0.0299501735447329
"477","179_2017-12-14","Control","R2","Green",179,2017-12-14,29,0.224539734366575,-0.648706795465937,"Green","29","Green_29",0.098239578397409,0.126300155969166
"478","186_2017-12-14","Control","R2","Green",186,2017-12-14,29,0.0839132633016407,-1.07616938930879,"Green","29","Green_29",0.098239578397409,-0.0143263150957683
"479","277_2017-12-14","Control","R2","Green",277,2017-12-14,29,0.104425262180869,-0.981194425676804,"Green","29","Green_29",0.098239578397409,0.00618568378346049
"480","284_2017-12-14","Control","R2","Green",284,2017-12-14,29,0.0916032548150359,-1.0380890948573,"Green","29","Green_29",0.098239578397409,-0.00663632358237312
"481","290_2017-12-14","Control","R2","Green",290,2017-12-14,29,0.0946366405081091,-1.02394068506109,"Green","29","Green_29",0.098239578397409,-0.00360293788929984
"482","146_2017-12-14","N","R1","F",146,2017-12-14,29,0.385697759564375,-0.413752883850201,"F","29","F_29",0.0809820559993821,0.304715703564993
"483","130_2017-12-14","N","R1","Green and Orange",130,2017-12-14,29,0.0606664486742814,-1.21705142727953,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0354980765818213
"484","221_2017-12-14","N","R1","Green and Orange",221,2017-12-14,29,0.0408234712374831,-1.3890900698015,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0553410540186196
"485","227_2017-12-14","N","R1","Green and Orange",227,2017-12-14,29,0.0448901482438145,-1.34784896039553,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0512743770122882
"486","150_2017-12-14","N","R1","Orange",150,2017-12-14,29,0.0388226570520571,-1.41091474448714,"Orange","29","Orange_29",0.0752477451956641,-0.036425088143607
"487","158_2017-12-14","N","R1","Orange",158,2017-12-14,29,0.0542791775380091,-1.2653667415836,"Orange","29","Orange_29",0.0752477451956641,-0.020968567657655
"488","249_2017-12-14","N","R1","Orange",249,2017-12-14,29,0.0312400954309583,-1.5052876481278,"Orange","29","Orange_29",0.0752477451956641,-0.0440076497647059
"489","164_2017-12-14","N","R1","Red and Orange",164,2017-12-14,29,0.0306927701430038,-1.51296391301723,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0412957524628855
"490","170_2017-12-14","N","R1","Red and Orange",170,2017-12-14,29,0.0313376904875506,-1.50393301314731,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0406508321183387
"491","262_2017-12-14","N","R1","Red and Orange",262,2017-12-14,29,0.0207469442259845,-1.68304586056738,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0512415783799049
"492","268_2017-12-14","N","R1","Red and Orange",268,2017-12-14,29,0.0304385336635216,-1.5165762729652,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0415499889423677
"493","239_2017-12-14","N","R1","F",239,2017-12-14,29,0.0186917139043424,-1.7283508749148,"F","29","F_29",0.0809820559993821,-0.0622903420950397
"494","274_2017-12-14","N","R1","Red and Orange",274,2017-12-14,29,0.0331704563524993,-1.47924855350286,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0388180662533901
"495","106_2017-12-14","N","R1","Red and Yellow",106,2017-12-14,29,0.0169395888724878,-1.77109713429909,"Red and Yellow","29","Red and Yellow_29",0.0876554263317874,-0.0707158374592997
"496","206_2017-12-14","N","R1","Red and Yellow",206,2017-12-14,29,0.0174884067436446,-1.75724975449855,"Red and Yellow","29","Red and Yellow_29",0.0876554263317874,-0.0701670195881429
"497","177_2017-12-14","N","R1","Green",177,2017-12-14,29,0.0392420078617948,-1.40624877955435,"Green","29","Green_29",0.098239578397409,-0.0589975705356141
"498","183_2017-12-14","N","R1","Green",183,2017-12-14,29,0.0502073597656073,-1.2992326160958,"Green","29","Green_29",0.098239578397409,-0.0480322186318017
"499","190_2017-12-14","N","R1","Green",190,2017-12-14,29,0.0492423243038071,-1.30766145597439,"Green","29","Green_29",0.098239578397409,-0.0489972540936019
"500","282_2017-12-14","N","R1","Green",282,2017-12-14,29,0.0462642839076009,-1.33475415558415,"Green","29","Green_29",0.098239578397409,-0.0519752944898081
"501","288_2017-12-14","N","R1","Green",288,2017-12-14,29,0.0766028920594841,-1.1157548337386,"Green","29","Green_29",0.098239578397409,-0.0216366863379248
"502","117_2017-12-14","N","R1","Green and Orange",117,2017-12-14,29,0.0585390308232121,-1.23255447205623,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0376254944328907
"503","123_2017-12-14","N","R1","Green and Orange",123,2017-12-14,29,0.0862723862402481,-1.06412818948223,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.00989213901585467
"504","144_2017-12-14","N","R1","Yellow",144,2017-12-14,29,0.0272055097523532,-1.56534313226276,"Yellow","29","Yellow_29",0.21663192180289,-0.189426412050537
"505","218_2017-12-14","N","R2","Green and Orange",218,2017-12-14,29,0.0451241219829438,-1.34559123542805,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0510404032731589
"506","224_2017-12-14","N","R2","Green and Orange",224,2017-12-14,29,0.0308313670758654,-1.51100721804541,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0653331581802374
"507","230_2017-12-14","N","R2","Green and Orange",230,2017-12-14,29,0.0579737119056357,-1.23676889199552,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.038190813350467
"508","154_2017-12-14","N","R2","Orange",154,2017-12-14,29,0.0408234712374831,-1.3890900698015,"Orange","29","Orange_29",0.0752477451956641,-0.034424273958181
"509","246_2017-12-14","N","R2","Orange",246,2017-12-14,29,0.0664559724093365,-1.17746598284972,"Orange","29","Orange_29",0.0752477451956641,-0.0087917727863276
"510","299_2017-12-14","N","R2","Orange",299,2017-12-14,29,0.0222283191666392,-1.65309337599881,"Orange","29","Orange_29",0.0752477451956641,-0.0530194260290249
"511","167_2017-12-14","N","R2","Red and Orange",167,2017-12-14,29,0.0397209151046095,-1.40098075463023,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0322676075012799
"512","174_2017-12-14","N","R2","Red and Orange",174,2017-12-14,29,0.0254276627769785,-1.59469355684,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0465608598289109
"513","271_2017-12-14","N","R2","Red and Orange",271,2017-12-14,29,0.0259799537157258,-1.58536162697441,"Red and Orange","29","Red and Orange_29",0.0719885226058894,-0.0460085688901636
"514","236_2017-12-14","N","R2","F",236,2017-12-14,29,0.0191374533446561,-1.71811585506223,"F","29","F_29",0.0809820559993821,-0.061844602654726
"515","103_2017-12-14","N","R2","Red and Yellow",103,2017-12-14,29,0.0284888791174934,-1.54532463755111,"Red and Yellow","29","Red and Yellow_29",0.0876554263317874,-0.0591665472142941
"516","109_2017-12-14","N","R2","Red and Yellow",109,2017-12-14,29,0.0340321632885237,-1.46811044366329,"Red and Yellow","29","Red and Yellow_29",0.0876554263317874,-0.0536232630432638
"517","232_2017-12-14","N","R2","Yellow",232,2017-12-14,29,0.0257379805342815,-1.58942553191588,"Yellow","29","Yellow_29",0.21663192180289,-0.190893941268608
"518","242_2017-12-14","N","R2","F",242,2017-12-14,29,0.037125201610517,-1.43033117920746,"F","29","F_29",0.0809820559993821,-0.0438568543888651
"519","180_2017-12-14","N","R2","Green",180,2017-12-14,29,0.0392148167994788,-1.40654980955001,"Green","29","Green_29",0.098239578397409,-0.0590247615979302
"520","187_2017-12-14","N","R2","Green",187,2017-12-14,29,0.0255867846025979,-1.59198428687902,"Green","29","Green_29",0.098239578397409,-0.0726527937948111
"521","278_2017-12-14","N","R2","Green",278,2017-12-14,29,0.0350010659712423,-1.4559187288389,"Green","29","Green_29",0.098239578397409,-0.0632385124261667
"522","285_2017-12-14","N","R2","Green",285,2017-12-14,29,0.0322298809758888,-1.49174129832292,"Green","29","Green_29",0.098239578397409,-0.0660096974215202
"523","120_2017-12-14","N","R2","Green and Orange",120,2017-12-14,29,0.0340321632885237,-1.46811044366329,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0621323619675791
"524","126_2017-12-14","N","R2","Green and Orange",126,2017-12-14,29,0.0351713048707676,-1.45381151886925,"Green and Orange","29","Green and Orange_29",0.0961645252561028,-0.0609932203853352
