"Time","Date","Spp","Fragment","Treatment","Replicate","YII","Sample","Genotype","Days","SampleID"
5,2017-11-16,"Ac","Ac_223","Ambient","R2",0.63,"2017-11-16_223","Ac_62",1,"Ac_223_5"
5,2017-11-16,"Ac","Ac_231","Ambient","R2",0.603,"2017-11-16_231","Ac_08",1,"Ac_231_5"
5,2017-11-16,"Ac","Ac_264","Ambient","R2",0.607,"2017-11-16_264","Ac_07",1,"Ac_264_5"
5,2017-11-16,"Ac","Ac_270","Ambient","R2",0.608,"2017-11-16_270","Ac_07",1,"Ac_270_5"
5,2017-11-16,"Ac","Ac_277","Ambient","R2",0.621,"2017-11-16_277","Ac_48",1,"Ac_277_5"
5,2017-11-16,"Ac","Ac_284","Ambient","R2",0.624,"2017-11-16_284","Ac_48",1,"Ac_284_5"
5,2017-11-16,"Ac","Ac_290","Ambient","R2",0.622,"2017-11-16_290","Ac_48",1,"Ac_290_5"
5,2017-11-16,"Ac","Ac_106","N","R1",0.586,"2017-11-16_106","Ac_50",1,"Ac_106_5"
5,2017-11-16,"Ac","Ac_117","N","R1",0.603,"2017-11-16_117","Ac_62",1,"Ac_117_5"
5,2017-11-16,"Ac","Ac_123","N","R1",0.608,"2017-11-16_123","Ac_62",1,"Ac_123_5"
5,2017-11-16,"Ac","Ac_130","N","R1",0.598,"2017-11-16_130","Ac_62",1,"Ac_130_5"
5,2017-11-16,"Ac","Ac_144","N","R1",0.584,"2017-11-16_144","Ac_08",1,"Ac_144_5"
5,2017-11-16,"Ac","Ac_150","N","R1",0.606,"2017-11-16_150","Ac_31",1,"Ac_150_5"
5,2017-11-16,"Ac","Ac_158","N","R1",0.625,"2017-11-16_158","Ac_31",1,"Ac_158_5"
5,2017-11-16,"Ac","Ac_164","N","R1",0.596,"2017-11-16_164","Ac_07",1,"Ac_164_5"
5,2017-11-16,"Ac","Ac_170","N","R1",0.586,"2017-11-16_170","Ac_07",1,"Ac_170_5"
5,2017-11-16,"Ac","Ac_177","N","R1",0.62,"2017-11-16_177","Ac_48",1,"Ac_177_5"
5,2017-11-16,"Ac","Ac_183","N","R1",0.61,"2017-11-16_183","Ac_48",1,"Ac_183_5"
5,2017-11-16,"Ac","Ac_190","N","R1",0.627,"2017-11-16_190","Ac_48",1,"Ac_190_5"
5,2017-11-16,"Ac","Ac_206","N","R1",0.58,"2017-11-16_206","Ac_50",1,"Ac_206_5"
5,2017-11-16,"Ac","Ac_221","N","R1",0.597,"2017-11-16_221","Ac_62",1,"Ac_221_5"
5,2017-11-16,"Ac","Ac_227","N","R1",0.611,"2017-11-16_227","Ac_62",1,"Ac_227_5"
5,2017-11-16,"Ac","Ac_249","N","R1",0.6,"2017-11-16_249","Ac_31",1,"Ac_249_5"
5,2017-11-16,"Ac","Ac_262","N","R1",0.603,"2017-11-16_262","Ac_07",1,"Ac_262_5"
5,2017-11-16,"Ac","Ac_268","N","R1",0.609,"2017-11-16_268","Ac_07",1,"Ac_268_5"
5,2017-11-16,"Ac","Ac_274","N","R1",0.567,"2017-11-16_274","Ac_07",1,"Ac_274_5"
5,2017-11-16,"Ac","Ac_282","N","R1",0.607,"2017-11-16_282","Ac_48",1,"Ac_282_5"
5,2017-11-16,"Ac","Ac_288","N","R1",0.614,"2017-11-16_288","Ac_48",1,"Ac_288_5"
5,2017-11-16,"Ac","Ac_103","N","R2",0.588,"2017-11-16_103","Ac_50",1,"Ac_103_5"
5,2017-11-16,"Ac","Ac_109","N","R2",0.604,"2017-11-16_109","Ac_50",1,"Ac_109_5"
5,2017-11-16,"Ac","Ac_120","N","R2",0.615,"2017-11-16_120","Ac_62",1,"Ac_120_5"
5,2017-11-16,"Ac","Ac_126","N","R2",0.599,"2017-11-16_126","Ac_62",1,"Ac_126_5"
5,2017-11-16,"Ac","Ac_154","N","R2",0.608,"2017-11-16_154","Ac_31",1,"Ac_154_5"
5,2017-11-16,"Ac","Ac_167","N","R2",0.602,"2017-11-16_167","Ac_07",1,"Ac_167_5"
5,2017-11-16,"Ac","Ac_174","N","R2",0.601,"2017-11-16_174","Ac_07",1,"Ac_174_5"
5,2017-11-16,"Ac","Ac_180","N","R2",0.607,"2017-11-16_180","Ac_48",1,"Ac_180_5"
5,2017-11-16,"Ac","Ac_187","N","R2",0.594,"2017-11-16_187","Ac_48",1,"Ac_187_5"
5,2017-11-16,"Ac","Ac_218","N","R2",0.623,"2017-11-16_218","Ac_62",1,"Ac_218_5"
5,2017-11-16,"Ac","Ac_224","N","R2",0.599,"2017-11-16_224","Ac_62",1,"Ac_224_5"
5,2017-11-16,"Ac","Ac_230","N","R2",0.596,"2017-11-16_230","Ac_62",1,"Ac_230_5"
5,2017-11-16,"Ac","Ac_232","N","R2",0.596,"2017-11-16_232","Ac_08",1,"Ac_232_5"
5,2017-11-16,"Ac","Ac_234","N","R2",0.592,"2017-11-16_234","Ac_08",1,"Ac_234_5"
5,2017-11-16,"Ac","Ac_246","N","R2",0.616,"2017-11-16_246","Ac_31",1,"Ac_246_5"
5,2017-11-16,"Ac","Ac_265","N","R2",0.6,"2017-11-16_265","Ac_07",1,"Ac_265_5"
5,2017-11-16,"Ac","Ac_271","N","R2",0.605,"2017-11-16_271","Ac_07",1,"Ac_271_5"
5,2017-11-16,"Ac","Ac_278","N","R2",0.615,"2017-11-16_278","Ac_48",1,"Ac_278_5"
5,2017-11-16,"Ac","Ac_285","N","R2",0.609,"2017-11-16_285","Ac_48",1,"Ac_285_5"
5,2017-11-16,"Ac","Ac_299","N","R2",0.591,"2017-11-16_299","Ac_31",1,"Ac_299_5"
5,2017-11-16,"Ac","Ac_101","N+P","R1",0.589,"2017-11-16_101","Ac_50",1,"Ac_101_5"
5,2017-11-16,"Ac","Ac_107","N+P","R1",0.585,"2017-11-16_107","Ac_50",1,"Ac_107_5"
5,2017-11-16,"Ac","Ac_118","N+P","R1",0.633,"2017-11-16_118","Ac_62",1,"Ac_118_5"
5,2017-11-16,"Ac","Ac_124","N+P","R1",0.616,"2017-11-16_124","Ac_62",1,"Ac_124_5"
5,2017-11-16,"Ac","Ac_145","N+P","R1",0.578,"2017-11-16_145","Ac_08",1,"Ac_145_5"
5,2017-11-16,"Ac","Ac_151","N+P","R1",0.577,"2017-11-16_151","Ac_31",1,"Ac_151_5"
5,2017-11-16,"Ac","Ac_159","N+P","R1",0.629,"2017-11-16_159","Ac_31",1,"Ac_159_5"
5,2017-11-16,"Ac","Ac_165","N+P","R1",0.6,"2017-11-16_165","Ac_07",1,"Ac_165_5"
5,2017-11-16,"Ac","Ac_171","N+P","R1",0.574,"2017-11-16_171","Ac_07",1,"Ac_171_5"
5,2017-11-16,"Ac","Ac_178","N+P","R1",0.638,"2017-11-16_178","Ac_48",1,"Ac_178_5"
5,2017-11-16,"Ac","Ac_184","N+P","R1",0.617,"2017-11-16_184","Ac_48",1,"Ac_184_5"
5,2017-11-16,"Ac","Ac_216","N+P","R1",0.613,"2017-11-16_216","Ac_62",1,"Ac_216_5"
5,2017-11-16,"Ac","Ac_222","N+P","R1",0.583,"2017-11-16_222","Ac_62",1,"Ac_222_5"
5,2017-11-16,"Ac","Ac_228","N+P","R1",0.618,"2017-11-16_228","Ac_62",1,"Ac_228_5"
5,2017-11-16,"Ac","Ac_250","N+P","R1",0.618,"2017-11-16_250","Ac_31",1,"Ac_250_5"
5,2017-11-16,"Ac","Ac_263","N+P","R1",0.59,"2017-11-16_263","Ac_07",1,"Ac_263_5"
5,2017-11-16,"Ac","Ac_269","N+P","R1",0.59,"2017-11-16_269","Ac_07",1,"Ac_269_5"
5,2017-11-16,"Ac","Ac_276","N+P","R1",0.625,"2017-11-16_276","Ac_48",1,"Ac_276_5"
5,2017-11-16,"Ac","Ac_283","N+P","R1",0.636,"2017-11-16_283","Ac_48",1,"Ac_283_5"
5,2017-11-16,"Ac","Ac_289","N+P","R1",0.621,"2017-11-16_289","Ac_48",1,"Ac_289_5"
5,2017-11-16,"Ac","Ac_300","N+P","R1",0.588,"2017-11-16_300","Ac_50",1,"Ac_300_5"
5,2017-11-16,"Ac","Ac_104","N+P","R2",0.611,"2017-11-16_104","Ac_50",1,"Ac_104_5"
5,2017-11-16,"Ac","Ac_110","N+P","R2",0.616,"2017-11-16_110","Ac_50",1,"Ac_110_5"
5,2017-11-16,"Ac","Ac_121","N+P","R2",0.617,"2017-11-16_121","Ac_62",1,"Ac_121_5"
5,2017-11-16,"Ac","Ac_128","N+P","R2",0.608,"2017-11-16_128","Ac_62",1,"Ac_128_5"
5,2017-11-16,"Ac","Ac_155","N+P","R2",0.602,"2017-11-16_155","Ac_31",1,"Ac_155_5"
5,2017-11-16,"Ac","Ac_168","N+P","R2",0.59,"2017-11-16_168","Ac_07",1,"Ac_168_5"
5,2017-11-16,"Ac","Ac_175","N+P","R2",0.608,"2017-11-16_175","Ac_07",1,"Ac_175_5"
5,2017-11-16,"Ac","Ac_181","N+P","R2",0.61,"2017-11-16_181","Ac_48",1,"Ac_181_5"
5,2017-11-16,"Ac","Ac_188","N+P","R2",0.625,"2017-11-16_188","Ac_48",1,"Ac_188_5"
5,2017-11-16,"Ac","Ac_219","N+P","R2",0.623,"2017-11-16_219","Ac_62",1,"Ac_219_5"
5,2017-11-16,"Ac","Ac_225","N+P","R2",0.596,"2017-11-16_225","Ac_62",1,"Ac_225_5"
5,2017-11-16,"Ac","Ac_229","N+P","R2",0.597,"2017-11-16_229","Ac_62",1,"Ac_229_5"
5,2017-11-16,"Ac","Ac_233","N+P","R2",0.589,"2017-11-16_233","Ac_08",1,"Ac_233_5"
5,2017-11-16,"Ac","Ac_235","N+P","R2",0.616,"2017-11-16_235","Ac_08",1,"Ac_235_5"
5,2017-11-16,"Ac","Ac_247","N+P","R2",0.618,"2017-11-16_247","Ac_31",1,"Ac_247_5"
5,2017-11-16,"Ac","Ac_266","N+P","R2",0.606,"2017-11-16_266","Ac_07",1,"Ac_266_5"
5,2017-11-16,"Ac","Ac_272","N+P","R2",0.594,"2017-11-16_272","Ac_07",1,"Ac_272_5"
5,2017-11-16,"Ac","Ac_280","N+P","R2",0.624,"2017-11-16_280","Ac_48",1,"Ac_280_5"
5,2017-11-16,"Ac","Ac_286","N+P","R2",0.606,"2017-11-16_286","Ac_48",1,"Ac_286_5"
6,2017-11-23,"Ac","Ac_105","Ambient","R1",0.614,"2017-11-23_105","Ac_50",8,"Ac_105_6"
6,2017-11-23,"Ac","Ac_116","Ambient","R1",0.623,"2017-11-23_116","Ac_62",8,"Ac_116_6"
6,2017-11-23,"Ac","Ac_122","Ambient","R1",0.621,"2017-11-23_122","Ac_62",8,"Ac_122_6"
6,2017-11-23,"Ac","Ac_129","Ambient","R1",0.628,"2017-11-23_129","Ac_62",8,"Ac_129_6"
6,2017-11-23,"Ac","Ac_143","Ambient","R1",0.621,"2017-11-23_143","Ac_08",8,"Ac_143_6"
6,2017-11-23,"Ac","Ac_149","Ambient","R1",0.644,"2017-11-23_149","Ac_31",8,"Ac_149_6"
6,2017-11-23,"Ac","Ac_157","Ambient","R1",0.61,"2017-11-23_157","Ac_31",8,"Ac_157_6"
6,2017-11-23,"Ac","Ac_162","Ambient","R1",0.597,"2017-11-23_162","Ac_07",8,"Ac_162_6"
6,2017-11-23,"Ac","Ac_169","Ambient","R1",0.59,"2017-11-23_169","Ac_07",8,"Ac_169_6"
6,2017-11-23,"Ac","Ac_176","Ambient","R1",0.605,"2017-11-23_176","Ac_48",8,"Ac_176_6"
6,2017-11-23,"Ac","Ac_182","Ambient","R1",0.614,"2017-11-23_182","Ac_48",8,"Ac_182_6"
6,2017-11-23,"Ac","Ac_189","Ambient","R1",0.624,"2017-11-23_189","Ac_48",8,"Ac_189_6"
6,2017-11-23,"Ac","Ac_204","Ambient","R1",0.616,"2017-11-23_204","Ac_50",8,"Ac_204_6"
6,2017-11-23,"Ac","Ac_220","Ambient","R1",0.618,"2017-11-23_220","Ac_62",8,"Ac_220_6"
6,2017-11-23,"Ac","Ac_226","Ambient","R1",0.597,"2017-11-23_226","Ac_62",8,"Ac_226_6"
6,2017-11-23,"Ac","Ac_248","Ambient","R1",0.629,"2017-11-23_248","Ac_31",8,"Ac_248_6"
6,2017-11-23,"Ac","Ac_261","Ambient","R1",0.598,"2017-11-23_261","Ac_07",8,"Ac_261_6"
6,2017-11-23,"Ac","Ac_267","Ambient","R1",0.609,"2017-11-23_267","Ac_07",8,"Ac_267_6"
6,2017-11-23,"Ac","Ac_273","Ambient","R1",0.604,"2017-11-23_273","Ac_07",8,"Ac_273_6"
6,2017-11-23,"Ac","Ac_281","Ambient","R1",0.62,"2017-11-23_281","Ac_48",8,"Ac_281_6"
6,2017-11-23,"Ac","Ac_287","Ambient","R1",0.598,"2017-11-23_287","Ac_48",8,"Ac_287_6"
6,2017-11-23,"Ac","Ac_102","Ambient","R2",0.59,"2017-11-23_102","Ac_50",8,"Ac_102_6"
6,2017-11-23,"Ac","Ac_108","Ambient","R2",0.593,"2017-11-23_108","Ac_50",8,"Ac_108_6"
6,2017-11-23,"Ac","Ac_119","Ambient","R2",0.612,"2017-11-23_119","Ac_62",8,"Ac_119_6"
6,2017-11-23,"Ac","Ac_125","Ambient","R2",0.616,"2017-11-23_125","Ac_62",8,"Ac_125_6"
6,2017-11-23,"Ac","Ac_152","Ambient","R2",0.612,"2017-11-23_152","Ac_31",8,"Ac_152_6"
6,2017-11-23,"Ac","Ac_160","Ambient","R2",0.625,"2017-11-23_160","Ac_31",8,"Ac_160_6"
6,2017-11-23,"Ac","Ac_166","Ambient","R2",0.581,"2017-11-23_166","Ac_07",8,"Ac_166_6"
6,2017-11-23,"Ac","Ac_173","Ambient","R2",0.574,"2017-11-23_173","Ac_07",8,"Ac_173_6"
6,2017-11-23,"Ac","Ac_179","Ambient","R2",0.636,"2017-11-23_179","Ac_48",8,"Ac_179_6"
6,2017-11-23,"Ac","Ac_186","Ambient","R2",0.622,"2017-11-23_186","Ac_48",8,"Ac_186_6"
6,2017-11-23,"Ac","Ac_217","Ambient","R2",0.628,"2017-11-23_217","Ac_62",8,"Ac_217_6"
6,2017-11-23,"Ac","Ac_223","Ambient","R2",0.616,"2017-11-23_223","Ac_62",8,"Ac_223_6"
6,2017-11-23,"Ac","Ac_231","Ambient","R2",0.616,"2017-11-23_231","Ac_08",8,"Ac_231_6"
6,2017-11-23,"Ac","Ac_264","Ambient","R2",0.596,"2017-11-23_264","Ac_07",8,"Ac_264_6"
6,2017-11-23,"Ac","Ac_270","Ambient","R2",0.585,"2017-11-23_270","Ac_07",8,"Ac_270_6"
6,2017-11-23,"Ac","Ac_277","Ambient","R2",0.625,"2017-11-23_277","Ac_48",8,"Ac_277_6"
6,2017-11-23,"Ac","Ac_284","Ambient","R2",0.629,"2017-11-23_284","Ac_48",8,"Ac_284_6"
6,2017-11-23,"Ac","Ac_290","Ambient","R2",0.641,"2017-11-23_290","Ac_48",8,"Ac_290_6"
6,2017-11-23,"Ac","Ac_106","N","R1",0.596,"2017-11-23_106","Ac_50",8,"Ac_106_6"
6,2017-11-23,"Ac","Ac_117","N","R1",0.615,"2017-11-23_117","Ac_62",8,"Ac_117_6"
6,2017-11-23,"Ac","Ac_123","N","R1",0.641,"2017-11-23_123","Ac_62",8,"Ac_123_6"
6,2017-11-23,"Ac","Ac_130","N","R1",0.641,"2017-11-23_130","Ac_62",8,"Ac_130_6"
6,2017-11-23,"Ac","Ac_144","N","R1",0.621,"2017-11-23_144","Ac_08",8,"Ac_144_6"
6,2017-11-23,"Ac","Ac_150","N","R1",0.646,"2017-11-23_150","Ac_31",8,"Ac_150_6"
6,2017-11-23,"Ac","Ac_158","N","R1",0.659,"2017-11-23_158","Ac_31",8,"Ac_158_6"
6,2017-11-23,"Ac","Ac_164","N","R1",0.637,"2017-11-23_164","Ac_07",8,"Ac_164_6"
6,2017-11-23,"Ac","Ac_170","N","R1",0.627,"2017-11-23_170","Ac_07",8,"Ac_170_6"
6,2017-11-23,"Ac","Ac_177","N","R1",0.632,"2017-11-23_177","Ac_48",8,"Ac_177_6"
6,2017-11-23,"Ac","Ac_183","N","R1",0.644,"2017-11-23_183","Ac_48",8,"Ac_183_6"
6,2017-11-23,"Ac","Ac_190","N","R1",0.655,"2017-11-23_190","Ac_48",8,"Ac_190_6"
6,2017-11-23,"Ac","Ac_206","N","R1",0.601,"2017-11-23_206","Ac_50",8,"Ac_206_6"
6,2017-11-23,"Ac","Ac_221","N","R1",0.641,"2017-11-23_221","Ac_62",8,"Ac_221_6"
6,2017-11-23,"Ac","Ac_227","N","R1",0.654,"2017-11-23_227","Ac_62",8,"Ac_227_6"
6,2017-11-23,"Ac","Ac_249","N","R1",0.651,"2017-11-23_249","Ac_31",8,"Ac_249_6"
6,2017-11-23,"Ac","Ac_262","N","R1",0.641,"2017-11-23_262","Ac_07",8,"Ac_262_6"
6,2017-11-23,"Ac","Ac_268","N","R1",0.639,"2017-11-23_268","Ac_07",8,"Ac_268_6"
6,2017-11-23,"Ac","Ac_274","N","R1",0.628,"2017-11-23_274","Ac_07",8,"Ac_274_6"
6,2017-11-23,"Ac","Ac_282","N","R1",0.639,"2017-11-23_282","Ac_48",8,"Ac_282_6"
6,2017-11-23,"Ac","Ac_288","N","R1",0.629,"2017-11-23_288","Ac_48",8,"Ac_288_6"
6,2017-11-23,"Ac","Ac_103","N","R2",0.616,"2017-11-23_103","Ac_50",8,"Ac_103_6"
6,2017-11-23,"Ac","Ac_109","N","R2",0.631,"2017-11-23_109","Ac_50",8,"Ac_109_6"
6,2017-11-23,"Ac","Ac_120","N","R2",0.618,"2017-11-23_120","Ac_62",8,"Ac_120_6"
6,2017-11-23,"Ac","Ac_126","N","R2",0.613,"2017-11-23_126","Ac_62",8,"Ac_126_6"
6,2017-11-23,"Ac","Ac_154","N","R2",0.636,"2017-11-23_154","Ac_31",8,"Ac_154_6"
6,2017-11-23,"Ac","Ac_167","N","R2",0.608,"2017-11-23_167","Ac_07",8,"Ac_167_6"
6,2017-11-23,"Ac","Ac_174","N","R2",0.599,"2017-11-23_174","Ac_07",8,"Ac_174_6"
6,2017-11-23,"Ac","Ac_180","N","R2",0.619,"2017-11-23_180","Ac_48",8,"Ac_180_6"
6,2017-11-23,"Ac","Ac_187","N","R2",0.595,"2017-11-23_187","Ac_48",8,"Ac_187_6"
6,2017-11-23,"Ac","Ac_218","N","R2",0.632,"2017-11-23_218","Ac_62",8,"Ac_218_6"
6,2017-11-23,"Ac","Ac_224","N","R2",0.622,"2017-11-23_224","Ac_62",8,"Ac_224_6"
6,2017-11-23,"Ac","Ac_230","N","R2",0.628,"2017-11-23_230","Ac_62",8,"Ac_230_6"
6,2017-11-23,"Ac","Ac_232","N","R2",0.623,"2017-11-23_232","Ac_08",8,"Ac_232_6"
6,2017-11-23,"Ac","Ac_234","N","R2",0.616,"2017-11-23_234","Ac_08",8,"Ac_234_6"
6,2017-11-23,"Ac","Ac_246","N","R2",0.642,"2017-11-23_246","Ac_31",8,"Ac_246_6"
6,2017-11-23,"Ac","Ac_265","N","R2",0.617,"2017-11-23_265","Ac_07",8,"Ac_265_6"
6,2017-11-23,"Ac","Ac_271","N","R2",0.622,"2017-11-23_271","Ac_07",8,"Ac_271_6"
6,2017-11-23,"Ac","Ac_278","N","R2",0.634,"2017-11-23_278","Ac_48",8,"Ac_278_6"
6,2017-11-23,"Ac","Ac_285","N","R2",0.634,"2017-11-23_285","Ac_48",8,"Ac_285_6"
6,2017-11-23,"Ac","Ac_299","N","R2",0.615,"2017-11-23_299","Ac_31",8,"Ac_299_6"
6,2017-11-23,"Ac","Ac_101","N+P","R1",0.595,"2017-11-23_101","Ac_50",8,"Ac_101_6"
6,2017-11-23,"Ac","Ac_107","N+P","R1",0.599,"2017-11-23_107","Ac_50",8,"Ac_107_6"
6,2017-11-23,"Ac","Ac_118","N+P","R1",0.634,"2017-11-23_118","Ac_62",8,"Ac_118_6"
6,2017-11-23,"Ac","Ac_124","N+P","R1",0.632,"2017-11-23_124","Ac_62",8,"Ac_124_6"
6,2017-11-23,"Ac","Ac_145","N+P","R1",0.6,"2017-11-23_145","Ac_08",8,"Ac_145_6"
6,2017-11-23,"Ac","Ac_151","N+P","R1",0.634,"2017-11-23_151","Ac_31",8,"Ac_151_6"
6,2017-11-23,"Ac","Ac_159","N+P","R1",0.663,"2017-11-23_159","Ac_31",8,"Ac_159_6"
6,2017-11-23,"Ac","Ac_165","N+P","R1",0.627,"2017-11-23_165","Ac_07",8,"Ac_165_6"
6,2017-11-23,"Ac","Ac_171","N+P","R1",0.61,"2017-11-23_171","Ac_07",8,"Ac_171_6"
6,2017-11-23,"Ac","Ac_178","N+P","R1",0.643,"2017-11-23_178","Ac_48",8,"Ac_178_6"
6,2017-11-23,"Ac","Ac_184","N+P","R1",0.632,"2017-11-23_184","Ac_48",8,"Ac_184_6"
6,2017-11-23,"Ac","Ac_216","N+P","R1",0.639,"2017-11-23_216","Ac_62",8,"Ac_216_6"
6,2017-11-23,"Ac","Ac_222","N+P","R1",0.62,"2017-11-23_222","Ac_62",8,"Ac_222_6"
6,2017-11-23,"Ac","Ac_228","N+P","R1",0.638,"2017-11-23_228","Ac_62",8,"Ac_228_6"
6,2017-11-23,"Ac","Ac_250","N+P","R1",0.649,"2017-11-23_250","Ac_31",8,"Ac_250_6"
6,2017-11-23,"Ac","Ac_263","N+P","R1",0.579,"2017-11-23_263","Ac_07",8,"Ac_263_6"
6,2017-11-23,"Ac","Ac_269","N+P","R1",0.598,"2017-11-23_269","Ac_07",8,"Ac_269_6"
6,2017-11-23,"Ac","Ac_276","N+P","R1",0.637,"2017-11-23_276","Ac_48",8,"Ac_276_6"
6,2017-11-23,"Ac","Ac_283","N+P","R1",0.648,"2017-11-23_283","Ac_48",8,"Ac_283_6"
6,2017-11-23,"Ac","Ac_289","N+P","R1",0.632,"2017-11-23_289","Ac_48",8,"Ac_289_6"
6,2017-11-23,"Ac","Ac_300","N+P","R1",0.591,"2017-11-23_300","Ac_50",8,"Ac_300_6"
6,2017-11-23,"Ac","Ac_104","N+P","R2",0.625,"2017-11-23_104","Ac_50",8,"Ac_104_6"
6,2017-11-23,"Ac","Ac_110","N+P","R2",0.632,"2017-11-23_110","Ac_50",8,"Ac_110_6"
6,2017-11-23,"Ac","Ac_121","N+P","R2",0.634,"2017-11-23_121","Ac_62",8,"Ac_121_6"
6,2017-11-23,"Ac","Ac_128","N+P","R2",0.624,"2017-11-23_128","Ac_62",8,"Ac_128_6"
6,2017-11-23,"Ac","Ac_155","N+P","R2",0.639,"2017-11-23_155","Ac_31",8,"Ac_155_6"
6,2017-11-23,"Ac","Ac_168","N+P","R2",0.62,"2017-11-23_168","Ac_07",8,"Ac_168_6"
6,2017-11-23,"Ac","Ac_175","N+P","R2",0.636,"2017-11-23_175","Ac_07",8,"Ac_175_6"
6,2017-11-23,"Ac","Ac_181","N+P","R2",0.634,"2017-11-23_181","Ac_48",8,"Ac_181_6"
6,2017-11-23,"Ac","Ac_188","N+P","R2",0.649,"2017-11-23_188","Ac_48",8,"Ac_188_6"
6,2017-11-23,"Ac","Ac_219","N+P","R2",0.628,"2017-11-23_219","Ac_62",8,"Ac_219_6"
6,2017-11-23,"Ac","Ac_225","N+P","R2",0.616,"2017-11-23_225","Ac_62",8,"Ac_225_6"
6,2017-11-23,"Ac","Ac_229","N+P","R2",0.63,"2017-11-23_229","Ac_62",8,"Ac_229_6"
6,2017-11-23,"Ac","Ac_233","N+P","R2",0.603,"2017-11-23_233","Ac_08",8,"Ac_233_6"
6,2017-11-23,"Ac","Ac_235","N+P","R2",0.614,"2017-11-23_235","Ac_08",8,"Ac_235_6"
6,2017-11-23,"Ac","Ac_247","N+P","R2",0.647,"2017-11-23_247","Ac_31",8,"Ac_247_6"
6,2017-11-23,"Ac","Ac_266","N+P","R2",0.629,"2017-11-23_266","Ac_07",8,"Ac_266_6"
