"Time","Date","Spp","Fragment","Treatment","Replicate","YII","Sample","Genotype","Days","SampleID"
9,2017-12-13,"A.cer","A.cer_287","Ambient","R1",0.612,"2017-12-13_287","Acer_48",28,"A.cer_287_9"
6,2017-11-23,"A.cer","A.cer_182","Ambient","R1",0.614,"2017-11-23_182","Acer_48",8,"A.cer_182_6"
1,2017-08-30,"A.cer","A.cer_290","Ambient","R2",0.477,"2017-08-30_290","Acer_48",-77,"A.cer_290_1"
4,2017-11-06,"A.cer","A.cer_182","Ambient","R1",0.68,"2017-11-06_182","Acer_48",-9,"A.cer_182_4"
3,2017-10-19,"A.cer","A.cer_176","Ambient","R1",0.508,"2017-10-19_176","Acer_48",-27,"A.cer_176_3"
5,2017-11-16,"A.cer","A.cer_287","Ambient","R1",0.611,"2017-11-16_287","Acer_48",1,"A.cer_287_5"
13,2018-01-30,"A.cer","A.cer_186","Ambient","R2",0.591,"2018-01-30_186","Acer_48",76,"A.cer_186_13"
13,2018-01-30,"A.cer","A.cer_277","Ambient","R2",0.583,"2018-01-30_277","Acer_48",76,"A.cer_277_13"
13,2018-01-30,"A.cer","A.cer_284","Ambient","R2",0.594,"2018-01-30_284","Acer_48",76,"A.cer_284_13"
13,2018-01-30,"A.cer","A.cer_290","Ambient","R2",0.601,"2018-01-30_290","Acer_48",76,"A.cer_290_13"
12,2018-01-25,"A.cer","A.cer_179","Ambient","R2",0.607,"2018-01-25_179","Acer_48",71,"A.cer_179_12"
5,2017-11-16,"A.cer","A.cer_280","N+P","R2",0.624,"2017-11-16_280","Acer_48",1,"A.cer_280_5"
11,2018-01-19,"A.cer","A.cer_186","Ambient","R2",0.606,"2018-01-19_186","Acer_48",65,"A.cer_186_11"
12,2018-01-25,"A.cer","A.cer_284","Ambient","R2",0.601,"2018-01-25_284","Acer_48",71,"A.cer_284_12"
6,2017-11-23,"A.cer","A.cer_186","Ambient","R2",0.622,"2017-11-23_186","Acer_48",8,"A.cer_186_6"
10,2018-01-03,"A.cer","A.cer_186","Ambient","R2",0.579,"2018-01-03_186","Acer_48",49,"A.cer_186_10"
17,2018-02-19,"A.cer","A.cer_177","N","R1",0.551,"2018-02-19_177","Acer_48",96,"A.cer_177_17"
6,2017-11-23,"A.cer","A.cer_290","Ambient","R2",0.641,"2017-11-23_290","Acer_48",8,"A.cer_290_6"
6,2017-11-23,"A.cer","A.cer_177","N","R1",0.632,"2017-11-23_177","Acer_48",8,"A.cer_177_6"
5,2017-11-16,"A.cer","A.cer_177","N","R1",0.62,"2017-11-16_177","Acer_48",1,"A.cer_177_5"
3,2017-10-19,"A.cer","A.cer_177","N","R1",0.561,"2017-10-19_177","Acer_48",-27,"A.cer_177_3"
3,2017-10-19,"A.cer","A.cer_183","N","R1",0.505,"2017-10-19_183","Acer_48",-27,"A.cer_183_3"
0,2017-07-26,"A.cer","A.cer_178","N+P","R1",0.596,"2017-07-26_178","Acer_48",-112,"A.cer_178_0"
13,2018-01-30,"A.cer","A.cer_183","N","R1",0.615,"2018-01-30_183","Acer_48",76,"A.cer_183_13"
13,2018-01-30,"A.cer","A.cer_190","N","R1",0.621,"2018-01-30_190","Acer_48",76,"A.cer_190_13"
13,2018-01-30,"A.cer","A.cer_282","N","R1",0.624,"2018-01-30_282","Acer_48",76,"A.cer_282_13"
0,2017-07-26,"A.cer","A.cer_182","Ambient","R1",0.564,"2017-07-26_182","Acer_48",-112,"A.cer_182_0"
17,2018-02-19,"A.cer","A.cer_184","N+P","R1",0.522,"2018-02-19_184","Acer_48",96,"A.cer_184_17"
0,2017-07-26,"A.cer","A.cer_187","N","R2",0.604,"2017-07-26_187","Acer_48",-112,"A.cer_187_0"
11,2018-01-19,"A.cer","A.cer_177","N","R1",0.625,"2018-01-19_177","Acer_48",65,"A.cer_177_11"
14,2018-02-07,"A.cer","A.cer_186","Ambient","R2",0.592,"2018-02-07_186","Acer_48",84,"A.cer_186_14"
10,2018-01-03,"A.cer","A.cer_177","N","R1",0.66,"2018-01-03_177","Acer_48",49,"A.cer_177_10"
10,2018-01-03,"A.cer","A.cer_183","N","R1",0.655,"2018-01-03_183","Acer_48",49,"A.cer_183_10"
10,2018-01-03,"A.cer","A.cer_190","N","R1",0.652,"2018-01-03_190","Acer_48",49,"A.cer_190_10"
10,2018-01-03,"A.cer","A.cer_282","N","R1",0.647,"2018-01-03_282","Acer_48",49,"A.cer_282_10"
10,2018-01-03,"A.cer","A.cer_288","N","R1",0.649,"2018-01-03_288","Acer_48",49,"A.cer_288_10"
17,2018-02-19,"A.cer","A.cer_179","Ambient","R2",0.559,"2018-02-19_179","Acer_48",96,"A.cer_179_17"
17,2018-02-19,"A.cer","A.cer_186","Ambient","R2",0.558,"2018-02-19_186","Acer_48",96,"A.cer_186_17"
10,2018-01-03,"A.cer","A.cer_189","Ambient","R1",0.625,"2018-01-03_189","Acer_48",49,"A.cer_189_10"
17,2018-02-19,"A.cer","A.cer_176","Ambient","R1",0.578,"2018-02-19_176","Acer_48",96,"A.cer_176_17"
6,2017-11-23,"A.cer","A.cer_289","N+P","R1",0.632,"2017-11-23_289","Acer_48",8,"A.cer_289_6"
2,2017-10-10,"A.cer","A.cer_283","N+P","R1",0.506,"2017-10-10_283","Acer_48",-36,"A.cer_283_2"
17,2018-02-19,"A.cer","A.cer_287","Ambient","R1",0.583,"2018-02-19_287","Acer_48",96,"A.cer_287_17"
7,2017-11-29,"A.cer","A.cer_281","Ambient","R1",0.627,"2017-11-29_281","Acer_48",14,"A.cer_281_7"
10,2018-01-03,"A.cer","A.cer_181","N+P","R2",0.656,"2018-01-03_181","Acer_48",49,"A.cer_181_10"
9,2017-12-13,"A.cer","A.cer_188","N+P","R2",0.651,"2017-12-13_188","Acer_48",28,"A.cer_188_9"
12,2018-01-25,"A.cer","A.cer_180","N","R2",0.619,"2018-01-25_180","Acer_48",71,"A.cer_180_12"
12,2018-01-25,"A.cer","A.cer_187","N","R2",0.594,"2018-01-25_187","Acer_48",71,"A.cer_187_12"
11,2018-01-19,"A.cer","A.cer_180","N","R2",0.635,"2018-01-19_180","Acer_48",65,"A.cer_180_11"
11,2018-01-19,"A.cer","A.cer_187","N","R2",0.628,"2018-01-19_187","Acer_48",65,"A.cer_187_11"
10,2018-01-03,"A.cer","A.cer_180","N","R2",0.634,"2018-01-03_180","Acer_48",49,"A.cer_180_10"
17,2018-02-19,"A.cer","A.cer_187","N","R2",0.438,"2018-02-19_187","Acer_48",96,"A.cer_187_17"
17,2018-02-19,"A.cer","A.cer_278","N","R2",0.478,"2018-02-19_278","Acer_48",96,"A.cer_278_17"
17,2018-02-19,"A.cer","A.cer_285","N","R2",0.499,"2018-02-19_285","Acer_48",96,"A.cer_285_17"
10,2018-01-03,"A.cer","A.cer_179","Ambient","R2",0.588,"2018-01-03_179","Acer_48",49,"A.cer_179_10"
7,2017-11-29,"A.cer","A.cer_277","Ambient","R2",0.638,"2017-11-29_277","Acer_48",14,"A.cer_277_7"
13,2018-01-30,"A.cer","A.cer_178","N+P","R1",0.636,"2018-01-30_178","Acer_48",76,"A.cer_178_13"
17,2018-02-19,"A.cer","A.cer_190","N","R1",0.547,"2018-02-19_190","Acer_48",96,"A.cer_190_17"
2,2017-10-10,"A.cer","A.cer_284","Ambient","R2",0.517,"2017-10-10_284","Acer_48",-36,"A.cer_284_2"
1,2017-08-30,"A.cer","A.cer_180","N","R2",0.493,"2017-08-30_180","Acer_48",-77,"A.cer_180_1"
1,2017-08-30,"A.cer","A.cer_181","N+P","R2",0.494,"2017-08-30_181","Acer_48",-77,"A.cer_181_1"
7,2017-11-29,"A.cer","A.cer_282","N","R1",0.631,"2017-11-29_282","Acer_48",14,"A.cer_282_7"
13,2018-01-30,"A.cer","A.cer_177","N","R1",0.615,"2018-01-30_177","Acer_48",76,"A.cer_177_13"
1,2017-08-30,"A.cer","A.cer_182","Ambient","R1",0.463,"2017-08-30_182","Acer_48",-77,"A.cer_182_1"
1,2017-08-30,"A.cer","A.cer_183","N","R1",0.487,"2017-08-30_183","Acer_48",-77,"A.cer_183_1"
1,2017-08-30,"A.cer","A.cer_184","N+P","R1",0.486,"2017-08-30_184","Acer_48",-77,"A.cer_184_1"
17,2018-02-19,"A.cer","A.cer_178","N+P","R1",0.507,"2018-02-19_178","Acer_48",96,"A.cer_178_17"
1,2017-08-30,"A.cer","A.cer_188","N+P","R2",0.494,"2017-08-30_188","Acer_48",-77,"A.cer_188_1"
10,2018-01-03,"A.cer","A.cer_178","N+P","R1",0.661,"2018-01-03_178","Acer_48",49,"A.cer_178_10"
18,2018-02-22,"A.cer","A.cer_176","Ambient","R1",0.54,"2018-02-22_176","Acer_48",99,"A.cer_176_18"
18,2018-02-22,"A.cer","A.cer_182","Ambient","R1",0.558,"2018-02-22_182","Acer_48",99,"A.cer_182_18"
18,2018-02-22,"A.cer","A.cer_281","Ambient","R1",0.553,"2018-02-22_281","Acer_48",99,"A.cer_281_18"
18,2018-02-22,"A.cer","A.cer_287","Ambient","R1",0.557,"2018-02-22_287","Acer_48",99,"A.cer_287_18"
7,2017-11-29,"A.cer","A.cer_285","N","R2",0.63,"2017-11-29_285","Acer_48",14,"A.cer_285_7"
13,2018-01-30,"A.cer","A.cer_181","N+P","R2",0.614,"2018-01-30_181","Acer_48",76,"A.cer_181_13"
13,2018-01-30,"A.cer","A.cer_188","N+P","R2",0.617,"2018-01-30_188","Acer_48",76,"A.cer_188_13"
13,2018-01-30,"A.cer","A.cer_280","N+P","R2",0.615,"2018-01-30_280","Acer_48",76,"A.cer_280_13"
13,2018-01-30,"A.cer","A.cer_286","N+P","R2",0.612,"2018-01-30_286","Acer_48",76,"A.cer_286_13"
17,2018-02-19,"A.cer","A.cer_277","Ambient","R2",0.582,"2018-02-19_277","Acer_48",96,"A.cer_277_17"
17,2018-02-19,"A.cer","A.cer_284","Ambient","R2",0.583,"2018-02-19_284","Acer_48",96,"A.cer_284_17"
17,2018-02-19,"A.cer","A.cer_182","Ambient","R1",0.573,"2018-02-19_182","Acer_48",96,"A.cer_182_17"
17,2018-02-19,"A.cer","A.cer_281","Ambient","R1",0.581,"2018-02-19_281","Acer_48",96,"A.cer_281_17"
13,2018-01-30,"A.cer","A.cer_187","N","R2",0.601,"2018-01-30_187","Acer_48",76,"A.cer_187_13"
13,2018-01-30,"A.cer","A.cer_278","N","R2",0.619,"2018-01-30_278","Acer_48",76,"A.cer_278_13"
7,2017-11-29,"A.cer","A.cer_287","Ambient","R1",0.623,"2017-11-29_287","Acer_48",14,"A.cer_287_7"
13,2018-01-30,"A.cer","A.cer_179","Ambient","R2",0.603,"2018-01-30_179","Acer_48",76,"A.cer_179_13"
18,2018-02-22,"A.cer","A.cer_177","N","R1",0.469,"2018-02-22_177","Acer_48",99,"A.cer_177_18"
18,2018-02-22,"A.cer","A.cer_190","N","R1",0.478,"2018-02-22_190","Acer_48",99,"A.cer_190_18"
18,2018-02-22,"A.cer","A.cer_282","N","R1",0.467,"2018-02-22_282","Acer_48",99,"A.cer_282_18"
18,2018-02-22,"A.cer","A.cer_288","N","R1",0.509,"2018-02-22_288","Acer_48",99,"A.cer_288_18"
7,2017-11-29,"A.cer","A.cer_280","N+P","R2",0.645,"2017-11-29_280","Acer_48",14,"A.cer_280_7"
7,2017-11-29,"A.cer","A.cer_286","N+P","R2",0.641,"2017-11-29_286","Acer_48",14,"A.cer_286_7"
3,2017-10-19,"A.cer","A.cer_286","N+P","R2",0.519,"2017-10-19_286","Acer_48",-27,"A.cer_286_3"
5,2017-11-16,"A.cer","A.cer_286","N+P","R2",0.606,"2017-11-16_286","Acer_48",1,"A.cer_286_5"
7,2017-11-29,"A.cer","A.cer_186","Ambient","R2",0.641,"2017-11-29_186","Acer_48",14,"A.cer_186_7"
18,2018-02-22,"A.cer","A.cer_178","N+P","R1",0.535,"2018-02-22_178","Acer_48",99,"A.cer_178_18"
18,2018-02-22,"A.cer","A.cer_184","N+P","R1",0.468,"2018-02-22_184","Acer_48",99,"A.cer_184_18"
13,2018-01-30,"A.cer","A.cer_184","N+P","R1",0.618,"2018-01-30_184","Acer_48",76,"A.cer_184_13"
17,2018-02-19,"A.cer","A.cer_282","N","R1",0.542,"2018-02-19_282","Acer_48",96,"A.cer_282_17"
17,2018-02-19,"A.cer","A.cer_288","N","R1",0.556,"2018-02-19_288","Acer_48",96,"A.cer_288_17"
7,2017-11-29,"A.cer","A.cer_190","N","R1",0.635,"2017-11-29_190","Acer_48",14,"A.cer_190_7"
12,2018-01-25,"A.cer","A.cer_178","N+P","R1",0.619,"2018-01-25_178","Acer_48",71,"A.cer_178_12"
12,2018-01-25,"A.cer","A.cer_184","N+P","R1",0.61,"2018-01-25_184","Acer_48",71,"A.cer_184_12"
14,2018-02-07,"A.cer","A.cer_182","Ambient","R1",0.591,"2018-02-07_182","Acer_48",84,"A.cer_182_14"
18,2018-02-22,"A.cer","A.cer_179","Ambient","R2",0.565,"2018-02-22_179","Acer_48",99,"A.cer_179_18"
18,2018-02-22,"A.cer","A.cer_186","Ambient","R2",0.547,"2018-02-22_186","Acer_48",99,"A.cer_186_18"
18,2018-02-22,"A.cer","A.cer_277","Ambient","R2",0.559,"2018-02-22_277","Acer_48",99,"A.cer_277_18"
18,2018-02-22,"A.cer","A.cer_284","Ambient","R2",0.553,"2018-02-22_284","Acer_48",99,"A.cer_284_18"
13,2018-01-30,"A.cer","A.cer_176","Ambient","R1",0.579,"2018-01-30_176","Acer_48",76,"A.cer_176_13"
13,2018-01-30,"A.cer","A.cer_189","Ambient","R1",0.59,"2018-01-30_189","Acer_48",76,"A.cer_189_13"
13,2018-01-30,"A.cer","A.cer_281","Ambient","R1",0.577,"2018-01-30_281","Acer_48",76,"A.cer_281_13"
0,2017-07-26,"A.cer","A.cer_188","N+P","R2",0.619,"2017-07-26_188","Acer_48",-112,"A.cer_188_0"
13,2018-01-30,"A.cer","A.cer_287","Ambient","R1",0.569,"2018-01-30_287","Acer_48",76,"A.cer_287_13"
0,2017-07-26,"A.cer","A.cer_189","Ambient","R1",0.591,"2017-07-26_189","Acer_48",-112,"A.cer_189_0"
1,2017-08-30,"A.cer","A.cer_278","N","R2",0.494,"2017-08-30_278","Acer_48",-77,"A.cer_278_1"
1,2017-08-30,"A.cer","A.cer_280","N+P","R2",0.51,"2017-08-30_280","Acer_48",-77,"A.cer_280_1"
11,2018-01-19,"A.cer","A.cer_176","Ambient","R1",0.59,"2018-01-19_176","Acer_48",65,"A.cer_176_11"
11,2018-01-19,"A.cer","A.cer_182","Ambient","R1",0.596,"2018-01-19_182","Acer_48",65,"A.cer_182_11"
11,2018-01-19,"A.cer","A.cer_189","Ambient","R1",0.603,"2018-01-19_189","Acer_48",65,"A.cer_189_11"
18,2018-02-22,"A.cer","A.cer_187","N","R2",0.329,"2018-02-22_187","Acer_48",99,"A.cer_187_18"
7,2017-11-29,"A.cer","A.cer_289","N+P","R1",0.648,"2017-11-29_289","Acer_48",14,"A.cer_289_7"
13,2018-01-30,"A.cer","A.cer_180","N","R2",0.615,"2018-01-30_180","Acer_48",76,"A.cer_180_13"
14,2018-02-07,"A.cer","A.cer_288","N","R1",0.623,"2018-02-07_288","Acer_48",84,"A.cer_288_14"
8,2017-12-06,"A.cer","A.cer_281","Ambient","R1",0.634,"2017-12-06_281","Acer_48",21,"A.cer_281_8"
8,2017-12-06,"A.cer","A.cer_287","Ambient","R1",0.611,"2017-12-06_287","Acer_48",21,"A.cer_287_8"
9,2017-12-13,"A.cer","A.cer_181","N+P","R2",0.646,"2017-12-13_181","Acer_48",28,"A.cer_181_9"
5,2017-11-16,"A.cer","A.cer_189","Ambient","R1",0.641,"2017-11-16_189","Acer_48",1,"A.cer_189_5"
18,2018-02-22,"A.cer","A.cer_188","N+P","R2",0.514,"2018-02-22_188","Acer_48",99,"A.cer_188_18"
18,2018-02-22,"A.cer","A.cer_280","N+P","R2",0.483,"2018-02-22_280","Acer_48",99,"A.cer_280_18"
18,2018-02-22,"A.cer","A.cer_286","N+P","R2",0.487,"2018-02-22_286","Acer_48",99,"A.cer_286_18"
2,2017-10-10,"A.cer","A.cer_189","Ambient","R1",0.445,"2017-10-10_189","Acer_48",-36,"A.cer_189_2"
2,2017-10-10,"A.cer","A.cer_281","Ambient","R1",0.517,"2017-10-10_281","Acer_48",-36,"A.cer_281_2"
2,2017-10-10,"A.cer","A.cer_287","Ambient","R1",0.455,"2017-10-10_287","Acer_48",-36,"A.cer_287_2"
12,2018-01-25,"A.cer","A.cer_277","Ambient","R2",0.599,"2018-01-25_277","Acer_48",71,"A.cer_277_12"
11,2018-01-19,"A.cer","A.cer_179","Ambient","R2",0.611,"2018-01-19_179","Acer_48",65,"A.cer_179_11"
19,2018-02-26,"A.cer","A.cer_176","Ambient","R1",0.49,"2018-02-26_176","Acer_48",103,"A.cer_176_19"
19,2018-02-26,"A.cer","A.cer_182","Ambient","R1",0.519,"2018-02-26_182","Acer_48",103,"A.cer_182_19"
19,2018-02-26,"A.cer","A.cer_281","Ambient","R1",0.501,"2018-02-26_281","Acer_48",103,"A.cer_281_19"
13,2018-01-30,"A.cer","A.cer_276","N+P","R1",0.624,"2018-01-30_276","Acer_48",76,"A.cer_276_13"
13,2018-01-30,"A.cer","A.cer_283","N+P","R1",0.626,"2018-01-30_283","Acer_48",76,"A.cer_283_13"
17,2018-02-19,"A.cer","A.cer_188","N+P","R2",0.574,"2018-02-19_188","Acer_48",96,"A.cer_188_17"
8,2017-12-06,"A.cer","A.cer_284","Ambient","R2",0.627,"2017-12-06_284","Acer_48",21,"A.cer_284_8"
8,2017-12-06,"A.cer","A.cer_290","Ambient","R2",0.621,"2017-12-06_290","Acer_48",21,"A.cer_290_8"
5,2017-11-16,"A.cer","A.cer_183","N","R1",0.61,"2017-11-16_183","Acer_48",1,"A.cer_183_5"
5,2017-11-16,"A.cer","A.cer_190","N","R1",0.627,"2017-11-16_190","Acer_48",1,"A.cer_190_5"
5,2017-11-16,"A.cer","A.cer_282","N","R1",0.607,"2017-11-16_282","Acer_48",1,"A.cer_282_5"
5,2017-11-16,"A.cer","A.cer_288","N","R1",0.614,"2017-11-16_288","Acer_48",1,"A.cer_288_5"
2,2017-10-10,"A.cer","A.cer_282","N","R1",0.501,"2017-10-10_282","Acer_48",-36,"A.cer_282_2"
2,2017-10-10,"A.cer","A.cer_288","N","R1",0.524,"2017-10-10_288","Acer_48",-36,"A.cer_288_2"
17,2018-02-19,"A.cer","A.cer_276","N+P","R1",0.533,"2018-02-19_276","Acer_48",96,"A.cer_276_17"
17,2018-02-19,"A.cer","A.cer_289","N+P","R1",0.545,"2018-02-19_289","Acer_48",96,"A.cer_289_17"
14,2018-02-07,"A.cer","A.cer_179","Ambient","R2",0.594,"2018-02-07_179","Acer_48",84,"A.cer_179_14"
19,2018-02-26,"A.cer","A.cer_177","N","R1",0.348,"2018-02-26_177","Acer_48",103,"A.cer_177_19"
19,2018-02-26,"A.cer","A.cer_190","N","R1",0.337,"2018-02-26_190","Acer_48",103,"A.cer_190_19"
19,2018-02-26,"A.cer","A.cer_282","N","R1",0.34,"2018-02-26_282","Acer_48",103,"A.cer_282_19"
19,2018-02-26,"A.cer","A.cer_288","N","R1",0.414,"2018-02-26_288","Acer_48",103,"A.cer_288_19"
8,2017-12-06,"A.cer","A.cer_183","N","R1",0.668,"2017-12-06_183","Acer_48",21,"A.cer_183_8"
8,2017-12-06,"A.cer","A.cer_190","N","R1",0.668,"2017-12-06_190","Acer_48",21,"A.cer_190_8"
8,2017-12-06,"A.cer","A.cer_282","N","R1",0.633,"2017-12-06_282","Acer_48",21,"A.cer_282_8"
8,2017-12-06,"A.cer","A.cer_288","N","R1",0.656,"2017-12-06_288","Acer_48",21,"A.cer_288_8"
18,2018-02-22,"A.cer","A.cer_278","N","R2",0.325,"2018-02-22_278","Acer_48",99,"A.cer_278_18"
18,2018-02-22,"A.cer","A.cer_285","N","R2",0.387,"2018-02-22_285","Acer_48",99,"A.cer_285_18"
19,2018-02-26,"A.cer","A.cer_276","N+P","R1",0.43,"2018-02-26_276","Acer_48",103,"A.cer_276_19"
19,2018-02-26,"A.cer","A.cer_289","N+P","R1",0.434,"2018-02-26_289","Acer_48",103,"A.cer_289_19"
5,2017-11-16,"A.cer","A.cer_289","N+P","R1",0.621,"2017-11-16_289","Acer_48",1,"A.cer_289_5"
5,2017-11-16,"A.cer","A.cer_182","Ambient","R1",0.627,"2017-11-16_182","Acer_48",1,"A.cer_182_5"
14,2018-02-07,"A.cer","A.cer_187","N","R2",0.57,"2018-02-07_187","Acer_48",84,"A.cer_187_14"
14,2018-02-07,"A.cer","A.cer_278","N","R2",0.595,"2018-02-07_278","Acer_48",84,"A.cer_278_14"
14,2018-02-07,"A.cer","A.cer_285","N","R2",0.602,"2018-02-07_285","Acer_48",84,"A.cer_285_14"
19,2018-02-26,"A.cer","A.cer_179","Ambient","R2",0.549,"2018-02-26_179","Acer_48",103,"A.cer_179_19"
19,2018-02-26,"A.cer","A.cer_186","Ambient","R2",0.549,"2018-02-26_186","Acer_48",103,"A.cer_186_19"
19,2018-02-26,"A.cer","A.cer_277","Ambient","R2",0.559,"2018-02-26_277","Acer_48",103,"A.cer_277_19"
19,2018-02-26,"A.cer","A.cer_284","Ambient","R2",0.565,"2018-02-26_284","Acer_48",103,"A.cer_284_19"
11,2018-01-19,"A.cer","A.cer_285","N","R2",0.625,"2018-01-19_285","Acer_48",65,"A.cer_285_11"
8,2017-12-06,"A.cer","A.cer_187","N","R2",0.634,"2017-12-06_187","Acer_48",21,"A.cer_187_8"
8,2017-12-06,"A.cer","A.cer_278","N","R2",0.658,"2017-12-06_278","Acer_48",21,"A.cer_278_8"
8,2017-12-06,"A.cer","A.cer_285","N","R2",0.648,"2017-12-06_285","Acer_48",21,"A.cer_285_8"
5,2017-11-16,"A.cer","A.cer_179","Ambient","R2",0.633,"2017-11-16_179","Acer_48",1,"A.cer_179_5"
19,2018-02-26,"A.cer","A.cer_287","Ambient","R1",0.516,"2018-02-26_287","Acer_48",103,"A.cer_287_19"
8,2017-12-06,"A.cer","A.cer_186","Ambient","R2",0.622,"2017-12-06_186","Acer_48",21,"A.cer_186_8"
8,2017-12-06,"A.cer","A.cer_277","Ambient","R2",0.614,"2017-12-06_277","Acer_48",21,"A.cer_277_8"
5,2017-11-16,"A.cer","A.cer_290","Ambient","R2",0.622,"2017-11-16_290","Acer_48",1,"A.cer_290_5"
17,2018-02-19,"A.cer","A.cer_280","N+P","R2",0.564,"2018-02-19_280","Acer_48",96,"A.cer_280_17"
17,2018-02-19,"A.cer","A.cer_286","N+P","R2",0.555,"2018-02-19_286","Acer_48",96,"A.cer_286_17"
19,2018-02-26,"A.cer","A.cer_187","N","R2",0.416,"2018-02-26_187","Acer_48",103,"A.cer_187_19"
19,2018-02-26,"A.cer","A.cer_278","N","R2",0.471,"2018-02-26_278","Acer_48",103,"A.cer_278_19"
19,2018-02-26,"A.cer","A.cer_285","N","R2",0.484,"2018-02-26_285","Acer_48",103,"A.cer_285_19"
1,2017-08-30,"A.cer","A.cer_186","Ambient","R2",0.525,"2017-08-30_186","Acer_48",-77,"A.cer_186_1"
1,2017-08-30,"A.cer","A.cer_187","N","R2",0.464,"2017-08-30_187","Acer_48",-77,"A.cer_187_1"
11,2018-01-19,"A.cer","A.cer_184","N+P","R1",0.639,"2018-01-19_184","Acer_48",65,"A.cer_184_11"
19,2018-02-26,"A.cer","A.cer_188","N+P","R2",0.484,"2018-02-26_188","Acer_48",103,"A.cer_188_19"
19,2018-02-26,"A.cer","A.cer_280","N+P","R2",0.462,"2018-02-26_280","Acer_48",103,"A.cer_280_19"
19,2018-02-26,"A.cer","A.cer_286","N+P","R2",0.421,"2018-02-26_286","Acer_48",103,"A.cer_286_19"
15,2018-02-12,"A.cer","A.cer_182","Ambient","R1",0.562,"2018-02-12_182","Acer_48",89,"A.cer_182_15"
15,2018-02-12,"A.cer","A.cer_281","Ambient","R1",0.571,"2018-02-12_281","Acer_48",89,"A.cer_281_15"
15,2018-02-12,"A.cer","A.cer_287","Ambient","R1",0.562,"2018-02-12_287","Acer_48",89,"A.cer_287_15"
5,2017-11-16,"A.cer","A.cer_278","N","R2",0.615,"2017-11-16_278","Acer_48",1,"A.cer_278_5"
20,2018-03-01,"A.cer","A.cer_176","Ambient","R1",0.496,"2018-03-01_176","Acer_48",106,"A.cer_176_20"
20,2018-03-01,"A.cer","A.cer_182","Ambient","R1",0.503,"2018-03-01_182","Acer_48",106,"A.cer_182_20"
20,2018-03-01,"A.cer","A.cer_281","Ambient","R1",0.52,"2018-03-01_281","Acer_48",106,"A.cer_281_20"
19,2018-02-26,"A.cer","A.cer_178","N+P","R1",0.458,"2018-02-26_178","Acer_48",103,"A.cer_178_19"
19,2018-02-26,"A.cer","A.cer_184","N+P","R1",0.401,"2018-02-26_184","Acer_48",103,"A.cer_184_19"
12,2018-01-25,"A.cer","A.cer_280","N+P","R2",0.616,"2018-01-25_280","Acer_48",71,"A.cer_280_12"
12,2018-01-25,"A.cer","A.cer_286","N+P","R2",0.611,"2018-01-25_286","Acer_48",71,"A.cer_286_12"
16,2018-02-15,"A.cer","A.cer_179","Ambient","R2",0.571,"2018-02-15_179","Acer_48",92,"A.cer_179_16"
13,2018-01-30,"A.cer","A.cer_285","N","R2",0.607,"2018-01-30_285","Acer_48",76,"A.cer_285_13"
11,2018-01-19,"A.cer","A.cer_181","N+P","R2",0.645,"2018-01-19_181","Acer_48",65,"A.cer_181_11"
11,2018-01-19,"A.cer","A.cer_188","N+P","R2",0.641,"2018-01-19_188","Acer_48",65,"A.cer_188_11"
11,2018-01-19,"A.cer","A.cer_280","N+P","R2",0.651,"2018-01-19_280","Acer_48",65,"A.cer_280_11"
15,2018-02-12,"A.cer","A.cer_177","N","R1",0.588,"2018-02-12_177","Acer_48",89,"A.cer_177_15"
15,2018-02-12,"A.cer","A.cer_190","N","R1",0.573,"2018-02-12_190","Acer_48",89,"A.cer_190_15"
15,2018-02-12,"A.cer","A.cer_282","N","R1",0.577,"2018-02-12_282","Acer_48",89,"A.cer_282_15"
15,2018-02-12,"A.cer","A.cer_288","N","R1",0.601,"2018-02-12_288","Acer_48",89,"A.cer_288_15"
5,2017-11-16,"A.cer","A.cer_188","N+P","R2",0.625,"2017-11-16_188","Acer_48",1,"A.cer_188_5"
20,2018-03-01,"A.cer","A.cer_177","N","R1",0.351,"2018-03-01_177","Acer_48",106,"A.cer_177_20"
20,2018-03-01,"A.cer","A.cer_190","N","R1",0.309,"2018-03-01_190","Acer_48",106,"A.cer_190_20"
20,2018-03-01,"A.cer","A.cer_282","N","R1",0.322,"2018-03-01_282","Acer_48",106,"A.cer_282_20"
20,2018-03-01,"A.cer","A.cer_288","N","R1",0.361,"2018-03-01_288","Acer_48",106,"A.cer_288_20"
14,2018-02-07,"A.cer","A.cer_188","N+P","R2",0.634,"2018-02-07_188","Acer_48",84,"A.cer_188_14"
14,2018-02-07,"A.cer","A.cer_280","N+P","R2",0.64,"2018-02-07_280","Acer_48",84,"A.cer_280_14"
14,2018-02-07,"A.cer","A.cer_286","N+P","R2",0.625,"2018-02-07_286","Acer_48",84,"A.cer_286_14"
20,2018-03-01,"A.cer","A.cer_178","N+P","R1",0.415,"2018-03-01_178","Acer_48",106,"A.cer_178_20"
20,2018-03-01,"A.cer","A.cer_184","N+P","R1",0.359,"2018-03-01_184","Acer_48",106,"A.cer_184_20"
14,2018-02-07,"A.cer","A.cer_176","Ambient","R1",0.578,"2018-02-07_176","Acer_48",84,"A.cer_176_14"
15,2018-02-12,"A.cer","A.cer_178","N+P","R1",0.597,"2018-02-12_178","Acer_48",89,"A.cer_178_15"
