A11,0,+,Acer,UNKNOWN,SYBR,None,20.812,21.035,0.316,,,,,,,,0,0.200,1,3,16,Amp,,0.991,N,N,N,N,N,74.300,,,
A12,0,NTC,A,UNKNOWN,SYBR,None,38.169,36.513,2.342,,,,,,,,0,0.200,1,3,31,No Amp,,0.893,N,N,N,N,Y,77.690,,,
B1,0,Sample 1,Acer,UNKNOWN,SYBR,None,19.999,19.905,0.133,,,,,,,,0,0.200,1,3,15,Amp,,0.980,N,N,N,N,N,74.153,,,
B2,0,Sample 1,A,UNKNOWN,SYBR,None,21.680,21.932,0.357,,,,,,,,0,0.200,1,3,17,Amp,,0.978,N,N,N,N,N,85.208,,,
B3,0,Sample 1,Acer,UNKNOWN,SYBR,None,19.811,19.905,0.133,,,,,,,,0,0.200,1,3,15,Amp,,0.980,N,N,N,N,N,74.447,,,
B4,0,Sample 1,A,UNKNOWN,SYBR,None,22.185,21.932,0.357,,,,,,,,0,0.200,1,3,17,Amp,,0.972,N,N,N,N,N,85.355,,,
B5,0,Sample 8,Acer,UNKNOWN,SYBR,None,20.714,20.789,0.106,,,,,,,,0,0.200,1,3,16,Amp,,0.979,N,N,N,N,N,74.447,,,
B6,0,Sample 8,A,UNKNOWN,SYBR,None,24.537,22.797,2.460,,,,,,,,0,0.200,1,3,20,Amp,,0.987,N,N,Y,N,Y,85.355,75.921,,
B7,0,Sample 8,Acer,UNKNOWN,SYBR,None,20.864,20.789,0.106,,,,,,,,0,0.200,1,3,16,Amp,,0.988,N,N,N,N,N,74.447,,,
B8,0,Sample 8,A,UNKNOWN,SYBR,None,21.058,22.797,2.460,,,,,,,,0,0.200,1,3,15,Amp,,0.240,N,Y,Y,N,Y,85.355,75.921,,
B9,0,Sample 16,Acer,UNKNOWN,SYBR,None,21.571,21.702,0.186,,,,,,,,0,0.200,1,3,16,Amp,,0.992,N,N,N,N,N,74.447,,,
B10,0,Sample 16,A,UNKNOWN,SYBR,None,24.666,24.778,0.158,,,,,,,,0,0.200,1,3,20,Amp,,0.995,N,N,N,N,N,85.355,,,
B11,0,Sample 16,Acer,UNKNOWN,SYBR,None,21.833,21.702,0.186,,,,,,,,0,0.200,1,3,17,Amp,,0.998,N,N,N,N,N,74.300,,,
B12,0,Sample 16,A,UNKNOWN,SYBR,None,24.890,24.778,0.158,,,,,,,,0,0.200,1,3,20,Amp,,0.994,N,N,N,N,N,85.208,,,
C1,0,Sample 2,Acer,UNKNOWN,SYBR,None,19.540,19.832,0.413,,,,,,,,0,0.200,1,3,15,Amp,,0.974,N,N,N,N,N,74.153,,,
C2,0,Sample 2,A,UNKNOWN,SYBR,None,22.305,22.295,0.013,,,,,,,,0,0.200,1,3,17,Amp,,0.976,N,N,N,N,N,85.060,,,
C3,0,Sample 2,Acer,UNKNOWN,SYBR,None,20.123,19.832,0.413,,,,,,,,0,0.200,1,3,15,Amp,,0.981,N,N,N,N,N,74.300,,,
C4,0,Sample 2,A,UNKNOWN,SYBR,None,22.286,22.295,0.013,,,,,,,,0,0.200,1,3,17,Amp,,0.975,N,N,N,N,N,85.355,,,
C5,0,Sample 9,Acer,UNKNOWN,SYBR,None,20.691,20.843,0.214,,,,,,,,0,0.200,1,3,16,Amp,,0.972,N,N,N,N,N,74.447,,,
C6,0,Sample 9,A,UNKNOWN,SYBR,None,24.483,24.551,0.097,,,,,,,,0,0.200,1,3,19,Amp,,0.979,N,N,N,N,N,85.355,,,
C7,0,Sample 9,Acer,UNKNOWN,SYBR,None,20.994,20.843,0.214,,,,,,,,0,0.200,1,3,16,Amp,,0.988,N,N,N,N,N,74.447,,,
C8,0,Sample 9,A,UNKNOWN,SYBR,None,24.620,24.551,0.097,,,,,,,,0,0.200,1,3,19,Amp,,0.988,N,N,Y,N,N,85.355,76.216,,
C9,0,Sample 17,Acer,UNKNOWN,SYBR,None,22.006,22.104,0.139,,,,,,,,0,0.200,1,3,16,Amp,,0.991,N,N,N,N,N,74.300,,,
C10,0,Sample 17,A,UNKNOWN,SYBR,None,26.111,25.893,0.308,,,,,,,,0,0.200,1,3,21,Amp,,0.992,N,N,Y,N,N,85.208,75.921,,
C11,0,Sample 17,Acer,UNKNOWN,SYBR,None,22.202,22.104,0.139,,,,,,,,0,0.200,1,3,17,Amp,,0.994,N,N,N,N,N,74.153,,,
C12,0,Sample 17,A,UNKNOWN,SYBR,None,25.674,25.893,0.308,,,,,,,,0,0.200,1,3,20,Amp,,0.996,N,N,Y,N,N,85.208,75.627,,
D1,0,Sample 3,Acer,UNKNOWN,SYBR,None,19.889,19.952,0.090,,,,,,,,0,0.200,1,3,14,Amp,,0.983,N,N,N,N,N,74.005,,,
D2,0,Sample 3,A,UNKNOWN,SYBR,None,21.843,21.914,0.100,,,,,,,,0,0.200,1,3,17,Amp,,0.979,N,N,N,N,N,84.913,,,
D3,0,Sample 3,Acer,UNKNOWN,SYBR,None,20.016,19.952,0.090,,,,,,,,0,0.200,1,3,15,Amp,,0.983,N,N,N,N,N,74.300,,,
D4,0,Sample 3,A,UNKNOWN,SYBR,None,21.985,21.914,0.100,,,,,,,,0,0.200,1,3,17,Amp,,0.976,N,N,N,N,N,85.208,,,
D5,0,Sample 10,Acer,UNKNOWN,SYBR,None,21.894,22.024,0.184,,,,,,,,0,0.200,1,3,17,Amp,,0.999,N,N,N,N,N,74.300,,,
D6,0,Sample 10,A,UNKNOWN,SYBR,None,23.755,23.832,0.109,,,,,,,,0,0.200,1,3,18,Amp,,0.991,N,N,N,N,N,85.208,,,
D7,0,Sample 10,Acer,UNKNOWN,SYBR,None,22.154,22.024,0.184,,,,,,,,0,0.200,1,3,17,Amp,,0.992,N,N,N,N,N,74.300,,,
D8,0,Sample 10,A,UNKNOWN,SYBR,None,23.909,23.832,0.109,,,,,,,,0,0.200,1,3,18,Amp,,0.996,N,N,N,N,N,85.355,,,
D9,0,Sample 18,Acer,UNKNOWN,SYBR,None,21.007,21.143,0.192,,,,,,,,0,0.200,1,3,16,Amp,,0.991,N,N,N,N,N,74.300,,,
D10,0,Sample 18,A,UNKNOWN,SYBR,None,24.442,24.420,0.032,,,,,,,,0,0.200,1,3,19,Amp,,0.975,N,N,N,N,N,85.355,,,
D11,0,Sample 18,Acer,UNKNOWN,SYBR,None,21.279,21.143,0.192,,,,,,,,0,0.200,1,3,16,Amp,,0.991,N,N,N,N,N,74.153,,,
D12,0,Sample 18,A,UNKNOWN,SYBR,None,24.398,24.420,0.032,,,,,,,,0,0.200,1,3,19,Amp,,0.988,N,N,N,N,N,85.060,,,
E1,0,Sample 4,Acer,UNKNOWN,SYBR,None,19.789,19.998,0.295,,,,,,,,0,0.200,1,3,15,Amp,,0.980,N,N,N,N,N,74.153,,,
E2,0,Sample 4,A,UNKNOWN,SYBR,None,21.781,21.853,0.102,,,,,,,,0,0.200,1,3,17,Amp,,0.971,N,N,N,N,N,85.060,,,
E3,0,Sample 4,Acer,UNKNOWN,SYBR,None,20.207,19.998,0.295,,,,,,,,0,0.200,1,3,16,Amp,,0.983,N,N,N,N,N,74.300,,,
E4,0,Sample 4,A,UNKNOWN,SYBR,None,21.925,21.853,0.102,,,,,,,,0,0.200,1,3,17,Amp,,0.981,N,N,N,N,N,85.208,,,
E5,0,Sample 11,Acer,UNKNOWN,SYBR,None,21.490,21.691,0.284,,,,,,,,0,0.200,1,3,17,Amp,,0.986,N,N,N,N,N,74.300,,,
E6,0,Sample 11,A,UNKNOWN,SYBR,None,25.342,25.250,0.131,,,,,,,,0,0.200,1,3,21,Amp,,0.984,N,N,Y,N,N,85.060,76.069,,
E7,0,Sample 11,Acer,UNKNOWN,SYBR,None,21.892,21.691,0.284,,,,,,,,0,0.200,1,3,17,Amp,,0.991,N,N,N,N,N,74.300,,,
E8,0,Sample 11,A,UNKNOWN,SYBR,None,25.157,25.250,0.131,,,,,,,,0,0.200,1,3,20,Amp,,0.993,N,N,Y,N,N,85.355,76.216,,
E9,0,Sample 19,Acer,UNKNOWN,SYBR,None,21.871,21.766,0.148,,,,,,,,0,0.200,1,3,17,Amp,,0.996,N,N,N,N,N,74.153,,,
E10,0,Sample 19,A,UNKNOWN,SYBR,None,25.555,25.871,0.446,,,,,,,,0,0.200,1,3,21,Amp,,0.988,N,N,Y,N,N,82.849,76.216,,
E11,0,Sample 19,Acer,UNKNOWN,SYBR,None,21.662,21.766,0.148,,,,,,,,0,0.200,1,3,16,Amp,,0.997,N,N,N,N,N,74.300,,,
E12,0,Sample 19,A,UNKNOWN,SYBR,None,26.186,25.871,0.446,,,,,,,,0,0.200,1,3,21,Amp,,0.992,N,N,N,N,N,82.702,,,
F1,0,Sample 5,Acer,UNKNOWN,SYBR,None,20.996,20.999,0.005,,,,,,,,0,0.200,1,3,16,Amp,,0.991,N,N,N,N,N,74.005,,,
F2,0,Sample 5,A,UNKNOWN,SYBR,None,22.735,22.824,0.125,,,,,,,,0,0.200,1,3,18,Amp,,0.986,N,N,N,N,N,85.060,,,
F3,0,Sample 5,Acer,UNKNOWN,SYBR,None,21.003,20.999,0.005,,,,,,,,0,0.200,1,3,16,Amp,,0.992,N,N,N,N,N,74.153,,,
F4,0,Sample 5,A,UNKNOWN,SYBR,None,22.912,22.824,0.125,,,,,,,,0,0.200,1,3,18,Amp,,0.987,N,N,N,N,N,85.208,,,
F5,0,Sample 12,Acer,UNKNOWN,SYBR,None,21.266,21.338,0.102,,,,,,,,0,0.200,1,3,17,Amp,,0.988,N,N,N,N,N,74.300,,,
F6,0,Sample 12,A,UNKNOWN,SYBR,None,22.856,23.093,0.335,,,,,,,,0,0.200,1,3,17,Amp,,0.984,N,N,N,N,N,85.208,,,
F7,0,Sample 12,Acer,UNKNOWN,SYBR,None,21.410,21.338,0.102,,,,,,,,0,0.200,1,3,16,Amp,,0.993,N,N,N,N,N,74.300,,,
F8,0,Sample 12,A,UNKNOWN,SYBR,None,23.330,23.093,0.335,,,,,,,,0,0.200,1,3,18,Amp,,0.986,N,N,N,N,N,85.208,,,
F9,0,Sample 20,Acer,UNKNOWN,SYBR,None,20.470,20.388,0.115,,,,,,,,0,0.200,1,3,15,Amp,,0.987,N,N,N,N,N,74.300,,,
F10,0,Sample 20,A,UNKNOWN,SYBR,None,Undetermined,23.865,,,,,,,,,0,0.200,1,3,33,No Amp,,0.000,N,Y,N,N,N,87.713,,,
F11,0,Sample 20,Acer,UNKNOWN,SYBR,None,20.307,20.388,0.115,,,,,,,,0,0.200,1,3,15,Amp,,0.987,N,N,N,N,N,74.300,,,
F12,0,Sample 20,A,UNKNOWN,SYBR,None,23.865,23.865,,,,,,,,,0,0.200,1,3,19,Amp,,0.987,N,N,N,N,N,85.060,,,
G1,0,Sample 6,Acer,UNKNOWN,SYBR,None,19.011,19.296,0.404,,,,,,,,0,0.200,1,3,13,Amp,,0.986,N,N,N,N,N,74.005,,,
G2,0,Sample 6,A,UNKNOWN,SYBR,None,21.733,21.830,0.136,,,,,,,,0,0.200,1,3,17,Amp,,0.968,N,N,N,N,N,84.913,,,
G3,0,Sample 6,Acer,UNKNOWN,SYBR,None,19.582,19.296,0.404,,,,,,,,0,0.200,1,3,14,Amp,,0.975,N,N,N,N,N,74.153,,,
G4,0,Sample 6,A,UNKNOWN,SYBR,None,21.926,21.830,0.136,,,,,,,,0,0.200,1,3,17,Amp,,0.964,N,N,N,N,N,85.208,,,
G5,0,Sample 13,Acer,UNKNOWN,SYBR,None,21.005,20.975,0.043,,,,,,,,0,0.200,1,3,16,Amp,,0.988,N,N,N,N,N,74.153,,,
G6,0,Sample 13,A,UNKNOWN,SYBR,None,23.538,23.473,0.092,,,,,,,,0,0.200,1,3,19,Amp,,0.972,N,N,N,N,N,85.208,,,
G7,0,Sample 13,Acer,UNKNOWN,SYBR,None,20.944,20.975,0.043,,,,,,,,0,0.200,1,3,16,Amp,,0.990,N,N,N,N,N,74.300,,,
G8,0,Sample 13,A,UNKNOWN,SYBR,None,23.407,23.473,0.092,,,,,,,,0,0.200,1,3,18,Amp,,0.995,N,N,N,N,N,85.208,,,
G9,0,Sample 21,Acer,UNKNOWN,SYBR,None,20.540,20.744,0.288,,,,,,,,0,0.200,1,3,15,Amp,,0.982,N,N,N,N,N,74.300,,,
G10,0,Sample 21,A,UNKNOWN,SYBR,None,23.169,23.270,0.143,,,,,,,,0,0.200,1,3,18,Amp,,0.982,N,N,N,N,N,85.060,,,
G11,0,Sample 21,Acer,UNKNOWN,SYBR,None,20.947,20.744,0.288,,,,,,,,0,0.200,1,3,16,Amp,,0.984,N,N,N,N,N,74.300,,,
G12,0,Sample 21,A,UNKNOWN,SYBR,None,23.371,23.270,0.143,,,,,,,,0,0.200,1,3,17,Amp,,0.989,N,N,N,N,N,85.208,,,
H1,0,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,39,No Amp,,0.000,Y,Y,N,N,N,60.002,,,
H2,0,+,A,UNKNOWN,SYBR,None,22.963,22.853,0.155,,,,,,,,0,0.200,1,3,17,Amp,,0.991,N,N,N,N,N,84.765,,,
H3,0,Sample 14,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,39,No Amp,,0.000,Y,Y,N,Y,N,60.002,,,
H4,0,Sample 14,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,35,No Amp,,0.000,N,Y,Y,N,N,74.595,87.419,89.924,83.881
H5,0,Sample 14,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,39,No Amp,,0.000,Y,Y,N,Y,N,60.002,,,
H6,0,Sample 14,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,35,No Amp,,0.000,N,Y,Y,N,N,76.953,87.419,,
H7,0,Sample 22,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,39,No Amp,,0.000,Y,Y,Y,Y,N,88.598,79.901,83.144,76.069
H8,0,Sample 22,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,39,No Amp,,0.000,Y,Y,Y,N,N,89.777,86.976,92.725,
H9,0,Sample 22,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,39,No Amp,,0.000,Y,Y,Y,Y,N,80.196,87.419,90.367,83.586
H10,0,Sample 22,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,0,0.200,1,3,3,No Amp,,0.000,N,Y,Y,N,N,87.861,76.364,90.661,81.228
H11,0,+,Acer,UNKNOWN,SYBR,None,21.259,21.035,0.316,,,,,,,,0,0.200,1,3,16,Amp,,0.993,N,N,N,N,N,74.153,,,
H12,0,NTC,A,UNKNOWN,SYBR,None,34.857,36.513,2.342,,,,,,,,0,0.200,1,3,30,Amp,,0.985,N,N,N,N,Y,75.332,,,
