Sample,Date,Spp,Fragment,Treatment,Replicate,YII,Genotype,Days,Time_Point,Phase,TotalSH,logSH,D.Prp,Community,InitialCommunity
Ss_30-1_T12,2018-01-25,Ss,Ss_30-1,A,R1,0.509,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-1_T13,2018-01-30,Ss,Ss_30-1,A,R1,0.529,Ss_30,76,T13,Nutrients,0.098823667289136,-1.00513903373052,0,C3,C3
Ss_30-10_T5,2017-11-16,Ss,Ss_30-10,N+P,R1,0.488,Ss_30,1,T5,Baseline,0.003985389762567,-2.39952919912242,0,C3,C3
Ss_30-10_T6,2017-11-23,Ss,Ss_30-10,N+P,R1,0.542,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-10_T7,2017-11-29,Ss,Ss_30-10,N+P,R1,0.568,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-10_T8,2017-12-06,Ss,Ss_30-10,N+P,R1,0.524,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-10_T9,2017-12-13,Ss,Ss_30-10,N+P,R1,0.558,Ss_30,28,T9,Nutrients,0.120324133606532,-0.919647256775115,0,C3,C3
Ss_30-10_T10,2018-01-03,Ss,Ss_30-10,N+P,R1,0.508,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-10_T11,2018-01-19,Ss,Ss_30-10,N+P,R1,0.485,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
Ss_30-10_T12,2018-01-25,Ss,Ss_30-10,N+P,R1,0.482,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-10_T13,2018-01-30,Ss,Ss_30-10,N+P,R1,0.493,Ss_30,76,T13,Nutrients,0.243361398969528,-0.613748306730426,0,C3,C3
Ss_30-12_T5,2017-11-16,Ss,Ss_30-12,A,R1,0.499,Ss_30,1,T5,Baseline,0.00924078141138,-2.03429130277321,0,C3,C3
Ss_30-12_T6,2017-11-23,Ss,Ss_30-12,A,R1,0.525,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-12_T7,2017-11-29,Ss,Ss_30-12,A,R1,0.58,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-12_T8,2017-12-06,Ss,Ss_30-12,A,R1,0.522,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-12_T9,2017-12-13,Ss,Ss_30-12,A,R1,0.601,Ss_30,28,T9,Nutrients,0.143618901267439,-0.842788400093975,0,C3,C3
Ss_30-12_T10,2018-01-03,Ss,Ss_30-12,A,R1,0.53,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-12_T11,2018-01-19,Ss,Ss_30-12,A,R1,0.498,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
Ss_30-12_T12,2018-01-25,Ss,Ss_30-12,A,R1,0.531,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-12_T13,2018-01-30,Ss,Ss_30-12,A,R1,0.528,Ss_30,76,T13,Nutrients,0.333615230230245,-0.476754131133908,0,C3,C3
Ss_30-12_T15,2018-02-07,Ss,Ss_30-12,A,R1,0.481,Ss_30,84,T15,Ramping,NA,NA,NA,C3,C3
Ss_30-12_T16,2018-02-12,Ss,Ss_30-12,A,R1,0.427,Ss_30,89,T16,Ramping,NA,NA,NA,C3,C3
Ss_30-12_T17,2018-02-15,Ss,Ss_30-12,A,R1,0.448,Ss_30,92,T17,Heat,NA,NA,NA,C3,C3
Ss_30-12_T18,2018-02-19,Ss,Ss_30-12,A,R1,0.245,Ss_30,96,T18,Heat,NA,NA,NA,C3,C3
Ss_30-12_T19,2018-02-22,Ss,Ss_30-12,A,R1,0.213,Ss_30,99,T19,Heat,0.003244693792236,-2.4888262821046,0,C3,C3
Ss_30-12_T20,2018-02-26,Ss,Ss_30-12,A,R1,0.194,Ss_30,103,T20,Heat,NA,NA,NA,C3,C3
Ss_30-12_T21,2018-03-01,Ss,Ss_30-12,A,R1,0.244,Ss_30,106,T21,Heat,NA,NA,NA,C3,C3
Ss_30-12_T22,2018-03-05,Ss,Ss_30-12,A,R1,0.315,Ss_30,110,T22,Heat,0.000265319994077,-3.57623002106858,0,C3,C3
Ss_30-12_T23,2018-03-08,Ss,Ss_30-12,A,R1,0.287,Ss_30,113,T23,Heat,NA,NA,NA,C3,C3
Ss_30-12_T24,2018-03-27,Ss,Ss_30-12,A,R1,0.436,Ss_30,132,T24,Recovery,NA,NA,NA,C3,C3
Ss_30-12_T25,2018-04-20,Ss,Ss_30-12,A,R1,0.09,Ss_30,156,T25,Recovery,NA,NA,NA,C3,C3
Ss_30-13_T5,2017-11-16,Ss,Ss_30-13,N,R1,0.477,Ss_30,1,T5,Baseline,0.017479747970887,-1.75746483346603,0,C3,C3
Ss_30-13_T6,2017-11-23,Ss,Ss_30-13,N,R1,0.539,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-13_T7,2017-11-29,Ss,Ss_30-13,N,R1,0.553,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-13_T8,2017-12-06,Ss,Ss_30-13,N,R1,0.517,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-13_T9,2017-12-13,Ss,Ss_30-13,N,R1,0.557,Ss_30,28,T9,Nutrients,0.11777549414949,-0.928945064920794,0,C3,C3
Ss_30-13_T10,2018-01-03,Ss,Ss_30-13,N,R1,0.522,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-13_T11,2018-01-19,Ss,Ss_30-13,N,R1,0.458,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
Ss_30-13_T12,2018-01-25,Ss,Ss_30-13,N,R1,0.531,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-13_T13,2018-01-30,Ss,Ss_30-13,N,R1,0.52,Ss_30,76,T13,Nutrients,0.339314718250166,-0.469397301816137,0,C3,C3
Ss_30-13_T15,2018-02-07,Ss,Ss_30-13,N,R1,0.461,Ss_30,84,T15,Ramping,NA,NA,NA,C3,C3
Ss_30-13_T16,2018-02-12,Ss,Ss_30-13,N,R1,0.428,Ss_30,89,T16,Ramping,NA,NA,NA,C3,C3
Ss_30-13_T17,2018-02-15,Ss,Ss_30-13,N,R1,0.366,Ss_30,92,T17,Heat,NA,NA,NA,C3,C3
Ss_30-13_T18,2018-02-19,Ss,Ss_30-13,N,R1,0.313,Ss_30,96,T18,Heat,NA,NA,NA,C3,C3
Ss_30-13_T19,2018-02-22,Ss,Ss_30-13,N,R1,0.326,Ss_30,99,T19,Heat,0.00582984447191,-2.23434303115734,0,C3,C3
Ss_30-13_T20,2018-02-26,Ss,Ss_30-13,N,R1,0.387,Ss_30,103,T20,Heat,NA,NA,NA,C3,C3
Ss_30-13_T21,2018-03-01,Ss,Ss_30-13,N,R1,0.383,Ss_30,106,T21,Heat,NA,NA,NA,C3,C3
Ss_30-13_T22,2018-03-05,Ss,Ss_30-13,N,R1,0.338,Ss_30,110,T22,Heat,NA,NA,NA,C3,C3
Ss_30-13_T23,2018-03-08,Ss,Ss_30-13,N,R1,0.341,Ss_30,113,T23,Heat,NA,NA,NA,C3,C3
Ss_30-14_T5,2017-11-16,Ss,Ss_30-14,N+P,R1,0.497,Ss_30,1,T5,Baseline,0.007227023315657,-2.14104054416882,0,C3,C3
Ss_30-14_T6,2017-11-23,Ss,Ss_30-14,N+P,R1,0.542,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-14_T7,2017-11-29,Ss,Ss_30-14,N+P,R1,0.561,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-14_T8,2017-12-06,Ss,Ss_30-14,N+P,R1,0.526,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-14_T9,2017-12-13,Ss,Ss_30-14,N+P,R1,0.57,Ss_30,28,T9,Nutrients,0.137459128552115,-0.861826413709421,0,C3,C3
Ss_30-14_T10,2018-01-03,Ss,Ss_30-14,N+P,R1,0.503,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-14_T11,2018-01-19,Ss,Ss_30-14,N+P,R1,0.485,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
Ss_30-14_T12,2018-01-25,Ss,Ss_30-14,N+P,R1,0.455,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-14_T13,2018-01-30,Ss,Ss_30-14,N+P,R1,0.498,Ss_30,76,T13,Nutrients,0.203459330446996,-0.691522389031494,0,C3,C3
Ss_30-14_T15,2018-02-07,Ss,Ss_30-14,N+P,R1,0.475,Ss_30,84,T15,Ramping,NA,NA,NA,C3,C3
Ss_30-14_T16,2018-02-12,Ss,Ss_30-14,N+P,R1,0.422,Ss_30,89,T16,Ramping,NA,NA,NA,C3,C3
Ss_30-14_T17,2018-02-15,Ss,Ss_30-14,N+P,R1,0.377,Ss_30,92,T17,Heat,NA,NA,NA,C3,C3
Ss_30-14_T18,2018-02-19,Ss,Ss_30-14,N+P,R1,0.262,Ss_30,96,T18,Heat,NA,NA,NA,C3,C3
Ss_30-14_T19,2018-02-22,Ss,Ss_30-14,N+P,R1,0.177,Ss_30,99,T19,Heat,0.003452446364702,-2.46187305965593,0,C3,C3
Ss_30-14_T20,2018-02-26,Ss,Ss_30-14,N+P,R1,0.303,Ss_30,103,T20,Heat,NA,NA,NA,C3,C3
Ss_30-14_T21,2018-03-01,Ss,Ss_30-14,N+P,R1,0.324,Ss_30,106,T21,Heat,NA,NA,NA,C3,C3
Ss_30-14_T22,2018-03-05,Ss,Ss_30-14,N+P,R1,0.304,Ss_30,110,T22,Heat,0.000325841998864,-3.48699293875297,0,C3,C3
Ss_30-14_T23,2018-03-08,Ss,Ss_30-14,N+P,R1,0.288,Ss_30,113,T23,Heat,NA,NA,NA,C3,C3
Ss_30-14_T24,2018-03-27,Ss,Ss_30-14,N+P,R1,0.398,Ss_30,132,T24,Recovery,NA,NA,NA,C3,C3
Ss_30-15_T5,2017-11-16,Ss,Ss_30-15,A,R2,0.539,Ss_30,1,T5,Baseline,0.044476377005126,-1.35187059711767,0,C3,C3
Ss_30-15_T6,2017-11-23,Ss,Ss_30-15,A,R2,0.532,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-15_T7,2017-11-29,Ss,Ss_30-15,A,R2,0.565,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-15_T8,2017-12-06,Ss,Ss_30-15,A,R2,0.537,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-15_T9,2017-12-13,Ss,Ss_30-15,A,R2,0.55,Ss_30,28,T9,Nutrients,0.099477053354999,-1.00227708760211,0,C3,C3
Ss_30-15_T10,2018-01-03,Ss,Ss_30-15,A,R2,0.519,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-15_T11,2018-01-19,Ss,Ss_30-15,A,R2,0.561,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
Ss_30-15_T12,2018-01-25,Ss,Ss_30-15,A,R2,0.541,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-15_T13,2018-01-30,Ss,Ss_30-15,A,R2,0.548,Ss_30,76,T13,Nutrients,0.053418081944894,-1.27231171001932,0,C3,C3
Ss_30-15_T15,2018-02-07,Ss,Ss_30-15,A,R2,0.451,Ss_30,84,T15,Ramping,NA,NA,NA,C3,C3
Ss_30-15_T16,2018-02-12,Ss,Ss_30-15,A,R2,0.439,Ss_30,89,T16,Ramping,NA,NA,NA,C3,C3
Ss_30-15_T17,2018-02-15,Ss,Ss_30-15,A,R2,0.37,Ss_30,92,T17,Heat,NA,NA,NA,C3,C3
Ss_30-15_T18,2018-02-19,Ss,Ss_30-15,A,R2,0.217,Ss_30,96,T18,Heat,NA,NA,NA,C3,C3
Ss_30-15_T19,2018-02-22,Ss,Ss_30-15,A,R2,0.137,Ss_30,99,T19,Heat,0.001037013253233,-2.98421569320677,0,C3,C3
Ss_30-15_T20,2018-02-26,Ss,Ss_30-15,A,R2,0.185,Ss_30,103,T20,Heat,NA,NA,NA,C3,C3
Ss_30-15_T21,2018-03-01,Ss,Ss_30-15,A,R2,0.246,Ss_30,106,T21,Heat,NA,NA,NA,C3,C3
Ss_30-15_T22,2018-03-05,Ss,Ss_30-15,A,R2,0.308,Ss_30,110,T22,Heat,3.37E-06,-5.47263637081638,0,C3,C3
Ss_30-15_T23,2018-03-08,Ss,Ss_30-15,A,R2,0.195,Ss_30,113,T23,Heat,NA,NA,NA,C3,C3
Ss_30-16_T5,2017-11-16,Ss,Ss_30-16,N,R2,0.515,Ss_30,1,T5,Baseline,0.115033514656337,-0.939175610865573,0,C3,C3
Ss_30-16_T6,2017-11-23,Ss,Ss_30-16,N,R2,0.505,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-16_T7,2017-11-29,Ss,Ss_30-16,N,R2,0.561,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-16_T8,2017-12-06,Ss,Ss_30-16,N,R2,0.548,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-16_T9,2017-12-13,Ss,Ss_30-16,N,R2,0.557,Ss_30,28,T9,Nutrients,0.144325066883165,-0.840658232568407,0,C3,C3
Ss_30-16_T10,2018-01-03,Ss,Ss_30-16,N,R2,0.537,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-16_T11,2018-01-19,Ss,Ss_30-16,N,R2,0.539,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
Ss_30-16_T12,2018-01-25,Ss,Ss_30-16,N,R2,0.49,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-16_T13,2018-01-30,Ss,Ss_30-16,N,R2,0.502,Ss_30,76,T13,Nutrients,0.179714068139806,-0.745417924692107,0,C3,C3
Ss_30-16_T15,2018-02-07,Ss,Ss_30-16,N,R2,0.385,Ss_30,84,T15,Ramping,NA,NA,NA,C3,C3
Ss_30-16_T16,2018-02-12,Ss,Ss_30-16,N,R2,0.432,Ss_30,89,T16,Ramping,NA,NA,NA,C3,C3
Ss_30-16_T17,2018-02-15,Ss,Ss_30-16,N,R2,0.403,Ss_30,92,T17,Heat,NA,NA,NA,C3,C3
Ss_30-16_T18,2018-02-19,Ss,Ss_30-16,N,R2,0.352,Ss_30,96,T18,Heat,NA,NA,NA,C3,C3
Ss_30-16_T19,2018-02-22,Ss,Ss_30-16,N,R2,0.342,Ss_30,99,T19,Heat,0.003478720314517,-2.45858048667194,0,C3,C3
Ss_30-16_T20,2018-02-26,Ss,Ss_30-16,N,R2,0.387,Ss_30,103,T20,Heat,NA,NA,NA,C3,C3
Ss_30-16_T21,2018-03-01,Ss,Ss_30-16,N,R2,0.341,Ss_30,106,T21,Heat,NA,NA,NA,C3,C3
Ss_30-16_T22,2018-03-05,Ss,Ss_30-16,N,R2,0.399,Ss_30,110,T22,Heat,0.000580598894381,-3.23612379551878,0,C3,C3
Ss_30-16_T23,2018-03-08,Ss,Ss_30-16,N,R2,0.345,Ss_30,113,T23,Heat,NA,NA,NA,C3,C3
Ss_30-18_T5,2017-11-16,Ss,Ss_30-18,N+P,R2,0.526,Ss_30,1,T5,Baseline,0.039715509701768,-1.4010398594209,0,C3,C3
Ss_30-18_T6,2017-11-23,Ss,Ss_30-18,N+P,R2,0.535,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-18_T7,2017-11-29,Ss,Ss_30-18,N+P,R2,0.601,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-18_T8,2017-12-06,Ss,Ss_30-18,N+P,R2,0.564,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-18_T9,2017-12-13,Ss,Ss_30-18,N+P,R2,0.584,Ss_30,28,T9,Nutrients,0.082969940804455,-1.08107921975931,0,C3,C3
Ss_30-18_T10,2018-01-03,Ss,Ss_30-18,N+P,R2,0.54,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-18_T11,2018-01-19,Ss,Ss_30-18,N+P,R2,0.505,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
Ss_30-18_T12,2018-01-25,Ss,Ss_30-18,N+P,R2,0.531,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-18_T13,2018-01-30,Ss,Ss_30-18,N+P,R2,0.519,Ss_30,76,T13,Nutrients,0.015812457267147,-1.80100063515078,0,C3,C3
Ss_30-18_T15,2018-02-07,Ss,Ss_30-18,N+P,R2,0.524,Ss_30,84,T15,Ramping,NA,NA,NA,C3,C3
Ss_30-18_T16,2018-02-12,Ss,Ss_30-18,N+P,R2,0.468,Ss_30,89,T16,Ramping,NA,NA,NA,C3,C3
Ss_30-18_T17,2018-02-15,Ss,Ss_30-18,N+P,R2,0.395,Ss_30,92,T17,Heat,NA,NA,NA,C3,C3
Ss_30-18_T18,2018-02-19,Ss,Ss_30-18,N+P,R2,0.307,Ss_30,96,T18,Heat,NA,NA,NA,C3,C3
Ss_30-18_T19,2018-02-22,Ss,Ss_30-18,N+P,R2,0.188,Ss_30,99,T19,Heat,NA,NA,NA,C3,C3
Ss_30-18_T20,2018-02-26,Ss,Ss_30-18,N+P,R2,0.23,Ss_30,103,T20,Heat,NA,NA,NA,C3,C3
Ss_30-18_T21,2018-03-01,Ss,Ss_30-18,N+P,R2,0.257,Ss_30,106,T21,Heat,NA,NA,NA,C3,C3
Ss_30-18_T22,2018-03-05,Ss,Ss_30-18,N+P,R2,0.324,Ss_30,110,T22,Heat,NA,NA,NA,C3,C3
Ss_30-18_T23,2018-03-08,Ss,Ss_30-18,N+P,R2,0.268,Ss_30,113,T23,Heat,NA,NA,NA,C3,C3
Ss_30-2_T5,2017-11-16,Ss,Ss_30-2,N,R1,0.45,Ss_30,1,T5,Baseline,0.009708989042101,-2.01282598907189,0,C3,C3
Ss_30-2_T6,2017-11-23,Ss,Ss_30-2,N,R1,0.526,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-2_T7,2017-11-29,Ss,Ss_30-2,N,R1,0.568,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-2_T8,2017-12-06,Ss,Ss_30-2,N,R1,0.524,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-2_T9,2017-12-13,Ss,Ss_30-2,N,R1,0.584,Ss_30,28,T9,Nutrients,0.123801060775009,-0.907275634098137,0,C3,C3
Ss_30-2_T10,2018-01-03,Ss,Ss_30-2,N,R1,0.528,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-2_T11,2018-01-19,Ss,Ss_30-2,N,R1,0.47,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
Ss_30-2_T12,2018-01-25,Ss,Ss_30-2,N,R1,0.491,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-2_T13,2018-01-30,Ss,Ss_30-2,N,R1,0.512,Ss_30,76,T13,Nutrients,0.509569746769207,-0.292796364034582,0,C3,C3
Ss_30-20_T5,2017-11-16,Ss,Ss_30-20,A,R2,0.532,Ss_30,1,T5,Baseline,0.02042804653695,-1.68977316145299,0,C3,C3
Ss_30-20_T6,2017-11-23,Ss,Ss_30-20,A,R2,0.555,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-20_T7,2017-11-29,Ss,Ss_30-20,A,R2,0.579,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-20_T8,2017-12-06,Ss,Ss_30-20,A,R2,0.532,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-20_T9,2017-12-13,Ss,Ss_30-20,A,R2,0.568,Ss_30,28,T9,Nutrients,0.03678812965191,-1.4342922916063,0,C3,C3
Ss_30-20_T10,2018-01-03,Ss,Ss_30-20,A,R2,0.518,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-20_T11,2018-01-19,Ss,Ss_30-20,A,R2,0.558,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
Ss_30-20_T12,2018-01-25,Ss,Ss_30-20,A,R2,0.517,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-20_T13,2018-01-30,Ss,Ss_30-20,A,R2,0.525,Ss_30,76,T13,Nutrients,0.017060001565656,-1.76802093331177,0,C3,C3
Ss_30-20_T15,2018-02-07,Ss,Ss_30-20,A,R2,0.479,Ss_30,84,T15,Ramping,NA,NA,NA,C3,C3
Ss_30-20_T16,2018-02-12,Ss,Ss_30-20,A,R2,0.449,Ss_30,89,T16,Ramping,NA,NA,NA,C3,C3
Ss_30-20_T17,2018-02-15,Ss,Ss_30-20,A,R2,0.398,Ss_30,92,T17,Heat,NA,NA,NA,C3,C3
Ss_30-20_T18,2018-02-19,Ss,Ss_30-20,A,R2,0.275,Ss_30,96,T18,Heat,NA,NA,NA,C3,C3
Ss_30-20_T19,2018-02-22,Ss,Ss_30-20,A,R2,0.248,Ss_30,99,T19,Heat,0.003308102672126,-2.48042101990372,0,C3,C3
Ss_30-20_T20,2018-02-26,Ss,Ss_30-20,A,R2,0.383,Ss_30,103,T20,Heat,NA,NA,NA,C3,C3
Ss_30-20_T21,2018-03-01,Ss,Ss_30-20,A,R2,0.451,Ss_30,106,T21,Heat,NA,NA,NA,C3,C3
Ss_30-20_T22,2018-03-05,Ss,Ss_30-20,A,R2,0.311,Ss_30,110,T22,Heat,0.000262487302375,-3.58089170041794,0,C3,C3
Ss_30-20_T23,2018-03-08,Ss,Ss_30-20,A,R2,0.327,Ss_30,113,T23,Heat,NA,NA,NA,C3,C3
Ss_30-20_T24,2018-03-27,Ss,Ss_30-20,A,R2,0.457,Ss_30,132,T24,Recovery,NA,NA,NA,C3,C3
Ss_30-20_T25,2018-04-20,Ss,Ss_30-20,A,R2,0.12,Ss_30,156,T25,Recovery,NA,NA,NA,C3,C3
Ss_30-21_T5,2017-11-16,Ss,Ss_30-21,N,R2,0.502,Ss_30,1,T5,Baseline,1.02250201861942,0.009664174062667,0,C3,C3
Ss_30-21_T6,2017-11-23,Ss,Ss_30-21,N,R2,0.518,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-21_T7,2017-11-29,Ss,Ss_30-21,N,R2,0.568,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-21_T8,2017-12-06,Ss,Ss_30-21,N,R2,0.554,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-21_T9,2017-12-13,Ss,Ss_30-21,N,R2,0.576,Ss_30,28,T9,Nutrients,0.342067888710032,-0.465887692873083,0,C3,C3
Ss_30-21_T10,2018-01-03,Ss,Ss_30-21,N,R2,0.536,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-21_T11,2018-01-19,Ss,Ss_30-21,N,R2,0.462,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
Ss_30-21_T12,2018-01-25,Ss,Ss_30-21,N,R2,0.455,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-21_T13,2018-01-30,Ss,Ss_30-21,N,R2,0.476,Ss_30,76,T13,Nutrients,0.126691713770157,-0.897251789075348,0,C3,C3
Ss_30-21_T15,2018-02-07,Ss,Ss_30-21,N,R2,0.41,Ss_30,84,T15,Ramping,NA,NA,NA,C3,C3
Ss_30-21_T16,2018-02-12,Ss,Ss_30-21,N,R2,0.463,Ss_30,89,T16,Ramping,NA,NA,NA,C3,C3
Ss_30-21_T17,2018-02-15,Ss,Ss_30-21,N,R2,0.436,Ss_30,92,T17,Heat,NA,NA,NA,C3,C3
Ss_30-21_T18,2018-02-19,Ss,Ss_30-21,N,R2,0.417,Ss_30,96,T18,Heat,NA,NA,NA,C3,C3
Ss_30-21_T19,2018-02-22,Ss,Ss_30-21,N,R2,0.404,Ss_30,99,T19,Heat,0.006132618161357,-2.21235407519155,0,C3,C3
Ss_30-21_T20,2018-02-26,Ss,Ss_30-21,N,R2,0.401,Ss_30,103,T20,Heat,NA,NA,NA,C3,C3
Ss_30-21_T21,2018-03-01,Ss,Ss_30-21,N,R2,0.375,Ss_30,106,T21,Heat,NA,NA,NA,C3,C3
Ss_30-21_T22,2018-03-05,Ss,Ss_30-21,N,R2,0.376,Ss_30,110,T22,Heat,0.000868302583482,-3.06132890680831,0,C3,C3
Ss_30-21_T23,2018-03-08,Ss,Ss_30-21,N,R2,0.344,Ss_30,113,T23,Heat,NA,NA,NA,C3,C3
Ss_30-21_T24,2018-03-27,Ss,Ss_30-21,N,R2,0.21,Ss_30,132,T24,Recovery,NA,NA,NA,C3,C3
Ss_30-21_T25,2018-04-20,Ss,Ss_30-21,N,R2,0.112,Ss_30,156,T25,Recovery,NA,NA,NA,C3,C3
Ss_30-22_T5,2017-11-16,Ss,Ss_30-22,N+P,R2,0.532,Ss_30,1,T5,Baseline,0.051740956105948,-1.28616555034501,0,C3,C3
Ss_30-22_T6,2017-11-23,Ss,Ss_30-22,N+P,R2,0.525,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-22_T7,2017-11-29,Ss,Ss_30-22,N+P,R2,0.594,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-22_T8,2017-12-06,Ss,Ss_30-22,N+P,R2,0.573,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-22_T9,2017-12-13,Ss,Ss_30-22,N+P,R2,0.592,Ss_30,28,T9,Nutrients,0.118323533366513,-0.926928869955494,0,C3,C3
Ss_30-22_T10,2018-01-03,Ss,Ss_30-22,N+P,R2,0.527,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-22_T11,2018-01-19,Ss,Ss_30-22,N+P,R2,0.527,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
Ss_30-22_T12,2018-01-25,Ss,Ss_30-22,N+P,R2,0.534,Ss_30,71,T12,Nutrients,NA,NA,NA,C3,C3
Ss_30-22_T13,2018-01-30,Ss,Ss_30-22,N+P,R2,0.517,Ss_30,76,T13,Nutrients,0.018760285184589,-1.72676056397658,0,C3,C3
Ss_30-22_T15,2018-02-07,Ss,Ss_30-22,N+P,R2,0.489,Ss_30,84,T15,Ramping,NA,NA,NA,C3,C3
Ss_30-22_T16,2018-02-12,Ss,Ss_30-22,N+P,R2,0.446,Ss_30,89,T16,Ramping,NA,NA,NA,C3,C3
Ss_30-22_T17,2018-02-15,Ss,Ss_30-22,N+P,R2,0.389,Ss_30,92,T17,Heat,NA,NA,NA,C3,C3
Ss_30-22_T18,2018-02-19,Ss,Ss_30-22,N+P,R2,0.322,Ss_30,96,T18,Heat,NA,NA,NA,C3,C3
Ss_30-22_T19,2018-02-22,Ss,Ss_30-22,N+P,R2,0.211,Ss_30,99,T19,Heat,0.003728472576964,-2.42846904681147,0,C3,C3
Ss_30-22_T20,2018-02-26,Ss,Ss_30-22,N+P,R2,0.308,Ss_30,103,T20,Heat,NA,NA,NA,C3,C3
Ss_30-22_T21,2018-03-01,Ss,Ss_30-22,N+P,R2,0.275,Ss_30,106,T21,Heat,NA,NA,NA,C3,C3
Ss_30-22_T22,2018-03-05,Ss,Ss_30-22,N+P,R2,0.313,Ss_30,110,T22,Heat,NA,NA,NA,C3,C3
Ss_30-22_T23,2018-03-08,Ss,Ss_30-22,N+P,R2,0.284,Ss_30,113,T23,Heat,NA,NA,NA,C3,C3
