Time,Date,Spp,Colony,Fragment,Treatment,Replicate,YII,Sample
9,12/13/17,O.fav,6,6-49,NP,R2,0.508,6-49_2017-12-13
9,12/13/17,O.fav,6,6-72,NP,R2,0.543,6-72_2017-12-13
9,12/13/17,O.fav,6,6-82,NP,R2,0.54,6-82_2017-12-13
9,12/13/17,O.fav,20,20-11,NP,R2,0.526,20-11_2017-12-13
9,12/13/17,O.fav,20,20-43,NP,R2,0.521,20-43_2017-12-13
9,12/13/17,O.fav,20,20-50,NP,R2,0.513,20-50_2017-12-13
9,12/13/17,O.fav,31,31-2,NP,R2,0.579,31-2_2017-12-13
9,12/13/17,O.fav,31,31-11,NP,R2,0.569,31-11_2017-12-13
9,12/13/17,O.fav,31,31-49,NP,R2,0.571,31-49_2017-12-13
9,12/13/17,O.fav,34,34-7,NP,R2,0.52,34-7_2017-12-13
9,12/13/17,O.fav,34,34-21,NP,R2,0.48,34-21_2017-12-13
9,12/13/17,O.fav,34,34-32,NP,R2,0.521,34-32_2017-12-13
10,1/3/18,O.fav,6,6-6,Control,R1,0.524,6-6_2018-01-03
10,1/3/18,O.fav,6,6-83,Control,R1,0.435,6-83_2018-01-03
10,1/3/18,O.fav,6,6-112,Control,R1,0.47,6-112_2018-01-03
10,1/3/18,O.fav,20,20-14,Control,R1,0.413,20-14_2018-01-03
10,1/3/18,O.fav,20,20-19,Control,R1,0.392,20-19_2018-01-03
10,1/3/18,O.fav,20,20-30,Control,R1,0.451,20-30_2018-01-03
10,1/3/18,O.fav,31,31-34,Control,R1,0.504,31-34_2018-01-03
10,1/3/18,O.fav,31,31-41,Control,R1,0.498,31-41_2018-01-03
10,1/3/18,O.fav,31,31-45,Control,R1,0.493,31-45_2018-01-03
10,1/3/18,O.fav,34,34-20,Control,R1,0.433,34-20_2018-01-03
10,1/3/18,O.fav,34,34-36,Control,R1,0.414,34-36_2018-01-03
10,1/3/18,O.fav,34,34-49,Control,R1,0.423,34-49_2018-01-03
10,1/3/18,O.fav,6,6-9,N,R1,0.499,6-9_2018-01-03
10,1/3/18,O.fav,6,6-81,N,R1,0.538,6-81_2018-01-03
10,1/3/18,O.fav,6,6-96,N,R1,0.514,6-96_2018-01-03
10,1/3/18,O.fav,20,20-2,N,R1,0.488,20-2_2018-01-03
10,1/3/18,O.fav,20,20-28,N,R1,0.485,20-28_2018-01-03
10,1/3/18,O.fav,20,20-46,N,R1,0.483,20-46_2018-01-03
10,1/3/18,O.fav,31,31-25,N,R1,0.512,31-25_2018-01-03
10,1/3/18,O.fav,31,31-30,N,R1,0.544,31-30_2018-01-03
10,1/3/18,O.fav,31,31-43,N,R1,0.564,31-43_2018-01-03
10,1/3/18,O.fav,34,34-5,N,R1,0.477,34-5_2018-01-03
10,1/3/18,O.fav,34,34-38,N,R1,0.51,34-38_2018-01-03
10,1/3/18,O.fav,34,34-44,N,R1,0.488,34-44_2018-01-03
10,1/3/18,O.fav,6,6-61,NP,R1,0.523,6-61_2018-01-03
10,1/3/18,O.fav,6,6-86,NP,R1,0.53,6-86_2018-01-03
10,1/3/18,O.fav,6,6-115,NP,R1,0.504,6-115_2018-01-03
10,1/3/18,O.fav,20,20-17,NP,R1,0.471,20-17_2018-01-03
10,1/3/18,O.fav,20,20-34,NP,R1,0.499,20-34_2018-01-03
10,1/3/18,O.fav,20,20-40,NP,R1,0.503,20-40_2018-01-03
10,1/3/18,O.fav,31,31-17,NP,R1,0.54,31-17_2018-01-03
10,1/3/18,O.fav,31,31-39,NP,R1,0.541,31-39_2018-01-03
10,1/3/18,O.fav,31,31-40,NP,R1,0.527,31-40_2018-01-03
10,1/3/18,O.fav,34,34-4,NP,R1,0.505,34-4_2018-01-03
10,1/3/18,O.fav,34,34-9,NP,R1,0.483,34-9_2018-01-03
10,1/3/18,O.fav,34,34-22,NP,R1,0.49,34-22_2018-01-03
10,1/3/18,O.fav,6,6-40,Control,R2,0.493,6-40_2018-01-03
10,1/3/18,O.fav,6,6-85,Control,R2,0.445,6-85_2018-01-03
10,1/3/18,O.fav,6,6-116,Control,R2,0.493,6-116_2018-01-03
10,1/3/18,O.fav,20,20-3,Control,R2,0.411,20-3_2018-01-03
10,1/3/18,O.fav,20,20-4,Control,R2,0.45,20-4_2018-01-03
10,1/3/18,O.fav,20,20-21,Control,R2,0.463,20-21_2018-01-03
10,1/3/18,O.fav,31,31-13,Control,R2,0.492,31-13_2018-01-03
10,1/3/18,O.fav,31,31-24,Control,R2,0.502,31-24_2018-01-03
10,1/3/18,O.fav,31,31-46,Control,R2,0.471,31-46_2018-01-03
10,1/3/18,O.fav,34,34-8,Control,R2,0.436,34-8_2018-01-03
10,1/3/18,O.fav,34,34-11,Control,R2,0.392,34-11_2018-01-03
10,1/3/18,O.fav,34,34-23,Control,R2,0.389,34-23_2018-01-03
10,1/3/18,O.fav,6,6-12,N,R2,0.509,6-12_2018-01-03
10,1/3/18,O.fav,6,6-19,N,R2,0.459,6-19_2018-01-03
10,1/3/18,O.fav,6,6-118,N,R2,0.512,6-118_2018-01-03
10,1/3/18,O.fav,20,20-29,N,R2,0.416,20-29_2018-01-03
10,1/3/18,O.fav,20,20-41,N,R2,0.443,20-41_2018-01-03
10,1/3/18,O.fav,20,20-45,N,R2,0.441,20-45_2018-01-03
10,1/3/18,O.fav,31,31-3,N,R2,0.526,31-3_2018-01-03
10,1/3/18,O.fav,31,31-8,N,R2,0.535,31-8_2018-01-03
10,1/3/18,O.fav,31,31-10,N,R2,0.492,31-10_2018-01-03
10,1/3/18,O.fav,34,34-10,N,R2,0.451,34-10_2018-01-03
10,1/3/18,O.fav,34,34-24,N,R2,0.473,34-24_2018-01-03
10,1/3/18,O.fav,34,34-25,N,R2,0.473,34-25_2018-01-03
10,1/3/18,O.fav,6,6-49,NP,R2,0.494,6-49_2018-01-03
10,1/3/18,O.fav,6,6-72,NP,R2,0.501,6-72_2018-01-03
10,1/3/18,O.fav,6,6-82,NP,R2,0.501,6-82_2018-01-03
10,1/3/18,O.fav,20,20-11,NP,R2,0.49,20-11_2018-01-03
10,1/3/18,O.fav,20,20-43,NP,R2,0.495,20-43_2018-01-03
10,1/3/18,O.fav,20,20-50,NP,R2,0.475,20-50_2018-01-03
10,1/3/18,O.fav,31,31-2,NP,R2,0.498,31-2_2018-01-03
10,1/3/18,O.fav,31,31-11,NP,R2,0.522,31-11_2018-01-03
10,1/3/18,O.fav,31,31-49,NP,R2,0.503,31-49_2018-01-03
10,1/3/18,O.fav,34,34-7,NP,R2,0.505,34-7_2018-01-03
10,1/3/18,O.fav,34,34-21,NP,R2,0.505,34-21_2018-01-03
10,1/3/18,O.fav,34,34-32,NP,R2,0.491,34-32_2018-01-03
11,1/19/18,O.fav,6,6-6,Control,R1,0.482,6-6_2018-01-19
11,1/19/18,O.fav,6,6-83,Control,R1,0.457,6-83_2018-01-19
11,1/19/18,O.fav,6,6-112,Control,R1,0.482,6-112_2018-01-19
11,1/19/18,O.fav,20,20-14,Control,R1,0.46,20-14_2018-01-19
11,1/19/18,O.fav,20,20-19,Control,R1,0.455,20-19_2018-01-19
11,1/19/18,O.fav,20,20-30,Control,R1,0.468,20-30_2018-01-19
11,1/19/18,O.fav,31,31-34,Control,R1,0.524,31-34_2018-01-19
11,1/19/18,O.fav,31,31-41,Control,R1,0.517,31-41_2018-01-19
11,1/19/18,O.fav,31,31-45,Control,R1,0.495,31-45_2018-01-19
11,1/19/18,O.fav,34,34-20,Control,R1,0.454,34-20_2018-01-19
11,1/19/18,O.fav,34,34-36,Control,R1,0.445,34-36_2018-01-19
11,1/19/18,O.fav,34,34-49,Control,R1,0.45,34-49_2018-01-19
11,1/19/18,O.fav,6,6-9,N,R1,0.449,6-9_2018-01-19
11,1/19/18,O.fav,6,6-81,N,R1,0.458,6-81_2018-01-19
11,1/19/18,O.fav,6,6-96,N,R1,0.451,6-96_2018-01-19
11,1/19/18,O.fav,20,20-2,N,R1,0.443,20-2_2018-01-19
11,1/19/18,O.fav,20,20-28,N,R1,0.419,20-28_2018-01-19
11,1/19/18,O.fav,20,20-46,N,R1,0.392,20-46_2018-01-19
11,1/19/18,O.fav,31,31-25,N,R1,0.474,31-25_2018-01-19
11,1/19/18,O.fav,31,31-30,N,R1,0.521,31-30_2018-01-19
11,1/19/18,O.fav,31,31-43,N,R1,0.54,31-43_2018-01-19
11,1/19/18,O.fav,34,34-5,N,R1,0.425,34-5_2018-01-19
11,1/19/18,O.fav,34,34-38,N,R1,0.458,34-38_2018-01-19
11,1/19/18,O.fav,34,34-44,N,R1,0.429,34-44_2018-01-19
11,1/19/18,O.fav,6,6-61,NP,R1,0.447,6-61_2018-01-19
11,1/19/18,O.fav,6,6-86,NP,R1,0.447,6-86_2018-01-19
11,1/19/18,O.fav,6,6-115,NP,R1,0.46,6-115_2018-01-19
11,1/19/18,O.fav,20,20-17,NP,R1,0.461,20-17_2018-01-19
11,1/19/18,O.fav,20,20-34,NP,R1,0.464,20-34_2018-01-19
11,1/19/18,O.fav,20,20-40,NP,R1,0.494,20-40_2018-01-19
11,1/19/18,O.fav,31,31-17,NP,R1,0.531,31-17_2018-01-19
11,1/19/18,O.fav,31,31-39,NP,R1,0.539,31-39_2018-01-19
11,1/19/18,O.fav,31,31-40,NP,R1,0.53,31-40_2018-01-19
11,1/19/18,O.fav,34,34-4,NP,R1,0.478,34-4_2018-01-19
11,1/19/18,O.fav,34,34-9,NP,R1,0.459,34-9_2018-01-19
11,1/19/18,O.fav,34,34-22,NP,R1,0.454,34-22_2018-01-19
11,1/19/18,O.fav,6,6-40,Control,R2,0.535,6-40_2018-01-19
11,1/19/18,O.fav,6,6-85,Control,R2,0.527,6-85_2018-01-19
11,1/19/18,O.fav,6,6-116,Control,R2,0.567,6-116_2018-01-19
11,1/19/18,O.fav,20,20-3,Control,R2,0.498,20-3_2018-01-19
11,1/19/18,O.fav,20,20-4,Control,R2,0.525,20-4_2018-01-19
11,1/19/18,O.fav,20,20-21,Control,R2,0.532,20-21_2018-01-19
11,1/19/18,O.fav,31,31-13,Control,R2,0.539,31-13_2018-01-19
11,1/19/18,O.fav,31,31-24,Control,R2,0.568,31-24_2018-01-19
11,1/19/18,O.fav,31,31-46,Control,R2,0.549,31-46_2018-01-19
11,1/19/18,O.fav,34,34-8,Control,R2,0.478,34-8_2018-01-19
11,1/19/18,O.fav,34,34-11,Control,R2,0.502,34-11_2018-01-19
11,1/19/18,O.fav,34,34-23,Control,R2,0.513,34-23_2018-01-19
11,1/19/18,O.fav,6,6-12,N,R2,0.532,6-12_2018-01-19
11,1/19/18,O.fav,6,6-19,N,R2,0.475,6-19_2018-01-19
11,1/19/18,O.fav,6,6-118,N,R2,0.509,6-118_2018-01-19
11,1/19/18,O.fav,20,20-29,N,R2,0.488,20-29_2018-01-19
11,1/19/18,O.fav,20,20-41,N,R2,0.486,20-41_2018-01-19
11,1/19/18,O.fav,20,20-45,N,R2,0.476,20-45_2018-01-19
11,1/19/18,O.fav,31,31-3,N,R2,0.55,31-3_2018-01-19
11,1/19/18,O.fav,31,31-8,N,R2,0.539,31-8_2018-01-19
11,1/19/18,O.fav,31,31-10,N,R2,0.508,31-10_2018-01-19
11,1/19/18,O.fav,34,34-10,N,R2,0.495,34-10_2018-01-19
11,1/19/18,O.fav,34,34-24,N,R2,0.511,34-24_2018-01-19
11,1/19/18,O.fav,34,34-25,N,R2,0.502,34-25_2018-01-19
11,1/19/18,O.fav,6,6-49,NP,R2,0.516,6-49_2018-01-19
11,1/19/18,O.fav,6,6-72,NP,R2,0.543,6-72_2018-01-19
11,1/19/18,O.fav,6,6-82,NP,R2,0.512,6-82_2018-01-19
11,1/19/18,O.fav,20,20-11,NP,R2,0.556,20-11_2018-01-19
11,1/19/18,O.fav,20,20-43,NP,R2,0.55,20-43_2018-01-19
11,1/19/18,O.fav,20,20-50,NP,R2,0.519,20-50_2018-01-19
11,1/19/18,O.fav,31,31-2,NP,R2,0.614,31-2_2018-01-19
11,1/19/18,O.fav,31,31-11,NP,R2,0.586,31-11_2018-01-19
11,1/19/18,O.fav,31,31-49,NP,R2,0.57,31-49_2018-01-19
11,1/19/18,O.fav,34,34-7,NP,R2,0.558,34-7_2018-01-19
11,1/19/18,O.fav,34,34-21,NP,R2,0.52,34-21_2018-01-19
11,1/19/18,O.fav,34,34-32,NP,R2,0.529,34-32_2018-01-19
12,1/25/18,O.fav,6,6-6,Control,R1,0.506,6-6_2018-01-25
12,1/25/18,O.fav,6,6-83,Control,R1,0.466,6-83_2018-01-25
12,1/25/18,O.fav,6,6-112,Control,R1,0.485,6-112_2018-01-25
12,1/25/18,O.fav,20,20-14,Control,R1,0.464,20-14_2018-01-25
12,1/25/18,O.fav,20,20-19,Control,R1,0.459,20-19_2018-01-25
12,1/25/18,O.fav,20,20-30,Control,R1,0.46,20-30_2018-01-25
12,1/25/18,O.fav,31,31-34,Control,R1,0.534,31-34_2018-01-25
12,1/25/18,O.fav,31,31-41,Control,R1,0.537,31-41_2018-01-25
12,1/25/18,O.fav,31,31-45,Control,R1,0.516,31-45_2018-01-25
12,1/25/18,O.fav,34,34-20,Control,R1,0.441,34-20_2018-01-25
12,1/25/18,O.fav,34,34-36,Control,R1,0.445,34-36_2018-01-25
12,1/25/18,O.fav,34,34-49,Control,R1,0.419,34-49_2018-01-25
12,1/25/18,O.fav,6,6-9,N,R1,0.458,6-9_2018-01-25
12,1/25/18,O.fav,6,6-81,N,R1,0.5,6-81_2018-01-25
12,1/25/18,O.fav,6,6-96,N,R1,0.478,6-96_2018-01-25
12,1/25/18,O.fav,20,20-2,N,R1,0.464,20-2_2018-01-25
12,1/25/18,O.fav,20,20-28,N,R1,0.45,20-28_2018-01-25
12,1/25/18,O.fav,20,20-46,N,R1,0.417,20-46_2018-01-25
12,1/25/18,O.fav,31,31-25,N,R1,0.489,31-25_2018-01-25
12,1/25/18,O.fav,31,31-30,N,R1,0.512,31-30_2018-01-25
12,1/25/18,O.fav,31,31-43,N,R1,0.539,31-43_2018-01-25
12,1/25/18,O.fav,34,34-5,N,R1,0.45,34-5_2018-01-25
12,1/25/18,O.fav,34,34-38,N,R1,0.458,34-38_2018-01-25
12,1/25/18,O.fav,34,34-44,N,R1,0.43,34-44_2018-01-25
12,1/25/18,O.fav,6,6-61,NP,R1,0.452,6-61_2018-01-25
12,1/25/18,O.fav,6,6-86,NP,R1,0.472,6-86_2018-01-25
12,1/25/18,O.fav,6,6-115,NP,R1,0.426,6-115_2018-01-25
12,1/25/18,O.fav,20,20-17,NP,R1,0.444,20-17_2018-01-25
12,1/25/18,O.fav,20,20-34,NP,R1,0.429,20-34_2018-01-25
12,1/25/18,O.fav,20,20-40,NP,R1,0.483,20-40_2018-01-25
12,1/25/18,O.fav,31,31-17,NP,R1,0.52,31-17_2018-01-25
12,1/25/18,O.fav,31,31-39,NP,R1,0.528,31-39_2018-01-25
12,1/25/18,O.fav,31,31-40,NP,R1,0.518,31-40_2018-01-25
12,1/25/18,O.fav,34,34-4,NP,R1,0.454,34-4_2018-01-25
12,1/25/18,O.fav,34,34-9,NP,R1,0.446,34-9_2018-01-25
12,1/25/18,O.fav,34,34-22,NP,R1,0.412,34-22_2018-01-25
12,1/25/18,O.fav,6,6-40,Control,R2,0.49,6-40_2018-01-25
12,1/25/18,O.fav,6,6-85,Control,R2,0.451,6-85_2018-01-25
12,1/25/18,O.fav,6,6-116,Control,R2,0.47,6-116_2018-01-25
12,1/25/18,O.fav,20,20-3,Control,R2,0.42,20-3_2018-01-25
12,1/25/18,O.fav,20,20-4,Control,R2,0.441,20-4_2018-01-25
12,1/25/18,O.fav,20,20-21,Control,R2,0.44,20-21_2018-01-25
12,1/25/18,O.fav,31,31-13,Control,R2,0.502,31-13_2018-01-25
12,1/25/18,O.fav,31,31-24,Control,R2,0.52,31-24_2018-01-25
12,1/25/18,O.fav,31,31-46,Control,R2,0.49,31-46_2018-01-25
12,1/25/18,O.fav,34,34-8,Control,R2,0.411,34-8_2018-01-25
12,1/25/18,O.fav,34,34-11,Control,R2,0.396,34-11_2018-01-25
12,1/25/18,O.fav,34,34-23,Control,R2,0.462,34-23_2018-01-25
12,1/25/18,O.fav,6,6-12,N,R2,0.482,6-12_2018-01-25
12,1/25/18,O.fav,6,6-19,N,R2,0.439,6-19_2018-01-25
12,1/25/18,O.fav,6,6-118,N,R2,0.476,6-118_2018-01-25
12,1/25/18,O.fav,20,20-29,N,R2,0.439,20-29_2018-01-25
12,1/25/18,O.fav,20,20-41,N,R2,0.439,20-41_2018-01-25
12,1/25/18,O.fav,20,20-45,N,R2,0.466,20-45_2018-01-25
12,1/25/18,O.fav,31,31-3,N,R2,0.534,31-3_2018-01-25
12,1/25/18,O.fav,31,31-8,N,R2,0.538,31-8_2018-01-25
12,1/25/18,O.fav,31,31-10,N,R2,0.531,31-10_2018-01-25
12,1/25/18,O.fav,34,34-10,N,R2,0.428,34-10_2018-01-25
12,1/25/18,O.fav,34,34-24,N,R2,0.483,34-24_2018-01-25
12,1/25/18,O.fav,34,34-25,N,R2,0.496,34-25_2018-01-25
12,1/25/18,O.fav,6,6-49,NP,R2,0.349,6-49_2018-01-25
12,1/25/18,O.fav,6,6-72,NP,R2,0.379,6-72_2018-01-25
12,1/25/18,O.fav,6,6-82,NP,R2,0.41,6-82_2018-01-25
12,1/25/18,O.fav,20,20-11,NP,R2,0.409,20-11_2018-01-25
12,1/25/18,O.fav,20,20-43,NP,R2,0.41,20-43_2018-01-25
12,1/25/18,O.fav,20,20-50,NP,R2,0.399,20-50_2018-01-25
12,1/25/18,O.fav,31,31-2,NP,R2,0.5,31-2_2018-01-25
12,1/25/18,O.fav,31,31-11,NP,R2,0.515,31-11_2018-01-25
12,1/25/18,O.fav,31,31-49,NP,R2,0.52,31-49_2018-01-25
12,1/25/18,O.fav,34,34-7,NP,R2,0.469,34-7_2018-01-25
12,1/25/18,O.fav,34,34-21,NP,R2,0.356,34-21_2018-01-25
12,1/25/18,O.fav,34,34-32,NP,R2,0.412,34-32_2018-01-25
13,1/30/18,O.fav,6,6-6,Control,R1,0.492,6-6_2018-01-30
13,1/30/18,O.fav,6,6-83,Control,R1,0.47,6-83_2018-01-30
13,1/30/18,O.fav,6,6-112,Control,R1,0.483,6-112_2018-01-30
13,1/30/18,O.fav,20,20-14,Control,R1,0.457,20-14_2018-01-30
13,1/30/18,O.fav,20,20-19,Control,R1,0.447,20-19_2018-01-30
13,1/30/18,O.fav,20,20-30,Control,R1,0.428,20-30_2018-01-30
13,1/30/18,O.fav,31,31-34,Control,R1,0.523,31-34_2018-01-30
13,1/30/18,O.fav,31,31-41,Control,R1,0.554,31-41_2018-01-30
13,1/30/18,O.fav,31,31-45,Control,R1,0.527,31-45_2018-01-30
13,1/30/18,O.fav,34,34-20,Control,R1,0.425,34-20_2018-01-30
13,1/30/18,O.fav,34,34-36,Control,R1,0.437,34-36_2018-01-30
13,1/30/18,O.fav,34,34-49,Control,R1,0.443,34-49_2018-01-30
13,1/30/18,O.fav,6,6-9,N,R1,0.479,6-9_2018-01-30
13,1/30/18,O.fav,6,6-81,N,R1,0.505,6-81_2018-01-30
13,1/30/18,O.fav,6,6-96,N,R1,0.517,6-96_2018-01-30
13,1/30/18,O.fav,20,20-2,N,R1,0.462,20-2_2018-01-30
13,1/30/18,O.fav,20,20-28,N,R1,0.432,20-28_2018-01-30
13,1/30/18,O.fav,20,20-46,N,R1,0.415,20-46_2018-01-30
13,1/30/18,O.fav,31,31-25,N,R1,0.484,31-25_2018-01-30
13,1/30/18,O.fav,31,31-30,N,R1,0.529,31-30_2018-01-30
13,1/30/18,O.fav,31,31-43,N,R1,0.547,31-43_2018-01-30
13,1/30/18,O.fav,34,34-5,N,R1,0.42,34-5_2018-01-30
13,1/30/18,O.fav,34,34-38,N,R1,0.454,34-38_2018-01-30
13,1/30/18,O.fav,34,34-44,N,R1,0.42,34-44_2018-01-30
13,1/30/18,O.fav,6,6-61,NP,R1,0.461,6-61_2018-01-30
13,1/30/18,O.fav,6,6-86,NP,R1,0.463,6-86_2018-01-30
13,1/30/18,O.fav,6,6-115,NP,R1,0.427,6-115_2018-01-30
13,1/30/18,O.fav,20,20-17,NP,R1,0.451,20-17_2018-01-30
13,1/30/18,O.fav,20,20-34,NP,R1,0.453,20-34_2018-01-30
13,1/30/18,O.fav,20,20-40,NP,R1,0.471,20-40_2018-01-30
13,1/30/18,O.fav,31,31-17,NP,R1,0.527,31-17_2018-01-30
13,1/30/18,O.fav,31,31-39,NP,R1,0.53,31-39_2018-01-30
13,1/30/18,O.fav,31,31-40,NP,R1,0.519,31-40_2018-01-30
13,1/30/18,O.fav,34,34-4,NP,R1,0.46,34-4_2018-01-30
13,1/30/18,O.fav,34,34-9,NP,R1,0.431,34-9_2018-01-30
13,1/30/18,O.fav,34,34-22,NP,R1,0.426,34-22_2018-01-30
13,1/30/18,O.fav,6,6-40,Control,R2,0.436,6-40_2018-01-30
13,1/30/18,O.fav,6,6-85,Control,R2,0.431,6-85_2018-01-30
13,1/30/18,O.fav,6,6-116,Control,R2,0.482,6-116_2018-01-30
13,1/30/18,O.fav,20,20-3,Control,R2,0.442,20-3_2018-01-30
13,1/30/18,O.fav,20,20-4,Control,R2,0.468,20-4_2018-01-30
13,1/30/18,O.fav,20,20-21,Control,R2,0.46,20-21_2018-01-30
13,1/30/18,O.fav,31,31-13,Control,R2,0.503,31-13_2018-01-30
13,1/30/18,O.fav,31,31-24,Control,R2,0.527,31-24_2018-01-30
13,1/30/18,O.fav,31,31-46,Control,R2,0.497,31-46_2018-01-30
13,1/30/18,O.fav,34,34-8,Control,R2,0.41,34-8_2018-01-30
13,1/30/18,O.fav,34,34-11,Control,R2,0.43,34-11_2018-01-30
13,1/30/18,O.fav,34,34-23,Control,R2,0.445,34-23_2018-01-30
13,1/30/18,O.fav,6,6-12,N,R2,0.483,6-12_2018-01-30
13,1/30/18,O.fav,6,6-19,N,R2,0.438,6-19_2018-01-30
13,1/30/18,O.fav,6,6-118,N,R2,0.459,6-118_2018-01-30
13,1/30/18,O.fav,20,20-29,N,R2,0.415,20-29_2018-01-30
13,1/30/18,O.fav,20,20-41,N,R2,0.443,20-41_2018-01-30
13,1/30/18,O.fav,20,20-45,N,R2,0.445,20-45_2018-01-30
13,1/30/18,O.fav,31,31-3,N,R2,0.545,31-3_2018-01-30
13,1/30/18,O.fav,31,31-8,N,R2,0.549,31-8_2018-01-30
13,1/30/18,O.fav,31,31-10,N,R2,0.51,31-10_2018-01-30
13,1/30/18,O.fav,34,34-10,N,R2,0.434,34-10_2018-01-30
13,1/30/18,O.fav,34,34-24,N,R2,0.482,34-24_2018-01-30
13,1/30/18,O.fav,34,34-25,N,R2,0.482,34-25_2018-01-30
13,1/30/18,O.fav,6,6-49,NP,R2,0.407,6-49_2018-01-30
13,1/30/18,O.fav,6,6-72,NP,R2,0.418,6-72_2018-01-30
13,1/30/18,O.fav,6,6-82,NP,R2,0.466,6-82_2018-01-30
13,1/30/18,O.fav,20,20-11,NP,R2,0.452,20-11_2018-01-30
13,1/30/18,O.fav,20,20-43,NP,R2,0.457,20-43_2018-01-30
13,1/30/18,O.fav,20,20-50,NP,R2,0.453,20-50_2018-01-30
13,1/30/18,O.fav,31,31-2,NP,R2,0.534,31-2_2018-01-30
13,1/30/18,O.fav,31,31-11,NP,R2,0.542,31-11_2018-01-30
13,1/30/18,O.fav,31,31-49,NP,R2,0.554,31-49_2018-01-30
13,1/30/18,O.fav,34,34-7,NP,R2,0.459,34-7_2018-01-30
13,1/30/18,O.fav,34,34-21,NP,R2,0.446,34-21_2018-01-30
13,1/30/18,O.fav,34,34-32,NP,R2,0.464,34-32_2018-01-30
15,2/7/18,O.fav,6,6-83,Control,R1,0.494,6-83_2018-02-07
15,2/7/18,O.fav,6,6-112,Control,R1,0.5,6-112_2018-02-07
15,2/7/18,O.fav,20,20-19,Control,R1,0.488,20-19_2018-02-07
15,2/7/18,O.fav,20,20-30,Control,R1,0.499,20-30_2018-02-07
15,2/7/18,O.fav,31,31-41,Control,R1,0.541,31-41_2018-02-07
15,2/7/18,O.fav,31,31-45,Control,R1,0.531,31-45_2018-02-07
15,2/7/18,O.fav,34,34-20,Control,R1,0.49,34-20_2018-02-07
15,2/7/18,O.fav,34,34-49,Control,R1,0.474,34-49_2018-02-07
15,2/7/18,O.fav,6,6-9,N,R1,0.483,6-9_2018-02-07
15,2/7/18,O.fav,6,6-96,N,R1,0.487,6-96_2018-02-07
15,2/7/18,O.fav,20,20-2,N,R1,0.466,20-2_2018-02-07
15,2/7/18,O.fav,20,20-46,N,R1,0.423,20-46_2018-02-07
15,2/7/18,O.fav,31,31-25,N,R1,0.482,31-25_2018-02-07
15,2/7/18,O.fav,31,31-43,N,R1,0.552,31-43_2018-02-07
15,2/7/18,O.fav,34,34-5,N,R1,0.478,34-5_2018-02-07
15,2/7/18,O.fav,34,34-44,N,R1,0.484,34-44_2018-02-07
15,2/7/18,O.fav,6,6-61,NP,R1,0.516,6-61_2018-02-07
15,2/7/18,O.fav,6,6-115,NP,R1,0.501,6-115_2018-02-07
15,2/7/18,O.fav,20,20-17,NP,R1,0.49,20-17_2018-02-07
15,2/7/18,O.fav,20,20-34,NP,R1,0.507,20-34_2018-02-07
15,2/7/18,O.fav,31,31-17,NP,R1,0.535,31-17_2018-02-07
15,2/7/18,O.fav,31,31-39,NP,R1,0.542,31-39_2018-02-07
15,2/7/18,O.fav,34,34-9,NP,R1,0.488,34-9_2018-02-07
15,2/7/18,O.fav,34,34-22,NP,R1,0.494,34-22_2018-02-07
15,2/7/18,O.fav,6,6-85,Control,R2,0.465,6-85_2018-02-07
15,2/7/18,O.fav,6,6-116,Control,R2,0.489,6-116_2018-02-07
15,2/7/18,O.fav,20,20-3,Control,R2,0.488,20-3_2018-02-07
15,2/7/18,O.fav,20,20-4,Control,R2,0.495,20-4_2018-02-07
15,2/7/18,O.fav,31,31-13,Control,R2,0.491,31-13_2018-02-07
15,2/7/18,O.fav,31,31-46,Control,R2,0.503,31-46_2018-02-07
15,2/7/18,O.fav,34,34-8,Control,R2,0.443,34-8_2018-02-07
15,2/7/18,O.fav,34,34-23,Control,R2,0.47,34-23_2018-02-07
15,2/7/18,O.fav,6,6-12,N,R2,0.509,6-12_2018-02-07
15,2/7/18,O.fav,6,6-19,N,R2,0.482,6-19_2018-02-07
15,2/7/18,O.fav,20,20-29,N,R2,0.454,20-29_2018-02-07
15,2/7/18,O.fav,20,20-41,N,R2,0.493,20-41_2018-02-07
15,2/7/18,O.fav,31,31-3,N,R2,0.531,31-3_2018-02-07
15,2/7/18,O.fav,31,31-10,N,R2,0.537,31-10_2018-02-07
15,2/7/18,O.fav,34,34-24,N,R2,0.502,34-24_2018-02-07
15,2/7/18,O.fav,34,34-25,N,R2,0.492,34-25_2018-02-07
15,2/7/18,O.fav,6,6-49,NP,R2,0.485,6-49_2018-02-07
15,2/7/18,O.fav,6,6-72,NP,R2,0.451,6-72_2018-02-07
15,2/7/18,O.fav,20,20-11,NP,R2,0.509,20-11_2018-02-07
15,2/7/18,O.fav,20,20-50,NP,R2,0.501,20-50_2018-02-07
15,2/7/18,O.fav,31,31-11,NP,R2,0.524,31-11_2018-02-07
15,2/7/18,O.fav,31,31-49,NP,R2,0.539,31-49_2018-02-07
15,2/7/18,O.fav,34,34-21,NP,R2,0.484,34-21_2018-02-07
15,2/7/18,O.fav,34,34-32,NP,R2,0.462,34-32_2018-02-07
16,2/12/18,O.fav,6,6-83,Control,R1,0.469,6-83_2018-02-12
16,2/12/18,O.fav,6,6-112,Control,R1,0.465,6-112_2018-02-12
16,2/12/18,O.fav,20,20-19,Control,R1,0.476,20-19_2018-02-12
