Time,Date,Spp,Colony,Fragment,Treatment,Replicate,YII,Sample
7,11/29/17,S.sid,30,30-12,Control,R1,0.58,30-12_2017-11-29
7,11/29/17,S.sid,20,20-2,N,R1,0.569,20-2_2017-11-29
7,11/29/17,S.sid,20,20-8,N,R1,0.574,20-8_2017-11-29
7,11/29/17,S.sid,20,20-15,N,R1,0.572,20-15_2017-11-29
7,11/29/17,S.sid,20,20-22,N,R1,0.568,20-22_2017-11-29
7,11/29/17,S.sid,22,22-3,N,R1,0.542,22-3_2017-11-29
7,11/29/17,S.sid,22,22-11,N,R1,0.521,22-11_2017-11-29
7,11/29/17,S.sid,22,22-17,N,R1,0.533,22-17_2017-11-29
7,11/29/17,S.sid,22,22-24,N,R1,0.535,22-24_2017-11-29
7,11/29/17,S.sid,23,23-55,N,R1,0.535,23-55_2017-11-29
7,11/29/17,S.sid,23,23-58,N,R1,0.528,23-58_2017-11-29
7,11/29/17,S.sid,23,23-61,N,R1,0.535,23-61_2017-11-29
7,11/29/17,S.sid,23,23-66,N,R1,0.528,23-66_2017-11-29
7,11/29/17,S.sid,24,24-3,N,R1,0.545,24-3_2017-11-29
7,11/29/17,S.sid,24,24-7,N,R1,0.544,24-7_2017-11-29
7,11/29/17,S.sid,24,24-10,N,R1,0.535,24-10_2017-11-29
7,11/29/17,S.sid,24,24-14,N,R1,0.523,24-14_2017-11-29
7,11/29/17,S.sid,27,27-5,N,R1,0.567,27-5_2017-11-29
7,11/29/17,S.sid,27,27-12,N,R1,0.566,27-12_2017-11-29
7,11/29/17,S.sid,27,27-21,N,R1,0.568,27-21_2017-11-29
7,11/29/17,S.sid,27,27-45,N,R1,0.576,27-45_2017-11-29
7,11/29/17,S.sid,28,28-3,N,R1,0.565,28-3_2017-11-29
7,11/29/17,S.sid,28,28-6,N,R1,0.564,28-6_2017-11-29
7,11/29/17,S.sid,28,28-9,N,R1,0.587,28-9_2017-11-29
7,11/29/17,S.sid,30,30-2,N,R1,0.568,30-2_2017-11-29
7,11/29/17,S.sid,30,30-5,N,R1,0.562,30-5_2017-11-29
7,11/29/17,S.sid,30,30-9,N,R1,0.572,30-9_2017-11-29
7,11/29/17,S.sid,30,30-13,N,R1,0.553,30-13_2017-11-29
7,11/29/17,S.sid,20,20-3,NP,R1,0.556,20-3_2017-11-29
7,11/29/17,S.sid,20,20-11,NP,R1,0.564,20-11_2017-11-29
7,11/29/17,S.sid,20,20-17,NP,R1,0.582,20-17_2017-11-29
7,11/29/17,S.sid,20,20-23,NP,R1,0.565,20-23_2017-11-29
7,11/29/17,S.sid,22,22-6,NP,R1,0.531,22-6_2017-11-29
7,11/29/17,S.sid,22,22-12,NP,R1,0.523,22-12_2017-11-29
7,11/29/17,S.sid,22,22-18,NP,R1,0.538,22-18_2017-11-29
7,11/29/17,S.sid,22,22-25,NP,R1,0.534,22-25_2017-11-29
7,11/29/17,S.sid,23,23-56,NP,R1,0.512,23-56_2017-11-29
7,11/29/17,S.sid,23,23-59,NP,R1,0.513,23-59_2017-11-29
7,11/29/17,S.sid,23,23-63,NP,R1,0.513,23-63_2017-11-29
7,11/29/17,S.sid,23,23-67,NP,R1,0.512,23-67_2017-11-29
7,11/29/17,S.sid,24,24-5,NP,R1,0.557,24-5_2017-11-29
7,11/29/17,S.sid,24,24-11,NP,R1,0.556,24-11_2017-11-29
7,11/29/17,S.sid,24,24-15,NP,R1,0.555,24-15_2017-11-29
7,11/29/17,S.sid,27,27-6,NP,R1,0.532,27-6_2017-11-29
7,11/29/17,S.sid,27,27-18,NP,R1,0.55,27-18_2017-11-29
7,11/29/17,S.sid,27,27-27,NP,R1,0.551,27-27_2017-11-29
7,11/29/17,S.sid,27,27-46,NP,R1,0.55,27-46_2017-11-29
7,11/29/17,S.sid,28,28-4,NP,R1,0.56,28-4_2017-11-29
7,11/29/17,S.sid,28,28-7,NP,R1,0.586,28-7_2017-11-29
7,11/29/17,S.sid,28,28-10,NP,R1,0.573,28-10_2017-11-29
7,11/29/17,S.sid,30,30-3,NP,R1,0.566,30-3_2017-11-29
7,11/29/17,S.sid,30,30-7,NP,R1,0.572,30-7_2017-11-29
7,11/29/17,S.sid,30,30-10,NP,R1,0.568,30-10_2017-11-29
7,11/29/17,S.sid,30,30-14,NP,R1,0.561,30-14_2017-11-29
7,11/29/17,S.sid,20,20-26,Control,R2,0.565,20-26_2017-11-29
7,11/29/17,S.sid,20,20-32,Control,R2,0.56,20-32_2017-11-29
7,11/29/17,S.sid,20,20-38,Control,R2,0.564,20-38_2017-11-29
7,11/29/17,S.sid,20,20-45,Control,R2,0.531,20-45_2017-11-29
7,11/29/17,S.sid,22,22-26,Control,R2,0.523,22-26_2017-11-29
7,11/29/17,S.sid,22,22-32,Control,R2,0.527,22-32_2017-11-29
7,11/29/17,S.sid,22,22-35,Control,R2,0.519,22-35_2017-11-29
7,11/29/17,S.sid,22,22-39,Control,R2,0.52,22-39_2017-11-29
7,11/29/17,S.sid,23,23-68,Control,R2,0.502,23-68_2017-11-29
7,11/29/17,S.sid,23,23-72,Control,R2,0.494,23-72_2017-11-29
7,11/29/17,S.sid,23,23-75,Control,R2,0.483,23-75_2017-11-29
7,11/29/17,S.sid,23,23-79,Control,R2,0.505,23-79_2017-11-29
7,11/29/17,S.sid,24,24-16,Control,R2,0.555,24-16_2017-11-29
7,11/29/17,S.sid,24,24-19,Control,R2,0.561,24-19_2017-11-29
7,11/29/17,S.sid,24,24-23,Control,R2,0.543,24-23_2017-11-29
7,11/29/17,S.sid,27,27-57,Control,R2,0.535,27-57_2017-11-29
7,11/29/17,S.sid,27,27-73,Control,R2,0.52,27-73_2017-11-29
7,11/29/17,S.sid,27,27-85,Control,R2,0.547,27-85_2017-11-29
7,11/29/17,S.sid,27,27-94,Control,R2,0.529,27-94_2017-11-29
7,11/29/17,S.sid,28,28-11,Control,R2,0.566,28-11_2017-11-29
7,11/29/17,S.sid,28,28-15,Control,R2,0.566,28-15_2017-11-29
7,11/29/17,S.sid,28,28-20,Control,R2,0.565,28-20_2017-11-29
7,11/29/17,S.sid,28,28-29,Control,R2,0.552,28-29_2017-11-29
7,11/29/17,S.sid,30,30-15,Control,R2,0.565,30-15_2017-11-29
7,11/29/17,S.sid,30,30-20,Control,R2,0.579,30-20_2017-11-29
7,11/29/17,S.sid,30,30-23,Control,R2,0.577,30-23_2017-11-29
7,11/29/17,S.sid,30,30-26,Control,R2,0.571,30-26_2017-11-29
7,11/29/17,S.sid,20,20-29,N,R2,0.559,20-29_2017-11-29
7,11/29/17,S.sid,20,20-33,N,R2,0.565,20-33_2017-11-29
7,11/29/17,S.sid,20,20-39,N,R2,0.559,20-39_2017-11-29
7,11/29/17,S.sid,20,20-46,N,R2,0.559,20-46_2017-11-29
7,11/29/17,S.sid,22,22-27,N,R2,0.535,22-27_2017-11-29
7,11/29/17,S.sid,22,22-33,N,R2,0.53,22-33_2017-11-29
7,11/29/17,S.sid,22,22-36,N,R2,0.502,22-36_2017-11-29
7,11/29/17,S.sid,22,22-41,N,R2,0.518,22-41_2017-11-29
7,11/29/17,S.sid,23,23-70,N,R2,0.526,23-70_2017-11-29
7,11/29/17,S.sid,23,23-73,N,R2,0.518,23-73_2017-11-29
7,11/29/17,S.sid,23,23-76,N,R2,0.504,23-76_2017-11-29
7,11/29/17,S.sid,23,23-80,N,R2,0.526,23-80_2017-11-29
7,11/29/17,S.sid,24,24-17,N,R2,0.526,24-17_2017-11-29
7,11/29/17,S.sid,24,24-21,N,R2,0.521,24-21_2017-11-29
7,11/29/17,S.sid,24,24-24,N,R2,0.524,24-24_2017-11-29
7,11/29/17,S.sid,24,24-27,N,R2,0.513,24-27_2017-11-29
7,11/29/17,S.sid,27,27-67,N,R2,0.547,27-67_2017-11-29
7,11/29/17,S.sid,27,27-75,N,R2,0.551,27-75_2017-11-29
7,11/29/17,S.sid,27,27-86,N,R2,0.54,27-86_2017-11-29
7,11/29/17,S.sid,27,27-97,N,R2,0.545,27-97_2017-11-29
7,11/29/17,S.sid,28,28-13,N,R2,0.57,28-13_2017-11-29
7,11/29/17,S.sid,28,28-18,N,R2,0.556,28-18_2017-11-29
7,11/29/17,S.sid,28,28-21,N,R2,0.567,28-21_2017-11-29
7,11/29/17,S.sid,28,28-30,N,R2,0.56,28-30_2017-11-29
7,11/29/17,S.sid,30,30-16,N,R2,0.561,30-16_2017-11-29
7,11/29/17,S.sid,30,30-21,N,R2,0.568,30-21_2017-11-29
7,11/29/17,S.sid,30,30-24,N,R2,0.555,30-24_2017-11-29
7,11/29/17,S.sid,30,30-27,N,R2,0.546,30-27_2017-11-29
7,11/29/17,S.sid,20,20-30,NP,R2,0.601,20-30_2017-11-29
7,11/29/17,S.sid,20,20-36,NP,R2,0.571,20-36_2017-11-29
7,11/29/17,S.sid,20,20-41,NP,R2,0.591,20-41_2017-11-29
7,11/29/17,S.sid,20,20-48,NP,R2,0.593,20-48_2017-11-29
7,11/29/17,S.sid,22,22-31,NP,R2,0.539,22-31_2017-11-29
7,11/29/17,S.sid,22,22-34,NP,R2,0.549,22-34_2017-11-29
7,11/29/17,S.sid,22,22-38,NP,R2,0.521,22-38_2017-11-29
7,11/29/17,S.sid,22,22-42,NP,R2,0.545,22-42_2017-11-29
7,11/29/17,S.sid,23,23-71,NP,R2,0.553,23-71_2017-11-29
7,11/29/17,S.sid,23,23-74,NP,R2,0.544,23-74_2017-11-29
7,11/29/17,S.sid,23,23-78,NP,R2,0.534,23-78_2017-11-29
7,11/29/17,S.sid,23,23-81,NP,R2,0.514,23-81_2017-11-29
7,11/29/17,S.sid,24,24-18,NP,R2,0.539,24-18_2017-11-29
7,11/29/17,S.sid,24,24-22,NP,R2,0.563,24-22_2017-11-29
7,11/29/17,S.sid,24,24-25,NP,R2,0.557,24-25_2017-11-29
7,11/29/17,S.sid,24,24-28,NP,R2,0.54,24-28_2017-11-29
7,11/29/17,S.sid,27,27-68,NP,R2,0.574,27-68_2017-11-29
7,11/29/17,S.sid,27,27-77,NP,R2,0.566,27-77_2017-11-29
7,11/29/17,S.sid,27,27-87,NP,R2,0.575,27-87_2017-11-29
7,11/29/17,S.sid,27,27-98,NP,R2,0.556,27-98_2017-11-29
7,11/29/17,S.sid,28,28-14,NP,R2,0.584,28-14_2017-11-29
7,11/29/17,S.sid,28,28-19,NP,R2,0.561,28-19_2017-11-29
7,11/29/17,S.sid,28,28-23,NP,R2,0.517,28-23_2017-11-29
7,11/29/17,S.sid,30,30-18,NP,R2,0.601,30-18_2017-11-29
7,11/29/17,S.sid,30,30-22,NP,R2,0.594,30-22_2017-11-29
7,11/29/17,S.sid,30,30-25,NP,R2,0.588,30-25_2017-11-29
7,11/29/17,S.sid,30,30-28,NP,R2,0.578,30-28_2017-11-29
8,12/6/17,S.sid,20,20-1,Control,R1,0.504,20-1_2017-12-06
8,12/6/17,S.sid,20,20-4,Control,R1,0.529,20-4_2017-12-06
8,12/6/17,S.sid,20,20-13,Control,R1,0.528,20-13_2017-12-06
8,12/6/17,S.sid,20,20-19,Control,R1,0.534,20-19_2017-12-06
8,12/6/17,S.sid,22,22-2,Control,R1,0.45,22-2_2017-12-06
8,12/6/17,S.sid,22,22-8,Control,R1,0.473,22-8_2017-12-06
8,12/6/17,S.sid,22,22-16,Control,R1,0.474,22-16_2017-12-06
8,12/6/17,S.sid,22,22-21,Control,R1,0.458,22-21_2017-12-06
8,12/6/17,S.sid,23,23-54,Control,R1,0.465,23-54_2017-12-06
8,12/6/17,S.sid,23,23-57,Control,R1,0.477,23-57_2017-12-06
8,12/6/17,S.sid,23,23-60,Control,R1,0.468,23-60_2017-12-06
8,12/6/17,S.sid,23,23-65,Control,R1,0.461,23-65_2017-12-06
8,12/6/17,S.sid,24,24-2,Control,R1,0.54,24-2_2017-12-06
8,12/6/17,S.sid,24,24-6,Control,R1,0.523,24-6_2017-12-06
8,12/6/17,S.sid,24,24-9,Control,R1,0.528,24-9_2017-12-06
8,12/6/17,S.sid,24,24-12,Control,R1,0.53,24-12_2017-12-06
8,12/6/17,S.sid,27,27-3,Control,R1,0.467,27-3_2017-12-06
8,12/6/17,S.sid,27,27-9,Control,R1,0.469,27-9_2017-12-06
8,12/6/17,S.sid,27,27-19,Control,R1,0.458,27-19_2017-12-06
8,12/6/17,S.sid,27,27-28,Control,R1,0.505,27-28_2017-12-06
8,12/6/17,S.sid,28,28-2,Control,R1,0.517,28-2_2017-12-06
8,12/6/17,S.sid,28,28-5,Control,R1,0.486,28-5_2017-12-06
8,12/6/17,S.sid,28,28-8,Control,R1,0.477,28-8_2017-12-06
8,12/6/17,S.sid,30,30-1,Control,R1,0.536,30-1_2017-12-06
8,12/6/17,S.sid,30,30-4,Control,R1,0.516,30-4_2017-12-06
8,12/6/17,S.sid,30,30-8,Control,R1,0.526,30-8_2017-12-06
8,12/6/17,S.sid,30,30-12,Control,R1,0.522,30-12_2017-12-06
8,12/6/17,S.sid,20,20-2,N,R1,0.527,20-2_2017-12-06
8,12/6/17,S.sid,20,20-8,N,R1,0.529,20-8_2017-12-06
8,12/6/17,S.sid,20,20-15,N,R1,0.531,20-15_2017-12-06
8,12/6/17,S.sid,20,20-22,N,R1,0.543,20-22_2017-12-06
8,12/6/17,S.sid,22,22-3,N,R1,0.49,22-3_2017-12-06
8,12/6/17,S.sid,22,22-11,N,R1,0.473,22-11_2017-12-06
8,12/6/17,S.sid,22,22-17,N,R1,0.492,22-17_2017-12-06
8,12/6/17,S.sid,22,22-24,N,R1,0.496,22-24_2017-12-06
8,12/6/17,S.sid,23,23-55,N,R1,0.491,23-55_2017-12-06
8,12/6/17,S.sid,23,23-58,N,R1,0.492,23-58_2017-12-06
8,12/6/17,S.sid,23,23-61,N,R1,0.489,23-61_2017-12-06
8,12/6/17,S.sid,23,23-66,N,R1,0.498,23-66_2017-12-06
8,12/6/17,S.sid,24,24-3,N,R1,0.479,24-3_2017-12-06
8,12/6/17,S.sid,24,24-7,N,R1,0.471,24-7_2017-12-06
8,12/6/17,S.sid,24,24-10,N,R1,0.473,24-10_2017-12-06
8,12/6/17,S.sid,24,24-14,N,R1,0.474,24-14_2017-12-06
8,12/6/17,S.sid,27,27-5,N,R1,0.506,27-5_2017-12-06
8,12/6/17,S.sid,27,27-12,N,R1,0.495,27-12_2017-12-06
8,12/6/17,S.sid,27,27-21,N,R1,0.512,27-21_2017-12-06
8,12/6/17,S.sid,27,27-45,N,R1,0.489,27-45_2017-12-06
8,12/6/17,S.sid,28,28-3,N,R1,0.49,28-3_2017-12-06
8,12/6/17,S.sid,28,28-6,N,R1,0.502,28-6_2017-12-06
8,12/6/17,S.sid,28,28-9,N,R1,0.53,28-9_2017-12-06
8,12/6/17,S.sid,30,30-2,N,R1,0.524,30-2_2017-12-06
8,12/6/17,S.sid,30,30-5,N,R1,0.511,30-5_2017-12-06
8,12/6/17,S.sid,30,30-9,N,R1,0.505,30-9_2017-12-06
8,12/6/17,S.sid,30,30-13,N,R1,0.517,30-13_2017-12-06
8,12/6/17,S.sid,20,20-3,NP,R1,0.519,20-3_2017-12-06
8,12/6/17,S.sid,20,20-11,NP,R1,0.518,20-11_2017-12-06
8,12/6/17,S.sid,20,20-17,NP,R1,0.536,20-17_2017-12-06
8,12/6/17,S.sid,20,20-23,NP,R1,0.518,20-23_2017-12-06
8,12/6/17,S.sid,22,22-6,NP,R1,0.467,22-6_2017-12-06
8,12/6/17,S.sid,22,22-12,NP,R1,0.476,22-12_2017-12-06
8,12/6/17,S.sid,22,22-18,NP,R1,0.477,22-18_2017-12-06
8,12/6/17,S.sid,22,22-25,NP,R1,0.464,22-25_2017-12-06
8,12/6/17,S.sid,23,23-56,NP,R1,0.46,23-56_2017-12-06
8,12/6/17,S.sid,23,23-59,NP,R1,0.461,23-59_2017-12-06
8,12/6/17,S.sid,23,23-63,NP,R1,0.447,23-63_2017-12-06
8,12/6/17,S.sid,23,23-67,NP,R1,0.454,23-67_2017-12-06
8,12/6/17,S.sid,24,24-5,NP,R1,0.516,24-5_2017-12-06
8,12/6/17,S.sid,24,24-11,NP,R1,0.518,24-11_2017-12-06
8,12/6/17,S.sid,24,24-15,NP,R1,0.516,24-15_2017-12-06
8,12/6/17,S.sid,27,27-6,NP,R1,0.521,27-6_2017-12-06
8,12/6/17,S.sid,27,27-18,NP,R1,0.518,27-18_2017-12-06
8,12/6/17,S.sid,27,27-27,NP,R1,0.53,27-27_2017-12-06
8,12/6/17,S.sid,27,27-46,NP,R1,0.544,27-46_2017-12-06
8,12/6/17,S.sid,28,28-4,NP,R1,0.572,28-4_2017-12-06
8,12/6/17,S.sid,28,28-7,NP,R1,0.58,28-7_2017-12-06
8,12/6/17,S.sid,28,28-10,NP,R1,0.574,28-10_2017-12-06
8,12/6/17,S.sid,30,30-3,NP,R1,0.562,30-3_2017-12-06
8,12/6/17,S.sid,30,30-7,NP,R1,0.529,30-7_2017-12-06
8,12/6/17,S.sid,30,30-10,NP,R1,0.524,30-10_2017-12-06
8,12/6/17,S.sid,30,30-14,NP,R1,0.526,30-14_2017-12-06
8,12/6/17,S.sid,20,20-26,Control,R2,0.524,20-26_2017-12-06
8,12/6/17,S.sid,20,20-32,Control,R2,0.538,20-32_2017-12-06
8,12/6/17,S.sid,20,20-38,Control,R2,0.531,20-38_2017-12-06
8,12/6/17,S.sid,20,20-45,Control,R2,0.542,20-45_2017-12-06
8,12/6/17,S.sid,22,22-26,Control,R2,0.466,22-26_2017-12-06
8,12/6/17,S.sid,22,22-32,Control,R2,0.45,22-32_2017-12-06
8,12/6/17,S.sid,22,22-35,Control,R2,0.451,22-35_2017-12-06
8,12/6/17,S.sid,22,22-39,Control,R2,0.466,22-39_2017-12-06
8,12/6/17,S.sid,23,23-68,Control,R2,0.411,23-68_2017-12-06
8,12/6/17,S.sid,23,23-72,Control,R2,0.398,23-72_2017-12-06
8,12/6/17,S.sid,23,23-75,Control,R2,0.4,23-75_2017-12-06
8,12/6/17,S.sid,23,23-79,Control,R2,0.433,23-79_2017-12-06
8,12/6/17,S.sid,24,24-16,Control,R2,0.498,24-16_2017-12-06
8,12/6/17,S.sid,24,24-19,Control,R2,0.508,24-19_2017-12-06
8,12/6/17,S.sid,24,24-23,Control,R2,0.5,24-23_2017-12-06
8,12/6/17,S.sid,27,27-57,Control,R2,0.448,27-57_2017-12-06
8,12/6/17,S.sid,27,27-73,Control,R2,0.429,27-73_2017-12-06
8,12/6/17,S.sid,27,27-85,Control,R2,0.449,27-85_2017-12-06
8,12/6/17,S.sid,27,27-94,Control,R2,0.467,27-94_2017-12-06
8,12/6/17,S.sid,28,28-11,Control,R2,0.498,28-11_2017-12-06
8,12/6/17,S.sid,28,28-15,Control,R2,0.489,28-15_2017-12-06
8,12/6/17,S.sid,28,28-20,Control,R2,0.493,28-20_2017-12-06
8,12/6/17,S.sid,28,28-29,Control,R2,0.483,28-29_2017-12-06
8,12/6/17,S.sid,30,30-15,Control,R2,0.537,30-15_2017-12-06
8,12/6/17,S.sid,30,30-20,Control,R2,0.532,30-20_2017-12-06
8,12/6/17,S.sid,30,30-23,Control,R2,0.54,30-23_2017-12-06
8,12/6/17,S.sid,30,30-26,Control,R2,0.542,30-26_2017-12-06
8,12/6/17,S.sid,20,20-29,N,R2,0.529,20-29_2017-12-06
8,12/6/17,S.sid,20,20-33,N,R2,0.537,20-33_2017-12-06
8,12/6/17,S.sid,20,20-39,N,R2,0.529,20-39_2017-12-06
8,12/6/17,S.sid,20,20-46,N,R2,0.52,20-46_2017-12-06
8,12/6/17,S.sid,22,22-27,N,R2,0.485,22-27_2017-12-06
8,12/6/17,S.sid,22,22-33,N,R2,0.484,22-33_2017-12-06
8,12/6/17,S.sid,22,22-36,N,R2,0.477,22-36_2017-12-06
8,12/6/17,S.sid,22,22-41,N,R2,0.5,22-41_2017-12-06
8,12/6/17,S.sid,23,23-70,N,R2,0.484,23-70_2017-12-06
8,12/6/17,S.sid,23,23-73,N,R2,0.494,23-73_2017-12-06
8,12/6/17,S.sid,23,23-76,N,R2,0.473,23-76_2017-12-06
8,12/6/17,S.sid,23,23-80,N,R2,0.495,23-80_2017-12-06
8,12/6/17,S.sid,24,24-17,N,R2,0.468,24-17_2017-12-06
8,12/6/17,S.sid,24,24-21,N,R2,0.465,24-21_2017-12-06
8,12/6/17,S.sid,24,24-24,N,R2,0.489,24-24_2017-12-06
8,12/6/17,S.sid,24,24-27,N,R2,0.472,24-27_2017-12-06
8,12/6/17,S.sid,27,27-67,N,R2,0.512,27-67_2017-12-06
8,12/6/17,S.sid,27,27-75,N,R2,0.501,27-75_2017-12-06
8,12/6/17,S.sid,27,27-86,N,R2,0.502,27-86_2017-12-06
8,12/6/17,S.sid,27,27-97,N,R2,0.51,27-97_2017-12-06
8,12/6/17,S.sid,28,28-13,N,R2,0.534,28-13_2017-12-06
8,12/6/17,S.sid,28,28-18,N,R2,0.537,28-18_2017-12-06
8,12/6/17,S.sid,28,28-21,N,R2,0.566,28-21_2017-12-06
8,12/6/17,S.sid,28,28-30,N,R2,0.541,28-30_2017-12-06
8,12/6/17,S.sid,30,30-16,N,R2,0.548,30-16_2017-12-06
8,12/6/17,S.sid,30,30-21,N,R2,0.554,30-21_2017-12-06
8,12/6/17,S.sid,30,30-24,N,R2,0.532,30-24_2017-12-06
8,12/6/17,S.sid,30,30-27,N,R2,0.538,30-27_2017-12-06
8,12/6/17,S.sid,20,20-30,NP,R2,0.576,20-30_2017-12-06
8,12/6/17,S.sid,20,20-36,NP,R2,0.534,20-36_2017-12-06
8,12/6/17,S.sid,20,20-41,NP,R2,0.568,20-41_2017-12-06
8,12/6/17,S.sid,20,20-48,NP,R2,0.569,20-48_2017-12-06
8,12/6/17,S.sid,22,22-31,NP,R2,0.48,22-31_2017-12-06
8,12/6/17,S.sid,22,22-34,NP,R2,0.505,22-34_2017-12-06
8,12/6/17,S.sid,22,22-38,NP,R2,0.512,22-38_2017-12-06
8,12/6/17,S.sid,22,22-42,NP,R2,0.524,22-42_2017-12-06
8,12/6/17,S.sid,23,23-71,NP,R2,0.489,23-71_2017-12-06
8,12/6/17,S.sid,23,23-74,NP,R2,0.485,23-74_2017-12-06
8,12/6/17,S.sid,23,23-78,NP,R2,0.475,23-78_2017-12-06
8,12/6/17,S.sid,23,23-81,NP,R2,0.481,23-81_2017-12-06
8,12/6/17,S.sid,24,24-18,NP,R2,0.514,24-18_2017-12-06
8,12/6/17,S.sid,24,24-22,NP,R2,0.529,24-22_2017-12-06
8,12/6/17,S.sid,24,24-25,NP,R2,0.523,24-25_2017-12-06
8,12/6/17,S.sid,24,24-28,NP,R2,0.52,24-28_2017-12-06
8,12/6/17,S.sid,27,27-68,NP,R2,0.518,27-68_2017-12-06
8,12/6/17,S.sid,27,27-77,NP,R2,0.538,27-77_2017-12-06
8,12/6/17,S.sid,27,27-87,NP,R2,0.556,27-87_2017-12-06
8,12/6/17,S.sid,27,27-98,NP,R2,0.542,27-98_2017-12-06
8,12/6/17,S.sid,28,28-14,NP,R2,0.563,28-14_2017-12-06
8,12/6/17,S.sid,28,28-19,NP,R2,0.566,28-19_2017-12-06
8,12/6/17,S.sid,28,28-23,NP,R2,0.571,28-23_2017-12-06
8,12/6/17,S.sid,30,30-18,NP,R2,0.564,30-18_2017-12-06
8,12/6/17,S.sid,30,30-22,NP,R2,0.573,30-22_2017-12-06
8,12/6/17,S.sid,30,30-25,NP,R2,0.571,30-25_2017-12-06
8,12/6/17,S.sid,30,30-28,NP,R2,0.579,30-28_2017-12-06
9,12/13/17,S.sid,20,20-1,Control,R1,0.541,20-1_2017-12-13
9,12/13/17,S.sid,20,20-4,Control,R1,0.566,20-4_2017-12-13
9,12/13/17,S.sid,20,20-13,Control,R1,0.559,20-13_2017-12-13
9,12/13/17,S.sid,20,20-19,Control,R1,0.564,20-19_2017-12-13
9,12/13/17,S.sid,22,22-2,Control,R1,0.496,22-2_2017-12-13
9,12/13/17,S.sid,22,22-8,Control,R1,0.497,22-8_2017-12-13
9,12/13/17,S.sid,22,22-16,Control,R1,0.503,22-16_2017-12-13
9,12/13/17,S.sid,22,22-21,Control,R1,0.489,22-21_2017-12-13
9,12/13/17,S.sid,23,23-54,Control,R1,0.49,23-54_2017-12-13
9,12/13/17,S.sid,23,23-57,Control,R1,0.481,23-57_2017-12-13
9,12/13/17,S.sid,23,23-60,Control,R1,0.472,23-60_2017-12-13
9,12/13/17,S.sid,23,23-65,Control,R1,0.473,23-65_2017-12-13
9,12/13/17,S.sid,24,24-2,Control,R1,0.557,24-2_2017-12-13
9,12/13/17,S.sid,24,24-6,Control,R1,0.546,24-6_2017-12-13
9,12/13/17,S.sid,24,24-9,Control,R1,0.546,24-9_2017-12-13
9,12/13/17,S.sid,24,24-12,Control,R1,0.539,24-12_2017-12-13
9,12/13/17,S.sid,27,27-3,Control,R1,0.504,27-3_2017-12-13
9,12/13/17,S.sid,27,27-9,Control,R1,0.533,27-9_2017-12-13
9,12/13/17,S.sid,27,27-19,Control,R1,0.521,27-19_2017-12-13
9,12/13/17,S.sid,27,27-28,Control,R1,0.555,27-28_2017-12-13
9,12/13/17,S.sid,28,28-2,Control,R1,0.572,28-2_2017-12-13
9,12/13/17,S.sid,28,28-5,Control,R1,0.573,28-5_2017-12-13
9,12/13/17,S.sid,28,28-8,Control,R1,0.568,28-8_2017-12-13
9,12/13/17,S.sid,30,30-1,Control,R1,0.581,30-1_2017-12-13
9,12/13/17,S.sid,30,30-4,Control,R1,0.593,30-4_2017-12-13
9,12/13/17,S.sid,30,30-8,Control,R1,0.611,30-8_2017-12-13
9,12/13/17,S.sid,30,30-12,Control,R1,0.601,30-12_2017-12-13
9,12/13/17,S.sid,20,20-2,N,R1,0.555,20-2_2017-12-13
9,12/13/17,S.sid,20,20-8,N,R1,0.573,20-8_2017-12-13
9,12/13/17,S.sid,20,20-15,N,R1,0.578,20-15_2017-12-13
9,12/13/17,S.sid,20,20-22,N,R1,0.574,20-22_2017-12-13
9,12/13/17,S.sid,22,22-3,N,R1,0.539,22-3_2017-12-13
9,12/13/17,S.sid,22,22-11,N,R1,0.542,22-11_2017-12-13
9,12/13/17,S.sid,22,22-17,N,R1,0.542,22-17_2017-12-13
9,12/13/17,S.sid,22,22-24,N,R1,0.538,22-24_2017-12-13
9,12/13/17,S.sid,23,23-55,N,R1,0.542,23-55_2017-12-13
9,12/13/17,S.sid,23,23-58,N,R1,0.56,23-58_2017-12-13
9,12/13/17,S.sid,23,23-61,N,R1,0.56,23-61_2017-12-13
9,12/13/17,S.sid,23,23-66,N,R1,0.552,23-66_2017-12-13
9,12/13/17,S.sid,24,24-3,N,R1,0.573,24-3_2017-12-13
9,12/13/17,S.sid,24,24-7,N,R1,0.574,24-7_2017-12-13
9,12/13/17,S.sid,24,24-10,N,R1,0.561,24-10_2017-12-13
9,12/13/17,S.sid,24,24-14,N,R1,0.554,24-14_2017-12-13
9,12/13/17,S.sid,27,27-5,N,R1,0.533,27-5_2017-12-13
9,12/13/17,S.sid,27,27-12,N,R1,0.548,27-12_2017-12-13
9,12/13/17,S.sid,27,27-21,N,R1,0.554,27-21_2017-12-13
9,12/13/17,S.sid,27,27-45,N,R1,0.522,27-45_2017-12-13
9,12/13/17,S.sid,28,28-3,N,R1,0.56,28-3_2017-12-13
9,12/13/17,S.sid,28,28-6,N,R1,0.562,28-6_2017-12-13
9,12/13/17,S.sid,28,28-9,N,R1,0.558,28-9_2017-12-13
9,12/13/17,S.sid,30,30-2,N,R1,0.584,30-2_2017-12-13
9,12/13/17,S.sid,30,30-5,N,R1,0.578,30-5_2017-12-13
9,12/13/17,S.sid,30,30-9,N,R1,0.583,30-9_2017-12-13
9,12/13/17,S.sid,30,30-13,N,R1,0.557,30-13_2017-12-13
