Sample,TotalSH,D.Prp,Community
Ss_30-21_T5,1.02250201861942,0,C3
Ss_22-42_T5,0.237422502934576,1,D
Ss_23-71_T5,0.041478085082045,1,D
Ss_23-81_T5,0.101753759490821,0.98514142627022,D
Ss_24-28_T5,0.070072017917302,0.168868148964536,C3
Ss_30-24_T5,0.131219168776077,0,C3
Ss_27-68_T5,0.025326696249976,0.995133079103293,D
Ss_27-77_T5,0.536546897504104,1,D
Ss_27-87_T5,0.025623979597521,1,D
Ss_30-27_T5,0.128334858957948,0,C3
Ss_20-41_T5,0.294830300828926,0.097096060503939,C1
Ss_22-31_T5,1.07966685976635,1,D
Ss_22-34_T5,0.448985255382666,1,D
Ss_28-5_T9,0.385868580590582,0.538743686804139,D
Ss_20-22_T9,0.101708417381015,0,C1
Ss_22-3_T9,0.872969298011478,1,D
Ss_22-11_T9,0.353982292375192,1,D
Ss_22-17_T9,0.47873551486731,1,D
Ss_23-55_T9,1.39449529122086,1,D
Ss_23-58_T9,0.274328066002508,1,D
Ss_23-61_T9,0.857904946515366,1,D
Ss_23-66_T9,0.473525992261535,1,D
Ss_24-3_T9,0.958740975025913,0.016937461518829,C3
Ss_28-8_T9,0.096671017082938,0.641978180759339,D
Ss_24-7_T9,0.701352801231733,0.014782468243604,C3
Ss_24-10_T9,0.480328043570873,0.04576021718914,C3
Ss_24-14_T9,0.386965664126223,0.049179139113572,C3
Ss_30-1_T9,0.157877345034126,0,C3
Ss_30-4_T9,0.192008471162775,0,C3
Ss_30-8_T9,0.267630145000408,0,C3
Ss_30-12_T9,0.143618901267439,0,C3
Ss_20-2_T9,0.244317558060823,0,C1
Ss_20-8_T9,0.137446589677544,0,C1
Ss_20-15_T9,0.09332333607741,0,C1
Ss_27-98_T5,0.031313773671299,1,D
Ss_28-14_T5,0.013792272644558,0.521922091647646,D
Ss_28-19_T5,0.023306985357612,0.494671568922572,C1
Ss_28-23_T5,0.053203103819322,0.873387888297822,D
Ss_30-18_T5,0.039715509701768,0,C3
Ss_30-22_T5,0.051740956105948,0,C3
Ss_30-25_T5,0.027664758759901,0,C3
Ss_27-5_T9,0.552626197358692,1,D
Ss_30-9_T9,0.257004011904861,0,C3
Ss_30-13_T9,0.11777549414949,0,C3
Ss_20-3_T9,0.055900154718203,0,C1
Ss_20-11_T9,0.058992397766829,0,C1
Ss_20-17_T9,0.013016115052567,0,C1
Ss_20-23_T9,0.012578397821508,0,C1
Ss_22-12_T9,0.086688300363835,1,D
Ss_22-18_T9,0.114947085934891,0.987283826577174,D
Ss_22-25_T9,0.158379594808386,1,D
Ss_27-12_T9,0.190606641390452,1,D
Ss_23-56_T9,0.07875155843041,1,D
Ss_23-59_T9,0.111792278672306,0.984847069796235,D
Ss_23-63_T9,0.062313535122075,0.974799730122515,D
Ss_27-21_T9,0.198215356351293,0.827074415894376,D
Ss_27-45_T9,0.577628621100884,0.998241022099633,D
Ss_28-3_T9,0.203011080779313,0.892284988452222,D
Ss_28-6_T9,0.077326613865961,0.34398483844433,C1
Ss_28-9_T9,0.064798659076044,0.94001845145989,D
Ss_30-2_T9,0.123801060775009,0,C3
Ss_30-5_T9,0.211189647856945,0,C3
Ss_23-67_T9,0.202791442311051,1,D
Ss_28-7_T9,0.081598169024327,0.384635071590167,C1
Ss_28-10_T9,0.104998692589241,0.54498123557548,D
Ss_30-3_T9,0.127675109566201,0,C3
Ss_30-7_T9,0.114358733349998,0,C3
Ss_30-10_T9,0.120324133606532,0,C3
Ss_30-14_T9,0.137459128552115,0,C3
Ss_20-26_T9,0.0402374671493,0,C1
Ss_20-32_T9,0.052833057939363,0,C1
Ss_20-38_T9,0.015578097274134,0,C1
Ss_20-45_T9,0.032865740700291,0,C1
Ss_24-5_T9,0.237060833316949,0.023016470335402,C3
Ss_22-26_T9,0.062286399088547,1,D
Ss_22-32_T9,0.055902396904316,0.985289637865474,D
Ss_22-35_T9,0.172921923148516,0.981710819197441,D
Ss_24-11_T9,0.261459755288139,0.055481112978307,C3
Ss_24-15_T9,0.498348600083846,0.000885513290029,C3
Ss_27-6_T9,0.125898980755375,0.99619067958217,D
Ss_27-18_T9,0.130237285916398,0.967297982640359,D
Ss_27-27_T9,0.074986061284714,0.995512847901935,D
Ss_27-46_T9,0.124054427518173,0.993906743821201,D
Ss_28-4_T9,0.079266594630077,0.261190595927084,C1
Ss_22-39_T9,0.108135684661217,1,D
Ss_27-85_T9,0.045396502385752,1,D
Ss_27-94_T9,0.046427922405775,1,D
Ss_28-11_T9,0.050415068442509,0.686175563489784,D
Ss_28-15_T9,0.060854262480253,0.671265486901465,D
Ss_28-20_T9,0.029727939738394,0.13838779538353,C1
Ss_28-29_T9,0.055265311397258,0.265948270711418,C1
Ss_30-15_T9,0.099477053354999,0,C3
Ss_30-20_T9,0.03678812965191,0,C3
Ss_30-23_T9,0.081014395276653,0,C3
Ss_23-68_T9,0.101441510449886,1,D
Ss_30-26_T9,0.038450186530907,0,C3
Ss_20-29_T9,0.013899326524543,0,C1
Ss_20-33_T9,0.042341812945467,0,C1
Ss_23-75_T9,0.042794451413857,1,D
Ss_23-79_T9,0.064147153175338,1,D
Ss_24-16_T9,0.124127183209945,0.001903150791272,C3
Ss_24-19_T9,0.187716689439417,0.012130380636589,C3
Ss_24-23_T9,0.201316448234275,0.00544369886795,C3
Ss_27-57_T9,0.091073952186979,0.984726356079598,D
Ss_20-39_T9,0.031345814296461,0,C1
Ss_23-80_T9,0.301806071675181,0.979396868457359,D
Ss_24-17_T9,0.256230816588199,0.016789881584652,C3
Ss_24-21_T9,0.213051800392555,0.024670721289696,C3
Ss_24-24_T9,0.222858235781247,0.022632339927937,C3
Ss_24-27_T9,0.211144420961443,0,C3
Ss_27-67_T9,0.096733054239209,1,D
Ss_27-75_T9,0.165119346102425,0.9735425298901,D
Ss_27-86_T9,0.210614977743226,0.985875156075564,D
Ss_27-97_T9,0.220707399515552,0.990048224730681,D
Ss_28-13_T9,0.159406677817277,0.927818653024931,D
Ss_20-46_T9,0.167285222793445,0.184178566977206,C1
Ss_28-21_T9,0.101334902121166,0.929881863058509,D
Ss_28-30_T9,0.048892653138039,0.240729392157173,C1
Ss_22-27_T9,0.129739567092229,0.994123899595012,D
Ss_22-33_T9,0.176829879952067,1,D
Ss_22-41_T9,0.043966079332744,1,D
Ss_23-70_T9,0.199706336876583,1,D
Ss_23-73_T9,0.197498042749809,1,D
Ss_23-76_T9,0.236051429907551,0.991279728185065,D
Ss_30-16_T9,0.144325066883165,0,C3
Ss_22-38_T9,0.196199537394235,1,D
Ss_22-42_T9,0.164572734078092,1,D
Ss_23-71_T9,0.18616018971196,1,D
Ss_23-74_T9,0.066127897264092,1,D
Ss_23-81_T9,0.087451735579152,0.976101423605807,D
Ss_24-18_T9,0.206949404247672,0.012882922230787,C3
Ss_24-22_T9,0.294930437564342,0.019641750277989,C3
Ss_30-21_T9,0.342067888710032,0,C3
Ss_24-28_T9,0.413942402517678,0.117829133877638,C3
Ss_27-68_T9,0.064173154813171,0.988334468335222,D
Ss_27-77_T9,0.069662588013618,0.976777141147097,D
Ss_30-24_T9,0.106802270418017,0,C3
Ss_30-27_T9,0.184606582624667,0,C3
Ss_20-36_T9,0.025771527786032,0.797208001955697,D
Ss_20-41_T9,0.106639481473451,0.013661634264921,C1
Ss_20-48_T9,0.024100023634986,0.010397140786317,C1
Ss_22-31_T9,0.216608739653898,1,D
