"MoteGen","emmean","SE","df","lower.CL","upper.CL",".group"
"G_08",2.06255,0.47538614747428,33,1.09536961076807,3.02973038923193," 1  "
"G_07",2.49026666666667,0.224099179040807,33,2.03433345876231,2.94619987457103," 1  "
"G_50",2.71935,0.336148768561211,33,2.03545018814346,3.40324981185654," 12 "
"G_62",3.86168888888889,0.224099179040807,33,3.40575568098453,4.31762209679325,"  23"
"G_31",4.09938,0.300660598822285,33,3.48768141235578,4.71107858764422,"   3"
"G_48",4.13512,0.212599148262846,33,3.70258378063454,4.56765621936546,"   3"
