"MoteGen","emmean","SE","df","lower.CL","upper.CL",".group"
"G_07",1.18103300163061,0.229451880410397,1.59293001647856,-0.0921630659813208,2.45422906924253," 1  "
"G_62",1.52043300163061,0.229451880410397,1.59293001647856,0.247236934018679,2.79362906924253," 12 "
"G_50",1.60304999999999,0.251183700777708,2.27214129330788,0.637336812100895,2.56876318789909," 12 "
"G_48",1.73404999999999,0.225424601741276,1.48668994760186,0.36060892284141,3.10749107715858,"  2 "
"G_08",2.00594999999999,0.29605278662551,4.22496409094475,1.20095218444395,2.81094781555604,"  23"
"G_31",2.48032499999999,0.251183700777708,2.27214129330788,1.5146118121009,3.44603818789909,"   3"
