"Sample.Name","File.Name","A.CT.mean","Acer.CT.mean","A.CT.sd","Acer.CT.sd","A.reps","Acer.reps","A.Acer","Sample.Plate","Treatment","Replicate","Fragment","Genotype","Date","Days","qPCR_Date","Sample","logA.SH","RanA","RanB"
"Sample 2","Plate27.csv",22.8325,22.5305,0.163341666454094,0.115258405333405,2,2,0.217719520780827,"Sample 2_Plate27.csv","N","R1",144,"Yellow",2017-11-15,0,2018-03-28,"144_2017-11-15",-0.662102630272984,1,1
"Sample 20","Plate27.csv",23.4085,21.8785,0.0417193000900045,0.140714249456124,2,2,0.0929463918057216,"Sample 20_Plate27.csv","NP","R1",171,"Red and Orange",2017-11-15,0,2018-03-28,"171_2017-11-15",-1.03176746494835,1,1
"Sample 21","Plate27.csv",23.8995,24.573,0.159099025766974,0.828729147550634,2,2,0.428106804262091,"Sample 21_Plate27.csv","NP","R1",263,"Red and Orange",2017-11-15,0,2018-03-28,"263_2017-11-15",-0.368447869502771,1,1
"Sample 22","Plate27.csv",22.3775,22.4295,0.142128463018496,0.0586898628384823,2,2,0.278267180866849,"Sample 22_Plate27.csv","NP","R1",269,"Red and Orange",2017-11-15,0,2018-03-28,"269_2017-11-15",-0.555538011807935,1,1
"Sample 3","Plate27.csv",22.9995,21.617,0.123743686707646,0.301227488785468,2,2,0.102951922137126,"Sample 3_Plate27.csv","NP","R1",138,"F",2017-11-15,0,2018-03-28,"138_2017-11-15",-0.987365540587916,1,1
"Sample 5","Plate27.csv",23.0125,21.767,0.176069588515449,0.162634559672906,2,2,0.113207596184958,"Sample 5_Plate27.csv","NP","R1",240,"F",2017-11-15,0,2018-03-28,"240_2017-11-15",-0.946124431181951,1,1
"Sample 6","Plate27.csv",23.2345,22.041,0.0219203102167821,0.209303607231218,2,2,0.117362439608742,"Sample 6_Plate27.csv","NP","R1",178,"Green",2017-11-15,0,2018-03-28,"178_2017-11-15",-0.930470871407424,1,1
"Sample 8","Plate27.csv",22.8125,22.6655,0.0148492424049181,0.0558614357137352,2,2,0.242413621147763,"Sample 8_Plate27.csv","NP","R1",276,"Green",2017-11-15,0,2018-03-28,"276_2017-11-15",-0.615442980945067,1,1
"Sample 9","Plate27.csv",22.7705,22.6715,0.133643181644258,0.275064537881567,2,2,0.250614652427727,"Sample 9_Plate27.csv","NP","R1",283,"Green",2017-11-15,0,2018-03-28,"283_2017-11-15",-0.600993541153195,1,1
"Sample 1","Plate28.csv",22.936,21.8475,0.0169705627484778,0.214253354699522,2,2,0.126222645449595,"Sample 1_Plate28.csv","NP","R1",101,"Red and Yellow",2017-11-15,0,2018-03-28,"101_2017-11-15",-0.898862721862706,1,1
"Sample 10","Plate28.csv",22.467,23.875,0.0678822509939086,0.0296984848098361,2,2,0.712292976939409,"Sample 10_Plate28.csv","Control","R2",277,"Green",2017-11-15,0,2018-03-28,"277_2017-11-15",-0.147341337687576,1,1
"Sample 11","Plate28.csv",22.5855,23.482,0.0813172798364544,0.130107647738325,2,2,0.499668325038112,"Sample 11_Plate28.csv","Control","R2",284,"Green",2017-11-15,0,2018-03-28,"284_2017-11-15",-0.301318180469703,1,1
"Sample 12","Plate28.csv",22.812,23.0735,0.0664680374315363,0.204353859762913,2,2,0.321756828332264,"Sample 12_Plate28.csv","Control","R2",290,"Green",2017-11-15,0,2018-03-28,"290_2017-11-15",-0.492472227716332,1,1
"Sample 13","Plate28.csv",22.6785,22.928,0.1944543648263,0.060811183182042,2,2,0.319091629886396,"Sample 13_Plate28.csv","Control","R2",119,"Green and Orange",2017-11-15,0,2018-03-28,"119_2017-11-15",-0.496084587664299,1,1
"Sample 14","Plate28.csv",22.7415,22.0775,0.221324422511389,0.0982878425849296,2,2,0.169404331766311,"Sample 14_Plate28.csv","Control","R2",125,"Green and Orange",2017-11-15,0,2018-03-28,"125_2017-11-15",-0.771075488703346,1,1
"Sample 15","Plate28.csv",21.85,22.4065,0.080610173055267,0.265165042944955,2,2,0.394758619009687,"Sample 15_Plate28.csv","Control","R2",217,"Green and Orange",2017-11-15,0,2018-03-28,"217_2017-11-15",-0.403668378995457,1,1
"Sample 16","Plate28.csv",22.2705,22.631,0.0558614357137352,0.115965512114595,2,2,0.344611480716178,"Sample 16_Plate28.csv","Control","R2",223,"Green and Orange",2017-11-15,0,2018-03-28,"223_2017-11-15",-0.462670258145596,1,1
"Sample 19","Plate28.csv",22.105,22.128,0.0212132034355972,0.278600071787499,2,2,0.272729501276429,"Sample 19_Plate28.csv","Control","R2",166,"Red and Orange",2017-11-15,0,2018-03-28,"166_2017-11-15",-0.564267881682191,1,1
"Sample 2","Plate28.csv",23.9115,23.662,0.0813172798364544,0.250315800540037,2,2,0.225788305612171,"Sample 2_Plate28.csv","NP","R1",107,"Red and Yellow",2017-11-15,0,2018-03-28,"107_2017-11-15",-0.646298555500626,1,1
"Sample 20","Plate28.csv",22.8625,21.6375,0.0912167747730656,0.00636396103067917,2,2,0.11482770469049,"Sample 20_Plate28.csv","Control","R2",173,"Red and Orange",2017-11-15,0,2018-03-28,"173_2017-11-15",-0.939953316270839,1,1
"Sample 21","Plate28.csv",22.5555,22.9775,0.0318198051533933,0.406586399182264,2,2,0.359619378866786,"Sample 21_Plate28.csv","Control","R2",264,"Red and Orange",2017-11-15,0,2018-03-28,"264_2017-11-15",-0.444156913412263,1,1
"Sample 22","Plate28.csv",22.458,22.295,0.0509116882454308,0.0353553390593279,2,2,0.239740021049723,"Sample 22_Plate28.csv","Control","R2",270,"Red and Orange",2017-11-15,0,2018-03-28,"270_2017-11-15",-0.62025946087569,1,1
"Sample 3","Plate28.csv",24.5595,21.235,0.0700035713374683,0.0226274169979695,2,2,0.0267937936169603,"Sample 3_Plate28.csv","NP","R1",300,"Red and Yellow",2017-11-15,0,2018-03-28,"300_2017-11-15",-1.57196579216737,1,1
"Sample 4","Plate28.csv",24.2525,21.6685,0.325976226127,0.471640223051426,2,2,0.0447658587065591,"Sample 4_Plate28.csv","NP","R1",145,"Yellow",2017-11-15,0,2018-03-28,"145_2017-11-15",-1.34905308037819,1,1
"Sample 5","Plate28.csv",22.4255,22.2725,0.283549819255805,0.157684812204599,2,2,0.241407544766733,"Sample 5_Plate28.csv","Control","R2",139,"F",2017-11-15,0,2018-03-28,"139_2017-11-15",-0.617249160919051,1,1
"Sample 6","Plate28.csv",25.2375,22.1175,0.427799602617862,0.400929544932773,2,2,0.0308741380659296,"Sample 6_Plate28.csv","Control","R2",192,"F",2017-11-15,0,2018-03-28,"192_2017-11-15",-1.51040515805408,1,1
"Sample 7","Plate28.csv",23.0685,21.853,0.217081781824272,0.151320851173923,2,2,0.115586328427006,"Sample 7_Plate28.csv","Control","R2",241,"F",2017-11-15,0,2018-03-28,"241_2017-11-15",-0.937093531312031,1,1
"Sample 8","Plate28.csv",23.472,23.331,0.707106781186548,0.216374675043084,2,2,0.243423890395612,"Sample 8_Plate28.csv","Control","R2",179,"Green",2017-11-15,0,2018-03-28,"179_2017-11-15",-0.613636800971083,1,1
"Sample 9","Plate28.csv",22.209,23.3135,0.0438406204335643,0.122329473145271,2,2,0.577159779243223,"Sample 9_Plate28.csv","Control","R2",186,"Green",2017-11-15,0,2018-03-28,"186_2017-11-15",-0.238703941371596,1,1
"Sample 1","Plate29.csv",22.4825,22.014,0.272236110756822,0.47941839764448,2,2,0.193988451107999,"Sample 1_Plate29.csv","Control","R2",102,"Red and Yellow",2017-11-15,0,2018-04-10,"102_2017-11-15",-0.712224124551037,1,1
"Sample 10","Plate29.csv",23.1285,24.078,0.215667568261897,0.18809040379562,2,2,0.518365882064884,"Sample 10_Plate29.csv","N","R2",120,"Green and Orange",2017-11-15,0,2018-04-10,"120_2017-11-15",-0.285363590699512,1,1
"Sample 11","Plate29.csv",22.506,22.369,0.330925973595304,0.124450793488834,2,2,0.244099741224086,"Sample 11_Plate29.csv","N","R2",126,"Green and Orange",2017-11-15,0,2018-04-10,"126_2017-11-15",-0.612432680988428,1,1
"Sample 12","Plate29.csv",24.0125,22.436,0.393858477120906,0.0707106781186558,2,2,0.0899983692624289,"Sample 12_Plate29.csv","N","R2",218,"Green and Orange",2017-11-15,0,2018-04-10,"218_2017-11-15",-1.04576535974673,1,1
"Sample 13","Plate29.csv",22.7545,22.7285,0.0855599205235738,0.355674710936833,2,2,0.263621998783286,"Sample 13_Plate29.csv","N","R2",224,"Green and Orange",2017-11-15,0,2018-04-10,"224_2017-11-15",-0.579018351469726,1,1
"Sample 16","Plate29.csv",23.4265,23.4355,0.0742462120245878,0.224152849636136,2,2,0.270095717554961,"Sample 16_Plate29.csv","N","R2",246,"Orange",2017-11-15,0,2018-04-10,"246_2017-11-15",-0.568482301621485,1,1
"Sample 17","Plate29.csv",24.426,21.003,0.0791959594928921,0.26870057685089,2,2,0.0250254994227658,"Sample 17_Plate29.csv","N","R2",299,"Orange",2017-11-15,0,2018-04-10,"299_2017-11-15",-1.60161724674027,1,1
"Sample 18","Plate29.csv",21.7085,22.763,0.0275771644662764,0.0919238815542505,2,2,0.557499598365273,"Sample 18_Plate29.csv","N","R2",167,"Red and Orange",2017-11-15,0,2018-04-10,"167_2017-11-15",-0.253755441154795,1,1
"Sample 19","Plate29.csv",23.361,24.625,0.148492424049176,0.0367695526217002,2,2,0.644629747596269,"Sample 19_Plate29.csv","N","R2",174,"Red and Orange",2017-11-15,0,2018-04-10,"174_2017-11-15",-0.19068965706319,1,1
"Sample 2","Plate29.csv",21.644,22.125,0.103237590053234,0.234759451353934,2,2,0.374631124878494,"Sample 2_Plate29.csv","Control","R2",108,"Red and Yellow",2017-11-15,0,2018-04-10,"108_2017-11-15",-0.426396143668087,1,1
"Sample 21","Plate29.csv",21.8515,23.2975,0.0459619407771265,0.0162634559672904,2,2,0.731303752913466,"Sample 21_Plate29.csv","N","R2",271,"Red and Orange",2017-11-15,0,2018-04-10,"271_2017-11-15",-0.135902197852346,1,1
"Sample 22","Plate29.csv",22.775,23.1035,0.272943217538007,0.34577521600022,2,2,0.337051901819096,"Sample 22_Plate29.csv","N","R2",103,"Red and Yellow",2017-11-15,0,2018-04-10,"103_2017-11-15",-0.472303218006844,1,1
"Sample 3","Plate29.csv",22.854,22.01,0.145663996924428,0.277185858225126,2,2,0.149533711234739,"Sample 3_Plate29.csv","Control","R2",231,"Yellow",2017-11-15,0,2018-04-10,"231_2017-11-15",-0.825260887922863,1,1
"Sample 4","Plate29.csv",23.0415,22.1015,0.304763022691403,0.136471608769005,2,2,0.139907253949157,"Sample 4_Plate29.csv","N","R2",236,"F",2017-11-15,0,2018-04-10,"236_2017-11-15",-0.854159767506604,1,1
"Sample 5","Plate29.csv",22.9015,21.379,0.0388908729652599,0.213546247918337,2,2,0.093430841416163,"Sample 5_Plate29.csv","N","R2",242,"F",2017-11-15,0,2018-04-10,"242_2017-11-15",-1.02950973998087,1,1
"Sample 6","Plate29.csv",22.7605,22.5135,0.316076731190389,0.0332340187157682,2,2,0.226179906128767,"Sample 6_Plate29.csv","N","R2",180,"Green",2017-11-15,0,2018-04-10,"180_2017-11-15",-0.645545980511466,1,1
"Sample 7","Plate29.csv",22.613,23.684,0.0777817459305198,0.0989949493661171,2,2,0.563912282202302,"Sample 7_Plate29.csv","N","R2",187,"Green",2017-11-15,0,2018-04-10,"187_2017-11-15",-0.248788446226338,1,1
"Sample 8","Plate29.csv",22.6225,23.638,0.142128463018496,0.0933380951166253,2,2,0.542630735170341,"Sample 8_Plate29.csv","N","R2",278,"Green",2017-11-15,0,2018-04-10,"278_2017-11-15",-0.265495610985689,1,1
"Sample 9","Plate29.csv",22.8165,23.819,0.0912167747730656,0.231931024229187,2,2,0.537763100489531,"Sample 9_Plate29.csv","N","R2",285,"Green",2017-11-15,0,2018-04-10,"285_2017-11-15",-0.26940900092932,1,1
"Sample 1","Plate30.csv",23.8515,22.6,0.173241161390705,0.404465078838705,2,2,0.112737756709208,"Sample 1_Plate30.csv","N","R2",109,"Red and Yellow",2017-11-15,0,2018-04-10,"109_2017-11-15",-0.947930611155935,1,1
"Sample 10","Plate30.csv",22.723,22.252,0.0325269119345807,0.11455129855222,2,2,0.193652585827268,"Sample 10_Plate30.csv","NP","R2",121,"Green and Orange",2017-11-15,0,2018-04-10,"121_2017-11-15",-0.712976699540197,1,1
"Sample 11","Plate30.csv",23.216,22.3175,0.222031529292576,0.109601551083916,2,2,0.143990214049822,"Sample 11_Plate30.csv","NP","R2",128,"Green and Orange",2017-11-15,0,2018-04-10,"128_2017-11-15",-0.84166702268655,1,1
"Sample 12","Plate30.csv",24.1195,22.665,0.0106066017177986,0.0862670273047587,2,2,0.0979400451125364,"Sample 12_Plate30.csv","NP","R2",219,"Green and Orange",2017-11-15,0,2018-04-10,"219_2017-11-15",-1.00903970027572,1,1
"Sample 13","Plate30.csv",23.6645,23.326,0.0388908729652599,0.178190908859012,2,2,0.21228034016481,"Sample 13_Plate30.csv","NP","R2",225,"Green and Orange",2017-11-15,0,2018-04-10,"225_2017-11-15",-0.67309022511472,1,1
"Sample 14","Plate30.csv",22.876,23.338,0.0636396103067892,0.154149278298667,2,2,0.369729655746411,"Sample 14_Plate30.csv","NP","R2",229,"Green and Orange",2017-11-15,0,2018-04-10,"229_2017-11-15",-0.432115713585702,1,1
"Sample 15","Plate30.csv",24.4235,22.29,0.218495995386644,0.229102597104443,2,2,0.0611731624504488,"Sample 15_Plate30.csv","NP","R2",155,"Orange",2017-11-15,0,2018-04-10,"155_2017-11-15",-1.21343906733157,1,1
"Sample 16","Plate30.csv",24.097,23.451,0.237587878478681,0.127279220613578,2,2,0.171531170515976,"Sample 16_Plate30.csv","NP","R2",247,"Orange",2017-11-15,0,2018-04-10,"247_2017-11-15",-0.765656948781394,1,1
"Sample 17","Plate30.csv",22.694,23.546,0.16970562748477,0.183847763108501,2,2,0.484491302100918,"Sample 17_Plate30.csv","NP","R2",168,"Red and Orange",2017-11-15,0,2018-04-10,"168_2017-11-15",-0.314714015276751,1,1
"Sample 18","Plate30.csv",22.6705,22.219,0.0869741340859436,0.140007142674937,2,2,0.196287835215884,"Sample 18_Plate30.csv","NP","R2",175,"Red and Orange",2017-11-15,0,2018-04-10,"175_2017-11-15",-0.707106614624749,1,1
"Sample 19","Plate30.csv",22.6735,22.245,0.0205060966544098,0.0650538238691615,2,2,0.199442208795728,"Sample 19_Plate30.csv","NP","R2",266,"Red and Orange",2017-11-15,0,2018-04-10,"266_2017-11-15",-0.700182924724477,1,1
"Sample 2","Plate30.csv",23.1665,22.6435,0.232638131010375,0.201525432638166,2,2,0.186796932729007,"Sample 2_Plate30.csv","N","R2",232,"Yellow",2017-11-15,0,2018-04-10,"232_2017-11-15",-0.728630259314723,1,1
"Sample 20","Plate30.csv",23.1245,22.974,0.156270598642227,0.0593969696196697,2,2,0.241826234826807,"Sample 20_Plate30.csv","NP","R2",272,"Red and Orange",2017-11-15,0,2018-04-10,"272_2017-11-15",-0.616496585929892,1,1
"Sample 21","Plate30.csv",23.489,22.6735,0.272943217538007,0.284964032818178,2,2,0.152517074736628,"Sample 21_Plate30.csv","NP","R2",104,"Red and Yellow",2017-11-15,0,2018-04-10,"104_2017-11-15",-0.816681533046438,1,1
"Sample 22","Plate30.csv",23.4495,22.844,0.311834090503269,0.172534054609517,2,2,0.176414698191657,"Sample 22_Plate30.csv","NP","R2",110,"Red and Yellow",2017-11-15,0,2018-04-10,"110_2017-11-15",-0.753465233957002,1,1
"Sample 3","Plate30.csv",23.725,22.5575,0.349310749906154,0.030405591591021,2,2,0.11949669901789,"Sample 3_Plate30.csv","N","R2",234,"Yellow",2017-11-15,0,2018-04-10,"234_2017-11-15",-0.92264409152016,1,1
"Sample 4","Plate30.csv",23.9495,21.2535,0.359917351623953,0.0473761543394988,2,2,0.0414220472860959,"Sample 4_Plate30.csv","NP","R2",140,"F",2017-11-15,0,2018-04-10,"140_2017-11-15",-1.38276843989256,1,1
"Sample 5","Plate30.csv",24.3185,23.649,0.30759144981615,0.391737156777346,2,2,0.168759739497455,"Sample 5_Plate30.csv","NP","R2",237,"F",2017-11-15,0,2018-04-10,"237_2017-11-15",-0.772731153679497,1,1
"Sample 6","Plate30.csv",23.202,24.4265,0.0325269119345833,0.375473700810056,2,2,0.627219653351456,"Sample 6_Plate30.csv","NP","R2",181,"Green",2017-11-15,0,2018-04-10,"181_2017-11-15",-0.202580341891916,1,1
"Sample 7","Plate30.csv",23.532,24.5105,0.288499566724112,0.177483802077822,2,2,0.528891124666238,"Sample 7_Plate30.csv","NP","R2",188,"Green",2017-11-15,0,2018-04-10,"188_2017-11-15",-0.276633720825257,1,1
"Sample 8","Plate30.csv",23.7275,23.7075,0.156270598642227,0.0431335136523794,2,2,0.26472065486196,"Sample 8_Plate30.csv","NP","R2",280,"Green",2017-11-15,0,2018-04-10,"280_2017-11-15",-0.577212171495742,1,1
"Sample 9","Plate30.csv",23.4485,23.7095,0.00636396103067917,0.0091923881554263,2,2,0.32164533523447,"Sample 9_Plate30.csv","NP","R2",286,"Green",2017-11-15,0,2018-04-10,"286_2017-11-15",-0.492622742714163,1,1
"Sample 1","Plate31.csv",23.1325,22.365,0.0403050865276347,0.0155563491861055,2,2,0.157676839665354,"Sample 1_Plate31.csv","NP","R1",184,"Green",2017-11-15,0,2018-05-03,"184_2017-11-15",-0.802232093254567,2,1
"Sample 10","Plate31.csv",22.8045,24.5415,0.084145706961199,0.0502045814642459,2,2,0.894741396124479,"Sample 10_Plate31.csv","N","R2",265,"Red and Orange",2017-11-15,0,2018-05-03,"265_2017-11-15",-0.0483024691141273,1,1
"Sample 11","Plate31.csv",23.3425,20.4615,0.0756604255869601,0.113844191771035,2,2,0.0364368656180297,"Sample 11_Plate31.csv","N","R2",265,"Red and Orange",2017-12-14,29,2018-05-03,"265_2017-12-14",-1.43845898909039,2,1
"Sample 12","Plate31.csv",22.2165,21.691,0.0898025612106933,0.147078210486803,2,2,0.186473518608773,"Sample 12_Plate31.csv","N","R2",265,"Red and Orange",2018-01-29,75,2018-05-03,"265_2018-01-29",-0.729382834303884,2,1
"Sample 13","Plate31.csv",22.385,21.247,0.131521861300698,0.0820243866176393,2,2,0.121965301401182,"Sample 13_Plate31.csv","N","R2",265,"Red and Orange",2018-02-05,82,2018-05-03,"265_2018-02-05",-0.913763706648073,2,1
"Sample 14","Plate31.csv",22.5,21.313,0.0961665222413724,0.106066017177984,2,2,0.11789240396475,"Sample 14_Plate31.csv","Control","R2",160,"Orange",2017-11-15,0,2018-05-03,"160_2017-11-15",-0.928514176435607,2,1
"Sample 15","Plate31.csv",21.9565,20.4135,0.0643467170879741,0.313248304065642,2,2,0.0921126220781962,"Sample 15_Plate31.csv","Control","R2",160,"Orange",2017-12-14,29,2018-05-03,"160_2017-12-14",-1.03568085489198,2,1
"Sample 16","Plate31.csv",22.215,21.465,0.374766594028871,0.120208152801714,2,2,0.159601118891987,"Sample 16_Plate31.csv","Control","R2",160,"Orange",2018-01-29,75,2018-05-03,"160_2018-01-29",-0.796964068330448,2,1
"Sample 17","Plate31.csv",23.5915,20.3905,0.287792459942925,0.113844191771035,2,2,0.0291884754803845,"Sample 17_Plate31.csv","Control","R2",160,"Orange",2018-02-23,100,2018-05-03,"160_2018-02-23",-1.53478858770287,2,1
"Sample 18","Plate31.csv",24.6485,20.253,0.0770746391493324,0.76367532368147,2,2,0.0127535498040942,"Sample 18_Plate31.csv","Control","R2",160,"Orange",2018-03-06,111,2018-05-03,"160_2018-03-06",-1.89436891752349,2,1
"Sample 2","Plate31.csv",21.5715,20.2885,0.0643467170879766,0.122329473145271,2,2,0.110302903365251,"Sample 2_Plate31.csv","NP","R1",184,"Green",2017-12-14,29,2018-05-03,"184_2017-12-14",-0.95741305601935,2,1
"Sample 3","Plate31.csv",21.196,19.961,0.00565685424949176,0.0282842712474638,2,2,0.114034531796386,"Sample 3_Plate31.csv","NP","R1",184,"Green",2018-01-29,75,2018-05-03,"184_2018-01-29",-0.942963616227479,2,1
"Sample 4","Plate31.csv",23.405,21.1695,0.0127279220613583,0.328804653251745,2,2,0.0569975086435116,"Sample 4_Plate31.csv","NP","R1",184,"Green",2018-02-23,100,2018-05-03,"184_2018-02-23",-1.24414412688929,2,1
"Sample 5","Plate31.csv",22.2725,22.725,0.198697005513419,0.181019335983756,2,2,0.367303021932878,"Sample 5_Plate31.csv","Control","R2",152,"Orange",2017-11-15,0,2018-05-03,"152_2017-11-15",-0.434975498544511,2,1
"Sample 6","Plate31.csv",22.829,20.3765,0.181019335983756,0.0275771644662764,2,2,0.0490379564997435,"Sample 6_Plate31.csv","Control","R2",152,"Orange",2017-12-14,29,2018-05-03,"152_2017-12-14",-1.30946763594838,2,1
"Sample 7","Plate31.csv",21.73,21.1155,0.0664680374315363,0.0134350288425432,2,2,0.175317591647073,"Sample 7_Plate31.csv","Control","R2",152,"Orange",2018-01-29,75,2018-05-03,"152_2018-01-29",-0.756174503917979,2,1
"Sample 8","Plate31.csv",24.176,21.2685,0.253144227664784,0.365574205873445,2,2,0.0357736880865453,"Sample 8_Plate31.csv","Control","R2",152,"Orange",2018-02-23,100,2018-05-03,"152_2018-02-23",-1.44643628397549,2,1
"Sample 9","Plate31.csv",24.0915,20.858,0.492853426487026,0.0947523086789976,2,2,0.0285382893814546,"Sample 9_Plate31.csv","Control","R2",152,"Orange",2018-03-06,111,2018-05-03,"152_2018-03-06",-1.54457206256195,1,1
"Sample 1","Plate6.csv",22.4965,21.4715,0.0516187950266183,0.0120208152801709,2,2,0.131902395486051,"Sample 1_Plate6.csv","Control","R1",137,"F",2017-12-14,29,2018-04-24,"137_2017-12-14",-0.879747317138043,1,1
"Sample 10","Plate6.csv",22.7495,20.963,0.193040151263927,0.060811183182042,2,2,0.0778069409843635,"Sample 10_Plate6.csv","Control","R1",129,"Green and Orange",2017-12-14,29,2018-04-24,"129_2017-12-14",-1.10898165883616,1,1
"Sample 11","Plate6.csv",22.9395,21.95,0.409414826307011,0.195161471607487,2,2,0.135188343861283,"Sample 11_Plate6.csv","Control","R1",220,"Green and Orange",2017-12-14,29,2018-04-24,"220_2017-12-14",-0.86906075229197,1,1
"Sample 12","Plate6.csv",22.9285,21.28,0.22556706319851,0.190918830920368,2,2,0.0856170935194069,"Sample 12_Plate6.csv","Control","R1",226,"Green and Orange",2017-12-14,29,2018-04-24,"226_2017-12-14",-1.06743951943453,1,1
"Sample 13","Plate6.csv",21.897,20.579,0.0749533188057727,0.111722871427475,2,2,0.107659136990316,"Sample 13_Plate6.csv","Control","R1",149,"Orange",2017-12-14,29,2018-04-24,"149_2017-12-14",-0.967949105867589,1,1
"Sample 14","Plate6.csv",22.6255,20.031,0.0997020561473045,0.227688383542068,2,2,0.0444412335061267,"Sample 14_Plate6.csv","Control","R1",157,"Orange",2017-12-14,29,2018-04-24,"157_2017-12-14",-1.35221389533266,1,1
"Sample 15","Plate6.csv",22.842,21.1485,0.270114790413262,0.427799602617862,2,2,0.0829877769039381,"Sample 15_Plate6.csv","Control","R1",248,"Orange",2017-12-14,29,2018-04-24,"248_2017-12-14",-1.08098586923941,1,1
"Sample 16","Plate6.csv",21.905,20.563,0.0509116882454308,0.0410121933088196,2,2,0.105882984517852,"Sample 16_Plate6.csv","Control","R1",162,"Red and Orange",2017-12-14,29,2018-04-24,"162_2017-12-14",-0.975173825763526,1,1
"Sample 17","Plate6.csv",22.659,20.607,0.192333044482742,0.00565685424949176,2,2,0.0647284007968856,"Sample 17_Plate6.csv","Control","R1",169,"Red and Orange",2017-12-14,29,2018-04-24,"169_2017-12-14",-1.18890512268495,1,1
"Sample 18","Plate6.csv",22.119,19.8015,0.0212132034355972,0.846406817080297,2,2,0.0538482276351703,"Sample 18_Plate6.csv","Control","R1",261,"Red and Orange",2017-12-14,29,2018-04-24,"261_2017-12-14",-1.26882858653374,1,1
"Sample 19","Plate6.csv",22.3535,20.4795,0.0558614357137377,0.0827314933988267,2,2,0.0732281759784028,"Sample 19_Plate6.csv","Control","R1",267,"Red and Orange",2017-12-14,29,2018-04-24,"267_2017-12-14",-1.13532178345676,1,1
"Sample 2","Plate6.csv",23.029,20.6645,0.103237590053237,0.0247487373415293,2,2,0.0521222318429602,"Sample 2_Plate6.csv","Control","R1",291,"F",2017-12-14,29,2018-04-24,"291_2017-12-14",-1.28297699632995,1,1
"Sample 20","Plate6.csv",22.388,20.925,0.0452548339959391,0.0509116882454308,2,2,0.0973647033000655,"Sample 20_Plate6.csv","Control","R1",273,"Red and Orange",2017-12-14,29,2018-04-24,"273_2017-12-14",-1.01159845523887,1,1
"Sample 21","Plate6.csv",22.6685,20.7015,0.0558614357137352,0.245366053071733,2,2,0.0686566212436252,"Sample 21_Plate6.csv","Control","R1",105,"Red and Yellow",2017-12-14,29,2018-04-24,"105_2017-12-14",-1.16331757305351,1,1
"Sample 22","Plate6.csv",24.4695,23.959,0.0586898628384823,0.0565685424949226,2,2,0.188422436609711,"Sample 22_Plate6.csv","Control","R1",204,"Red and Yellow",2017-12-14,29,2018-04-24,"204_2017-12-14",-0.724867384368925,1,1
"Sample 3","Plate6.csv",22.843,20.888,0.0240416305603419,0.151320851173923,2,2,0.0692300725757779,"Sample 3_Plate6.csv","Control","R1",176,"Green",2017-12-14,29,2018-04-24,"176_2017-12-14",-1.15970521310555,1,1
"Sample 4","Plate6.csv",22.8365,20.9065,0.142128463018496,0.132228968081885,2,2,0.0704401929286492,"Sample 4_Plate6.csv","Control","R1",182,"Green",2017-12-14,29,2018-04-24,"182_2017-12-14",-1.15217946321395,1,1
"Sample 5","Plate6.csv",22.5885,20.809,0.0615182899632295,0.0311126983722084,2,2,0.078185379973035,"Sample 5_Plate6.csv","Control","R1",189,"Green",2017-12-14,29,2018-04-24,"189_2017-12-14",-1.10687444886652,1,1
"Sample 6","Plate6.csv",22.5495,20.7855,0.113844191771033,0.123743686707646,2,2,0.0790299152236073,"Sample 6_Plate6.csv","Control","R1",281,"Green",2017-12-14,29,2018-04-24,"281_2017-12-14",-1.10220848393373,1,1
"Sample 7","Plate6.csv",23.4015,21.766,0.106773123959169,0.0664680374315338,2,2,0.0863920681007903,"Sample 7_Plate6.csv","Control","R1",287,"Green",2017-12-14,29,2018-04-24,"287_2017-12-14",-1.0635261294909,1,1
"Sample 8","Plate6.csv",22.202,21.0325,0.446891485709899,0.280721392131061,2,2,0.119331156189926,"Sample 8_Plate6.csv","Control","R1",116,"Green and Orange",2017-12-14,29,2018-04-24,"116_2017-12-14",-0.923246151511488,1,1
"Sample 9","Plate6.csv",22.7355,21.468,0.0091923881554263,0.267286363288515,2,2,0.111494362563435,"Sample 9_Plate6.csv","Control","R1",122,"Green and Orange",2017-12-14,29,2018-04-24,"122_2017-12-14",-0.952747091086559,1,1
"Sample 1","Plate7.csv",21.5605,21.551,0.146371103705616,0.113137084989848,2,2,0.266654331964582,"Sample 1_Plate7.csv","Control","R1",143,"Yellow",2017-12-14,29,2018-04-24,"143_2017-12-14",-0.57405135654127,1,1
"Sample 10","Plate7.csv",22.6835,20.988,0.0784888527117072,0.296984848098351,2,2,0.0828728111233927,"Sample 10_Plate7.csv","Control","R2",119,"Green and Orange",2017-12-14,29,2018-04-24,"119_2017-12-14",-1.08158792923074,1,1
"Sample 11","Plate7.csv",22.339,21.182,0.0381837661840725,0.0424264068711919,2,2,0.12036957397678,"Sample 11_Plate7.csv","Control","R2",125,"Green and Orange",2017-12-14,29,2018-04-24,"125_2017-12-14",-0.919483276565687,1,1
"Sample 12","Plate7.csv",22.9685,21.013,0.194454364826302,0.316783837971571,2,2,0.0692060834182143,"Sample 12_Plate7.csv","Control","R2",217,"Green and Orange",2017-12-14,29,2018-04-24,"217_2017-12-14",-1.15985572810338,1,1
