Sample,TotalSH,logSH,D.Prp,Community,Previous sample
Ac_219_T5,0.097940045112536,-1.00903970027572,,A,Ac_219_T5
Ac_225_T5,0.21228034016481,-0.67309022511472,,A,Ac_225_T5
Ac_229_T5,0.369729655746411,-0.432115713585702,,A,Ac_229_T5
Ac_247_T5,0.171531170515976,-0.765656948781394,,A,Ac_247_T5
Ac_266_T5,0.199442208795728,-0.700182924724477,,A,Ac_266_T5
Ac_272_T5,0.241826234826807,-0.616496585929892,,A,Ac_272_T5
Ac_280_T5,0.26472065486196,-0.577212171495742,,A,Ac_280_T5
Ac_286_T5,0.32164533523447,-0.492622742714163,,A,Ac_286_T5
Ac_105_T9,0.068656621243625,-1.16331757305351,,A,Ac_105_T9
Ac_116_T9,0.119331156189926,-0.923246151511488,,A,Ac_116_T9
Ac_122_T9,0.111494362563435,-0.952747091086559,,A,Ac_122_T9
Ac_129_T9,0.077806940984364,-1.10898165883616,,A,Ac_129_T9
Ac_143_T9,0.266654331964582,-0.57405135654127,,A,Ac_143_T9
Ac_149_T9,0.107659136990316,-0.967949105867589,,A,Ac_149_T9
Ac_157_T9,0.044441233506127,-1.35221389533266,,A,Ac_157_T9
Ac_162_T9,0.105882984517852,-0.975173825763526,,A,Ac_162_T9
Ac_169_T9,0.064728400796886,-1.18890512268495,,A,Ac_169_T9
Ac_176_T9,0.069230072575778,-1.15970521310555,,A,Ac_176_T9
Ac_182_T9,0.070440192928649,-1.15217946321395,,A,Ac_182_T9
Ac_189_T9,0.078185379973035,-1.10687444886652,,A,Ac_189_T9
Ac_204_T9,0.188422436609711,-0.724867384368925,,A,Ac_204_T9
Ac_220_T9,0.135188343861283,-0.86906075229197,,A,Ac_220_T9
Ac_226_T9,0.085617093519407,-1.06743951943453,,A,Ac_226_T9
Ac_248_T9,0.082987776903938,-1.08098586923941,,A,Ac_248_T9
Ac_261_T9,0.05384822763517,-1.26882858653374,,A,Ac_261_T9
Ac_267_T9,0.073228175978403,-1.13532178345676,,A,Ac_267_T9
Ac_273_T9,0.097364703300066,-1.01159845523887,,A,Ac_273_T9
Ac_281_T9,0.079029915223607,-1.10220848393373,,A,Ac_281_T9
Ac_287_T9,0.08639206810079,-1.0635261294909,,A,Ac_287_T9
Ac_102_T9,0.053904243871492,-1.26837704154024,,A,Ac_102_T9
Ac_108_T9,0.039638403602322,-1.40188384461722,,A,Ac_108_T9
Ac_119_T9,0.082872811123393,-1.08158792923074,,A,Ac_119_T9
Ac_125_T9,0.12036957397678,-0.919483276565687,,A,Ac_125_T9
Ac_152_T9,0.049037956499744,-1.30946763594838,,A,Ac_152_T9
Ac_160_T9,0.092112622078196,-1.03568085489198,,A,Ac_160_T9
Ac_166_T9,0.052996565253374,-1.27575227643401,,A,Ac_166_T9
Ac_173_T9,0.048145429922912,-1.31744493083347,,A,Ac_173_T9
Ac_179_T9,0.224539734366575,-0.648706795465937,,A,Ac_179_T9
Ac_186_T9,0.083913263301641,-1.07616938930879,,A,Ac_186_T9
Ac_217_T9,0.069206083418214,-1.15985572810338,,A,Ac_217_T9
Ac_223_T9,0.063594361668123,-1.19658138757438,,A,Ac_223_T9
Ac_231_T9,0.166609511641197,-0.778300208599282,,A,Ac_231_T9
Ac_264_T9,0.06198412895747,-1.20771949741395,,A,Ac_264_T9
Ac_270_T9,0.089718087090873,-1.04711999472722,,A,Ac_270_T9
Ac_277_T9,0.104425262180869,-0.981194425676804,,A,Ac_277_T9
Ac_284_T9,0.091603254815036,-1.0380890948573,,A,Ac_284_T9
Ac_290_T9,0.094636640508109,-1.02394068506109,,A,Ac_290_T9
Ac_106_T9,0.016939588872488,-1.77109713429909,,A,Ac_106_T9
Ac_117_T9,0.058539030823212,-1.23255447205623,,A,Ac_117_T9
Ac_123_T9,0.086272386240248,-1.06412818948223,,A,Ac_123_T9
Ac_130_T9,0.060666448674281,-1.21705142727953,,A,Ac_130_T9
Ac_144_T9,0.027205509752353,-1.56534313226276,,A,Ac_144_T9
Ac_150_T9,0.038822657052057,-1.41091474448714,,A,Ac_150_T9
Ac_158_T9,0.054279177538009,-1.2653667415836,,A,Ac_158_T9
Ac_164_T9,0.030692770143004,-1.51296391301723,,A,Ac_164_T9
Ac_170_T9,0.031337690487551,-1.50393301314731,,A,Ac_170_T9
Ac_177_T9,0.039242007861795,-1.40624877955435,,A,Ac_177_T9
Ac_183_T9,0.050207359765607,-1.2992326160958,,A,Ac_183_T9
Ac_190_T9,0.049242324303807,-1.30766145597439,,A,Ac_190_T9
Ac_206_T9,0.017488406743645,-1.75724975449855,,A,Ac_206_T9
Ac_221_T9,0.040823471237483,-1.3890900698015,,A,Ac_221_T9
Ac_227_T9,0.044890148243815,-1.34784896039553,,A,Ac_227_T9
Ac_249_T9,0.031240095430958,-1.5052876481278,,A,Ac_249_T9
Ac_262_T9,0.020746944225985,-1.68304586056738,,A,Ac_262_T9
Ac_268_T9,0.030438533663522,-1.5165762729652,,A,Ac_268_T9
Ac_274_T9,0.033170456352499,-1.47924855350286,,A,Ac_274_T9
Ac_282_T9,0.046264283907601,-1.33475415558415,,A,Ac_282_T9
Ac_288_T9,0.076602892059484,-1.1157548337386,,A,Ac_288_T9
Ac_103_T9,0.028488879117493,-1.54532463755111,,A,Ac_103_T9
Ac_109_T9,0.034032163288524,-1.46811044366329,,A,Ac_109_T9
Ac_120_T9,0.034032163288524,-1.46811044366329,,A,Ac_120_T9
Ac_126_T9,0.035171304870768,-1.45381151886925,,A,Ac_126_T9
Ac_154_T9,0.040823471237483,-1.3890900698015,,A,Ac_154_T9
Ac_167_T9,0.03972091510461,-1.40098075463023,,A,Ac_167_T9
Ac_174_T9,0.025427662776979,-1.59469355684,,A,Ac_174_T9
Ac_180_T9,0.039214816799479,-1.40654980955001,,A,Ac_180_T9
Ac_187_T9,0.025586784602598,-1.59198428687902,,A,Ac_187_T9
Ac_218_T9,0.045124121982944,-1.34559123542805,,A,Ac_218_T9
Ac_224_T9,0.030831367075865,-1.51100721804541,,A,Ac_224_T9
Ac_230_T9,0.057973711905636,-1.23676889199552,,A,Ac_230_T9
Ac_232_T9,0.025737980534282,-1.58942553191588,,A,Ac_232_T9
Ac_234_T9,0.029299963360672,-1.53313292272671,,A,Ac_234_T9
Ac_246_T9,0.066455972409337,-1.17746598284972,,A,Ac_246_T9
Ac_265_T9,0.03643686561803,-1.43845898909039,,A,Ac_265_T9
Ac_271_T9,0.025979953715726,-1.58536162697441,,A,Ac_271_T9
Ac_278_T9,0.035001065971242,-1.4559187288389,,A,Ac_278_T9
Ac_285_T9,0.032229880975889,-1.49174129832292,,A,Ac_285_T9
Ac_299_T9,0.022228319166639,-1.65309337599881,,A,Ac_299_T9
Ac_101_T9,0.04006656586399,-1.39721787968443,,A,Ac_101_T9
Ac_107_T9,0.030884840081217,-1.51025464305625,,A,Ac_107_T9
Ac_118_T9,0.041450768814359,-1.38246740989689,,A,Ac_118_T9
Ac_124_T9,0.088421601243879,-1.05344162463616,,A,Ac_124_T9
Ac_145_T9,0.054751514061101,-1.2616038666378,,A,Ac_145_T9
Ac_151_T9,0.061385540286008,-1.21193391735325,,A,Ac_151_T9
Ac_159_T9,0.035848154777384,-1.4455331939885,,A,Ac_159_T9
Ac_165_T9,0.042778884417585,-1.36877054509418,,A,Ac_165_T9
Ac_171_T9,0.054203982753358,-1.26596880157493,,A,Ac_171_T9
Ac_178_T9,0.045171062868314,-1.34513969043456,,A,Ac_178_T9
Ac_184_T9,0.110302903365251,-0.95741305601935,,A,Ac_184_T9
Ac_216_T9,0.058946201982375,-1.22954417209959,,A,Ac_216_T9
Ac_222_T9,0.115586328427005,-0.937093531312032,,A,Ac_222_T9
Ac_228_T9,0.070807337078742,-1.14992173824647,,A,Ac_228_T9
Ac_250_T9,0.051708407025281,-1.28643884128008,,A,Ac_250_T9
Ac_263_T9,0.046008450221137,-1.33716239554946,,A,Ac_263_T9
Ac_269_T9,0.0449212745098,-1.34754793039987,,A,Ac_269_T9
Ac_276_T9,0.104461459491053,-0.981043910678972,,A,Ac_276_T9
Ac_283_T9,0.067360313861393,-1.17159589793427,,A,Ac_283_T9
Ac_289_T9,0.065905499695822,-1.18107834279769,,A,Ac_289_T9
Ac_300_T9,0.041407693985832,-1.38291895489039,,A,Ac_300_T9
Ac_104_T9,0.031002807371285,-1.5085989780801,,A,Ac_104_T9
Ac_110_T9,0.024081059374601,-1.61832441149962,,A,Ac_110_T9
Ac_121_T9,0.028856550691995,-1.53975558263132,,A,Ac_121_T9
Ac_128_T9,0.04378385125839,-1.35868604023944,,A,Ac_128_T9
Ac_155_T9,0.016741152625001,-1.77621464422538,,A,Ac_155_T9
Ac_168_T9,0.026278790216717,-1.58039463204596,,A,Ac_168_T9
Ac_175_T9,0.031599437133849,-1.50032065319934,,A,Ac_175_T9
Ac_181_T9,0.013112100892536,-1.88232771769693,,A,Ac_181_T9
Ac_188_T9,0.01169100424005,-1.93214818197932,,A,Ac_188_T9
Ac_219_T9,0.006610809561907,-2.17974535341295,,A,Ac_219_T9
Ac_225_T9,0.038701751543288,-1.41226937946763,,A,Ac_225_T9
Ac_229_T9,0.026434075307519,-1.57783587708281,,A,Ac_229_T9
Ac_247_T9,0.004153498275584,-2.38158596550565,,A,Ac_247_T9
Ac_266_T9,0.010220025957778,-1.99054800113813,,A,Ac_266_T9
Ac_272_T9,0.028213758363371,-1.5495390574904,,A,Ac_272_T9
Ac_280_T9,0.040555535965992,-1.39194985476031,,A,Ac_280_T9
Ac_286_T9,0.034976813487289,-1.45621975883457,,A,Ac_286_T9
Ac_105_T13,0.045548352133462,-1.34152733048659,0,A,Ac_105_T13
Ac_116_T13,0.21839968352229,-0.660747995292495,0,A,Ac_116_T13
Ac_122_T13,0.401380565872757,-0.396443659099522,0,A,Ac_122_T13
Ac_129_T13,0.394211746512861,-0.404270438986785,0,A,Ac_129_T13
Ac_143_T13,0.055400494763796,-1.25648635671152,0,A,Ac_143_T13
Ac_149_T13,0.165745622246786,-0.78055793356676,0,A,Ac_149_T13
Ac_157_T13,0.139665023090281,-0.854912342495765,0,A,Ac_157_T13
Ac_162_T13,0.209140253444475,-0.679562370021495,0,A,Ac_162_T13
Ac_169_T13,0.219461940363553,-0.658640785322849,0,A,Ac_169_T13
Ac_176_T13,0.240655728579043,-0.61860379589954,0,A,Ac_176_T13
Ac_182_T13,0.232538688802757,-0.633504780684906,0,A,Ac_182_T13
Ac_189_T13,0.345568272403161,-0.461466138162941,0,A,Ac_189_T13
Ac_204_T13,0.050908228389566,-1.29321201618252,0,A,Ac_204_T13
Ac_220_T13,0.349906815489626,-0.456047598240989,0,A,Ac_220_T13
Ac_226_T13,0.294133430272416,-0.531455612154816,0,A,Ac_226_T13
Ac_248_T13,0.146862978630319,-0.833087667810127,0,A,Ac_248_T13
Ac_261_T13,0.280785953499047,-0.551624621864304,0,A,Ac_261_T13
Ac_267_T13,0.360118262904026,-0.443554853420934,0,A,Ac_267_T13
Ac_273_T13,0.147935753171273,-0.829926852855653,0,A,Ac_273_T13
Ac_281_T13,0.359619378866788,-0.444156913412261,0,A,Ac_281_T13
Ac_287_T13,0.383564916010866,-0.416161123815512,0,A,Ac_287_T13
Ac_102_T13,0.155506056019127,-0.808252693167848,0,A,Ac_102_T13
Ac_119_T13,0.355160408361289,-0.449575453334213,0,A,Ac_119_T13
Ac_125_T13,0.377891158854564,-0.422633268722288,0,A,Ac_125_T13
Ac_152_T13,0.175317591647073,-0.756174503917979,0,A,Ac_152_T13
Ac_160_T13,0.159601118891987,-0.796964068330448,0,A,Ac_160_T13
Ac_166_T13,0.368322815229547,-0.433771378561855,0,A,Ac_166_T13
Ac_173_T13,0.335536744878686,-0.474259912978661,0,A,Ac_173_T13
Ac_179_T13,0.263987709906732,-0.578416291478397,0,A,Ac_179_T13
Ac_186_T13,0.298136035964386,-0.525585527239369,0,A,Ac_186_T13
Ac_217_T13,0.465399856428275,-0.332173755025261,0,A,Ac_217_T13
Ac_223_T13,0.311983723816534,-0.505868062523379,0,A,Ac_223_T13
Ac_231_T13,0.015959316443861,-1.79698571392619,0,A,Ac_231_T13
Ac_264_T13,0.384363346688403,-0.41525803382852,0,A,Ac_264_T13
Ac_270_T13,0.250094055371679,-0.601896631140187,0,A,Ac_270_T13
Ac_277_T13,0.217568661398763,-0.662403660268648,0,A,Ac_277_T13
Ac_284_T13,0.362748780872398,-0.440394038466463,0,A,Ac_284_T13
Ac_290_T13,0.001171475640617,-2.93126673758808,0,A,Ac_290_T13
Ac_106_T13,0.050346757281759,-1.29802849611314,0,A,Ac_106_T13
Ac_117_T13,0.234318484213026,-0.630193450732603,0,A,Ac_117_T13
Ac_123_T13,0.299378530785363,-0.523779347265385,0,A,Ac_123_T13
Ac_130_T13,0.360867886909357,-0.442651763433941,0,A,Ac_130_T13
Ac_144_T13,0.063045738672144,-1.20034426252018,0,A,Ac_144_T13
Ac_150_T13,0.140490323479436,-0.852353587532621,0,A,Ac_150_T13
Ac_158_T13,0.113246837747666,-0.94597391618412,0,A,Ac_158_T13
Ac_164_T13,0.030544208597399,-1.51507112298688,0,A,Ac_164_T13
Ac_170_T13,0.16893529375178,-0.772279608686001,0,A,Ac_170_T13
Ac_177_T13,0.191716002786886,-0.717341634477326,0,A,Ac_177_T13
Ac_183_T13,0.299067422469478,-0.52423089225888,0,A,Ac_183_T13
Ac_190_T13,0.213386775025801,-0.67083250014724,0,A,Ac_190_T13
Ac_221_T13,0.265271698721803,-0.576309081508751,0,A,Ac_221_T13
Ac_227_T13,0.126924516617725,-0.896454481897394,0,A,Ac_227_T13
Ac_249_T13,0.22949627953804,-0.639224350602522,0,A,Ac_249_T13
Ac_262_T13,0.082214841870329,-1.08504977418088,0,A,Ac_262_T13
Ac_268_T13,0.127984647917792,-0.892842121949426,0,A,Ac_268_T13
Ac_274_T13,0.096457863847013,-1.01566236018033,0,A,Ac_274_T13
Ac_282_T13,0.130176656547162,-0.885466887055659,0,A,Ac_282_T13
Ac_288_T13,0.230293032904462,-0.637719200624202,0,A,Ac_288_T13
Ac_120_T13,0.363126134451652,-0.439942493472966,0,A,Ac_120_T13
Ac_126_T13,0.346888199996178,-0.459810473186789,0,A,Ac_126_T13
Ac_154_T13,0.173865388829147,-0.759786863865946,0,A,Ac_154_T13
Ac_174_T13,0.009729238936076,-2.01192113083028,0,A,Ac_174_T13
Ac_180_T13,0.297413630067885,-0.526639132224193,0,A,Ac_180_T13
Ac_187_T13,0.401798106609381,-0.395992114106026,0,A,Ac_187_T13
Ac_218_T13,0.5245101770705,-0.280246080773224,0,A,Ac_218_T13
Ac_224_T13,0.529257851141152,-0.276332690829592,0,A,Ac_224_T13
Ac_230_T13,0.450170264928793,-0.346623194817133,0,A,Ac_230_T13
Ac_232_T13,0.088974928017854,-1.05073235467519,0,A,Ac_232_T13
Ac_234_T13,0.040555535965992,-1.39194985476031,0,A,Ac_234_T13
Ac_246_T13,0.117443817252945,-0.930169841411759,0,A,Ac_246_T13
Ac_265_T13,0.186473518608773,-0.729382834303884,0,A,Ac_265_T13
Ac_271_T13,0.09565887738836,-1.0192747201283,0,A,Ac_271_T13
Ac_278_T13,0.374241815538128,-0.426847688661584,0,A,Ac_278_T13
Ac_285_T13,0.19311641049209,-0.714180819522854,0,A,Ac_285_T13
Ac_299_T13,0.219690238163775,-0.658189240329352,0,A,Ac_299_T13
Ac_101_T13,0.0087836888846,-2.05632305519071,0,A,Ac_101_T13
Ac_107_T13,0.023188329007979,-1.63473054626331,0,A,Ac_107_T13
Ac_118_T13,0.242665794697125,-0.614991435951573,0,A,Ac_118_T13
Ac_124_T13,0.219309873646747,-0.658941815318512,0,A,Ac_124_T13
Ac_145_T13,0.039762235242061,-1.40052920963673,0,A,Ac_145_T13
Ac_151_T13,0.051834004692493,-1.28538523629526,0,A,Ac_151_T13
Ac_159_T13,0.053960318379345,-1.26792549654675,0,A,Ac_159_T13
Ac_165_T13,0.072571287258502,-1.13923517340039,0,A,Ac_165_T13
Ac_171_T13,0.068229652123322,-1.16602684301449,0,A,Ac_171_T13
Ac_178_T13,0.152887532654383,-0.815627928061614,0,A,Ac_178_T13
Ac_184_T13,0.114034531796386,-0.942963616227479,0,A,Ac_184_T13
Ac_216_T13,0.151989405743777,-0.818186683024758,0,A,Ac_216_T13
Ac_222_T13,0.131628397145928,-0.880650407125035,0,A,Ac_222_T13
Ac_228_T13,0.214127600243944,-0.66932735016892,0,A,Ac_228_T13
Ac_263_T13,0.159159223509847,-0.798168188313104,0,A,Ac_263_T13
Ac_269_T13,0.034447489883048,-1.46284241873918,0,A,Ac_269_T13
Ac_276_T13,0.188749230875315,-0.724114809379765,0,A,Ac_276_T13
Ac_283_T13,0.242077797340814,-0.616045040936396,0,A,Ac_283_T13
Ac_289_T13,0.151148929966555,-0.82059492299007,0,A,Ac_289_T13
Ac_104_T13,0.044210800621939,-1.35447162030014,0,A,Ac_104_T13
Ac_110_T13,0.035073924367961,-1.45501563885191,0,A,Ac_110_T13
Ac_121_T13,0.362371819431608,-0.440845583459958,0,A,Ac_121_T13
Ac_128_T13,0.278653208602784,-0.554935951816607,0,A,Ac_128_T13
Ac_155_T13,0.144389993649514,-0.840462902703894,0,A,Ac_155_T13
Ac_168_T13,0.162616175009225,-0.788836258447521,0,A,Ac_168_T13
Ac_175_T13,0.040696334587534,-1.39044470478199,0,A,Ac_175_T13
Ac_181_T13,0.376714291368148,-0.423987903702776,0,A,Ac_181_T13
Ac_188_T13,0.410098584963427,-0.387111729233938,0,A,Ac_188_T13
Ac_219_T13,0.282249449210364,-0.549366896896823,0,A,Ac_219_T13
Ac_225_T13,0.522695509713728,-0.281751230751544,0,A,Ac_225_T13
Ac_229_T13,0.172664412862467,-0.762797163822588,0,A,Ac_229_T13
Ac_233_T13,0.147833247450938,-0.830227882851318,0,A,Ac_233_T13
Ac_235_T13,0.157022441849457,-0.804038273228551,0,A,Ac_235_T13
Ac_247_T13,0.138989005526519,-0.857019552465412,0,A,Ac_247_T13
Ac_266_T13,0.027834976410858,-1.55540914240585,0,A,Ac_266_T13
Ac_272_T13,0.132911944818673,-0.876435987185739,0,A,Ac_272_T13
Ac_280_T13,0.513537904193643,-0.289427495640976,0,A,Ac_280_T13
Ac_286_T13,0.341638547612676,-0.466433133091397,0,A,Ac_286_T13
Ac_129_T14,0.093204451504807,-1.0305633449657,0,A,Ac_129_T14
Ac_149_T14,0.096190796266905,-1.01686648016299,0,A,Ac_149_T14
Ac_267_T14,0.501750714387855,-0.299512000495718,0,A,Ac_267_T14
Ac_223_T14,0.386366702278154,-0.41300030886104,0,A,Ac_223_T14
Ac_270_T14,0.079002530287871,-1.10235899893156,0,A,Ac_270_T14
Ac_290_T14,0.736135203538197,-0.133042412893537,0,A,Ac_290_T14
Ac_158_T14,0.704925485945888,-0.151856787622537,0,A,Ac_158_T14
Ac_183_T14,0.839174457122305,-0.076147743713045,0,A,Ac_183_T14
Ac_268_T14,0.061003789339625,-1.21464318731422,0,A,Ac_268_T14
Ac_180_T14,0.187835632091633,-0.726222019349413,0,A,Ac_180_T14
Ac_218_T14,0.17931184159889,-0.7463910290589,0,A,Ac_218_T14
Ac_234_T14,0.238166543692702,-0.623119245834499,0,A,Ac_234_T14
Ac_246_T14,0.043587028734162,-1.36064273521125,0,A,Ac_246_T14
Ac_265_T14,0.121965301401182,-0.913763706648073,0,A,Ac_265_T14
Ac_159_T14,0.127188723336246,-0.895551391910401,0,A,Ac_159_T14
Ac_269_T14,0.711799424142834,-0.147642367683242,0,A,Ac_269_T14
Ac_283_T14,0.147884491429661,-0.830077367853487,0,A,Ac_283_T14
Ac_121_T14,0.607536364876639,-0.21642772169246,0,A,Ac_121_T14
Ac_266_T14,0.242497649867004,-0.615292465947234,0,A,Ac_266_T14
Ac_105_T19,0.180183982196286,-0.74428381908925,,A,Ac_105_T19
Ac_116_T19,0.208416683135443,-0.681067519999816,,A,Ac_116_T19
Ac_122_T19,0.124054215950736,-0.906388471754305,,A,Ac_122_T19
Ac_143_T19,0.157567584277907,-0.80253312325023,,A,Ac_143_T19
Ac_157_T19,0.041207269228152,-1.38502616486003,,A,Ac_157_T19
Ac_162_T19,0.043300955501696,-1.36350252017006,,A,Ac_162_T19
Ac_169_T19,0.049003977755951,-1.30976866594404,,A,Ac_169_T19
Ac_176_T19,0.192848879782188,-0.714782879514181,,A,Ac_176_T19
Ac_182_T19,0.17374491628251,-0.76008789386161,,A,Ac_182_T19
Ac_204_T19,0.083045319587991,-1.08068483924375,,A,Ac_204_T19
Ac_220_T19,0.177703336067825,-0.750304419002532,,A,Ac_220_T19
Ac_226_T19,0.200342814322483,-0.698226229752661,,A,Ac_226_T19
Ac_248_T19,0.090844480390154,-1.04170145480527,,A,Ac_248_T19
Ac_261_T19,0.160044241168331,-0.795759948347793,,A,Ac_261_T19
Ac_273_T19,0.265639698400911,-0.575707021517422,,A,Ac_273_T19
Ac_281_T19,0.199165914742997,-0.700784984715806,,A,Ac_281_T19
Ac_287_T19,0.207336018769972,-0.683325244967296,,A,Ac_287_T19
Ac_102_T19,0.145545553571668,-0.837001057753756,,A,Ac_102_T19
Ac_108_T19,0.100484345838796,-0.997901590436156,,A,Ac_108_T19
Ac_119_T19,0.1717096077832,-0.765205403787898,,A,Ac_119_T19
Ac_125_T19,0.113286092912821,-0.945823401186287,,A,Ac_125_T19
Ac_152_T19,0.035773688086545,-1.44643628397549,,A,Ac_152_T19
Ac_160_T19,0.029188475480385,-1.53478858770287,,A,Ac_160_T19
Ac_166_T19,0.118383725655819,-0.926707996461624,,A,Ac_166_T19
Ac_173_T19,0.157022441849457,-0.804038273228551,,A,Ac_173_T19
Ac_179_T19,0.130176656547162,-0.885466887055659,,A,Ac_179_T19
Ac_186_T19,0.128607142262266,-0.890734911979778,,A,Ac_186_T19
Ac_217_T19,0.236111901750945,-0.626882120780299,,A,Ac_217_T19
Ac_231_T19,0.144590299492864,-0.839860842712565,,A,Ac_231_T19
Ac_264_T19,0.26591603314349,-0.575255476523926,,A,Ac_264_T19
Ac_277_T19,0.143641314999992,-0.842720627671373,,A,Ac_277_T19
Ac_284_T19,0.115546276199099,-0.937244046309863,,A,Ac_284_T19
Ac_117_T19,0.267302024747508,-0.572997751556446,,A,Ac_117_T19
Ac_123_T19,0.233184317566738,-0.632300660702251,,A,Ac_123_T19
Ac_130_T19,0.174469005733669,-0.758281713887626,,A,Ac_130_T19
Ac_177_T19,0.144189965296639,-0.841064962695221,,A,Ac_177_T19
Ac_190_T19,0.164372706628767,-0.784170293514729,,A,Ac_190_T19
Ac_221_T19,0.146456351956806,-0.834291787792781,,A,Ac_221_T19
Ac_282_T19,0.118301696742496,-0.927009026457289,,A,Ac_282_T19
Ac_288_T19,0.10606662481456,-0.974421250774365,,A,Ac_288_T19
Ac_126_T19,0.074896529026294,-1.12553830859768,,A,Ac_126_T19
Ac_187_T19,0.104172231966326,-0.982248030661629,,A,Ac_187_T19
Ac_224_T19,0.103166227381205,-0.986462450600924,,A,Ac_224_T19
Ac_230_T19,0.103094742779104,-0.986763480596588,,A,Ac_230_T19
Ac_278_T19,0.136553923417362,-0.864695817354844,,A,Ac_278_T19
Ac_285_T19,0.077833911488611,-1.10883114383833,,A,Ac_285_T19
Ac_118_T19,0.16199741202891,-0.790491923423674,,A,Ac_118_T19
Ac_124_T19,0.052794910573815,-1.27740794141016,,A,Ac_124_T19
Ac_178_T19,0.041064702907041,-1.38653131483836,,A,Ac_178_T19
Ac_184_T19,0.056997508643512,-1.24414412688929,,A,Ac_184_T19
Ac_222_T19,0.103919814862903,-0.983301635646451,,A,Ac_222_T19
Ac_228_T19,0.072295149746432,-1.14089083837655,,A,Ac_228_T19
Ac_250_T19,0.021094967437182,-1.67582114067144,,A,Ac_250_T19
Ac_276_T19,0.079112126999223,-1.10175693894023,,A,Ac_276_T19
Ac_289_T19,0.097061480133941,-1.01295309021935,,A,Ac_289_T19
Ac_128_T19,0.057953623229462,-1.23691940699336,,A,Ac_128_T19
Ac_155_T19,0.030884840081217,-1.51025464305625,,A,Ac_155_T19
Ac_188_T19,0.181563067225826,-0.740972489136948,,A,Ac_188_T19
Ac_225_T19,0.034651044976348,-1.46028366377603,,A,Ac_225_T19
Ac_229_T19,0.089780296487629,-1.04681896473155,,A,Ac_229_T19
Ac_280_T19,0.109578956149017,-0.960272840978157,,A,Ac_280_T19
Ac_286_T19,0.061236798534213,-1.21298752233807,,A,Ac_286_T19
Ac_126_T20,0.050103064971058,-1.30013570608279,,A,Ac_126_T20
Ac_285_T20,0.031002807371285,-1.5085989780801,,A,Ac_285_T20
Ac_118_T20,0.055727864128554,-1.25392760174837,,A,Ac_118_T20
Ac_276_T20,0.045722327962838,-1.33987166551044,,A,Ac_276_T20
Ac_289_T20,0.074922490683811,-1.12538779359985,,A,Ac_289_T20
Ac_288_T21,0.077564626611782,-1.11033629381665,,A,Ac_288_T21
Ac_124_T21,0.034352113442009,-1.46404653872183,,A,Ac_124_T21
Ac_222_T21,0.205547349070204,-0.687088119913094,,A,Ac_222_T21
Ac_228_T21,0.023012199149173,-1.63804187621561,,A,Ac_228_T21
Ac_155_T21,0.012170587912508,-1.91468844223081,,A,Ac_155_T21
Ac_123_T21,0.043345999817226,-1.36305097517656,,A,Ac_123_T21
Ac_221_T21,0.052703503186624,-1.27816051639932,,A,Ac_221_T21
Ac_282_T21,0.05769310301289,-1.23887610196517,,A,Ac_282_T21
Ac_288_T21,0.051869945741482,-1.28508420629959,,A,Ac_288_T21
Ac_178_T21,0.168409178096872,-0.773634243666489,,A,Ac_178_T21
Ac_117_T21,0.038447741681005,-1.41512916442643,,A,Ac_117_T21
Ac_190_T21,0.038314722599927,-1.41663431440475,,A,Ac_190_T21
Ac_105_T22,0.046586077450158,-1.33174385562751,,A,Ac_105_T22
Ac_116_T22,0.047121937541845,-1.32677686069906,,A,Ac_116_T22
Ac_122_T22,0.061641367179397,-1.21012773737926,,A,Ac_122_T22
Ac_143_T22,0.065837011989091,-1.18152988779118,,A,Ac_143_T22
Ac_162_T22,0.05943854747564,-1.22593181215162,,A,Ac_162_T22
Ac_169_T22,0.043587028734162,-1.36064273521125,,A,Ac_169_T22
Ac_176_T22,0.057893398957284,-1.23737095198685,,A,Ac_176_T22
Ac_182_T22,0.039501265143935,-1.40338899459554,,A,Ac_182_T22
Ac_204_T22,0.031250924299384,-1.50513713312996,,A,Ac_204_T22
Ac_220_T22,0.038354579929499,-1.41618276941126,,A,Ac_220_T22
Ac_226_T22,0.03643686561803,-1.43845898909039,,A,Ac_226_T22
Ac_248_T22,0.022421749639715,-1.64933050105301,,A,Ac_248_T22
Ac_261_T22,0.071003929111467,-1.14871761826381,,A,Ac_261_T22
Ac_273_T22,0.038248385738178,-1.41738688939391,,A,Ac_273_T22
Ac_281_T22,0.035514270731426,-1.44959709892996,,A,Ac_281_T22
Ac_287_T22,0.068182375319107,-1.16632787301015,,A,Ac_287_T22
Ac_102_T22,0.047515521399709,-1.32316450075109,,A,Ac_102_T22
Ac_108_T22,0.041078937315054,-1.38638079984052,,A,Ac_108_T22
Ac_119_T22,0.075810562027324,-1.12027028367356,,A,Ac_119_T22
Ac_125_T22,0.046376658015958,-1.33370055059933,,A,Ac_125_T22
Ac_152_T22,0.028538289381455,-1.54457206256195,,A,Ac_152_T22
Ac_160_T22,0.012753549804094,-1.89436891752349,,A,Ac_160_T22
Ac_166_T22,0.076656007544436,-1.11545380374294,,A,Ac_166_T22
Ac_173_T22,0.022782070362594,-1.64240681115274,,A,Ac_173_T22
Ac_179_T22,0.048648619307333,-1.31292948089851,,A,Ac_179_T22
Ac_186_T22,0.068918861084663,-1.16166190807736,,A,Ac_186_T22
Ac_217_T22,0.083247033371362,-1.07963123425893,,A,Ac_217_T22
