Sample,TotalSH,logSH,D.Prp,Community,Previous sample
Ac_231_T22,0.062415262669156,-1.20470919745731,,A,Ac_231_T22
Ac_264_T22,0.079524470484122,-1.09949921397275,,A,Ac_264_T22
Ac_277_T22,0.07419895459618,-1.12960221353915,,A,Ac_277_T22
Ac_128_T22,0.019424788097861,-1.71164371015545,,A,Ac_128_T22
Ac_155_T22,0.015609224474928,-1.80661867378744,,A,Ac_155_T22
Ac_188_T22,0.024706640634907,-1.60718630166005,,A,Ac_188_T22
Ac_225_T22,0.027690648871103,-1.55766686737333,,A,Ac_225_T22
Ac_286_T22,0.03183025821607,-1.49715983824487,,A,Ac_286_T22
Of_20-14_T5,0.08083557766554,-1.09239745379092,1,D,Of_20-14_T5
Of_20-19_T5,0.075963374928552,-1.1193957485126,1,D,Of_20-19_T5
Of_6-112_T5,0.024632343074176,-1.60849427529908,1,D,Of_6-112_T5
Of_6-6_T5,0.149854595284167,-0.824329934894133,1,D,Of_6-6_T5
Of_31-34_T5,0.071347174881051,-1.14662321887535,0.094999597705178,B,Of_31-34_T5
Of_31-41_T5,0.29126835978045,-0.535706689828479,0,B,Of_31-41_T5
Of_31-45_T5,0.058080301576623,-1.23597113726796,0,B,Of_31-45_T5
Of_20-21_T5,0.071479131112473,-1.14582073534032,1,D,Of_20-21_T5
Of_20-3_T5,0.098629595528117,-1.00599274787879,1,D,Of_20-3_T5
Of_20-4_T5,0.046734589117396,-1.33036157120112,1,D,Of_20-4_T5
Of_6-40_T5,0.094961181545859,-1.02245389035028,1,D,Of_6-40_T5
Of_6-85_T5,0.025283552859323,-1.59716189879221,1,D,Of_6-85_T5
Of_31-13_T5,0.035891706777867,-1.44500588893383,0.022837418715453,B,Of_31-13_T5
Of_31-24_T5,0.167491685893663,-0.776006746000986,0.031963496595381,B,Of_31-24_T5
Of_31-46_T5,0.102397215833633,-0.989711851607532,0.053123647576944,B,Of_31-46_T5
Of_20-2_T5,0.07416252655137,-1.1298154831701,1,D,Of_20-2_T5
Of_20-28_T5,0.065158626567744,-1.18602807845095,1,D,Of_20-28_T5
Of_20-46_T5,0.071021893639208,-1.14860775239353,1,D,Of_20-46_T5
Of_6-81_T5,0.400874977406476,-0.396991051540568,1,D,Of_6-81_T5
Of_31-25_T5,0.262923888583963,-0.580169953228467,0.746959796209986,D,Of_31-25_T5
Of_31-30_T5,0.083523987559801,-1.07818877998024,0.293424643201945,B,Of_31-30_T5
Of_31-43_T5,0.080529161124261,-1.09404682494833,0.078718622332798,B,Of_31-43_T5
Of_20-29_T5,0.14953981845155,-0.82524315094317,1,D,Of_20-29_T5
Of_20-41_T5,0.033353548142848,-1.4768579591419,1,D,Of_20-41_T5
Of_20-45_T5,0.080830928930677,-1.0924224301443,1,D,Of_20-45_T5
Of_6-12_T5,0.477757812663645,-0.320792202297089,1,D,Of_6-12_T5
Of_6-19_T5,0.08852239071888,-1.05294686562145,1,D,Of_6-19_T5
Of_31-10_T5,0.131505353895957,-0.881056565652258,0.54031770459128,D,Of_31-10_T5
Of_31-3_T5,0.105917585401447,-0.975031928383796,0,B,Of_31-3_T5
Of_31-8_T5,0.063758771620453,-1.19546005866963,0,B,Of_31-8_T5
Of_20-17_T5,0.192923647520541,-0.714614535662303,1,D,Of_20-17_T5
Of_20-34_T5,0.032233578867258,-1.49169147245809,0.999085206155707,D,Of_20-34_T5
Of_20-40_T5,0.079824176398964,-1.09786555368085,1,D,Of_20-40_T5
Of_6-115_T5,0.059198354328986,-1.22769036617867,1,D,Of_6-115_T5
Of_31-17_T5,0.055991267790655,-1.25187969881593,0.029460507807434,B,Of_31-17_T5
Of_31-39_T5,0.042847355669616,-1.36807597545679,0,B,Of_31-39_T5
Of_31-40_T5,0.033943002231816,-1.46924974731454,0,B,Of_31-40_T5
Of_20-11_T5,0.099675660439983,-1.00141087806848,1,D,Of_20-11_T5
Of_20-43_T5,0.064364813065225,-1.19135148773161,1,D,Of_20-43_T5
Of_20-50_T5,0.360998082370462,-0.442495105069796,1,D,Of_20-50_T5
Of_6-49_T5,0.025128080521489,-1.59984068493562,1,D,Of_6-49_T5
Of_6-72_T5,0.097795804777271,-1.00967977508111,1,D,Of_6-72_T5
Of_6-82_T5,0.060008525266732,-1.22178704606161,1,D,Of_6-82_T5
Of_31-11_T5,0.034545325261591,-1.46161071386013,0,B,Of_31-11_T5
Of_31-2_T5,0.036099511851545,-1.44249867071523,0.044357591244248,B,Of_31-2_T5
Of_31-49_T5,0.035751395196978,-1.44670700520485,0,B,Of_31-49_T5
Of_34-36_T9,0.051720276603314,-1.28633916115104,1,D,Of_34-36_T9
Of_34-49_T9,0.030987713186987,-1.50881047238665,1,D,Of_34-49_T9
Of_20-14_T9,0.024701871224863,-1.60727014666539,1,D,Of_20-14_T9
Of_20-19_T9,0.028827207287823,-1.54019742900395,1,D,Of_20-19_T9
Of_20-30_T9,0.017769927559794,-1.75031434261934,1,D,Of_20-30_T9
Of_6-112_T9,0.016936852099741,-1.77116730491151,1,D,Of_6-112_T9
Of_6-6_T9,0.010048210028551,-1.99791129585137,1,D,Of_6-6_T9
Of_6-83_T9,0.023552799705013,-1.62795746118185,1,D,Of_6-83_T9
Of_31-34_T9,0.053715169400675,-1.26990305030266,0.064221790065698,B,Of_31-34_T9
Of_31-41_T9,0.062410950049816,-1.20473920632711,0,B,Of_31-41_T9
Of_31-45_T9,0.078116736850178,-1.107255906674,0,B,Of_31-45_T9
Of_34-11_T9,0.020780641942304,-1.68234104062418,1,D,Of_34-11_T9
Of_34-23_T9,0.007994262382186,-2.09722160172697,1,D,Of_34-23_T9
Of_34-8_T9,0.061717578892147,-1.20959111913521,1,D,Of_34-8_T9
Of_20-21_T9,0.017131890386425,-1.7661947129775,1,D,Of_20-21_T9
Of_20-3_T9,0.010403661059096,-1.98281380512688,1,D,Of_20-3_T9
Of_20-4_T9,0.005266935289451,-2.27844201743269,1,D,Of_20-4_T9
Of_6-116_T9,0.011065391445099,-1.95603321802779,0.987380035261313,D,Of_6-116_T9
Of_6-40_T9,0.013002065751452,-1.88598764206361,1,D,Of_6-40_T9
Of_6-85_T9,0.019369765227839,-1.71287564313592,1,D,Of_6-85_T9
Of_31-13_T9,0.049553332933843,-1.30492712975394,0,B,Of_31-13_T9
Of_31-24_T9,0.038089772263684,-1.41919162395027,0.012333066620039,B,Of_31-24_T9
Of_31-46_T9,0.02529399329711,-1.59698260086544,0.039910136667771,B,Of_31-46_T9
Of_34-38_T9,0.045735067857,-1.33975067221688,1,D,Of_34-38_T9
Of_34-44_T9,0.053200875098645,-1.27408122395708,1,D,Of_34-44_T9
Of_34-5_T9,0.074498216991605,-1.12785412134531,1,D,Of_34-5_T9
Of_20-2_T9,0.02242069115339,-1.649351003718,1,D,Of_20-2_T9
Of_20-28_T9,0.011745799367223,-1.93011742171647,1,D,Of_20-28_T9
Of_20-46_T9,0.034256475909623,-1.46525731655222,0.999529816317416,D,Of_20-46_T9
Of_6-81_T9,0.01416472618998,-1.84879181615451,1,D,Of_6-81_T9
Of_6-9_T9,0.011263469270886,-1.94832782146154,0.999273901763042,D,Of_6-9_T9
Of_6-96_T9,0.008450530250771,-2.07311603924454,0.996950166457602,D,Of_6-96_T9
Of_31-25_T9,0.126197575887803,-0.898948987315829,0.610164709042783,D,Of_31-25_T9
Of_31-30_T9,0.041142289096721,-1.38571154846002,0.279018045351183,B,Of_31-30_T9
Of_31-43_T9,0.061507854563325,-1.21106942120514,0,B,Of_31-43_T9
Of_34-10_T9,0.231167120049547,-0.636073937537512,1,D,Of_34-10_T9
Of_34-24_T9,0.016029097705635,-1.79509092384003,1,D,Of_34-24_T9
Of_34-25_T9,0.02895487746573,-1.5382782686194,1,D,Of_34-25_T9
Of_20-29_T9,0.009753633962923,-2.01083354676224,1,D,Of_20-29_T9
Of_20-41_T9,0.028859702936174,-1.5397081435767,0.985904962264911,D,Of_20-41_T9
Of_20-45_T9,0.014592225592674,-1.83587846486433,1,D,Of_20-45_T9
Of_6-118_T9,0.052218607650292,-1.28217471232649,1,D,Of_6-118_T9
Of_6-12_T9,0.059305589934558,-1.22690436964894,0.983408438119971,D,Of_6-12_T9
Of_6-19_T9,0.0264005254792,-1.57838742879511,1,D,Of_6-19_T9
Of_31-10_T9,0.202951420801519,-0.692607903971728,0.284583968627346,B,Of_31-10_T9
Of_31-3_T9,0.10732654593509,-0.9692928472115,0.014814652689548,B,Of_31-3_T9
Of_31-8_T9,0.029206908739977,-1.53451440633401,0,B,Of_31-8_T9
Of_34-22_T9,0.041542775340668,-1.38150449299893,0.995892077287728,D,Of_34-22_T9
Of_34-4_T9,0.062206094905831,-1.20616706138167,1,D,Of_34-4_T9
Of_34-9_T9,0.028746238609135,-1.54141897386708,1,D,Of_34-9_T9
Of_20-17_T9,0.012724876632713,-1.89534641944243,0.99349705153037,D,Of_20-17_T9
Of_20-34_T9,0.020130443785697,-1.69614665076685,1,D,Of_20-34_T9
Of_20-40_T9,0.020422352317909,-1.68989423581182,1,D,Of_20-40_T9
Of_6-115_T9,0.018231541508343,-1.73917660944355,1,D,Of_6-115_T9
Of_6-61_T9,0.033898500950621,-1.46981950661309,1,D,Of_6-61_T9
Of_6-86_T9,0.011610239768772,-1.93515881133985,0.975707155412945,D,Of_6-86_T9
Of_31-17_T9,0.066256712271909,-1.17877011807061,0.064625516181773,B,Of_31-17_T9
Of_31-39_T9,0.047040118265386,-1.32753159505395,0,B,Of_31-39_T9
Of_31-40_T9,0.046154365200045,-1.33578721787449,0.009996294062163,B,Of_31-40_T9
Of_34-21_T9,0.028308055724095,-1.54808995816204,1,D,Of_34-21_T9
Of_34-32_T9,0.012972096979806,-1.88698981318768,0.977134383166968,D,Of_34-32_T9
Of_34-7_T9,0.069719392207611,-1.15664640759233,1,D,Of_34-7_T9
Of_20-11_T9,0.005095509997606,-2.29281234196934,0.994752011110672,D,Of_20-11_T9
Of_20-43_T9,0.006028883911669,-2.21976307855078,1,D,Of_20-43_T9
Of_20-50_T9,0.036383916988969,-1.43909054784751,1,D,Of_20-50_T9
Of_6-49_T9,0.003589728149243,-2.44493843937549,1,D,Of_6-49_T9
Of_6-72_T9,0.002235793961857,-2.65056822106803,1,D,Of_6-72_T9
Of_6-82_T9,0.002272206714378,-2.64355216115214,1,D,Of_6-82_T9
Of_31-11_T9,0.031955467287031,-1.49545482735043,0,B,Of_31-11_T9
Of_31-2_T9,0.016091179000304,-1.79341213398876,0.101903722945518,B,Of_31-2_T9
Of_31-49_T9,0.130067642417211,-0.885830731628198,0,B,Of_31-49_T9
Of_34-20_T12,0.128900013898439,-0.889747035819483,1,D,Of_34-20_T12
Of_34-36_T12,0.057177100061934,-1.24277787519414,0.994541719806588,D,Of_34-36_T12
Of_34-49_T12,0.032077167544937,-1.49380398745499,1,D,Of_34-49_T12
Of_20-14_T12,0.017965681894081,-1.74555629433929,0.975350983582704,D,Of_20-14_T12
Of_20-19_T12,0.029815244046918,-1.52556163147014,0.985074069515757,D,Of_20-19_T12
Of_20-30_T12,0.003613056078661,-2.44212529764482,1,D,Of_20-30_T12
Of_6-112_T12,0.03674424337803,-1.43481069100116,1,D,Of_6-112_T12
Of_6-6_T12,0.054863670527107,-1.26071514029069,1,D,Of_6-6_T12
Of_6-83_T12,0.169104719510821,-0.771844271592649,1,D,Of_6-83_T12
Of_31-34_T12,0.106443613579608,-0.972880390311507,0.02058304303131,B,Of_31-34_T12
Of_31-41_T12,0.047159366669389,-1.32643203593142,0.002956462249861,B,Of_31-41_T12
Of_31-45_T12,0.038865685516594,-1.41043366776427,0.019728231293855,B,Of_31-45_T12
Of_34-11_T12,0.014776303644053,-1.83043419298866,1,D,Of_34-11_T12
Of_34-23_T12,0.01607604222919,-1.79382086165641,1,D,Of_34-23_T12
Of_34-8_T12,0.018253247511684,-1.73865985718373,1,D,Of_34-8_T12
Of_20-21_T12,0.006813454761301,-2.16663262328245,1,D,Of_20-21_T12
Of_20-3_T12,0.007361208092936,-2.13305090508642,1,D,Of_20-3_T12
Of_20-4_T12,0.011526136822717,-1.938316229367,0.992626260119697,D,Of_20-4_T12
Of_6-116_T12,0.020299804674965,-1.69250814085491,1,D,Of_6-116_T12
Of_6-40_T12,0.060050786385738,-1.22148130098797,1,D,Of_6-40_T12
Of_6-85_T12,0.017225358928552,-1.76383171983744,1,D,Of_6-85_T12
Of_31-13_T12,0.028701592009669,-1.54209401330646,0,B,Of_31-13_T12
Of_31-24_T12,0.101039967929932,-0.995506800297695,0,B,Of_31-24_T12
Of_31-46_T12,0.060158934420375,-1.22069986489397,0.037441604827732,B,Of_31-46_T12
Of_34-38_T12,0.033847175353266,-1.47047756862361,0.989043772224413,D,Of_34-38_T12
Of_34-44_T12,0.034653394799666,-1.46025421356176,0.99433533539693,D,Of_34-44_T12
Of_34-5_T12,0.054969617331405,-1.25987728634585,0.988075509655464,D,Of_34-5_T12
Of_20-2_T12,0.016148670308337,-1.7918632319413,1,D,Of_20-2_T12
Of_20-28_T12,0.119436768762994,-0.922861954507609,1,D,Of_20-28_T12
Of_20-46_T12,0.054741143787638,-1.26168613247449,0.984492120200626,D,Of_20-46_T12
Of_6-81_T12,0.259666837094835,-0.58558351200478,1,D,Of_6-81_T12
Of_6-9_T12,0.028327355056693,-1.54779397394086,1,D,Of_6-9_T12
Of_6-96_T12,0.306263261749647,-0.513905096488663,1,D,Of_6-96_T12
Of_31-25_T12,0.407268604525815,-0.390119067465497,0.568900653935208,D,Of_31-25_T12
Of_31-30_T12,0.092397075448693,-1.03434177484694,0.066708400426415,B,Of_31-30_T12
Of_31-43_T12,0.16178031695774,-0.791074318055213,0.017621119906358,B,Of_31-43_T12
Of_34-10_T12,0.01835073528059,-1.73634652967317,1,D,Of_34-10_T12
Of_34-24_T12,0.012487425947675,-1.9035270741903,1,D,Of_34-24_T12
Of_34-25_T12,0.016233179385868,-1.78959641212013,1,D,Of_34-25_T12
Of_20-29_T12,0.037081630958247,-1.43084117256989,1,D,Of_20-29_T12
Of_20-41_T12,0.00731251492993,-2.1359332342117,1,D,Of_20-41_T12
Of_20-45_T12,0.064474423559091,-1.19061253203182,1,D,Of_20-45_T12
Of_6-118_T12,0.130364037985031,-0.884842195863712,1,D,Of_6-118_T12
Of_6-12_T12,0.119129882199901,-0.923979287662928,1,D,Of_6-12_T12
Of_6-19_T12,0.203872681878307,-0.690640964042083,1,D,Of_6-19_T12
Of_31-10_T12,0.050803521369678,-1.29410618420392,0.191041800595476,B,Of_31-10_T12
Of_31-3_T12,0.108499923895387,-0.964570566440566,0,B,Of_31-3_T12
Of_31-8_T12,0.106860665807544,-0.97118212422347,0,B,Of_31-8_T12
Of_34-22_T12,0.024781065495951,-1.60588002447071,0.978173537870532,D,Of_34-22_T12
Of_34-4_T12,0.009247468126814,-2.03397715688984,1,D,Of_34-4_T12
Of_34-9_T12,0.059247712011876,-1.22732841628499,0.972309264584467,D,Of_34-9_T12
Of_20-17_T12,0.016437936013915,-1.78415271441402,1,D,Of_20-17_T12
Of_20-34_T12,0.033011782576702,-1.48133102391801,1,D,Of_20-34_T12
Of_20-40_T12,0.008745018881415,-2.05823924849684,1,D,Of_20-40_T12
Of_6-115_T12,0.045236668548044,-1.34450938616206,1,D,Of_6-115_T12
Of_6-61_T12,0.079524287501968,-1.09950021326555,1,D,Of_6-61_T12
Of_6-86_T12,0.053771485434633,-1.26944796599352,1,D,Of_6-86_T12
Of_31-17_T12,0.023197567369107,-1.63455755534901,0.074275743271458,B,Of_31-17_T12
Of_31-39_T12,0.088013166006615,-1.05545235630069,0,B,Of_31-39_T12
Of_31-40_T12,0.028667082268643,-1.5426165072318,0,B,Of_31-40_T12
Of_34-21_T12,0.007238838993854,-2.14033108283536,1,D,Of_34-21_T12
Of_34-32_T12,0.038977493163752,-1.40918609595619,1,D,Of_34-32_T12
Of_34-7_T12,0.016907432516188,-1.77192233732894,1,D,Of_34-7_T12
Of_20-11_T12,0.017646443997626,-1.75334279780038,1,D,Of_20-11_T12
Of_20-43_T12,0.019480091278822,-1.71040901245761,1,D,Of_20-43_T12
Of_20-50_T12,0.025224490101744,-1.59817760401027,1,D,Of_20-50_T12
Of_6-49_T12,0.050148606500368,-1.2997411303925,1,D,Of_6-49_T12
Of_6-72_T12,0.073031960365926,-1.13648704161958,1,D,Of_6-72_T12
Of_6-82_T12,0.014035365832846,-1.85277626296429,1,D,Of_6-82_T12
Of_31-11_T12,0.020697586077855,-1.684080302572,0,B,Of_31-11_T12
Of_31-2_T12,0.038960604733978,-1.40937431076181,0.034908033097119,B,Of_31-2_T12
Of_31-49_T12,0.051852217534436,-1.2852326656515,0.01185141168837,B,Of_31-49_T12
Of_6-6_T14,0.000528328976532,-3.27709556950859,1,D,Of_6-6_T14
Of_31-34_T14,0.006183188005714,-2.20878754816344,1,D,Of_31-34_T14
Of_6-40_T14,0.007686745680517,-2.11425748752386,1,D,Of_6-40_T14
Of_6-81_T14,0.011001001142728,-1.95856779020742,1,D,Of_6-81_T14
